"Rank","Player","Pos","Bye","Best","Worst","Avg","Std","Player.Name"
"1","Julio Jones","WR1","10","2","8","5.3","1.9","JULIOJONES"
"2","Rob Gronkowski","TE1","4","3","7","6.4","1.4","ROBGRONKOWSKI"
"3","DeAndre Hopkins","WR2","9","3","17","9.9","4.9","DEANDREHOPKINS"
"4","Antonio Brown","WR3","11","4","34","11.9","9.5","ANTONIOBROWN"
"5","Odell Beckham","WR4","11","7","19","11.9","4.3","ODELLBECKHAM"
"6","Julian Edelman","WR5","4","1","30","13.7","11.1","JULIANEDELMAN"
"7","A.J. Green","WR6","7","5","32","15.3","9.7","AJGREEN"
"8","Demaryius Thomas","WR7","7","6","35","20.4","8.4","DEMARYIUSTHOMAS"
"9","Brandon Marshall","WR8","5","3","37","21.4","12.3","BRANDONMARSHALL"
"10","Larry Fitzgerald","WR9","9","13","37","23.6","9.3","LARRYFITZGERALD"
"11","Calvin Johnson","WR10","9","13","30","24.4","5.7","CALVINJOHNSON"
"12","Tom Brady","QB1","4","12","33","25.7","6.0","TOMBRADY"
"13","Emmanuel Sanders","WR11","7","17","37","25.9","7.3","EMMANUELSANDERS"
"14","Randall Cobb","WR12","7","10","44","26.4","10.4","RANDALLCOBB"
"15","Alshon Jeffery","WR13","7","13","59","29.7","17.1","ALSHONJEFFERY"
"16","Allen Robinson","WR14","8","17","44","29.9","7.7","ALLENROBINSON"
"17","Aaron Rodgers","QB2","7","18","33","30.0","5.3","AARONRODGERS"
"18","Devonta Freeman","RB1","10","1","4","1.7","1.1","DEVONTAFREEMAN"
"19","Todd Gurley","RB2","6","1","5","2.8","1.6","TODDGURLEY"
"20","Amari Cooper","WR15","6","14","48","31.1","11.1","AMARICOOPER"
"21","Dez Bryant","WR16","6","14","54","34.7","14.7","DEZBRYANT"
"22","Adrian Peterson","RB3","5","4","11","7.2","2.9","ADRIANPETERSON"
"23","Charcandrick West","RB4","9","1","39","10.5","13.6","CHARCANDRICKWEST"
"24","Greg Olsen","TE2","5","29","71","38.6","15.0","GREGOLSEN"
"25","Marshawn Lynch","RB5","9","5","24","11.8","6.6","MARSHAWNLYNCH"
"26","Mike Evans","WR17","6","11","62","41.6","15.7","MIKEEVANS"
"27","Jarvis Landry","WR18","5","19","52","41.6","10.9","JARVISLANDRY"
"28","Lamar Miller","RB6","5","9","20","15.3","4.0","LAMARMILLER"
"29","Mark Ingram","RB7","11","4","51","19.3","14.9","MARKINGRAM"
"30","T.Y. Hilton","WR19","10","21","94","45.3","22.0","TYHILTON"
"31","Justin Forsett","RB8","9","10","26","20.5","6.2","JUSTINFORSETT"
"32","Christopher Ivory","RB9","5","18","26","20.8","2.9","CHRISIVORY"
"33","Danny Woodhead","RB10","10","9","42","21.3","10.6","DANNYWOODHEAD"
"34","Carson Palmer","QB3","9","38","60","48.7","9.5","CARSONPALMER"
"35","Latavius Murray","RB11","6","9","39","23.7","11.9","LATAVIUSMURRAY"
"36","Jeremy Maclin","WR20","9","20","65","49.9","14.2","JEREMYMACLIN"
"37","Tyler Eifert","TE3","7","29","83","50.6","20.5","TYLEREIFERT"
"38","Eric Decker","WR21","5","34","62","51.6","9.1","ERICDECKER"
"39","Frank Gore","RB12","10","15","39","28.5","9.0","FRANKGORE"
"40","Matt Forte","RB13","7","5","105","28.8","34.6","MATTFORTE"
"41","Brandin Cooks","WR22","11","33","64","53.6","10.6","BRANDINCOOKS"
"42","Andy Dalton","QB4","7","29","66","53.9","11.3","ANDYDALTON"
"43","LeSean McCoy","RB14","8","21","40","30.0","7.5","LESEANMCCOY"
"44","Doug Martin","RB15","6","15","46","31.8","11.4","DOUGMARTIN"
"45","Drew Brees","QB5","11","38","69","58.9","12.0","DREWBREES"
"46","Chris Johnson","RB16","9","18","86","37.0","24.6","CHRISJOHNSON"
"47","Martavis Bryant","WR23","11","35","97","61.9","17.6","MARTAVISBRYANT"
"48","Allen Hurns","WR24","8","37","96","63.0","16.2","ALLENHURNS"
"49","Philip Rivers","QB6","10","22","91","63.3","21.8","PHILIPRIVERS"
"50","John Brown","WR25","9","41","94","63.7","18.9","JOHNBROWN"
"51","Gary Barnidge","TE4","11","31","115","64.6","27.4","GARYBARNIDGE"
"52","T.J. Yeldon","RB17","8","26","56","42.0","9.5","TJYELDON"
"53","Cam Newton","QB7","5","57","69","65.1","4.6","CAMNEWTON"
"54","James Jones","WR26","7","45","108","65.9","20.1","JAMESJONES"
"55","Travis Kelce","TE5","9","16","75","44.5","20.1","TRAVISKELCE"
"56","DeMarco Murray","RB18","8","42","49","44.7","2.6","DEMARCOMURRAY"
"57","Stefon Diggs","WR27","5","32","55","45.5","8.5","STEFONDIGGS"
"58","Jonathan Stewart","RB19","5","43","61","47.8","6.1","JONATHANSTEWART"
"59","Jeremy Hill","RB20","7","36","74","48.7","12.4","JEREMYHILL"
"60","Antonio Gates","TE6","10","45","115","71.9","20.3","ANTONIOGATES"
"61","DeAngelo Williams","RB21","11","4","49","22.2","18.2","DEANGELOWILLIAMS"
"62","Matt Ryan","QB8","10","40","91","73.6","16.2","MATTRYAN"
"63","Eddie Lacy","RB22","7","16","128","54.0","37.6","EDDIELACY"
"64","Donte Moncrief","WR28","10","57","102","76.4","17.6","DONTEMONCRIEF"
"65","Russell Wilson","QB9","9","35","95","76.6","18.8","RUSSELLWILSON"
"66","LeGarrette Blount","RB23","4","47","73","59.7","9.4","LEGARRETTEBLOUNT"
"67","Andrew Luck","QB10","10","38","204","81.1","52.8","ANDREWLUCK"
"68","Giovani Bernard","RB24","7","21","49","36.8","12.9","GIOVANIBERNARD"
"69","Sammy Watkins","WR29","8","31","96","65.2","21.0","SAMMYWATKINS"
"70","Darren McFadden","RB25","6","16","61","40.0","14.3","DARRENMCFADDEN"
"71","Michael Crabtree","WR30","6","50","116","67.0","23.1","MICHAELCRABTREE"
"72","Golden Tate","WR31","9","48","104","70.2","22.4","GOLDENTATE"
"73","C.J. Anderson","RB26","7","49","82","70.8","14.8","CJANDERSON"
"74","Melvin Gordon","RB27","10","51","90","73.2","11.6","MELVINGORDON"
"75","Kendall Wright","WR32","4","26","116","75.2","30.9","KENDALLWRIGHT"
"76","Davante Adams","WR33","7","25","108","76.2","26.1","DAVANTEADAMS"
"77","Pierre Garcon","WR34","8","48","98","76.3","20.0","PIERREGARCON"
"78","Ben Roethlisberger","QB11","11","38","163","94.4","43.9","BENROETHLISBERGER"
"79","Jordan Reed","TE7","8","32","117","78.2","24.9","JORDANREED"
"80","Martellus Bennett","TE8","7","44","117","78.3","21.7","MARTELLUSBENNETT"
"81","Jordan Matthews","WR35","8","23","98","78.5","27.9","JORDANMATTHEWS"
"82","Eli Manning","QB12","11","49","92","78.5","15.4","ELIMANNING"
"83","Ronnie Hillman","RB28","7","11","78","55.2","23.4","RONNIEHILLMAN"
"84","Peyton Manning","QB13","7","54","95","84.5","13.8","PEYTONMANNING"
"85","Jimmy Graham","TE9","9","14","147","84.8","40.1","JIMMYGRAHAM"
"86","Steve Johnson","WR36","10","65","103","87.0","14.8","STEVIEJOHNSON"
"87","DeSean Jackson","WR37","8","51","110","91.0","19.5","DESEANJACKSON"
"88","Vincent Jackson","WR38","6","36","94","71.0","21.7","VINCENTJACKSON"
"89","Duke Johnson","RB29","11","49","82","73.4","12.3","DUKEJOHNSON"
"90","Antonio Andrews","RB30","4","43","113","73.8","22.4","ANTONIOANDREWS"
