"Rank","Player","Pos","Bye","Best","Worst","Avg","Std","Player.Name"
"99","Jason Witten","TE10","vs.  CAR","47","137","101.0","12.5","JASONWITTEN"
"100","Travis Benjamin","WR38","vs.  BAL","42","160","96.0","19.5","TRAVISBENJAMIN"
"101","Willie Snead","WR39","at  HOU","67","141","100.5","13.0","WILLIESNEAD"
"102","Marvin Jones","WR40","vs.  STL","55","159","107.6","14.9","MARVINJONES"
"103","Shaun Draughn","RB26","vs.  ARI","64","143","105.7","12.0","SHAUNDRAUGHN"
"104","Rishard Matthews","WR41","at  NYJ","45","134","107.7","12.3","RISHARDMATTHEWS"
"105","Jeremy Langford","RB27","at  GB","59","159","106.7","20.6","JEREMYLANGFORD"
"106","Jeremy Hill","RB28","vs.  STL","67","148","109.2","14.0","JEREMYHILL"
"107","Nate Washington","WR42","vs.  NO","46","149","113.8","14.6","NATEWASHINGTON"
"108","Benjamin Watson","TE11","at  HOU","78","174","116.1","15.3","BENJAMINWATSON"
"109","Matt Jones","RB29","vs.  NYG","76","153","116.5","12.8","MATTJONES"
"110","Donte Moncrief","WR43","vs.  TB","58","153","116.9","14.1","DONTEMONCRIEF"
"111","Spencer Ware","RB30","vs.  BUF","4","163","110.4","28.8","SPENCERWARE"
"112","Doug Baldwin","WR44","vs.  PIT","57","144","119.0","13.7","DOUGBALDWIN"
"113","Duke Johnson","RB31","vs.  BAL","69","161","120.2","13.8","DUKEJOHNSON"
"114","Heath Miller","TE12","at  SEA","74","161","119.4","16.5","HEATHMILLER"
"115","Michael Floyd","WR45","at  SF","54","159","115.2","17.8","MICHAELFLOYD"
"116","Cecil Shorts","WR46","vs.  NO","59","162","122.4","16.2","CECILSHORTS"
"117","Crockett Gillmore","TE13","at  CLE","51","159","120.9","16.8","CROCKETTGILLMORE"
"118","Rueben Randle","WR47","at  WAS","53","165","123.9","15.5","RUEBENRANDLE"
"119","Terrance Williams","WR48","vs.  CAR","56","166","123.5","15.9","TERRANCEWILLIAMS"
"120","Devin Funchess","WR49","at  DAL","67","156","123.5","14.0","DEVINFUNCHESS"
"121","Julius Thomas","TE14","vs.  SD","71","173","124.8","15.6","JULIUSTHOMAS"
"122","Charcandrick West","RB32","vs.  BUF","39","156","97.7","31.8","CHARCANDRICKWEST"
"123","Tavon Austin","WR50","at  CIN","60","154","122.6","13.6","TAVONAUSTIN"
"124","Kendall Wright","WR51","vs.  OAK","57","170","118.4","18.4","KENDALLWRIGHT"
"125","James Starks","RB33","vs.  CHI","64","177","127.7","16.2","JAMESSTARKS"
"126","Charles Sims","RB34","at  IND","102","169","127.9","13.3","CHARLESSIMS"
"127","Melvin Gordon","RB35","at  JAC","99","157","128.5","13.1","MELVINGORDON"
"128","Anquan Boldin","WR52","vs.  ARI","68","165","126.1","17.3","ANQUANBOLDIN"
"129","Tevin Coleman","RB36","vs.  MIN","51","168","115.3","34.5","TEVINCOLEMAN"
"130","Rashad Jennings","RB37","at  WAS","103","163","129.5","14.6","RASHADJENNINGS"
"131","Teddy Bridgewater","QB28","at  ATL","36","115","74.1","14.1","TEDDYBRIDGEWATER"
"132","Ted Ginn","WR53","at  DAL","66","157","130.7","12.5","TEDGINN"
"133","Theo Riddick","RB38","vs.  PHI","66","173","128.5","16.2","THEORIDDICK"
"134","Matt Schaub","QB29","at  CLE","41","99","78.0","10.6","MATTSCHAUB"
"135","Darren Sproles","RB39","at  DET","87","175","130.8","18.5","DARRENSPROLES"
"136","Brent Celek","TE15","at  DET","80","175","130.5","22.1","BRENTCELEK"
"137","Marquess Wilson","WR54","at  GB","64","169","133.1","20.1","MARQUESSWILSON"
"138","Zach Miller","TE16","at  GB","34","167","126.4","20.7","ZACHMILLER"
"139","Tyler Lockett","WR55","vs.  PIT","62","171","135.6","18.5","TYLERLOCKETT"
"140","Pierre Garcon","WR56","vs.  NYG","76","156","135.4","14.0","PIERREGARCON"
"141","Richard Rodgers","TE17","vs.  CHI","63","162","137.0","15.1","RICHARDRODGERS"
"142","Shane Vereen","RB40","at  WAS","78","172","137.8","14.5","SHANEVEREEN"
"143","Ahmad Bradshaw","RB41","vs.  TB","95","169","138.3","15.3","AHMADBRADSHAW"
"144","Jacob Tamme","TE18","vs.  MIN","62","167","140.4","15.7","JACOBTAMME"
"145","Jamison Crowder","WR57","vs.  NYG","83","166","143.0","12.6","JAMISONCROWDER"
"146","Charles Clay","TE19","at  KC","50","169","140.1","16.8","CHARLESCLAY"
"147","Eric Ebron","TE20","vs.  PHI","65","172","144.5","16.5","ERICEBRON"
"148","James White","RB42","at  DEN","100","174","142.0","18.7","JAMESWHITE"
"149","Dontrelle Inman","WR58","at  JAC","79","170","147.9","13.2","DONTRELLEINMAN"
"150","Dwayne Harris","WR59","at  WAS","69","170","147.9","15.7","DWAYNEHARRIS"
"151","Dorial Green-Beckham","WR60","vs.  OAK","61","175","148.1","15.1","DORIALGREENBECKHAM"
"152","C.J. Anderson","RB43","vs.  NE","116","168","147.5","12.7","CJANDERSON"
"153","Karlos Williams","RB44","at  KC","99","173","141.1","14.8","KARLOSWILLIAMS"
"154","Robert Woods","WR61","at  KC","75","171","151.2","12.4","ROBERTWOODS"
"155","Kyle Rudolph","TE21","at  ATL","107","177","150.7","14.4","KYLERUDOLPH"
"156","Chris Givens","WR62","at  CLE","73","174","152.3","13.8","CHRISGIVENS"
"157","Ameer Abdullah","RB45","vs.  PHI","102","171","148.0","16.6","AMEERABDULLAH"
"158","Vernon Davis","TE22","vs.  NE","70","177","151.2","17.1","VERNONDAVIS"
"159","Marques Colston","WR63","at  HOU","77","174","154.8","13.3","MARQUESCOLSTON"
"160","Coby Fleener","TE23","vs.  TB","89","177","154.6","16.5","COBYFLEENER"
"161","Jonathan Grimes","RB46","vs.  NO","97","174","159.5","15.3","JONATHANGRIMES"
"162","Andre Johnson","WR64","vs.  TB","72","174","158.6","14.1","ANDREJOHNSON"
"163","Andre Ellington","RB47","at  SF","89","176","158.5","13.9","ANDREELLINGTON"
"164","Bilal Powell","RB48","vs.  MIA","117","176","163.5","12.7","BILALPOWELL"
"165","Roddy White","WR65","vs.  MIN","84","175","162.6","13.5","RODDYWHITE"
"166","Kenny Stills","WR66","at  NYJ","94","176","165.7","12.6","KENNYSTILLS"
"167","J.J. Nelson","WR67","at  SF","134","176","163.1","8.8","JJNELSON"
"168","Johnny Manziel","QB30","vs.  BAL","32","88","75.7","19.1","JOHNNYMANZIEL"
"169","C.J. Spiller","RB49","at  HOU","136","177","162.4","12.7","CJSPILLER"
"170","Isaiah Crowell","RB50","vs.  BAL","121","175","150.2","14.1","ISAIAHCROWELL"
"171","Harry Douglas","WR68","vs.  OAK","80","172","159.4","15.1","HARRYDOUGLAS"
"172","Lance Moore","WR69","vs.  PHI","86","173","159.0","17.4","LANCEMOORE"
"173","Torrey Smith","WR70","vs.  ARI","139","177","167.9","7.0","TORREYSMITH"
"174","Mike Wallace","WR71","at  ATL","92","176","165.4","13.1","MIKEWALLACE"
"175","Blaine Gabbert","QB31","vs.  ARI","66","89","84.2","5.6","BLAINEGABBERT"
"176","Austin Seferian-Jenkins","TE24","at  IND","116","177","163.8","15.7","AUSTINSEFERIANJENKINS"
"177","Jermaine Kearse","WR72","vs.  PIT","91","178","164.1","15.7","JERMAINEKEARSE"
"178","Brian Hartline","WR73","vs.  BAL","131","177","166.0","9.5","BRIANHARTLINE"
"179","Jordan Cameron","TE25","at  NYJ","87","173","157.8","16.8","JORDANCAMERON"
"180","Chris Thompson","RB51","vs.  NYG","124","175","159.3","12.3","CHRISTHOMPSON"
"181","Cole Beasley","WR74","vs.  CAR","87","174","154.0","22.5","COLEBEASLEY"
"182","Andrew Hawkins","WR75","vs.  BAL","109","172","163.7","11.5","ANDREWHAWKINS"
"183","Alfred Morris","RB52","vs.  NYG","124","168","153.0","12.6","ALFREDMORRIS"
"184","T.J. Yates","QB32","vs.  NO","48","85","71.1","13.1","TJYATES"
"185","Joique Bell","RB53","vs.  PHI","135","172","160.4","10.0","JOIQUEBELL"
"186","Keshawn Martin","WR76","at  DEN","97","171","151.3","18.7","KESHAWNMARTIN"
"187","Sam Bradford","QB33","at  DET","44","84","61.6","13.2","SAMBRADFORD"
"188","Ladarius Green","TE26","at  JAC","146","177","166.2","11.0","LADARIUSGREEN"
"189","Kenny Britt","WR77","at  CIN","96","175","162.4","17.9","KENNYBRITT"
"190","Jerricho Cotchery","WR78","at  DAL","122","175","160.2","13.6","JERRICHOCOTCHERY"
"191","Chris Hogan","WR79","at  KC","137","174","162.6","11.4","CHRISHOGAN"
"192","Malcom Floyd","WR80","at  JAC","134","176","163.8","11.5","MALCOMFLOYD"
"193","Cody Latimer","WR81","vs.  NE","144","174","162.0","10.3","CODYLATIMER"
"194","Owen Daniels","TE27","vs.  NE","147","176","164.6","9.4","OWENDANIELS"
"195","Wes Welker","WR82","at  CIN","90","169","155.2","22.8","WESWELKER"
"196","Jay Ajayi","RB54","at  NYJ","142","170","159.5","9.5","JAYAJAYI"
"197","Nelson Agholor","WR83","at  DET","155","174","164.7","5.1","NELSONAGHOLOR"
"198","Brian Quick","WR84","at  CIN","88","175","160.3","24.8","BRIANQUICK"
"199","Clive Walford","TE28","at  TEN","93","176","160.5","23.8","CLIVEWALFORD"
"200","Case Keenum","QB34","at  CIN","86","95","89.7","3.9","CASEKEENUM"
"201","David Cobb","RB55","vs.  OAK","152","174","164.4","7.8","DAVIDCOBB"
"202","Javontee Herndon","WR85","at  JAC","152","175","164.9","8.0","JAVONTEEHERNDON"
"203","David Johnson","RB56","at  SF","141","173","161.1","11.8","DAVIDJOHNSON"
"204","Dwayne Allen","TE29","vs.  TB","81","173","149.8","34.9","DWAYNEALLEN"
"205","Josh Bellamy","WR86","at  GB","153","173","166.7","6.7","JOSHBELLAMY"
"206","Mohamed Sanu","WR87","vs.  STL","152","175","162.5","10.2","MOHAMEDSANU"
"207","Vance McDonald","TE30","vs.  ARI","133","168","155.2","12.0","VANCEMCDONALD"
"208","Chris Harper","WR88","at  DEN","149","166","158.8","5.5","CHRISHARPER"
"209","Marqise Lee","WR89","vs.  SD","95","169","138.7","31.6","MARQISELEE"
"210","Albert Wilson","WR90","vs.  BUF","152","174","163.8","8.1","ALBERTWILSON"
"211","Terron Ward","RB57","vs.  MIN","138","144","140.3","2.6","TERRONWARD"
"212","Will Tye","TE31","at  WAS","124","161","140.7","15.3","WILLTYE"
"213","Griff Whalen","WR91","vs.  TB","147","169","160.0","8.1","GRIFFWHALEN"
"214","Mike Tolbert","RB58","at  DAL","157","173","163.0","6.6","MIKETOLBERT"
"215","Garrett Celek","TE32","vs.  ARI","142","174","157.7","13.1","GARRETTCELEK"
"216","Terrance West","RB59","at  CLE","153","167","159.0","5.9","TERRANCEWEST"
"217","Jaron Brown","WR92","at  SF","169","174","171.8","1.8","JARONBROWN"
"218","Fred Jackson","RB60","vs.  PIT","146","176","162.3","12.4","FREDJACKSON"
"219","Ryan Griffin","TE33","vs.  NO","132","155","143.5","11.5","RYANGRIFFIN"
"220","Josh Huff","WR93","at  DET","166","171","168.3","2.1","JOSHHUFF"
"221","Chris Polk","RB61","vs.  NO","147","174","160.5","13.5","CHRISPOLK"
"222","Jeremy Kerley","WR94","vs.  MIA","162","172","167.0","5.0","JEREMYKERLEY"
"223","Adam Humphries","WR95","at  IND","171","172","171.5","0.5","ADAMHUMPHRIES"
