"Rank","Player","Pos","Bye","Best","Worst","Avg","Std","Player.Name"
"1","Devonta Freeman","RB1","10","1","2","1.3","0.5","DEVONTAFREEMAN"
"2","Todd Gurley","RB2","6","1","8","3.0","2.3","TODDGURLEY"
"3","Adrian Peterson","RB3","5","2","6","3.7","1.7","ADRIANPETERSON"
"4","Julio Jones","WR1","10","3","6","4.1","1.0","JULIOJONES"
"5","Rob Gronkowski","TE1","4","5","8","6.4","0.9","ROBGRONKOWSKI"
"6","Marshawn Lynch","RB4","9","3","14","7.3","3.2","MARSHAWNLYNCH"
"7","Antonio Brown","WR2","11","4","13","7.9","3.3","ANTONIOBROWN"
"8","DeAndre Hopkins","WR3","9","4","15","9.3","3.8","DEANDREHOPKINS"
"9","Odell Beckham","WR4","11","8","14","11.1","1.9","ODELLBECKHAM"
"10","Dion Lewis","RB5","4","3","33","12.4","9.5","DIONLEWIS"
"11","A.J. Green","WR5","7","9","21","13.4","3.8","AJGREEN"
"12","Mark Ingram","RB6","11","7","44","15.4","11.8","MARKINGRAM"
"13","Christopher Ivory","RB7","5","11","24","15.6","4.1","CHRISIVORY"
"14","Lamar Miller","RB8","5","10","21","15.7","3.1","LAMARMILLER"
"15","Latavius Murray","RB9","6","10","31","18.1","7.0","LATAVIUSMURRAY"
"16","Demaryius Thomas","WR6","7","14","27","21.0","4.2","DEMARYIUSTHOMAS"
"17","Julian Edelman","WR7","4","11","36","22.0","7.9","JULIANEDELMAN"
"18","Justin Forsett","RB10","9","17","32","22.1","5.3","JUSTINFORSETT"
"19","Tom Brady","QB1","4","20","24","22.1","1.2","TOMBRADY"
"20","Alshon Jeffery","WR8","7","11","38","22.6","8.8","ALSHONJEFFERY"
"21","Calvin Johnson","WR9","9","17","32","22.7","5.0","CALVINJOHNSON"
"22","LeSean McCoy","RB11","8","11","36","25.3","8.4","LESEANMCCOY"
"23","Eddie Lacy","RB12","7","7","45","25.6","13.9","EDDIELACY"
"24","Randall Cobb","WR10","7","17","44","26.1","8.4","RANDALLCOBB"
"25","Larry Fitzgerald","WR11","9","16","38","26.4","8.1","LARRYFITZGERALD"
"26","Charcandrick West","RB13","9","15","47","26.9","10.5","CHARCANDRICKWEST"
"27","Aaron Rodgers","QB2","7","25","37","28.3","3.8","AARONRODGERS"
"28","Emmanuel Sanders","WR12","7","19","42","29.0","8.4","EMMANUELSANDERS"
"29","Brandon Marshall","WR13","5","8","39","29.4","10.0","BRANDONMARSHALL"
"30","Doug Martin","RB14","6","14","56","29.9","13.5","DOUGMARTIN"
"31","Matt Forte","RB15","7","3","77","30.0","21.6","MATTFORTE"
"32","Frank Gore","RB16","10","19","51","33.7","11.1","FRANKGORE"
"33","Amari Cooper","WR14","6","21","47","33.9","9.1","AMARICOOPER"
"34","Allen Robinson","WR15","8","17","49","35.0","9.4","ALLENROBINSON"
"35","Greg Olsen","TE2","5","28","64","35.9","12.2","GREGOLSEN"
"36","Jeremy Hill","RB17","7","26","56","39.4","9.5","JEREMYHILL"
"37","Dez Bryant","WR16","6","32","49","40.6","6.3","DEZBRYANT"
"38","Chris Johnson","RB18","9","7","93","40.7","26.9","CHRISJOHNSON"
"39","Danny Woodhead","RB19","10","22","54","41.3","9.6","DANNYWOODHEAD"
"40","DeMarco Murray","RB20","8","37","52","43.0","4.8","DEMARCOMURRAY"
"41","Jonathan Stewart","RB21","5","35","55","43.3","6.0","JONATHANSTEWART"
"42","Carson Palmer","QB3","9","30","63","44.1","12.1","CARSONPALMER"
"43","Mike Evans","WR17","6","34","57","44.1","6.9","MIKEEVANS"
