"Rank","Player","Pos","Bye","Best","Worst","Avg","Std","Player.Name"
"1","Devonta Freeman","RB1","10","1","2","1.3","0.5","DEVONTAFREEMAN"
"2","Todd Gurley","RB2","6","1","3","1.8","0.7","TODDGURLEY"
"3","Julio Jones","WR1","10","3","6","4.5","1.0","JULIOJONES"
"4","Adrian Peterson","RB3","5","2","9","4.8","2.3","ADRIANPETERSON"
"5","Rob Gronkowski","TE1","4","3","8","6.0","1.6","ROBGRONKOWSKI"
"6","Marshawn Lynch","RB4","9","5","14","8.5","2.9","MARSHAWNLYNCH"
"7","DeAndre Hopkins","WR2","9","4","14","8.7","3.7","DEANDREHOPKINS"
"8","Odell Beckham","WR3","11","8","14","10.3","2.1","ODELLBECKHAM"
"9","Antonio Brown","WR4","11","4","35","12.5","10.5","ANTONIOBROWN"
"10","Lamar Miller","RB5","5","10","18","13.7","2.7","LAMARMILLER"
"11","Mark Ingram","RB6","11","3","44","15.7","13.5","MARKINGRAM"
"12","A.J. Green","WR5","7","10","33","17.5","8.4","AJGREEN"
"13","DeAngelo Williams","RB7","11","5","43","17.7","14.7","DEANGELOWILLIAMS"
"14","Julian Edelman","WR6","4","9","37","18.5","9.4","JULIANEDELMAN"
"15","Christopher Ivory","RB8","5","14","32","19.5","6.2","CHRISIVORY"
"16","Latavius Murray","RB9","6","8","36","21.2","10.2","LATAVIUSMURRAY"
"17","Charcandrick West","RB10","9","6","41","21.5","10.7","CHARCANDRICKWEST"
"18","Tom Brady","QB1","4","20","24","22.0","1.3","TOMBRADY"
"19","Alshon Jeffery","WR7","7","12","39","22.7","11.1","ALSHONJEFFERY"
"20","Justin Forsett","RB11","9","17","31","23.3","4.7","JUSTINFORSETT"
"21","Demaryius Thomas","WR8","7","15","37","24.7","7.8","DEMARYIUSTHOMAS"
"22","Calvin Johnson","WR9","9","18","28","25.0","3.3","CALVINJOHNSON"
"23","LeSean McCoy","RB12","8","17","38","25.5","7.1","LESEANMCCOY"
"24","Emmanuel Sanders","WR10","7","19","37","26.7","7.2","EMMANUELSANDERS"
"25","Brandon Marshall","WR11","5","11","40","27.2","10.8","BRANDONMARSHALL"
"26","Randall Cobb","WR12","7","17","43","27.8","8.6","RANDALLCOBB"
"27","Frank Gore","RB13","10","21","35","28.0","5.6","FRANKGORE"
"28","Aaron Rodgers","QB2","7","26","34","28.2","2.7","AARONRODGERS"
"29","Matt Forte","RB14","7","3","104","28.7","34.5","MATTFORTE"
"30","Doug Martin","RB15","6","17","46","29.5","10.0","DOUGMARTIN"
"31","Larry Fitzgerald","WR13","9","21","39","30.5","6.7","LARRYFITZGERALD"
"32","Dez Bryant","WR14","6","15","47","31.8","12.6","DEZBRYANT"
"33","Allen Robinson","WR15","8","16","49","32.5","10.3","ALLENROBINSON"
"34","Amari Cooper","WR16","6","20","46","33.7","8.8","AMARICOOPER"
"35","Danny Woodhead","RB16","10","20","47","34.0","8.1","DANNYWOODHEAD"
"36","Chris Johnson","RB17","9","18","77","36.5","20.6","CHRISJOHNSON"
"37","DeMarco Murray","RB18","8","23","44","37.5","6.8","DEMARCOMURRAY"
"38","Greg Olsen","TE2","5","29","63","37.5","12.1","GREGOLSEN"
"39","Tyler Eifert","TE3","7","28","74","40.8","16.2","TYLEREIFERT"
"40","Carson Palmer","QB3","9","30","60","43.0","13.0","CARSONPALMER"
"41","T.J. Yeldon","RB19","8","25","53","43.7","9.7","TJYELDON"
"42","Mike Evans","WR17","6","33","56","44.7","7.8","MIKEEVANS"
"43","Jonathan Stewart","RB20","5","41","52","46.8","3.3","JONATHANSTEWART"
"44","Jeremy Hill","RB21","7","26","72","48.0","14.0","JEREMYHILL"
"45","Jarvis Landry","WR18","5","42","55","49.2","4.4","JARVISLANDRY"
"46","Stefon Diggs","WR19","5","39","59","50.8","6.9","STEFONDIGGS"
"47","Andy Dalton","QB4","7","40","58","51.7","6.3","ANDYDALTON"
"48","Eddie Lacy","RB22","7","12","119","53.2","33.9","EDDIELACY"
"49","Drew Brees","QB5","11","34","63","53.2","10.1","DREWBREES"
"50","T.Y. Hilton","WR20","10","41","89","53.8","16.9","TYHILTON"
"51","Martavis Bryant","WR21","11","36","78","54.3","12.5","MARTAVISBRYANT"
"52","LeGarrette Blount","RB23","4","36","71","54.5","12.0","LEGARRETTEBLOUNT"
"53","Eric Decker","WR22","5","44","61","54.8","6.2","ERICDECKER"
"54","Brandin Cooks","WR23","11","43","64","55.5","7.3","BRANDINCOOKS"
"55","Cam Newton","QB6","5","45","65","57.7","7.2","CAMNEWTON"
"56","Jeremy Maclin","WR24","9","47","76","58.8","9.8","JEREMYMACLIN"
"57","Philip Rivers","QB7","10","49","79","61.8","10.7","PHILIPRIVERS"
"58","Allen Hurns","WR25","8","40","96","64.8","17.1","ALLENHURNS"
"59","Darren McFadden","RB24","6","16","56","38.6","13.3","DARRENMCFADDEN"
"60","James Jones","WR26","7","50","107","67.8","18.3","JAMESJONES"
"61","Michael Crabtree","WR27","6","37","126","69.3","28.0","MICHAELCRABTREE"
"62","Giovani Bernard","RB25","7","32","58","44.0","9.3","GIOVANIBERNARD"
"63","Donte Moncrief","WR28","10","55","98","71.5","13.9","DONTEMONCRIEF"
"64","Ben Roethlisberger","QB8","11","32","140","72.8","33.5","BENROETHLISBERGER"
"65","Gary Barnidge","TE4","11","47","105","75.0","18.0","GARYBARNIDGE"
"66","Travis Kelce","TE5","9","31","69","51.0","12.6","TRAVISKELCE"
"67","Matt Ryan","QB9","10","66","88","78.5","7.5","MATTRYAN"
"68","Ronnie Hillman","RB26","7","16","77","56.2","21.2","RONNIEHILLMAN"
"69","Russell Wilson","QB10","9","65","102","82.0","12.1","RUSSELLWILSON"
"70","John Brown","WR29","9","43","73","62.2","11.8","JOHNBROWN"
"71","C.J. Anderson","RB27","7","51","82","72.2","10.9","CJANDERSON"
"72","Sammy Watkins","WR30","8","53","92","73.0","14.2","SAMMYWATKINS"
"73","Andrew Luck","QB11","10","54","106","73.8","19.2","ANDREWLUCK"
"74","Melvin Gordon","RB28","10","63","85","73.8","7.2","MELVINGORDON"
"75","Antonio Gates","TE6","10","44","113","75.0","22.2","ANTONIOGATES"
"76","Eli Manning","QB12","11","72","88","78.4","6.4","ELIMANNING"
"77","Duke Johnson","RB29","11","63","89","79.4","9.0","DUKEJOHNSON"
"78","Jordan Matthews","WR31","8","62","94","80.0","11.6","JORDANMATTHEWS"
"79","Golden Tate","WR32","9","57","111","81.0","22.4","GOLDENTATE"
"80","Willie Snead","WR33","11","50","135","84.0","31.0","WILLIESNEAD"
"81","Benjamin Watson","TE7","11","70","100","84.8","11.3","BENJAMINWATSON"
"82","Davante Adams","WR34","7","72","107","85.0","13.2","DAVANTEADAMS"
"83","Martellus Bennett","TE8","7","68","120","85.8","18.0","MARTELLUSBENNETT"
"84","Peyton Manning","QB13","7","80","91","85.8","3.5","PEYTONMANNING"
"85","Antonio Andrews","RB30","4","65","120","87.2","19.5","ANTONIOANDREWS"
"86","Matt Jones","RB31","8","57","120","89.2","24.6","MATTJONES"
"87","Pierre Garcon","WR35","8","70","98","90.0","10.5","PIERREGARCON"
"88","Carlos Hyde","RB32","10","66","133","90.6","22.7","CARLOSHYDE"
"89","Steve Johnson","WR36","10","68","102","91.6","12.0","STEVIEJOHNSON"
"90","Kendall Wright","WR37","4","67","115","93.0","16.7","KENDALLWRIGHT"
"91","Jimmy Graham","TE9","9","68","129","94.4","19.8","JIMMYGRAHAM"
"92","Ryan Mathews","RB33","8","86","104","94.8","5.9","RYANMATHEWS"
"93","DeSean Jackson","WR38","8","73","110","95.4","12.1","DESEANJACKSON"
"94","Alfred Blue","RB34","9","80","127","95.4","18.5","ALFREDBLUE"
"95","Rishard Matthews","WR39","5","84","104","96.2","7.8","RISHARDMATTHEWS"
"96","Jordan Reed","TE10","8","81","133","97.6","19.4","JORDANREED"
"97","Travis Benjamin","WR40","11","70","165","97.8","34.1","TRAVISBENJAMIN"
"98","Vincent Jackson","WR41","6","62","94","74.3","12.2","VINCENTJACKSON"
"99","James Starks","RB35","7","82","125","101.4","13.9","JAMESSTARKS"
"100","Charles Sims","RB36","6","87","117","103.0","10.1","CHARLESSIMS"
"101","C.J. Spiller","RB37","11","69","157","106.2","33.2","CJSPILLER"
"102","Tyrod Taylor","QB14","8","81","140","106.4","22.0","TYRODTAYLOR"
"103","Karlos Williams","RB38","8","58","144","106.6","32.5","KARLOSWILLIAMS"
"104","Shane Vereen","RB39","11","88","126","106.6","15.8","SHANEVEREEN"
"105","Delanie Walker","TE11","4","91","126","109.8","12.1","DELANIEWALKER"
"106","Theo Riddick","RB40","9","61","151","110.4","30.2","THEORIDDICK"
"107","Marvin Jones","WR42","7","91","130","110.4","12.6","MARVINJONES"
"108","Michael Floyd","WR43","9","66","153","111.0","28.2","MICHAELFLOYD"
"109","Rashad Jennings","RB41","11","90","137","113.6","15.3","RASHADJENNINGS"
"110","Ted Ginn","WR44","5","100","131","113.6","10.6","TEDGINN"
"111","Charles Clay","TE12","8","92","130","116.6","13.0","CHARLESCLAY"
"112","Jeremy Langford","RB42","7","43","121","97.0","31.4","JEREMYLANGFORD"
"113","Ryan Tannehill","QB15","5","104","151","118.6","17.7","RYANTANNEHILL"
"114","Tavon Austin","WR45","6","61","113","98.5","21.7","TAVONAUSTIN"
"115","Brandon LaFell","WR46","4","64","160","99.0","37.7","BRANDONLAFELL"
"116","Joique Bell","RB43","9","94","140","120.8","15.0","JOIQUEBELL"
"117","Heath Miller","TE13","11","100","147","120.8","17.0","HEATHMILLER"
"118","Rueben Randle","WR47","11","99","145","122.0","19.3","RUEBENRANDLE"
"119","Ameer Abdullah","RB44","9","113","146","122.4","11.9","AMEERABDULLAH"
"120","Dorial Green-Beckham","WR48","4","105","141","122.8","13.5","DORIALGREENBECKHAM"
"121","Jay Cutler","QB16","7","82","139","104.0","21.8","JAYCUTLER"
"122","Isaiah Crowell","RB45","11","84","159","123.4","24.8","ISAIAHCROWELL"
"123","Eric Ebron","TE14","9","96","141","125.8","16.9","ERICEBRON"
"124","Anquan Boldin","WR49","10","101","115","108.0","6.1","ANQUANBOLDIN"
"125","Jason Witten","TE15","6","114","150","127.2","13.2","JASONWITTEN"
"126","Mike Wallace","WR50","5","100","128","110.5","10.5","MIKEWALLACE"
"127","Julius Thomas","TE16","8","115","146","133.0","11.9","JULIUSTHOMAS"
"128","Blake Bortles","QB17","8","109","124","116.3","5.4","BLAKEBORTLES"
"129","Andre Ellington","RB46","9","116","149","133.8","11.7","ANDREELLINGTON"
"130","Terrance Williams","WR51","6","110","130","122.0","7.9","TERRANCEWILLIAMS"
"131","Torrey Smith","WR52","10","103","135","122.5","13.1","TORREYSMITH"
"132","Eddie Royal","WR53","7","99","153","123.3","20.2","EDDIEROYAL"
"133","Alfred Morris","RB47","8","108","155","139.2","16.2","ALFREDMORRIS"
"134","Roddy White","WR54","10","112","148","126.5","13.9","RODDYWHITE"
"135","Kamar Aiken","WR55","9","95","114","103.3","7.9","KAMARAIKEN"
"136","Malcom Floyd","WR56","10","103","150","128.0","17.5","MALCOMFLOYD"
"137","Darren Sproles","RB48","8","130","161","144.4","10.4","DARRENSPROLES"
"138","Marques Colston","WR57","11","113","152","131.8","16.2","MARQUESCOLSTON"
"139","Derek Carr","QB18","6","87","142","110.0","23.3","DEREKCARR"
