"Rank","Player","Pos","Bye","Best","Worst","Avg","Std","Player.Name"
"1","Julio Jones","WR1","at  TB","2","26","3.3","3.3","JULIOJONES"
"2","Cam Newton","QB1","at  NO","4","12","4.7","1.7","CAMNEWTON"
"3","Antonio Brown","WR2","vs.  IND","2","15","5.5","2.5","ANTONIOBROWN"
"4","Devonta Freeman","RB1","at  TB","1","75","7.8","15.3","DEVONTAFREEMAN"
"5","Adrian Peterson","RB2","vs.  SEA","1","75","7.9","11.5","ADRIANPETERSON"
"6","Tom Brady","QB2","vs.  PHI","4","20","8.2","3.0","TOMBRADY"
"7","DeAndre Hopkins","WR3","at  BUF","2","22","9.4","3.2","DEANDREHOPKINS"
"8","DeAngelo Williams","RB3","vs.  IND","1","76","10.1","12.3","DEANGELOWILLIAMS"
"9","Odell Beckham","WR4","vs.  NYJ","2","26","12.9","5.0","ODELLBECKHAM"
"10","Ben Roethlisberger","QB3","vs.  IND","4","18","10.6","2.9","BENROETHLISBERGER"
"11","Brandon Marshall","WR5","at  NYG","5","46","14.2","8.6","BRANDONMARSHALL"
"12","LeSean McCoy","RB4","vs.  HOU","1","57","14.8","10.7","LESEANMCCOY"
"13","Aaron Rodgers","QB4","at  DET","7","21","12.6","2.5","AARONRODGERS"
"14","Carson Palmer","QB5","at  STL","4","34","13.9","3.3","CARSONPALMER"
"15","Alshon Jeffery","WR6","vs.  SF","5","48","17.3","7.8","ALSHONJEFFERY"
"16","Andy Dalton","QB6","at  CLE","7","27","14.9","3.2","ANDYDALTON"
"17","Calvin Johnson","WR7","vs.  GB","8","42","19.4","5.8","CALVINJOHNSON"
"18","Larry Fitzgerald","WR8","at  STL","2","46","19.8","11.6","LARRYFITZGERALD"
"19","Matthew Stafford","QB7","vs.  GB","12","61","19.5","6.0","MATTHEWSTAFFORD"
"20","Jay Cutler","QB8","vs.  SF","13","54","22.2","7.7","JAYCUTLER"
"21","A.J. Green","WR9","at  CLE","8","55","25.4","7.4","AJGREEN"
"22","Russell Wilson","QB9","at  MIN","12","51","23.7","6.9","RUSSELLWILSON"
"23","Ryan Fitzpatrick","QB10","at  NYG","18","56","25.3","7.5","RYANFITZPATRICK"
"24","Doug Martin","RB5","vs.  ATL","1","81","27.8","13.7","DOUGMARTIN"
"25","Allen Robinson","WR10","at  TEN","5","84","28.1","8.9","ALLENROBINSON"
"26","Jarvis Landry","WR11","vs.  BAL","5","60","28.6","9.6","JARVISLANDRY"
"27","Eli Manning","QB11","vs.  NYJ","12","54","27.3","8.4","ELIMANNING"
"28","Drew Brees","QB12","vs.  CAR","16","54","29.0","8.4","DREWBREES"
"29","Ryan Tannehill","QB13","vs.  BAL","18","71","31.6","10.7","RYANTANNEHILL"
"30","Todd Gurley","RB6","vs.  ARI","6","89","34.8","18.0","TODDGURLEY"
"31","Blake Bortles","QB14","at  TEN","13","64","32.5","9.2","BLAKEBORTLES"
"32","Demaryius Thomas","WR12","at  SD","8","68","35.5","7.9","DEMARYIUSTHOMAS"
"33","Jonathan Stewart","RB7","at  NO","3","92","36.0","17.1","JONATHANSTEWART"
"34","Martavis Bryant","WR13","vs.  IND","10","88","38.0","11.7","MARTAVISBRYANT"
"35","Mark Ingram","RB8","vs.  CAR","1","118","39.4","18.0","MARKINGRAM"
"36","Greg Olsen","TE1","at  NO","14","49","39.6","3.6","GREGOLSEN"
"37","Derek Carr","QB15","vs.  KC","18","65","37.7","12.5","DEREKCARR"
"38","Eric Decker","WR14","at  NYG","17","74","40.9","8.1","ERICDECKER"
"39","Marcus Mariota","QB16","vs.  JAC","20","64","39.2","10.8","MARCUSMARIOTA"
"40","T.Y. Hilton","WR15","at  PIT","9","84","41.6","9.8","TYHILTON"
"41","Darren McFadden","RB9","at  WAS","6","121","42.7","19.6","DARRENMCFADDEN"
"42","Amari Cooper","WR16","vs.  KC","17","93","45.1","12.1","AMARICOOPER"
