"Rank","Player","Pos","Bye","Best","Worst","Avg","Std","Player.Name"
"1","Devonta Freeman","RB1","10","1","2","1.2","0.4","DEVONTAFREEMAN"
"2","Todd Gurley","RB2","6","1","3","2.0","0.6","TODDGURLEY"
"3","Adrian Peterson","RB3","5","2","6","3.8","1.3","ADRIANPETERSON"
"4","Julio Jones","WR1","10","3","6","4.3","0.9","JULIOJONES"
"5","Rob Gronkowski","TE1","4","5","8","6.7","0.9","ROBGRONKOWSKI"
"6","Marshawn Lynch","RB4","9","5","13","8.0","2.8","MARSHAWNLYNCH"
"7","DeAndre Hopkins","WR2","9","4","14","8.3","3.9","DEANDREHOPKINS"
"8","Odell Beckham","WR3","11","8","12","9.3","1.4","ODELLBECKHAM"
"9","Lamar Miller","RB5","5","9","15","11.7","2.4","LAMARMILLER"
"10","Antonio Brown","WR4","11","6","35","13.8","9.9","ANTONIOBROWN"
"11","Mark Ingram","RB6","11","3","44","14.2","13.7","MARKINGRAM"
"12","DeAngelo Williams","RB7","11","5","33","15.3","10.5","DEANGELOWILLIAMS"
"13","A.J. Green","WR5","7","10","33","15.5","8.1","AJGREEN"
"14","Christopher Ivory","RB8","5","11","22","15.8","3.5","CHRISIVORY"
"15","Latavius Murray","RB9","6","8","36","17.8","8.9","LATAVIUSMURRAY"
"16","LeSean McCoy","RB10","8","16","30","20.0","4.9","LESEANMCCOY"
"17","Julian Edelman","WR6","4","9","37","21.2","10.3","JULIANEDELMAN"
"18","Justin Forsett","RB11","9","17","31","21.3","4.7","JUSTINFORSETT"
"19","Tom Brady","QB1","4","21","24","22.0","1.2","TOMBRADY"
"20","Demaryius Thomas","WR7","7","15","37","22.3","7.6","DEMARYIUSTHOMAS"
"21","Charcandrick West","RB12","9","14","41","22.8","8.7","CHARCANDRICKWEST"
"22","Calvin Johnson","WR8","9","18","27","24.0","3.2","CALVINJOHNSON"
"23","Alshon Jeffery","WR9","7","12","39","24.2","10.6","ALSHONJEFFERY"
"24","Randall Cobb","WR10","7","15","32","24.7","5.8","RANDALLCOBB"
