"Rank","Player","Pos","Bye","Best","Worst","Avg","Std","Player.Name"
"1","Julio Jones","WR1","vs.  MIN","2","16","4.8","3.3","JULIOJONES"
"2","Adrian Peterson","RB1","at  ATL","1","29","4.5","7.0","ADRIANPETERSON"
"3","DeAndre Hopkins","WR2","vs.  NO","1","16","6.7","2.8","DEANDREHOPKINS"
"4","Antonio Brown","WR3","at  SEA","2","37","7.3","5.8","ANTONIOBROWN"
"5","Carson Palmer","QB1","at  SF","1","21","7.8","3.4","CARSONPALMER"
"6","Aaron Rodgers","QB2","vs.  CHI","3","35","6.1","4.2","AARONRODGERS"
"7","Larry Fitzgerald","WR4","at  SF","2","39","12.9","6.2","LARRYFITZGERALD"
"8","Odell Beckham","WR5","at  WAS","5","31","13.2","4.6","ODELLBECKHAM"
"9","Cam Newton","QB3","at  DAL","2","20","9.8","3.3","CAMNEWTON"
"10","Todd Gurley","RB2","at  CIN","1","71","14.6","11.1","TODDGURLEY"
"11","Demaryius Thomas","WR6","vs.  NE","2","79","16.7","13.8","DEMARYIUSTHOMAS"
"12","DeMarco Murray","RB3","at  DET","1","81","15.0","17.6","DEMARCOMURRAY"
"13","Eli Manning","QB4","at  WAS","7","36","14.3","4.0","ELIMANNING"
"14","Doug Martin","RB4","at  IND","1","63","17.2","13.4","DOUGMARTIN"
"15","Rob Gronkowski","TE1","at  DEN","11","84","19.3","15.5","ROBGRONKOWSKI"
"16","Tom Brady","QB5","at  DEN","4","57","15.6","6.5","TOMBRADY"
"17","Calvin Johnson","WR7","vs.  PHI","5","47","20.2","7.8","CALVINJOHNSON"
"18","Drew Brees","QB6","at  HOU","4","38","17.6","5.7","DREWBREES"
"19","Blake Bortles","QB7","vs.  SD","12","52","20.3","5.9","BLAKEBORTLES"
"20","Brandon Marshall","WR8","vs.  MIA","5","91","24.7","13.2","BRANDONMARSHALL"
"21","Allen Robinson","WR9","vs.  SD","5","43","26.0","6.2","ALLENROBINSON"
"22","Russell Wilson","QB8","vs.  PIT","7","62","22.8","8.9","RUSSELLWILSON"
"23","Brian Hoyer","QB9","vs.  NO","4","65","23.7","8.3","BRIANHOYER"
"24","Matthew Stafford","QB10","vs.  PHI","4","64","24.8","10.0","MATTHEWSTAFFORD"
"25","Mike Evans","WR10","at  IND","11","97","30.0","9.1","MIKEEVANS"
"26","Mark Ingram","RB5","at  HOU","1","71","28.5","16.8","MARKINGRAM"
"27","Philip Rivers","QB11","at  JAC","13","64","27.6","8.1","PHILIPRIVERS"
"28","Ben Roethlisberger","QB12","at  SEA","4","57","29.1","10.6","BENROETHLISBERGER"
"29","Darren McFadden","RB6","vs.  CAR","1","93","31.5","19.0","DARRENMCFADDEN"
"30","Dez Bryant","WR11","vs.  CAR","12","92","34.5","12.0","DEZBRYANT"
"31","Andy Dalton","QB13","vs.  STL","17","62","31.4","9.4","ANDYDALTON"
"32","A.J. Green","WR12","vs.  STL","10","81","36.2","10.9","AJGREEN"
"33","LeSean McCoy","RB7","at  KC","3","76","35.0","13.7","LESEANMCCOY"
"34","Derek Carr","QB14","at  TEN","19","57","33.8","8.6","DEREKCARR"
"35","T.J. Yeldon","RB8","vs.  SD","1","100","38.0","17.9","TJYELDON"
"36","Jarvis Landry","WR13","at  NYJ","14","81","40.3","8.5","JARVISLANDRY"
"37","Matt Ryan","QB15","vs.  MIN","13","66","37.3","11.1","MATTRYAN"
"38","Amari Cooper","WR14","at  TEN","16","92","41.0","11.3","AMARICOOPER"
"39","Brandin Cooks","WR15","at  HOU","18","75","42.2","8.9","BRANDINCOOKS"
"40","Greg Olsen","TE2","at  DAL","14","80","42.8","12.0","GREGOLSEN"
"41","Thomas Rawls","RB9","vs.  PIT","15","87","41.1","13.8","THOMASRAWLS"
"42","Eric Decker","WR16","vs.  MIA","19","85","43.7","7.2","ERICDECKER"
"43","Randall Cobb","WR17","vs.  CHI","5","123","46.6","15.4","RANDALLCOBB"
"44","Alshon Jeffery","WR18","at  GB","5","119","45.2","20.0","ALSHONJEFFERY"
"45","Tony Romo","QB16","vs.  CAR","21","102","42.4","12.7","TONYROMO"
"46","Marcus Mariota","QB17","vs.  OAK","26","73","45.3","10.8","MARCUSMARIOTA"
"47","Michael Crabtree","WR19","at  TEN","22","97","50.6","13.1","MICHAELCRABTREE"
"48","Jonathan Stewart","RB10","at  DAL","3","93","49.6","17.4","JONATHANSTEWART"
"49","Martavis Bryant","WR20","at  SEA","5","103","51.5","19.4","MARTAVISBRYANT"
"50","Tyler Eifert","TE3","vs.  STL","7","88","53.5","11.5","TYLEREIFERT"
"51","Jameis Winston","QB18","at  IND","20","66","48.9","10.3","JAMEISWINSTON"
"52","Lamar Miller","RB11","at  NYJ","24","107","53.1","12.9","LAMARMILLER"
"53","Josh McCown","QB19","vs.  BAL","18","108","47.1","16.1","JOSHMCCOWN"
"54","Christopher Ivory","RB12","vs.  MIA","15","106","56.0","19.1","CHRISIVORY"
"55","Steve Johnson","WR21","at  JAC","24","117","59.6","12.5","STEVIEJOHNSON"
"56","Delanie Walker","TE4","vs.  OAK","14","88","61.4","12.4","DELANIEWALKER"
"57","Javorius Allen","RB13","at  CLE","3","115","61.7","17.3","JAVORIUSALLEN"
"58","T.Y. Hilton","WR22","vs.  TB","18","102","68.0","15.4","TYHILTON"
"59","DeAngelo Williams","RB14","at  SEA","25","117","66.9","17.5","DEANGELOWILLIAMS"
"60","Jordan Reed","TE5","vs.  NYG","36","101","66.9","13.9","JORDANREED"
"61","Jay Cutler","QB20","at  GB","35","102","57.5","9.8","JAYCUTLER"
"62","Giovani Bernard","RB15","vs.  STL","6","122","67.5","20.9","GIOVANIBERNARD"
"63","Ryan Fitzpatrick","QB21","vs.  MIA","36","73","61.3","7.2","RYANFITZPATRICK"
"64","Danny Woodhead","RB16","at  JAC","1","135","69.2","27.0","DANNYWOODHEAD"
"65","Jeremy Maclin","WR23","vs.  BUF","26","118","71.0","14.7","JEREMYMACLIN"
"66","Kirk Cousins","QB22","vs.  NYG","17","108","60.9","13.6","KIRKCOUSINS"
"67","Allen Hurns","WR24","vs.  SD","32","103","74.1","16.2","ALLENHURNS"
"68","Golden Tate","WR25","vs.  PHI","2","139","74.5","18.9","GOLDENTATE"
"69","Stefon Diggs","WR26","at  ATL","37","115","75.2","15.7","STEFONDIGGS"
