"Rank","Player","Pos","Bye","Best","Worst","Avg","Std","Player.Name"
"1","Julio Jones","WR1","10","2","6","4.3","1.4","JULIOJONES"
"2","Rob Gronkowski","TE1","4","1","8","5.3","2.3","ROBGRONKOWSKI"
"3","DeAndre Hopkins","WR2","9","4","14","8.9","3.5","DEANDREHOPKINS"
"4","Odell Beckham","WR3","11","5","14","9.6","2.7","ODELLBECKHAM"
"5","Antonio Brown","WR4","11","4","35","11.3","10.2","ANTONIOBROWN"
"6","A.J. Green","WR5","7","6","33","15.7","8.7","AJGREEN"
"7","Julian Edelman","WR6","4","9","37","16.9","9.4","JULIANEDELMAN"
"8","Tom Brady","QB1","4","3","24","19.3","6.8","TOMBRADY"
"9","Demaryius Thomas","WR7","7","7","37","22.1","9.5","DEMARYIUSTHOMAS"
"10","Calvin Johnson","WR8","9","14","28","23.4","4.9","CALVINJOHNSON"
"11","Randall Cobb","WR9","7","8","42","24.9","10.3","RANDALLCOBB"
"12","Brandon Marshall","WR10","5","11","40","25.0","11.4","BRANDONMARSHALL"
"13","Alshon Jeffery","WR11","7","12","48","26.1","13.6","ALSHONJEFFERY"
"14","Aaron Rodgers","QB2","7","13","34","26.1","5.9","AARONRODGERS"
"15","Emmanuel Sanders","WR12","7","19","37","26.3","6.8","EMMANUELSANDERS"
"16","Larry Fitzgerald","WR13","9","18","39","28.7","7.6","LARRYFITZGERALD"
"17","Dez Bryant","WR14","6","15","47","29.7","12.8","DEZBRYANT"
"18","Devonta Freeman","RB1","10","1","2","1.3","0.5","DEVONTAFREEMAN"
"19","Todd Gurley","RB2","6","1","3","1.8","0.7","TODDGURLEY"
"20","Allen Robinson","WR15","8","15","49","31.7","9.9","ALLENROBINSON"
"21","Amari Cooper","WR16","6","20","46","32.0","8.8","AMARICOOPER"
"22","Adrian Peterson","RB3","5","2","6","4.2","1.3","ADRIANPETERSON"
"23","Marshawn Lynch","RB4","9","5","14","9.0","2.8","MARSHAWNLYNCH"
"24","Greg Olsen","TE2","5","29","63","39.7","12.8","GREGOLSEN"
