"Rank","Player","Pos","Bye","Best","Worst","Avg","Std","Player.Name"
"1","Adrian Peterson","RB1","at  ATL","1","53","3.3","6.4","ADRIANPETERSON"
"2","Carson Palmer","QB1","at  SF","1","15","4.1","2.6","CARSONPALMER"
"3","DeAndre Hopkins","WR1","vs.  NO","1","17","6.7","2.9","DEANDREHOPKINS"
"4","Aaron Rodgers","QB2","vs.  CHI","1","25","2.9","3.1","AARONRODGERS"
"5","Cam Newton","QB3","at  DAL","1","13","5.1","2.2","CAMNEWTON"
"6","Todd Gurley","RB2","at  CIN","1","63","9.7","9.2","TODDGURLEY"
"7","Julio Jones","WR2","vs.  MIN","3","25","12.9","4.7","JULIOJONES"
"8","Eli Manning","QB4","at  WAS","5","33","9.1","3.8","ELIMANNING"
"9","Tom Brady","QB5","at  DEN","2","24","9.2","4.1","TOMBRADY"
"10","Drew Brees","QB6","at  HOU","1","29","11.3","4.5","DREWBREES"
"11","Odell Beckham","WR3","at  WAS","5","39","17.7","5.5","ODELLBECKHAM"
"12","Blake Bortles","QB7","vs.  SD","6","37","13.7","5.0","BLAKEBORTLES"
"13","Doug Martin","RB3","at  IND","2","51","16.2","11.3","DOUGMARTIN"
"14","Antonio Brown","WR4","at  SEA","4","48","20.3","6.9","ANTONIOBROWN"
"15","Russell Wilson","QB8","vs.  PIT","3","43","15.9","6.9","RUSSELLWILSON"
"16","DeMarco Murray","RB4","at  DET","2","72","18.9","14.9","DEMARCOMURRAY"
"17","Brian Hoyer","QB9","vs.  NO","1","47","17.0","6.8","BRIANHOYER"
"18","Matthew Stafford","QB10","vs.  PHI","2","48","17.7","8.2","MATTHEWSTAFFORD"
"19","Philip Rivers","QB11","at  JAC","8","40","19.0","6.2","PHILIPRIVERS"
"20","Ben Roethlisberger","QB12","at  SEA","3","44","20.7","8.8","BENROETHLISBERGER"
"21","Larry Fitzgerald","WR5","at  SF","6","46","25.4","6.2","LARRYFITZGERALD"
"22","Andy Dalton","QB13","vs.  STL","10","43","22.2","7.4","ANDYDALTON"
"23","Derek Carr","QB14","at  TEN","11","41","23.1","6.4","DEREKCARR"
"24","Rob Gronkowski","TE1","at  DEN","6","92","27.5","15.6","ROBGRONKOWSKI"
"25","Matt Ryan","QB15","vs.  MIN","9","49","26.5","8.4","MATTRYAN"
"26","Calvin Johnson","WR6","vs.  PHI","4","59","32.0","7.7","CALVINJOHNSON"
"27","Demaryius Thomas","WR7","vs.  NE","8","53","32.3","9.0","DEMARYIUSTHOMAS"
"28","Darren McFadden","RB5","vs.  CAR","3","71","31.0","17.5","DARRENMCFADDEN"
"29","Mark Ingram","RB6","at  HOU","3","66","31.1","13.9","MARKINGRAM"
"30","Allen Robinson","WR8","vs.  SD","11","51","34.3","5.4","ALLENROBINSON"
"31","Thomas Rawls","RB7","vs.  PIT","8","73","32.8","12.2","THOMASRAWLS"
"32","Tony Romo","QB16","vs.  CAR","14","76","30.2","9.5","TONYROMO"
"33","LeSean McCoy","RB8","at  KC","2","70","35.4","11.4","LESEANMCCOY"
"34","Mike Evans","WR9","at  IND","10","93","37.8","9.1","MIKEEVANS"
"35","Brandon Marshall","WR10","vs.  MIA","7","79","38.3","10.2","BRANDONMARSHALL"
"36","Marcus Mariota","QB17","vs.  OAK","18","56","32.1","8.1","MARCUSMARIOTA"
"37","T.J. Yeldon","RB9","vs.  SD","1","94","38.0","15.1","TJYELDON"
"38","Jonathan Stewart","RB10","at  DAL","9","76","38.4","15.6","JONATHANSTEWART"
"39","Jameis Winston","QB18","at  IND","13","55","34.4","8.0","JAMEISWINSTON"
"40","Dez Bryant","WR11","vs.  CAR","12","96","43.6","10.4","DEZBRYANT"
"41","Josh McCown","QB19","vs.  BAL","11","82","35.1","12.9","JOSHMCCOWN"
"42","A.J. Green","WR12","vs.  STL","19","84","46.7","10.6","AJGREEN"
"43","Christopher Ivory","RB11","vs.  MIA","9","98","45.1","16.8","CHRISIVORY"
"44","Amari Cooper","WR13","at  TEN","13","77","50.5","9.8","AMARICOOPER"
"45","Eric Decker","WR14","vs.  MIA","15","67","52.0","7.2","ERICDECKER"
"46","Jay Cutler","QB20","at  GB","21","76","41.6","8.6","JAYCUTLER"
"47","Brandin Cooks","WR15","at  HOU","16","80","53.4","9.5","BRANDINCOOKS"
"48","Greg Olsen","TE2","at  DAL","18","88","53.4","11.9","GREGOLSEN"
"49","Jarvis Landry","WR16","at  NYJ","17","92","55.5","9.2","JARVISLANDRY"
"50","Ryan Fitzpatrick","QB21","vs.  MIA","26","58","44.2","6.4","RYANFITZPATRICK"
"51","Randall Cobb","WR17","vs.  CHI","19","102","56.6","13.5","RANDALLCOBB"
"52","Kirk Cousins","QB22","vs.  NYG","15","81","44.5","11.3","KIRKCOUSINS"
"53","Alshon Jeffery","WR18","at  GB","14","121","54.4","18.2","ALSHONJEFFERY"
"54","Lamar Miller","RB12","at  NYJ","31","92","56.9","10.8","LAMARMILLER"
"55","Javorius Allen","RB13","at  CLE","23","104","57.4","14.1","JAVORIUSALLEN"
"56","Martavis Bryant","WR19","at  SEA","23","92","61.7","14.4","MARTAVISBRYANT"
"57","Michael Crabtree","WR20","at  TEN","21","103","62.0","11.2","MICHAELCRABTREE"
"58","DeAngelo Williams","RB14","at  SEA","23","105","61.0","16.0","DEANGELOWILLIAMS"
"59","Devonta Freeman","RB15","vs.  MIN","1","145","37.3","31.1","DEVONTAFREEMAN"
"60","Tyler Eifert","TE3","vs.  STL","26","95","64.1","10.3","TYLEREIFERT"
"61","Chris Johnson","RB16","at  SF","22","87","66.6","13.6","CHRISJOHNSON"
"62","Latavius Murray","RB17","at  TEN","23","106","67.9","12.2","LATAVIUSMURRAY"
"63","Steve Johnson","WR21","at  JAC","25","123","70.2","11.3","STEVIEJOHNSON"
"64","Eddie Lacy","RB18","vs.  CHI","30","135","68.9","16.7","EDDIELACY"
"65","Tyrod Taylor","QB23","at  KC","37","87","56.8","12.2","TYRODTAYLOR"
"66","Ryan Tannehill","QB24","at  NYJ","27","82","54.8","11.6","RYANTANNEHILL"
"67","Delanie Walker","TE4","vs.  OAK","23","98","71.0","12.7","DELANIEWALKER"
"68","Giovani Bernard","RB19","vs.  STL","22","109","71.7","15.3","GIOVANIBERNARD"
"69","Matt Forte","RB20","at  GB","12","130","70.1","23.8","MATTFORTE"
"70","Brock Osweiler","QB25","vs.  NE","29","92","55.9","12.7","BROCKOSWEILER"
"71","T.Y. Hilton","WR22","vs.  TB","32","99","73.6","12.9","TYHILTON"
"72","Allen Hurns","WR23","vs.  SD","29","101","74.7","12.6","ALLENHURNS"
"73","Alex Smith","QB26","vs.  BUF","32","88","65.3","16.1","ALEXSMITH"
"74","Mark Sanchez","QB27","at  DET","9","77","52.2","10.6","MARKSANCHEZ"
"75","Frank Gore","RB21","vs.  TB","46","130","78.0","17.7","FRANKGORE"
"76","Stefon Diggs","WR24","at  ATL","36","112","79.7","12.7","STEFONDIGGS"
"77","Sammy Watkins","WR25","at  KC","24","115","80.4","13.8","SAMMYWATKINS"
"78","Jordan Reed","TE5","vs.  NYG","32","166","79.3","16.7","JORDANREED"
"79","Jeremy Maclin","WR26","vs.  BUF","34","120","82.5","11.8","JEREMYMACLIN"
"80","Danny Woodhead","RB22","at  JAC","18","129","81.7","20.5","DANNYWOODHEAD"
"81","Antonio Gates","TE6","at  JAC","22","111","83.8","12.5","ANTONIOGATES"
"82","Brandon LaFell","WR27","at  DEN","40","109","85.0","12.9","BRANDONLAFELL"
"83","LeGarrette Blount","RB23","at  DEN","52","113","83.6","10.7","LEGARRETTEBLOUNT"
"84","Alfred Blue","RB24","vs.  NO","3","150","83.8","19.5","ALFREDBLUE"
"85","Golden Tate","WR28","vs.  PHI","13","147","85.7","16.2","GOLDENTATE"
"86","Matt Hasselbeck","QB28","vs.  TB","27","83","56.5","13.9","MATTHASSELBECK"
"87","Davante Adams","WR29","vs.  CHI","31","123","88.1","13.9","DAVANTEADAMS"
