"Rank","Player","Best","Worst","Avg","Std","Player.Name"
"1","Stephen Gostkowski","1","10","2.1","2.0","STEPHENGOSTKOWSKI"
"2","Steven Hauschka","1","14","3.8","3.0","STEVENHAUSCHKA"
"3","Cairo Santos","1","19","4.8","3.5","CAIROSANTOS"
"4","Chandler Catanzaro","1","14","5.1","2.6","CHANDLERCATANZARO"
"5","Graham Gano","1","18","5.2","3.5","GRAHAMGANO"
"6","Josh Brown","2","14","6.5","2.7","JOSHBROWN"
"7","Mason Crosby","2","13","7.0","2.1","MASONCROSBY"
"8","Brandon McManus","3","19","7.9","4.1","BRANDONMCMANUS"
"9","Mike Nugent","3","18","10.3","3.2","MIKENUGENT"
"10","Adam Vinatieri","1","19","11.4","3.6","ADAMVINATIERI"
"11","Justin Tucker","2","21","12.5","4.4","JUSTINTUCKER"
"12","Chris Boswell","3","27","12.0","4.0","CHRISBOSWELL"
"13","Connor Barth","2","21","12.4","4.3","CONNORBARTH"
"14","Matt Prater","6","25","13.5","3.6","MATTPRATER"
"15","Dan Carpenter","4","23","14.2","4.1","DANCARPENTER"
"16","Robbie Gould","8","21","15.2","2.8","ROBBIEGOULD"
"17","Dan Bailey","5","23","16.5","4.6","DANBAILEY"
"18","Jason Myers","3","27","16.1","4.9","JASONMYERS"
"19","Blair Walsh","9","26","17.9","3.6","BLAIRWALSH"
"20","Dustin Hopkins","3","29","18.5","4.6","DUSTINHOPKINS"
"21","Randy Bullock","8","25","16.8","4.5","RANDYBULLOCK"
"22","Kai Forbath","10","28","19.5","6.2","KAIFORBATH"
"23","Josh Lambo","10","31","21.7","5.2","JOSHLAMBO"
"24","Nick Novak","14","33","21.5","5.3","NICKNOVAK"
"25","Sebastian Janikowski","16","32","22.0","4.0","SEBASTIANJANIKOWSKI"
"26","Matt Bryant","12","25","17.7","5.4","MATTBRYANT"
"27","Phil Dawson","12","30","23.9","5.7","PHILDAWSON"
"28","Andrew Franks","15","31","22.3","3.9","ANDREWFRANKS"
"29","Caleb Sturgis","13","32","22.3","4.8","CALEBSTURGIS"
"30","Ryan Succop","13","32","24.7","6.0","RYANSUCCOP"
"31","Shayne Graham","15","32","25.9","5.7","SHAYNEGRAHAM"
"32","Greg Zuerlein","15","33","23.3","7.4","GREGZUERLEIN"
"33","Travis Coons","18","31","25.9","4.0","TRAVISCOONS"
"34","Zach Hocker","25","32","29.4","2.8","ZACHHOCKER"
