"Rank","Player","Best","Worst","Avg","Std","Player.Name"
"1","Stephen Gostkowski","1","26","2.2","3.1","STEPHENGOSTKOWSKI"
"2","Steven Hauschka","1","27","4.0","3.8","STEVENHAUSCHKA"
"3","Chandler Catanzaro","1","19","5.2","3.3","CHANDLERCATANZARO"
"4","Mason Crosby","1","14","4.7","3.0","MASONCROSBY"
"5","Cairo Santos","2","24","6.7","3.9","CAIROSANTOS"
"6","Josh Brown","2","18","7.3","3.2","JOSHBROWN"
"7","Graham Gano","1","19","6.9","3.2","GRAHAMGANO"
"8","Dan Bailey","1","27","9.3","4.3","DANBAILEY"
"9","Brandon McManus","1","31","11.1","4.7","BRANDONMCMANUS"
"10","Blair Walsh","2","30","11.1","4.3","BLAIRWALSH"
"11","Justin Tucker","2","28","11.6","5.0","JUSTINTUCKER"
"12","Sebastian Janikowski","2","28","13.8","3.4","SEBASTIANJANIKOWSKI"
"13","Adam Vinatieri","1","24","14.2","3.4","ADAMVINATIERI"
"14","Nick Novak","2","29","14.5","4.6","NICKNOVAK"
"15","Mike Nugent","3","29","14.8","4.0","MIKENUGENT"
"16","Josh Lambo","3","26","16.2","3.7","JOSHLAMBO"
"17","Matt Prater","1","29","17.6","4.2","MATTPRATER"
"18","Jason Myers","3","30","17.4","5.4","JASONMYERS"
"19","Robbie Gould","9","30","18.7","4.0","ROBBIEGOULD"
"20","Connor Barth","5","31","17.3","5.9","CONNORBARTH"
"21","Caleb Sturgis","3","29","17.4","5.2","CALEBSTURGIS"
"22","Chris Boswell","3","32","18.2","8.3","CHRISBOSWELL"
"23","Kai Forbath","5","32","19.5","6.8","KAIFORBATH"
"24","Dustin Hopkins","3","31","20.1","7.0","DUSTINHOPKINS"
"25","Dan Carpenter","5","32","21.5","6.4","DANCARPENTER"
"26","Shayne Graham","1","23","13.4","5.9","SHAYNEGRAHAM"
"27","Phil Dawson","6","32","24.4","6.4","PHILDAWSON"
"28","Ryan Succop","7","31","24.1","6.1","RYANSUCCOP"
"29","Travis Coons","8","31","24.3","6.6","TRAVISCOONS"
"30","Randy Bullock","6","30","23.0","5.0","RANDYBULLOCK"
"31","Andrew Franks","12","32","26.5","4.5","ANDREWFRANKS"
"32","Greg Zuerlein","17","32","27.0","4.3","GREGZUERLEIN"
