"Rank","Player","Pos","Bye","Best","Worst","Avg","Std","Player.Name"
"1","Todd Gurley","RB1","6","2","5","3.7","1.2","TODDGURLEY"
"2","Devonta Freeman","RB2","10","1","10","4.0","4.2","DEVONTAFREEMAN"
"3","Adrian Peterson","RB3","5","2","9","5.0","2.9","ADRIANPETERSON"
"4","DeAngelo Williams","RB4","11","1","16","6.3","6.8","DEANGELOWILLIAMS"
"5","Julio Jones","WR1","10","3","8","6.3","2.4","JULIOJONES"
"6","Antonio Brown","WR2","11","3","12","7.0","3.7","ANTONIOBROWN"
"7","Rob Gronkowski","TE1","4","7","7","7.0","0.0","ROBGRONKOWSKI"
"8","DeAndre Hopkins","WR3","9","3","13","9.3","4.5","DEANDREHOPKINS"
"9","A.J. Green","WR4","7","8","14","11.7","2.6","AJGREEN"
"10","LeSean McCoy","RB5","8","10","16","12.3","2.6","LESEANMCCOY"
"11","Lamar Miller","RB6","5","9","15","13.0","2.8","LAMARMILLER"
"12","Odell Beckham","WR5","11","13","14","13.7","0.5","ODELLBECKHAM"
"13","Brandon Marshall","WR6","5","6","19","14.0","5.7","BRANDONMARSHALL"
"14","David Johnson","RB7","9","5","40","18.3","15.5","DAVIDJOHNSON"
"15","Matt Forte","RB8","7","18","21","19.7","1.2","MATTFORTE"
"16","Christopher Ivory","RB9","5","15","24","20.0","3.7","CHRISIVORY"
"17","Allen Robinson","WR7","8","12","30","22.3","7.6","ALLENROBINSON"
"18","Demaryius Thomas","WR8","7","17","30","23.0","5.4","DEMARYIUSTHOMAS"
"19","Calvin Johnson","WR9","9","19","25","23.0","2.8","CALVINJOHNSON"
"20","Doug Martin","RB10","6","9","39","23.7","12.3","DOUGMARTIN"
"21","Larry Fitzgerald","WR10","9","6","34","24.0","12.8","LARRYFITZGERALD"
"22","Charcandrick West","RB11","9","23","26","24.3","1.2","CHARCANDRICKWEST"
"23","Giovani Bernard","RB12","7","11","46","27.0","14.4","GIOVANIBERNARD"
"24","Latavius Murray","RB13","6","20","39","28.3","7.9","LATAVIUSMURRAY"
"25","Alshon Jeffery","WR11","7","19","50","30.3","14.0","ALSHONJEFFERY"
"26","Mike Evans","WR12","6","22","35","30.7","6.1","MIKEEVANS"
"27","Tom Brady","QB1","4","27","33","31.0","2.8","TOMBRADY"
"28","Danny Woodhead","RB14","10","4","86","31.7","38.4","DANNYWOODHEAD"
"29","Javorius Allen","RB15","9","16","43","31.7","11.4","JAVORIUSALLEN"
"30","Emmanuel Sanders","WR13","7","17","44","31.7","11.1","EMMANUELSANDERS"
"31","Darren McFadden","RB16","6","11","72","34.3","26.9","DARRENMCFADDEN"
"32","Jarvis Landry","WR14","5","28","41","35.3","5.4","JARVISLANDRY"
"33","Amari Cooper","WR15","6","30","45","35.7","6.6","AMARICOOPER"
"34","Ronnie Hillman","RB17","7","18","49","36.3","13.3","RONNIEHILLMAN"
"35","Jonathan Stewart","RB18","5","26","51","39.0","10.2","JONATHANSTEWART"
"36","Cam Newton","QB2","5","27","69","41.0","19.8","CAMNEWTON"
"37","Randall Cobb","WR16","7","28","67","41.0","18.4","RANDALLCOBB"
"38","Eddie Lacy","RB19","7","36","47","41.0","4.5","EDDIELACY"
"39","Eric Decker","WR17","5","37","48","44.3","5.2","ERICDECKER"
"40","Carson Palmer","QB3","9","38","66","47.3","13.2","CARSONPALMER"
"41","Greg Olsen","TE2","5","29","57","47.7","13.2","GREGOLSEN"
"42","T.Y. Hilton","WR18","10","34","62","50.0","11.8","TYHILTON"
"43","Jeremy Hill","RB20","7","39","70","51.7","13.3","JEREMYHILL"
"44","Aaron Rodgers","QB4","7","33","66","53.0","14.4","AARONRODGERS"
"45","T.J. Yeldon","RB21","8","42","70","53.0","12.2","TJYELDON"
"46","Antonio Gates","TE3","10","29","75","53.7","18.9","ANTONIOGATES"
"47","C.J. Anderson","RB22","7","21","99","54.3","32.8","CJANDERSON"
"48","Ben Roethlisberger","QB5","11","38","66","54.7","12.0","BENROETHLISBERGER"
"49","Jeremy Maclin","WR19","9","41","65","54.7","10.1","JEREMYMACLIN"
"50","Allen Hurns","WR20","8","48","63","55.3","6.1","ALLENHURNS"
"51","Gary Barnidge","TE4","11","31","76","59.3","20.1","GARYBARNIDGE"
"52","Golden Tate","WR21","9","52","65","59.7","5.6","GOLDENTATE"
"53","Dez Bryant","WR22","6","41","96","60.7","25.0","DEZBRYANT"
"54","Tyler Eifert","TE5","7","29","85","61.7","23.8","TYLEREIFERT"
"55","Brandin Cooks","WR23","11","50","77","62.0","11.2","BRANDINCOOKS"
"56","Sammy Watkins","WR24","8","54","77","62.0","10.6","SAMMYWATKINS"
"57","Martavis Bryant","WR25","11","44","98","64.0","24.2","MARTAVISBRYANT"
"58","Russell Wilson","QB6","9","53","89","65.0","17.0","RUSSELLWILSON"
"59","James Jones","WR26","7","59","77","65.0","8.5","JAMESJONES"
"60","Stefon Diggs","WR27","5","44","98","65.3","23.5","STEFONDIGGS"
"61","Drew Brees","QB7","11","60","69","65.7","4.0","DREWBREES"
"62","Danny Amendola","WR28","4","35","131","67.7","44.8","DANNYAMENDOLA"
"63","Frank Gore","RB23","10","36","128","70.0","41.2","FRANKGORE"
"64","Michael Crabtree","WR29","6","32","127","70.3","40.9","MICHAELCRABTREE"
"65","Jeremy Langford","RB24","7","47","90","71.7","18.1","JEREMYLANGFORD"
"66","John Brown","WR30","9","45","93","72.7","20.3","JOHNBROWN"
"67","Matt Jones","RB25","8","23","124","73.0","41.2","MATTJONES"
"68","Brandon LaFell","WR31","4","58","100","73.7","18.7","BRANDONLAFELL"
"69","Benjamin Watson","TE6","11","71","76","74.0","2.2","BENJAMINWATSON"
"70","Delanie Walker","TE7","4","31","109","74.3","32.4","DELANIEWALKER"
"71","Antonio Andrews","RB26","4","72","78","74.3","2.6","ANTONIOANDREWS"
