"Rank","Player","Pos","Bye","Best","Worst","Avg","Std","Player.Name"
"1","Adrian Peterson","RB1","5","1","3","2.6","0.8","ADRIANPETERSON"
"2","Todd Gurley","RB2","6","1","11","3.6","3.7","TODDGURLEY"
"3","Devonta Freeman","RB3","10","1","21","5.2","7.9","DEVONTAFREEMAN"
"4","DeAngelo Williams","RB4","11","2","12","5.4","3.5","DEANGELOWILLIAMS"
"5","Antonio Brown","WR1","11","4","12","5.6","3.2","ANTONIOBROWN"
"6","Julio Jones","WR2","10","4","7","5.8","1.0","JULIOJONES"
"7","LeSean McCoy","RB5","8","7","10","8.6","1.2","LESEANMCCOY"
"8","DeAndre Hopkins","WR3","9","6","11","9.4","1.9","DEANDREHOPKINS"
"9","Odell Beckham","WR4","11","9","12","10.4","1.4","ODELLBECKHAM"
"10","Thomas Rawls","RB6","9","7","23","14.0","5.7","THOMASRAWLS"
"11","Mark Ingram","RB7","11","5","31","15.2","9.2","MARKINGRAM"
"12","Christopher Ivory","RB8","5","11","28","17.8","5.6","CHRISIVORY"
"13","Lamar Miller","RB9","5","6","33","18.2","9.7","LAMARMILLER"
"14","A.J. Green","WR5","7","10","43","18.6","12.3","AJGREEN"
"15","Calvin Johnson","WR6","9","15","26","18.8","3.9","CALVINJOHNSON"
"16","Tom Brady","QB1","4","20","24","21.6","2.0","TOMBRADY"
"17","Demaryius Thomas","WR7","7","18","28","21.8","4.7","DEMARYIUSTHOMAS"
"18","Alshon Jeffery","WR8","7","15","32","22.2","7.1","ALSHONJEFFERY"
"19","Doug Martin","RB10","6","11","42","23.4","13.6","DOUGMARTIN"
"20","Brandon Marshall","WR9","5","17","36","24.4","6.9","BRANDONMARSHALL"
"21","Matt Forte","RB11","7","22","31","25.2","3.3","MATTFORTE"
"22","Darren McFadden","RB12","6","8","69","25.4","22.1","DARRENMCFADDEN"
"23","DeMarco Murray","RB13","8","14","45","27.0","11.7","DEMARCOMURRAY"
"24","Rob Gronkowski","TE1","4","5","68","27.8","27.5","ROBGRONKOWSKI"
"25","Jonathan Stewart","RB14","5","21","41","28.0","7.0","JONATHANSTEWART"
"26","Larry Fitzgerald","WR10","9","17","38","28.6","8.1","LARRYFITZGERALD"
"27","Latavius Murray","RB15","6","14","49","28.8","11.9","LATAVIUSMURRAY"
"28","Aaron Rodgers","QB2","7","26","38","29.2","4.5","AARONRODGERS"
"29","Tyler Eifert","TE2","7","7","53","29.8","14.6","TYLEREIFERT"
"30","Dez Bryant","WR11","6","19","40","30.0","8.2","DEZBRYANT"
"31","Emmanuel Sanders","WR12","7","19","43","31.0","8.6","EMMANUELSANDERS"
"32","Greg Olsen","TE3","5","8","56","31.4","15.2","GREGOLSEN"
"33","Allen Robinson","WR13","8","13","38","31.8","9.5","ALLENROBINSON"
"34","Mike Evans","WR14","6","24","40","33.8","6.0","MIKEEVANS"
"35","Carson Palmer","QB3","9","31","42","34.2","4.1","CARSONPALMER"
"36","Amari Cooper","WR15","6","18","53","35.2","11.3","AMARICOOPER"
"37","Charcandrick West","RB16","9","25","45","35.6","7.0","CHARCANDRICKWEST"
"38","Randall Cobb","WR16","7","21","59","36.2","15.5","RANDALLCOBB"
"39","Giovani Bernard","RB17","7","21","70","40.6","17.6","GIOVANIBERNARD"
"40","Danny Woodhead","RB18","10","15","63","41.0","18.5","DANNYWOODHEAD"
"41","Eddie Lacy","RB19","7","17","79","42.2","20.3","EDDIELACY"
"42","Jarvis Landry","WR17","5","35","51","43.6","5.4","JARVISLANDRY"
"43","T.J. Yeldon","RB20","8","36","54","44.2","6.1","TJYELDON"
"44","T.Y. Hilton","WR18","10","39","52","46.2","5.2","TYHILTON"
"45","LeGarrette Blount","RB21","4","32","73","47.0","15.9","LEGARRETTEBLOUNT"
"46","Eric Decker","WR19","5","32","58","47.4","8.5","ERICDECKER"
"47","Javorius Allen","RB22","9","39","66","49.0","9.3","JAVORIUSALLEN"
"48","Brandin Cooks","WR20","11","34","67","49.4","11.1","BRANDINCOOKS"
"49","C.J. Anderson","RB23","7","23","81","51.6","18.8","CJANDERSON"
"50","David Johnson","RB24","9","13","127","52.0","39.7","DAVIDJOHNSON"
"51","Martavis Bryant","WR21","11","40","80","52.4","14.1","MARTAVISBRYANT"
"52","Cam Newton","QB4","5","47","65","52.4","7.0","CAMNEWTON"
"53","Ronnie Hillman","RB25","7","29","67","53.0","13.4","RONNIEHILLMAN"
