"Rank","Player","Pos","Bye","Best","Worst","Avg","Std","Player.Name"
"1","Le'Veon Bell","RB1","11","1","3","1.4","0.8","LEVEONBELL"
"2","Devonta Freeman","RB2","10","2","2","2.0","0.0","DEVONTAFREEMAN"
"3","Todd Gurley","RB3","6","3","12","4.8","3.6","TODDGURLEY"
"4","Matt Forte","RB4","7","4","7","5.8","1.2","MATTFORTE"
"5","Julio Jones","WR1","10","4","10","6.4","2.2","JULIOJONES"
"6","Adrian Peterson","RB5","5","5","8","6.8","1.2","ADRIANPETERSON"
"7","Rob Gronkowski","TE1","4","6","8","7.2","0.7","ROBGRONKOWSKI"
"8","Antonio Brown","WR2","11","4","12","7.6","3.3","ANTONIOBROWN"
"9","DeAndre Hopkins","WR3","9","4","16","9.4","4.7","DEANDREHOPKINS"
"10","Odell Beckham","WR4","11","9","12","10.6","1.2","ODELLBECKHAM"
"11","Marshawn Lynch","RB6","9","9","16","11.6","2.6","MARSHAWNLYNCH"
"12","A.J. Green","WR5","7","6","26","14.8","6.7","AJGREEN"
"13","Christopher Ivory","RB7","5","13","23","16.0","3.8","CHRISIVORY"
"14","Dion Lewis","RB8","4","1","34","17.6","12.3","DIONLEWIS"
"15","Calvin Johnson","WR6","9","11","25","19.4","4.8","CALVINJOHNSON"
"16","Mark Ingram","RB9","11","13","45","21.6","11.9","MARKINGRAM"
"17","Tom Brady","QB1","4","20","26","22.6","2.0","TOMBRADY"
"18","Justin Forsett","RB10","9","20","30","23.4","3.6","JUSTINFORSETT"
"19","Lamar Miller","RB11","5","17","39","23.6","8.0","LAMARMILLER"
"20","Emmanuel Sanders","WR7","7","18","33","23.8","5.5","EMMANUELSANDERS"
"21","Eddie Lacy","RB12","7","9","51","24.2","14.4","EDDIELACY"
"22","Latavius Murray","RB13","6","13","45","24.2","11.4","LATAVIUSMURRAY"
"23","Demaryius Thomas","WR8","7","16","35","24.2","6.5","DEMARYIUSTHOMAS"
"24","Aaron Rodgers","QB2","7","21","27","24.6","2.0","AARONRODGERS"
"25","Larry Fitzgerald","WR9","9","14","41","27.0","10.7","LARRYFITZGERALD"
"26","Julian Edelman","WR10","4","15","37","27.0","7.2","JULIANEDELMAN"
"27","Frank Gore","RB14","10","21","40","27.6","6.5","FRANKGORE"
"28","Randall Cobb","WR11","7","14","49","28.2","12.7","RANDALLCOBB"
