"Rank","Player","Pos","Bye","Best","Worst","Avg","Std","Player.Name"
"1","Devonta Freeman","RB1","vs.  IND","1","19","2.3","3.1","DEVONTAFREEMAN"
"2","Tom Brady","QB1","vs.  BUF","1","76","3.1","8.0","TOMBRADY"
"3","Cam Newton","QB2","vs.  WAS","2","13","4.6","2.1","CAMNEWTON"
"4","Derek Carr","QB3","at  DET","1","21","6.1","2.7","DEREKCARR"
"5","Julio Jones","WR1","vs.  IND","4","33","6.5","4.9","JULIOJONES"
"6","Aaron Rodgers","QB4","at  MIN","2","26","7.2","3.2","AARONRODGERS"
"7","Carson Palmer","QB5","vs.  CIN","3","28","8.2","3.3","CARSONPALMER"
"8","Adrian Peterson","RB2","vs.  GB","1","26","10.4","5.8","ADRIANPETERSON"
"9","Todd Gurley","RB3","at  BAL","1","42","10.5","8.2","TODDGURLEY"
"10","Philip Rivers","QB6","vs.  KC","1","31","10.8","4.7","PHILIPRIVERS"
"11","Matt Ryan","QB7","vs.  IND","3","38","12.6","4.7","MATTRYAN"
"12","Blake Bortles","QB8","vs.  TEN","7","32","13.0","3.6","BLAKEBORTLES"
"13","Charcandrick West","RB4","at  SD","1","71","15.5","11.1","CHARCANDRICKWEST"
"14","Tony Romo","QB9","at  MIA","7","44","15.8","5.7","TONYROMO"
"15","Dez Bryant","WR2","at  MIA","5","57","19.4","8.9","DEZBRYANT"
"16","DeAndre Hopkins","WR3","vs.  NYJ","2","63","19.8","9.6","DEANDREHOPKINS"
"17","Russell Wilson","QB10","vs.  SF","5","51","18.0","5.5","RUSSELLWILSON"
"18","Matthew Stafford","QB11","vs.  OAK","3","37","18.9","5.5","MATTHEWSTAFFORD"
"19","Andy Dalton","QB12","at  ARI","8","47","19.3","6.0","ANDYDALTON"
"20","Lamar Miller","RB5","vs.  DAL","3","64","21.8","13.0","LAMARMILLER"
"21","DeMarco Murray","RB6","vs.  TB","8","59","23.3","11.9","DEMARCOMURRAY"
"22","Rob Gronkowski","TE1","vs.  BUF","17","60","24.5","6.2","ROBGRONKOWSKI"
"23","Calvin Johnson","WR4","vs.  OAK","3","48","25.3","8.8","CALVINJOHNSON"
"24","Tyrod Taylor","QB13","at  NE","7","62","23.5","7.4","TYRODTAYLOR"
"25","Marcus Mariota","QB14","at  JAC","14","58","25.3","6.1","MARCUSMARIOTA"
"26","Mike Evans","WR5","at  PHI","4","97","27.3","10.6","MIKEEVANS"
"27","Allen Robinson","WR6","vs.  TEN","13","62","30.6","8.6","ALLENROBINSON"
"28","Demaryius Thomas","WR7","at  CHI","12","84","30.7","9.9","DEMARYIUSTHOMAS"
"29","Amari Cooper","WR8","at  DET","8","59","32.1","8.2","AMARICOOPER"
"30","Larry Fitzgerald","WR9","vs.  CIN","5","60","32.3","9.1","LARRYFITZGERALD"
"31","Marshawn Lynch","RB7","vs.  SF","9","65","31.5","9.5","MARSHAWNLYNCH"
"32","Darren McFadden","RB8","at  MIA","4","68","33.6","13.7","DARRENMCFADDEN"
"33","Alex Smith","QB15","at  SD","15","90","32.6","9.9","ALEXSMITH"
"34","Ryan Tannehill","QB16","vs.  DAL","15","63","30.8","7.7","RYANTANNEHILL"
"35","Brandon Marshall","WR10","at  HOU","9","56","35.3","7.6","BRANDONMARSHALL"
"36","Ryan Fitzpatrick","QB17","at  HOU","15","71","29.7","7.6","RYANFITZPATRICK"
"37","Mark Sanchez","QB18","vs.  TB","16","85","33.8","10.3","MARKSANCHEZ"
"38","Christopher Ivory","RB9","at  HOU","20","73","39.4","11.1","CHRISIVORY"
"39","Jay Cutler","QB19","vs.  DEN","16","80","37.3","8.5","JAYCUTLER"
"40","A.J. Green","WR11","at  ARI","14","97","43.9","14.4","AJGREEN"
"41","Latavius Murray","RB10","at  DET","10","74","45.6","11.5","LATAVIUSMURRAY"
"42","LeSean McCoy","RB11","at  NE","20","84","47.8","12.5","LESEANMCCOY"
"43","Jarvis Landry","WR12","vs.  DAL","21","86","47.9","9.8","JARVISLANDRY"
"44","Eric Decker","WR13","at  HOU","19","94","49.1","9.6","ERICDECKER"
"45","Joe Flacco","QB20","vs.  STL","26","101","42.5","8.6","JOEFLACCO"
"46","Alshon Jeffery","WR14","vs.  DEN","22","92","49.7","12.7","ALSHONJEFFERY"
"47","Michael Crabtree","WR15","at  DET","14","75","49.7","10.0","MICHAELCRABTREE"
"48","Danny Woodhead","RB12","vs.  KC","11","101","46.4","12.4","DANNYWOODHEAD"
"49","Randall Cobb","WR16","at  MIN","18","84","52.2","11.7","RANDALLCOBB"
"50","Jameis Winston","QB21","at  PHI","24","68","43.5","6.1","JAMEISWINSTON"
"51","Matt Hasselbeck","QB22","at  ATL","23","102","45.8","9.5","MATTHASSELBECK"
"52","Greg Olsen","TE2","vs.  WAS","24","89","54.7","8.1","GREGOLSEN"
"53","Jeremy Langford","RB13","vs.  DEN","17","168","55.2","18.9","JEREMYLANGFORD"
"54","Brock Osweiler","QB23","at  CHI","19","88","47.3","8.5","BROCKOSWEILER"
"55","LeGarrette Blount","RB14","vs.  BUF","32","121","61.1","12.8","LEGARRETTEBLOUNT"
