"Rank","Player","Pos","Bye","Best","Worst","Avg","Std","Player.Name"
"1","Carson Palmer","QB1","at  SF","1","15","4.2","2.6","CARSONPALMER"
"2","Adrian Peterson","RB1","at  ATL","1","29","2.7","4.3","ADRIANPETERSON"
"3","Aaron Rodgers","QB2","vs.  CHI","1","10","2.9","1.8","AARONRODGERS"
"4","DeAndre Hopkins","WR1","vs.  NO","1","18","6.6","2.9","DEANDREHOPKINS"
"5","Cam Newton","QB3","at  DAL","1","21","5.2","2.7","CAMNEWTON"
"6","Eli Manning","QB4","at  WAS","1","25","9.0","3.7","ELIMANNING"
"7","Julio Jones","WR2","vs.  MIN","3","34","12.9","4.9","JULIOJONES"
"8","Todd Gurley","RB2","at  CIN","1","67","11.1","10.8","TODDGURLEY"
"9","Drew Brees","QB5","at  HOU","1","32","11.5","5.2","DREWBREES"
"10","Tom Brady","QB6","at  DEN","1","56","12.9","7.6","TOMBRADY"
"11","Blake Bortles","QB7","vs.  SD","5","40","14.4","6.9","BLAKEBORTLES"
"12","Doug Martin","RB3","at  IND","3","52","15.0","12.0","DOUGMARTIN"
"13","Brian Hoyer","QB8","vs.  NO","1","57","15.2","7.5","BRIANHOYER"
"14","Odell Beckham","WR3","at  WAS","5","65","17.8","7.0","ODELLBECKHAM"
"15","Russell Wilson","QB9","vs.  PIT","3","43","16.0","6.8","RUSSELLWILSON"
"16","Matthew Stafford","QB10","vs.  PHI","5","48","17.6","7.6","MATTHEWSTAFFORD"
"17","Antonio Brown","WR4","at  SEA","4","50","20.3","6.2","ANTONIOBROWN"
"18","DeMarco Murray","RB4","at  DET","2","73","18.8","14.7","DEMARCOMURRAY"
"19","Ben Roethlisberger","QB11","at  SEA","3","41","19.6","8.3","BENROETHLISBERGER"
"20","Philip Rivers","QB12","at  JAC","7","55","20.0","7.9","PHILIPRIVERS"
"21","Larry Fitzgerald","WR5","at  SF","6","52","25.5","6.7","LARRYFITZGERALD"
"22","Andy Dalton","QB13","vs.  STL","10","61","23.7","9.3","ANDYDALTON"
"23","Derek Carr","QB14","at  TEN","9","47","24.9","7.5","DEREKCARR"
"24","Mark Ingram","RB5","at  HOU","3","72","27.2","14.3","MARKINGRAM"
"25","Matt Ryan","QB15","vs.  MIN","6","69","27.5","10.4","MATTRYAN"
"26","Rob Gronkowski","TE1","at  DEN","20","82","30.2","16.7","ROBGRONKOWSKI"
"27","Calvin Johnson","WR6","vs.  PHI","9","54","31.0","6.5","CALVINJOHNSON"
"28","Darren McFadden","RB6","vs.  CAR","3","72","29.4","16.3","DARRENMCFADDEN"
"29","Thomas Rawls","RB7","vs.  PIT","2","68","30.5","12.9","THOMASRAWLS"
"30","Allen Robinson","WR7","vs.  SD","10","54","34.1","5.6","ALLENROBINSON"
"31","Demaryius Thomas","WR8","vs.  NE","13","67","34.9","10.4","DEMARYIUSTHOMAS"
"32","Josh McCown","QB16","vs.  BAL","10","104","31.2","13.4","JOSHMCCOWN"
"33","LeSean McCoy","RB8","at  KC","2","69","34.1","11.8","LESEANMCCOY"
"34","Marcus Mariota","QB17","vs.  OAK","17","58","33.1","8.7","MARCUSMARIOTA"
"35","T.J. Yeldon","RB9","vs.  SD","1","88","36.1","16.0","TJYELDON"
"36","Brandon Marshall","WR9","vs.  MIA","8","81","38.5","10.0","BRANDONMARSHALL"
"37","Mike Evans","WR10","at  IND","11","85","38.8","9.2","MIKEEVANS"
"38","Jameis Winston","QB18","at  IND","13","89","35.6","9.6","JAMEISWINSTON"
"39","Jonathan Stewart","RB10","at  DAL","6","77","39.0","14.4","JONATHANSTEWART"
"40","Dez Bryant","WR11","vs.  CAR","12","96","43.8","10.8","DEZBRYANT"
"41","Christopher Ivory","RB11","vs.  MIA","5","91","45.3","18.9","CHRISIVORY"
"42","A.J. Green","WR12","vs.  STL","13","83","47.3","11.4","AJGREEN"
"43","Amari Cooper","WR13","at  TEN","10","83","51.7","11.4","AMARICOOPER"
"44","Eric Decker","WR14","vs.  MIA","16","103","51.8","10.9","ERICDECKER"
"45","Jay Cutler","QB19","at  GB","23","86","41.6","9.4","JAYCUTLER"
"46","Brandin Cooks","WR15","at  HOU","21","75","52.2","10.0","BRANDINCOOKS"
"47","Kirk Cousins","QB20","vs.  NYG","10","87","43.5","13.4","KIRKCOUSINS"
"48","Greg Olsen","TE2","at  DAL","17","80","53.9","11.5","GREGOLSEN"
"49","Ryan Fitzpatrick","QB21","vs.  MIA","24","102","44.2","9.0","RYANFITZPATRICK"
"50","Randall Cobb","WR16","vs.  CHI","14","101","55.2","12.1","RANDALLCOBB"
"51","Jarvis Landry","WR17","at  NYJ","19","82","55.7","9.0","JARVISLANDRY"
"52","Javorius Allen","RB12","at  CLE","16","91","54.4","14.1","JAVORIUSALLEN"
"53","Alshon Jeffery","WR18","at  GB","15","123","56.3","17.8","ALSHONJEFFERY"
"54","DeAngelo Williams","RB13","at  SEA","10","99","56.8","15.7","DEANGELOWILLIAMS"
"55","Lamar Miller","RB14","at  NYJ","30","103","57.1","13.8","LAMARMILLER"
"56","Martavis Bryant","WR19","at  SEA","24","92","60.2","12.8","MARTAVISBRYANT"
"57","Michael Crabtree","WR20","at  TEN","23","95","62.2","11.0","MICHAELCRABTREE"
"58","Chris Johnson","RB15","at  SF","20","100","63.6","14.0","CHRISJOHNSON"
"59","Tyler Eifert","TE3","vs.  STL","7","95","65.9","13.7","TYLEREIFERT"
"60","Latavius Murray","RB16","at  TEN","24","114","66.2","12.9","LATAVIUSMURRAY"
"61","Eddie Lacy","RB17","vs.  CHI","19","134","67.4","17.3","EDDIELACY"
"62","Ryan Tannehill","QB22","at  NYJ","11","92","54.7","13.3","RYANTANNEHILL"
"63","Steve Johnson","WR21","at  JAC","26","123","71.4","11.0","STEVIEJOHNSON"
"64","Delanie Walker","TE4","vs.  OAK","10","118","71.4","14.0","DELANIEWALKER"
"65","Mark Sanchez","QB23","at  DET","22","109","52.6","12.0","MARKSANCHEZ"
"66","Giovani Bernard","RB18","vs.  STL","13","110","71.3","16.4","GIOVANIBERNARD"
"67","Brock Osweiler","QB24","vs.  NE","30","98","55.3","12.3","BROCKOSWEILER"
"68","Jordan Reed","TE5","vs.  NYG","24","114","73.4","15.9","JORDANREED"
"69","Tyrod Taylor","QB25","at  KC","38","96","59.9","13.4","TYRODTAYLOR"
"70","Matt Forte","RB19","at  GB","12","147","71.7","21.5","MATTFORTE"
"71","Allen Hurns","WR22","vs.  SD","29","100","74.6","11.9","ALLENHURNS"
"72","T.Y. Hilton","WR23","vs.  TB","31","101","75.0","12.0","TYHILTON"
"73","Alex Smith","QB26","vs.  BUF","11","123","63.8","16.8","ALEXSMITH"
"74","Spencer Ware","RB20","vs.  BUF","4","128","75.9","24.5","SPENCERWARE"
"75","Danny Woodhead","RB21","at  JAC","17","114","79.0","21.0","DANNYWOODHEAD"
"76","Frank Gore","RB22","vs.  TB","41","125","79.2","17.3","FRANKGORE"
"77","Stefon Diggs","WR24","at  ATL","38","115","80.7","13.0","STEFONDIGGS"
"78","Matt Hasselbeck","QB27","vs.  TB","27","85","57.6","13.9","MATTHASSELBECK"
"79","Sammy Watkins","WR25","at  KC","25","121","82.1","14.6","SAMMYWATKINS"
"80","Jeremy Maclin","WR26","vs.  BUF","30","126","84.1","14.5","JEREMYMACLIN"
"81","Brandon LaFell","WR27","at  DEN","35","124","84.4","14.1","BRANDONLAFELL"
"82","Golden Tate","WR28","vs.  PHI","39","145","85.3","15.3","GOLDENTATE"
"83","Alfred Blue","RB23","vs.  NO","3","150","83.0","19.6","ALFREDBLUE"
"84","LeGarrette Blount","RB24","at  DEN","39","128","84.6","13.2","LEGARRETTEBLOUNT"
"85","Antonio Gates","TE6","at  JAC","40","138","87.2","13.6","ANTONIOGATES"
"86","DeSean Jackson","WR29","vs.  NYG","44","114","87.5","14.4","DESEANJACKSON"
"87","Davante Adams","WR30","vs.  CHI","27","125","87.6","13.6","DAVANTEADAMS"
"88","Gary Barnidge","TE7","vs.  BAL","23","131","84.9","16.5","GARYBARNIDGE"
"89","Jordan Matthews","WR31","at  DET","41","139","89.1","15.4","JORDANMATTHEWS"
"90","Tevin Coleman","RB25","vs.  MIN","49","159","88.3","27.4","TEVINCOLEMAN"
"91","Emmanuel Sanders","WR32","vs.  NE","46","130","90.0","16.5","EMMANUELSANDERS"
"92","Vincent Jackson","WR33","at  IND","36","116","91.8","11.0","VINCENTJACKSON"
"93","John Brown","WR34","at  SF","44","119","91.6","12.2","JOHNBROWN"
"94","Travis Kelce","TE8","vs.  BUF","43","137","93.7","14.8","TRAVISKELCE"
"95","Travis Benjamin","WR35","vs.  BAL","33","157","91.4","20.0","TRAVISBENJAMIN"
"96","Ronnie Hillman","RB26","vs.  NE","66","160","96.1","14.1","RONNIEHILLMAN"
"97","Jimmy Graham","TE9","vs.  PIT","43","138","98.2","16.8","JIMMYGRAHAM"
"98","Kamar Aiken","WR36","at  CLE","34","148","97.1","15.6","KAMARAIKEN"
"99","James Jones","WR37","vs.  CHI","45","125","99.0","10.9","JAMESJONES"
"100","Antonio Andrews","RB27","vs.  OAK","61","140","99.6","15.5","ANTONIOANDREWS"
"101","Jason Witten","TE10","vs.  CAR","48","138","101.5","12.2","JASONWITTEN"
"102","Willie Snead","WR38","at  HOU","67","135","98.3","12.8","WILLIESNEAD"
"103","Rishard Matthews","WR39","at  NYJ","42","134","105.6","13.9","RISHARDMATTHEWS"
"104","Shaun Draughn","RB28","vs.  ARI","70","157","105.6","12.9","SHAUNDRAUGHN"
"105","Marvin Jones","WR40","vs.  STL","51","163","108.3","14.8","MARVINJONES"
"106","Jeremy Langford","RB29","at  GB","61","157","107.5","20.1","JEREMYLANGFORD"
"107","Jeremy Hill","RB30","vs.  STL","64","153","109.7","13.7","JEREMYHILL"
"108","Michael Floyd","WR41","at  SF","41","152","111.5","18.8","MICHAELFLOYD"
"109","Nate Washington","WR42","vs.  NO","46","163","114.0","15.0","NATEWASHINGTON"
"110","Benjamin Watson","TE11","at  HOU","80","171","118.2","16.4","BENJAMINWATSON"
"111","Donte Moncrief","WR43","vs.  TB","58","147","116.8","14.5","DONTEMONCRIEF"
"112","Kendall Wright","WR44","vs.  OAK","49","169","113.5","20.0","KENDALLWRIGHT"
"113","Matt Jones","RB31","vs.  NYG","70","162","118.0","13.2","MATTJONES"
"114","Cecil Shorts","WR45","vs.  NO","48","166","120.1","18.3","CECILSHORTS"
