"Rank","Player","Pos","Bye","Best","Worst","Avg","Std","Player.Name"
"1","Julio Jones","WR1","at  TB","2","26","3.4","3.2","JULIOJONES"
"2","Cam Newton","QB1","at  NO","4","13","5.0","2.2","CAMNEWTON"
"3","Antonio Brown","WR2","vs.  IND","2","22","5.7","3.3","ANTONIOBROWN"
"4","Devonta Freeman","RB1","at  TB","1","75","6.1","12.5","DEVONTAFREEMAN"
"5","Tom Brady","QB2","vs.  PHI","4","20","8.5","3.2","TOMBRADY"
"6","DeAngelo Williams","RB2","vs.  IND","1","76","9.7","13.6","DEANGELOWILLIAMS"
"7","Ben Roethlisberger","QB3","vs.  IND","4","21","10.1","3.1","BENROETHLISBERGER"
"8","Adrian Peterson","RB3","vs.  SEA","1","89","11.1","14.5","ADRIANPETERSON"
"9","DeAndre Hopkins","WR3","at  BUF","5","30","11.3","4.9","DEANDREHOPKINS"
"10","Odell Beckham","WR4","vs.  NYJ","2","26","12.2","5.5","ODELLBECKHAM"
"11","Aaron Rodgers","QB4","at  DET","7","25","13.2","2.9","AARONRODGERS"
"12","Brandon Marshall","WR5","at  NYG","5","42","14.5","7.9","BRANDONMARSHALL"
"13","Carson Palmer","QB5","at  STL","4","45","14.7","4.9","CARSONPALMER"
"14","Andy Dalton","QB6","at  CLE","7","34","15.3","4.7","ANDYDALTON"
"15","Alshon Jeffery","WR6","vs.  SF","5","31","15.5","6.8","ALSHONJEFFERY"
"16","LeSean McCoy","RB4","vs.  HOU","1","70","16.2","12.2","LESEANMCCOY"
"17","Matthew Stafford","QB7","vs.  GB","4","61","19.4","6.3","MATTHEWSTAFFORD"
"18","Calvin Johnson","WR7","vs.  GB","8","42","20.6","6.7","CALVINJOHNSON"
"19","Jay Cutler","QB8","vs.  SF","7","56","22.3","8.1","JAYCUTLER"
"20","A.J. Green","WR8","at  CLE","2","45","24.0","7.8","AJGREEN"
"21","Ryan Fitzpatrick","QB9","at  NYG","12","56","24.3","6.8","RYANFITZPATRICK"
"22","Larry Fitzgerald","WR9","at  STL","5","46","24.4","11.9","LARRYFITZGERALD"
"23","Eli Manning","QB10","vs.  NYJ","12","71","26.3","9.0","ELIMANNING"
"24","Russell Wilson","QB11","at  MIN","12","107","26.5","12.0","RUSSELLWILSON"
"25","Jarvis Landry","WR10","vs.  BAL","2","60","27.0","10.9","JARVISLANDRY"
"26","Allen Robinson","WR11","at  TEN","5","44","27.8","6.2","ALLENROBINSON"
"27","Doug Martin","RB5","vs.  ATL","1","81","30.5","15.8","DOUGMARTIN"
"28","Ryan Tannehill","QB12","vs.  BAL","12","65","30.5","10.2","RYANTANNEHILL"
"29","Drew Brees","QB13","vs.  CAR","16","61","32.0","10.9","DREWBREES"
"30","Blake Bortles","QB14","at  TEN","16","61","34.3","9.4","BLAKEBORTLES"
"31","Demaryius Thomas","WR12","at  SD","8","91","37.0","10.5","DEMARYIUSTHOMAS"
"32","Jonathan Stewart","RB6","at  NO","1","86","38.4","16.4","JONATHANSTEWART"
"33","Martavis Bryant","WR13","vs.  IND","8","96","38.6","14.5","MARTAVISBRYANT"
"34","Derek Carr","QB15","vs.  KC","13","61","37.6","12.8","DEREKCARR"
"35","Greg Olsen","TE1","at  NO","14","59","40.0","3.6","GREGOLSEN"
"36","Matt Ryan","QB16","at  TB","11","63","40.3","12.2","MATTRYAN"
"37","Todd Gurley","RB7","vs.  ARI","6","89","40.5","20.0","TODDGURLEY"
"38","Mark Ingram","RB8","vs.  CAR","3","118","40.6","18.7","MARKINGRAM"
"39","T.Y. Hilton","WR14","at  PIT","8","85","40.8","10.7","TYHILTON"
"40","Marcus Mariota","QB17","vs.  JAC","20","64","41.3","10.9","MARCUSMARIOTA"
"41","Eric Decker","WR15","at  NYG","22","93","42.9","11.3","ERICDECKER"
"42","Darren McFadden","RB9","at  WAS","6","125","44.6","21.1","DARRENMCFADDEN"
"43","Amari Cooper","WR16","vs.  KC","22","92","45.6","12.7","AMARICOOPER"
"44","Thomas Rawls","RB10","at  MIN","14","114","47.3","17.1","THOMASRAWLS"
"45","David Johnson","RB11","at  STL","1","154","47.5","28.4","DAVIDJOHNSON"
"46","Jeremy Maclin","WR17","at  OAK","10","84","47.8","11.5","JEREMYMACLIN"
"47","Alex Smith","QB18","at  OAK","12","82","46.2","14.1","ALEXSMITH"
"48","Mike Evans","WR18","vs.  ATL","22","96","50.8","14.9","MIKEEVANS"
"49","Dez Bryant","WR19","at  WAS","15","91","52.3","15.1","DEZBRYANT"
"50","Randall Cobb","WR20","at  DET","26","106","54.5","14.4","RANDALLCOBB"
"51","Danny Amendola","WR21","vs.  PHI","10","102","55.7","16.9","DANNYAMENDOLA"
"52","Matt Hasselbeck","QB19","at  PIT","13","101","52.9","15.3","MATTHASSELBECK"
"53","Javorius Allen","RB12","at  MIA","14","108","57.9","19.8","JAVORIUSALLEN"
"54","DeMarco Murray","RB13","at  NE","6","142","59.0","19.0","DEMARCOMURRAY"
"55","Delanie Walker","TE2","vs.  JAC","40","87","59.0","10.7","DELANIEWALKER"
"56","Christopher Ivory","RB14","at  NYG","14","92","59.1","17.9","CHRISIVORY"
"57","Travis Kelce","TE3","at  OAK","49","110","59.8","12.1","TRAVISKELCE"
"58","Philip Rivers","QB20","vs.  DEN","20","72","54.6","11.1","PHILIPRIVERS"
"59","Eddie Lacy","RB15","at  DET","1","118","60.1","24.1","EDDIELACY"
"60","Michael Crabtree","WR22","vs.  KC","15","94","63.5","14.9","MICHAELCRABTREE"
"61","Lamar Miller","RB16","vs.  BAL","14","136","64.0","19.1","LAMARMILLER"
"62","Jameis Winston","QB21","vs.  ATL","27","72","57.8","8.8","JAMEISWINSTON"
"63","Brock Osweiler","QB22","at  SD","20","71","57.8","9.1","BROCKOSWEILER"
"64","Brandin Cooks","WR23","vs.  CAR","41","94","65.0","14.3","BRANDINCOOKS"
"65","Matt Forte","RB17","vs.  SF","14","114","65.4","18.9","MATTFORTE"
"66","Emmanuel Sanders","WR24","at  SD","8","93","66.0","18.6","EMMANUELSANDERS"
"67","Tyrod Taylor","QB23","vs.  HOU","25","101","60.9","11.1","TYRODTAYLOR"
