"Rank","Player","Pos","Bye","Best","Worst","Avg","Std","Player.Name"
"1","Devonta Freeman","RB1","vs.  IND","1","24","2.0","3.2","DEVONTAFREEMAN"
"2","Tom Brady","QB1","vs.  BUF","4","13","4.6","1.7","TOMBRADY"
"3","Julio Jones","WR1","vs.  IND","2","23","4.9","3.4","JULIOJONES"
"4","Cam Newton","QB2","vs.  WAS","2","20","9.0","3.1","CAMNEWTON"
"5","DeAndre Hopkins","WR2","vs.  NYJ","2","56","11.7","10.1","DEANDREHOPKINS"
"6","Derek Carr","QB3","at  DET","1","20","10.9","3.2","DEREKCARR"
"7","Calvin Johnson","WR3","vs.  OAK","5","51","14.7","8.4","CALVINJOHNSON"
"8","Rob Gronkowski","TE1","vs.  BUF","10","50","14.7","5.1","ROBGRONKOWSKI"
"9","Demaryius Thomas","WR4","at  CHI","2","75","14.7","13.7","DEMARYIUSTHOMAS"
"10","Aaron Rodgers","QB4","at  MIN","3","36","12.8","4.3","AARONRODGERS"
"11","Charcandrick West","RB2","at  SD","1","77","15.1","13.8","CHARCANDRICKWEST"
"12","Carson Palmer","QB5","vs.  CIN","4","30","13.9","4.2","CARSONPALMER"
"13","Dez Bryant","WR5","at  MIA","2","49","16.0","8.5","DEZBRYANT"
"14","DeMarco Murray","RB3","vs.  TB","1","59","16.7","13.2","DEMARCOMURRAY"
"15","Larry Fitzgerald","WR6","vs.  CIN","2","47","17.7","10.9","LARRYFITZGERALD"
"16","Todd Gurley","RB4","at  BAL","1","90","18.2","14.4","TODDGURLEY"
"17","Lamar Miller","RB5","vs.  DAL","1","76","19.1","17.5","LAMARMILLER"
"18","Adrian Peterson","RB6","vs.  GB","1","40","19.2","11.5","ADRIANPETERSON"
"19","Philip Rivers","QB6","vs.  KC","4","30","18.0","5.1","PHILIPRIVERS"
"20","Mike Evans","WR7","at  PHI","2","94","19.9","11.4","MIKEEVANS"
"21","Blake Bortles","QB7","vs.  TEN","12","28","19.7","2.9","BLAKEBORTLES"
"22","Matt Ryan","QB8","vs.  IND","7","36","19.9","4.7","MATTRYAN"
"23","Brandon Marshall","WR8","at  HOU","2","56","22.1","12.4","BRANDONMARSHALL"
"24","Amari Cooper","WR9","at  DET","6","45","23.0","10.1","AMARICOOPER"
"25","Allen Robinson","WR10","vs.  TEN","3","51","23.7","9.8","ALLENROBINSON"
"26","Tony Romo","QB9","at  MIA","13","62","22.9","7.0","TONYROMO"
"27","Matthew Stafford","QB10","vs.  OAK","4","46","24.6","7.4","MATTHEWSTAFFORD"
"28","Russell Wilson","QB11","vs.  SF","11","62","26.1","7.9","RUSSELLWILSON"
"29","Andy Dalton","QB12","at  ARI","17","52","27.4","7.0","ANDYDALTON"
"30","Danny Woodhead","RB7","vs.  KC","1","105","32.2","13.3","DANNYWOODHEAD"
"31","Jarvis Landry","WR11","vs.  DAL","2","67","33.7","9.7","JARVISLANDRY"
"32","Tyrod Taylor","QB13","at  NE","20","55","33.2","8.3","TYRODTAYLOR"
"33","Michael Crabtree","WR12","at  DET","5","84","35.6","11.9","MICHAELCRABTREE"
"34","Marcus Mariota","QB14","at  JAC","21","52","35.1","7.1","MARCUSMARIOTA"
"35","A.J. Green","WR13","at  ARI","9","107","37.4","15.9","AJGREEN"
"36","Eric Decker","WR14","at  HOU","3","91","39.4","12.7","ERICDECKER"
"37","Randall Cobb","WR15","at  MIN","8","79","40.4","12.4","RANDALLCOBB"
"38","Darren McFadden","RB8","at  MIA","3","106","40.7","19.8","DARRENMCFADDEN"
"39","Greg Olsen","TE2","vs.  WAS","14","84","44.3","9.0","GREGOLSEN"
"40","Marshawn Lynch","RB9","vs.  SF","15","93","44.7","15.2","MARSHAWNLYNCH"
"41","Ryan Tannehill","QB15","vs.  DAL","21","72","43.7","10.2","RYANTANNEHILL"
"42","Danny Amendola","WR16","vs.  BUF","9","87","45.7","11.5","DANNYAMENDOLA"
"43","Ryan Fitzpatrick","QB16","at  HOU","20","64","42.5","10.0","RYANFITZPATRICK"
"44","Alex Smith","QB17","at  SD","21","65","44.6","11.6","ALEXSMITH"
"45","Mark Sanchez","QB18","vs.  TB","19","73","42.6","13.4","MARKSANCHEZ"
"46","Christopher Ivory","RB10","at  HOU","34","90","50.2","13.7","CHRISIVORY"
"47","Latavius Murray","RB11","at  DET","5","82","50.3","15.2","LATAVIUSMURRAY"
"48","LeSean McCoy","RB12","at  NE","24","90","51.4","15.1","LESEANMCCOY"
"49","Steve Johnson","WR17","vs.  KC","16","86","51.8","13.3","STEVIEJOHNSON"
"50","T.Y. Hilton","WR18","at  ATL","8","89","52.3","13.9","TYHILTON"
"51","Jordan Matthews","WR19","vs.  TB","9","89","52.8","12.3","JORDANMATTHEWS"
"52","Sammy Watkins","WR20","at  NE","32","91","53.8","13.4","SAMMYWATKINS"
"53","Jeremy Langford","RB13","vs.  DEN","15","93","54.4","16.0","JEREMYLANGFORD"
"54","Allen Hurns","WR21","vs.  TEN","18","94","55.7","14.0","ALLENHURNS"
"55","Stefon Diggs","WR22","vs.  GB","16","105","60.2","16.3","STEFONDIGGS"
"56","Brandon LaFell","WR23","vs.  BUF","23","99","61.4","16.3","BRANDONLAFELL"
"57","Jeremy Maclin","WR24","at  SD","27","94","62.3","14.3","JEREMYMACLIN"
"58","Jay Cutler","QB19","vs.  DEN","28","73","55.2","10.1","JAYCUTLER"
"59","Justin Forsett","RB14","vs.  STL","23","101","63.0","11.9","JUSTINFORSETT"
"60","Frank Gore","RB15","at  ATL","15","98","63.3","12.0","FRANKGORE"
"61","Davante Adams","WR25","at  MIN","18","89","63.9","15.0","DAVANTEADAMS"
"62","Joe Flacco","QB20","vs.  STL","35","72","58.2","7.8","JOEFLACCO"
"63","Travis Kelce","TE3","at  SD","41","112","64.6","14.9","TRAVISKELCE"
"64","Tyler Eifert","TE4","at  ARI","34","141","65.6","15.0","TYLEREIFERT"
"65","Matt Hasselbeck","QB21","at  ATL","17","83","60.2","10.0","MATTHASSELBECK"
"66","Antonio Gates","TE5","vs.  KC","41","128","68.1","18.2","ANTONIOGATES"
"67","Jordan Reed","TE6","at  CAR","41","122","69.0","14.8","JORDANREED"
"68","Jameis Winston","QB22","at  PHI","35","73","59.3","7.4","JAMEISWINSTON"
"69","Jonathan Stewart","RB16","vs.  WAS","15","112","69.5","19.8","JONATHANSTEWART"
"70","Giovani Bernard","RB17","at  ARI","39","105","69.8","12.4","GIOVANIBERNARD"
"71","James Starks","RB18","at  MIN","34","129","71.0","16.1","JAMESSTARKS"
"72","Brock Osweiler","QB23","at  CHI","28","102","62.9","9.2","BROCKOSWEILER"
"73","Golden Tate","WR26","vs.  OAK","9","116","72.5","15.7","GOLDENTATE"
"74","Kamar Aiken","WR27","vs.  STL","46","115","73.5","10.6","KAMARAIKEN"
"75","Doug Martin","RB19","at  PHI","24","93","74.7","9.7","DOUGMARTIN"
"76","LeGarrette Blount","RB20","vs.  BUF","34","135","75.8","16.2","LEGARRETTEBLOUNT"
"77","T.J. Yeldon","RB21","vs.  TEN","6","129","76.6","16.6","TJYELDON"
"78","Teddy Bridgewater","QB24","vs.  GB","19","83","66.8","7.8","TEDDYBRIDGEWATER"
"79","Marvin Jones","WR28","at  ARI","33","120","82.2","15.6","MARVINJONES"
"80","Delanie Walker","TE7","at  JAC","50","127","82.7","16.4","DELANIEWALKER"
"81","Rishard Matthews","WR29","vs.  DAL","51","107","84.1","10.5","RISHARDMATTHEWS"
"82","Donte Moncrief","WR30","at  ATL","45","129","85.4","13.6","DONTEMONCRIEF"
"83","Case Keenum","QB25","at  BAL","30","102","69.6","10.4","CASEKEENUM"
"84","Jason Witten","TE8","at  MIA","50","121","88.5","14.8","JASONWITTEN"
"85","Kirk Cousins","QB26","at  CAR","21","83","68.8","9.8","KIRKCOUSINS"
"86","Tavon Austin","WR31","at  BAL","31","116","89.2","15.5","TAVONAUSTIN"
"87","John Brown","WR32","vs.  CIN","53","124","88.2","11.4","JOHNBROWN"
"88","Chris Johnson","RB22","vs.  CIN","37","147","90.7","15.2","CHRISJOHNSON"
"89","Jimmy Graham","TE9","vs.  SF","14","152","91.8","21.9","JIMMYGRAHAM"
"90","Pierre Garcon","WR33","at  CAR","52","136","92.2","16.2","PIERREGARCON"
"91","Martellus Bennett","TE10","vs.  DEN","41","140","94.4","17.1","MARTELLUSBENNETT"
"92","Jamison Crowder","WR34","at  CAR","47","134","92.7","17.1","JAMISONCROWDER"
"93","Matt Jones","RB23","at  CAR","56","132","98.0","13.5","MATTJONES"
"94","Doug Baldwin","WR35","vs.  SF","37","153","98.4","15.4","DOUGBALDWIN"
"95","DeSean Jackson","WR36","at  CAR","74","130","97.9","10.1","DESEANJACKSON"
"96","Ronnie Hillman","RB24","at  CHI","74","164","99.0","13.5","RONNIEHILLMAN"
"97","Eric Ebron","TE11","vs.  OAK","50","136","99.7","16.9","ERICEBRON"
"98","Jacob Tamme","TE12","vs.  IND","41","138","100.5","15.4","JACOBTAMME"
"99","Nate Washington","WR37","vs.  NYJ","42","138","102.2","13.9","NATEWASHINGTON"
"100","Theo Riddick","RB25","vs.  OAK","15","141","102.4","17.6","THEORIDDICK"
"101","Ted Ginn","WR38","vs.  WAS","75","138","105.9","13.9","TEDGINN"
"102","Chris Givens","WR39","vs.  STL","63","136","106.1","15.0","CHRISGIVENS"
"103","Dorial Green-Beckham","WR40","at  JAC","56","142","106.8","13.7","DORIALGREENBECKHAM"
"104","Robert Woods","WR41","at  NE","51","151","108.4","15.8","ROBERTWOODS"
"105","Charles Clay","TE13","at  NE","80","138","108.9","13.0","CHARLESCLAY"
"106","T.J. Yates","QB27","vs.  NYJ","57","108","83.1","12.5","TJYATES"
"107","James Jones","WR42","at  MIN","74","169","110.4","14.2","JAMESJONES"
"108","Charles Sims","RB26","at  PHI","78","147","113.7","12.7","CHARLESSIMS"
"109","Melvin Gordon","RB27","vs.  KC","81","161","113.9","14.2","MELVINGORDON"
"110","Karlos Williams","RB28","at  NE","67","173","112.4","19.7","KARLOSWILLIAMS"
"111","Dontrelle Inman","WR43","vs.  KC","78","158","112.6","18.1","DONTRELLEINMAN"
"112","Cecil Shorts","WR44","vs.  NYJ","67","149","113.2","13.7","CECILSHORTS"
"113","Antonio Andrews","RB29","at  JAC","77","163","115.3","15.4","ANTONIOANDREWS"
"114","Darren Sproles","RB30","vs.  TB","40","165","114.5","23.2","DARRENSPROLES"
"115","Vincent Jackson","WR45","at  PHI","69","153","107.9","20.2","VINCENTJACKSON"
"116","Andre Ellington","RB31","vs.  CIN","34","165","117.9","19.5","ANDREELLINGTON"
"117","Shaun Draughn","RB32","at  SEA","76","160","119.8","17.7","SHAUNDRAUGHN"
"118","Marquess Wilson","WR46","vs.  DEN","51","175","114.5","28.8","MARQUESSWILSON"
"119","Andre Johnson","WR47","at  ATL","56","149","117.3","16.9","ANDREJOHNSON"
"120","Terrance Williams","WR48","at  MIA","85","160","120.2","13.4","TERRANCEWILLIAMS"
"121","Anquan Boldin","WR49","at  SEA","49","170","112.9","17.4","ANQUANBOLDIN"
"122","Crockett Gillmore","TE14","vs.  STL","85","156","123.0","11.8","CROCKETTGILLMORE"
"123","Harry Douglas","WR50","at  JAC","69","147","120.0","12.8","HARRYDOUGLAS"
"124","Joique Bell","RB33","vs.  OAK","68","177","125.5","17.0","JOIQUEBELL"
"125","Jeremy Hill","RB34","at  ARI","82","171","124.8","16.4","JEREMYHILL"
"126","Julius Thomas","TE15","vs.  TEN","96","156","125.7","12.3","JULIUSTHOMAS"
"127","Zach Ertz","TE16","vs.  TB","68","173","125.1","19.8","ZACHERTZ"
"128","Coby Fleener","TE17","at  ATL","50","171","124.5","17.8","COBYFLEENER"
"129","Leonard Hankerson","WR51","vs.  IND","85","174","124.5","16.0","LEONARDHANKERSON"
"130","Blaine Gabbert","QB28","at  SEA","64","113","100.4","9.3","BLAINEGABBERT"
"131","C.J. Anderson","RB35","at  CHI","71","173","129.5","15.0","CJANDERSON"
"132","Chris Thompson","RB36","at  CAR","93","163","125.3","13.4","CHRISTHOMPSON"
"133","Michael Floyd","WR52","vs.  CIN","51","177","113.0","23.4","MICHAELFLOYD"
"134","Devin Funchess","WR53","vs.  WAS","81","167","127.7","17.0","DEVINFUNCHESS"
"135","Richard Rodgers","TE18","at  MIN","81","155","130.5","13.7","RICHARDRODGERS"
"136","Alfred Blue","RB37","vs.  NYJ","93","169","134.6","15.0","ALFREDBLUE"
"137","James White","RB38","vs.  BUF","88","170","135.0","15.2","JAMESWHITE"
"138","Dexter McCluster","RB39","at  JAC","90","167","135.9","15.7","DEXTERMCCLUSTER"
"139","Mike Wallace","WR54","vs.  GB","99","169","131.4","10.6","MIKEWALLACE"
"140","Cole Beasley","WR55","at  MIA","85","165","134.3","12.9","COLEBEASLEY"
"141","Tyler Lockett","WR56","vs.  SF","112","175","142.7","11.8","TYLERLOCKETT"
"142","Kyle Rudolph","TE19","vs.  GB","113","177","140.7","10.9","KYLERUDOLPH"
"143","Roddy White","WR57","vs.  IND","67","168","141.1","13.9","RODDYWHITE"
"144","Kenny Britt","WR58","at  BAL","93","170","143.7","14.2","KENNYBRITT"
"145","Eddie Lacy","RB40","at  MIN","87","177","146.8","20.2","EDDIELACY"
"146","Jay Ajayi","RB41","vs.  DAL","90","179","151.7","17.7","JAYAJAYI"
"147","Wes Welker","WR59","at  BAL","73","174","141.7","16.1","WESWELKER"
"148","Alfred Morris","RB42","at  CAR","87","179","153.2","16.0","ALFREDMORRIS"
"149","Lance Moore","WR60","vs.  OAK","94","176","146.1","14.4","LANCEMOORE"
"150","Torrey Smith","WR61","at  SEA","128","174","150.7","10.3","TORREYSMITH"
"151","Ameer Abdullah","RB43","vs.  OAK","108","173","155.7","13.2","AMEERABDULLAH"
"152","Jonathan Grimes","RB44","vs.  NYJ","99","178","150.5","17.0","JONATHANGRIMES"
"153","Nelson Agholor","WR62","vs.  TB","115","176","151.3","11.2","NELSONAGHOLOR"
"154","Jordan Cameron","TE20","vs.  DAL","110","174","151.4","14.0","JORDANCAMERON"
"155","Kenny Stills","WR63","vs.  DAL","121","176","155.1","11.9","KENNYSTILLS"
"156","Ahmad Bradshaw","RB45","at  ATL","82","178","154.1","15.2","AHMADBRADSHAW"
"157","Jermaine Kearse","WR64","vs.  SF","103","176","151.9","14.5","JERMAINEKEARSE"
"158","Clive Walford","TE21","at  DET","116","179","153.3","13.1","CLIVEWALFORD"
"159","Jaron Brown","WR65","vs.  CIN","86","177","151.2","19.6","JARONBROWN"
"160","Mohamed Sanu","WR66","at  ARI","122","176","157.7","10.5","MOHAMEDSANU"
"161","Jared Cook","TE22","at  BAL","127","180","156.0","16.8","JAREDCOOK"
"162","Marcel Reece","RB46","at  DET","121","178","163.0","13.1","MARCELREECE"
"163","Geno Smith","QB29","at  HOU","52","113","99.5","13.6","GENOSMITH"
"164","Aaron Dobson","WR67","vs.  BUF","107","177","158.1","14.5","AARONDOBSON"
"165","Brian Quick","WR68","at  BAL","85","172","152.8","19.9","BRIANQUICK"
"166","Emmanuel Sanders","WR69","at  CHI","42","99","74.8","14.0","EMMANUELSANDERS"
"167","Cody Latimer","WR70","at  CHI","86","177","123.8","24.6","CODYLATIMER"
"168","Keshawn Martin","WR71","vs.  BUF","104","175","157.4","15.2","KESHAWNMARTIN"
"169","Brandon Bolden","RB47","vs.  BUF","117","178","165.1","10.8","BRANDONBOLDEN"
"170","Owen Daniels","TE23","at  CHI","122","179","159.4","15.1","OWENDANIELS"
"171","Zach Miller","TE24","vs.  DEN","84","180","156.9","17.1","ZACHMILLER"
"172","Denard Robinson","RB48","vs.  TEN","123","179","164.1","13.4","DENARDROBINSON"
"173","De'Anthony Thomas","RB49","at  SD","49","176","155.4","21.8","DEANTHONYTHOMAS"
"174","Chris Hogan","WR72","at  NE","131","177","161.8","12.6","CHRISHOGAN"
"175","Alshon Jeffery","WR73","vs.  DEN","5","79","41.8","18.9","ALSHONJEFFERY"
"176","Garrett Celek","TE25","at  SEA","123","180","158.5","17.4","GARRETTCELEK"
"177","Ladarius Green","TE26","vs.  KC","135","174","155.1","8.8","LADARIUSGREEN"
"178","Bilal Powell","RB50","at  HOU","119","178","158.2","15.7","BILALPOWELL"
"179","Marqise Lee","WR74","vs.  TEN","127","176","159.3","12.6","MARQISELEE"
"180","Marlon Brown","WR75","vs.  STL","143","179","162.9","9.5","MARLONBROWN"
"181","Kyle Juszczyk","RB51","vs.  STL","128","179","166.9","12.0","KYLEJUSZCZYK"
"182","Griff Whalen","WR76","at  ATL","124","177","161.4","9.6","GRIFFWHALEN"
"183","Chris Polk","RB52","vs.  NYJ","139","179","165.7","8.7","CHRISPOLK"
"184","Vernon Davis","TE27","at  CHI","124","179","157.8","14.4","VERNONDAVIS"
"185","Tevin Coleman","RB53","vs.  IND","139","178","166.7","9.0","TEVINCOLEMAN"
