"Rank","Player","Pos","Bye","Best","Worst","Avg","Std","Player.Name"
"1","Devonta Freeman","RB1","10","1","2","1.3","0.5","DEVONTAFREEMAN"
"2","Adrian Peterson","RB2","5","2","6","3.7","1.7","ADRIANPETERSON"
"3","Todd Gurley","RB3","6","2","7","4.0","2.2","TODDGURLEY"
"4","Julio Jones","WR1","10","4","8","5.7","1.7","JULIOJONES"
"5","Dion Lewis","RB4","4","1","9","6.0","3.6","DIONLEWIS"
"6","Rob Gronkowski","TE1","4","6","7","6.7","0.5","ROBGRONKOWSKI"
"7","Odell Beckham","WR2","11","8","9","8.7","0.5","ODELLBECKHAM"
"8","Antonio Brown","WR3","11","5","12","9.3","3.1","ANTONIOBROWN"
"9","A.J. Green","WR4","7","5","16","10.3","4.5","AJGREEN"
"10","Marshawn Lynch","RB5","9","6","14","10.7","3.4","MARSHAWNLYNCH"
"11","DeAndre Hopkins","WR5","9","4","16","11.0","5.1","DEANDREHOPKINS"
"12","Latavius Murray","RB6","6","10","18","12.7","3.8","LATAVIUSMURRAY"
"13","Christopher Ivory","RB7","5","11","20","14.7","3.9","CHRISIVORY"
"14","Eddie Lacy","RB8","7","4","44","19.7","17.4","EDDIELACY"
"15","Demaryius Thomas","WR6","7","14","26","19.7","4.9","DEMARYIUSTHOMAS"
"16","Randall Cobb","WR7","7","17","25","20.0","3.6","RANDALLCOBB"
"17","Justin Forsett","RB9","9","17","28","21.7","4.6","JUSTINFORSETT"
"18","Calvin Johnson","WR8","9","17","25","22.3","3.8","CALVINJOHNSON"
"19","Tom Brady","QB1","4","20","27","23.0","2.9","TOMBRADY"
"20","Mark Ingram","RB10","11","12","45","23.3","15.3","MARKINGRAM"
"21","Emmanuel Sanders","WR9","7","19","28","23.3","3.7","EMMANUELSANDERS"
"22","Lamar Miller","RB11","5","16","35","24.0","8.0","LAMARMILLER"
"23","Aaron Rodgers","QB2","7","21","27","24.7","2.6","AARONRODGERS"
"24","Julian Edelman","WR10","4","15","37","25.3","9.0","JULIANEDELMAN"
"25","Frank Gore","RB12","10","19","38","26.7","8.2","FRANKGORE"
"26","Larry Fitzgerald","WR11","9","14","40","28.7","10.9","LARRYFITZGERALD"
"27","Giovani Bernard","RB13","7","26","33","29.7","2.9","GIOVANIBERNARD"
"28","Amari Cooper","WR12","6","27","32","29.7","2.1","AMARICOOPER"
"29","Alshon Jeffery","WR13","7","15","47","30.3","13.1","ALSHONJEFFERY"
"30","Carson Palmer","QB3","9","30","33","31.3","1.2","CARSONPALMER"
"31","DeMarco Murray","RB14","8","24","40","33.3","6.8","DEMARCOMURRAY"
"32","Charcandrick West","RB15","9","22","45","34.7","9.5","CHARCANDRICKWEST"
"33","Brandon Marshall","WR14","5","34","38","35.7","1.7","BRANDONMARSHALL"
"34","Doug Martin","RB16","6","15","57","36.0","17.1","DOUGMARTIN"
"35","LeSean McCoy","RB17","8","29","46","36.7","7.0","LESEANMCCOY"
"36","Danny Woodhead","RB18","10","22","54","40.7","13.6","DANNYWOODHEAD"
"37","Tyler Eifert","TE2","7","28","64","41.0","16.3","TYLEREIFERT"
"38","Greg Olsen","TE3","5","29","63","41.0","15.6","GREGOLSEN"
"39","T.Y. Hilton","WR15","10","39","47","42.3","3.4","TYHILTON"
"40","Jeremy Hill","RB19","7","36","53","42.7","7.4","JEREMYHILL"
"41","Allen Robinson","WR16","8","40","49","43.3","4.0","ALLENROBINSON"
"42","Travis Kelce","TE4","9","32","67","44.3","16.0","TRAVISKELCE"
"43","T.J. Yeldon","RB20","8","33","53","44.3","8.4","TJYELDON"
"44","Jarvis Landry","WR17","5","41","49","44.3","3.4","JARVISLANDRY"
"45","Jonathan Stewart","RB21","5","44","51","47.7","2.9","JONATHANSTEWART"
"46","Ronnie Hillman","RB22","7","21","66","50.7","21.0","RONNIEHILLMAN"
"47","LeGarrette Blount","RB23","4","43","59","50.7","6.5","LEGARRETTEBLOUNT"
"48","Jeremy Maclin","WR18","9","37","63","51.0","10.7","JEREMYMACLIN"
