"Rank","Player","Pos","Bye","Best","Worst","Avg","Std","Player.Name"
"1","Devonta Freeman","RB1","vs.  IND","1","19","2.2","3.0","DEVONTAFREEMAN"
"2","Tom Brady","QB1","vs.  BUF","1","76","3.1","8.0","TOMBRADY"
"3","Cam Newton","QB2","vs.  WAS","2","13","4.6","2.0","CAMNEWTON"
"4","Julio Jones","WR1","vs.  IND","4","37","6.8","5.6","JULIOJONES"
"5","Derek Carr","QB3","at  DET","1","21","6.2","2.7","DEREKCARR"
"6","Aaron Rodgers","QB4","at  MIN","2","26","7.1","3.2","AARONRODGERS"
"7","Adrian Peterson","RB2","vs.  GB","1","24","10.0","5.5","ADRIANPETERSON"
"8","Carson Palmer","QB5","vs.  CIN","3","28","8.1","3.2","CARSONPALMER"
"9","Todd Gurley","RB3","at  BAL","1","42","10.6","8.3","TODDGURLEY"
"10","Philip Rivers","QB6","vs.  KC","1","31","10.8","4.7","PHILIPRIVERS"
"11","Matt Ryan","QB7","vs.  IND","3","38","12.8","4.7","MATTRYAN"
"12","Blake Bortles","QB8","vs.  TEN","7","32","13.0","3.6","BLAKEBORTLES"
"13","Charcandrick West","RB4","at  SD","1","71","15.8","11.0","CHARCANDRICKWEST"
"14","Tony Romo","QB9","at  MIA","7","44","15.7","5.8","TONYROMO"
"15","Dez Bryant","WR2","at  MIA","5","57","19.2","8.9","DEZBRYANT"
"16","Russell Wilson","QB10","vs.  SF","5","51","18.0","5.5","RUSSELLWILSON"
"17","DeAndre Hopkins","WR3","vs.  NYJ","2","63","20.1","9.7","DEANDREHOPKINS"
"18","Matthew Stafford","QB11","vs.  OAK","3","37","18.7","5.2","MATTHEWSTAFFORD"
"19","Andy Dalton","QB12","at  ARI","8","47","19.4","6.0","ANDYDALTON"
"20","Lamar Miller","RB5","vs.  DAL","3","64","21.6","12.9","LAMARMILLER"
"21","DeMarco Murray","RB6","vs.  TB","8","59","23.0","12.1","DEMARCOMURRAY"
"22","Rob Gronkowski","TE1","vs.  BUF","17","60","24.5","6.2","ROBGRONKOWSKI"
"23","Calvin Johnson","WR4","vs.  OAK","3","48","25.3","8.8","CALVINJOHNSON"
"24","Tyrod Taylor","QB13","at  NE","7","62","23.6","7.4","TYRODTAYLOR"
"25","Marcus Mariota","QB14","at  JAC","14","58","25.4","6.1","MARCUSMARIOTA"
"26","Mike Evans","WR5","at  PHI","4","97","27.4","10.7","MIKEEVANS"
"27","Demaryius Thomas","WR6","at  CHI","12","84","30.5","10.0","DEMARYIUSTHOMAS"
"28","Allen Robinson","WR7","vs.  TEN","13","62","30.8","8.5","ALLENROBINSON"
"29","Marshawn Lynch","RB7","vs.  SF","9","65","31.9","9.8","MARSHAWNLYNCH"
"30","Larry Fitzgerald","WR8","vs.  CIN","5","60","32.0","8.8","LARRYFITZGERALD"
"31","Amari Cooper","WR9","at  DET","8","59","32.4","8.5","AMARICOOPER"
"32","Darren McFadden","RB8","at  MIA","4","68","34.2","13.3","DARRENMCFADDEN"
"33","Ryan Tannehill","QB15","vs.  DAL","15","63","30.6","7.7","RYANTANNEHILL"
"34","Alex Smith","QB16","at  SD","15","90","32.6","9.9","ALEXSMITH"
"35","Brandon Marshall","WR10","at  HOU","9","56","35.6","7.8","BRANDONMARSHALL"
"36","Ryan Fitzpatrick","QB17","at  HOU","15","71","29.5","7.7","RYANFITZPATRICK"
"37","Mark Sanchez","QB18","vs.  TB","16","85","33.8","10.2","MARKSANCHEZ"
