displayName,team,rushAtt,rushYds,rushTD,receptions,recYds,recTD,fumblesLost
Knile Davis,KC,3.6,11.1,0.2,0.2,1.7,0.0,0.1
David Cobb,TEN,3.5,10.7,0.1,0.4,3.1,0.0,0.1
Mike Tolbert,CAR,2.6,10.5,0.1,1.0,8.5,0.1,0.0
Antone Smith,CHI,2.5,9.5,0.1,0.7,4.9,0.0,0.1
David Johnson,ARI,2.4,9.2,0.2,1.9,16.5,0.0,0.1
Jerick McKinnon,MIN,2.3,8.9,0.1,0.7,4.1,0.0,0.0
Stevan Ridley,NYJ,1.9,8.4,0.1,0.4,3.0,0.0,0.2
Roy Helu,OAK,1.4,8.3,0.1,0.9,7.3,0.0,0.1
Bilal Powell,NYJ,1.8,7.8,0.0,0.8,5.5,0.0,0.1
Matt Asiata,MIN,1.7,7.1,0.1,0.9,6.0,0.0,0.0
Fozzy Whittaker,CAR,1.4,6.4,0.0,0.8,5.5,0.0,0.0
Robert Turbin,CLE,1.6,6.2,0.0,0.2,1.3,0.0,0.0
Fred Jackson,SEA,1.2,5.2,0.0,1.1,8.7,0.0,0.0
Toby Gerhart,JAC,1.2,4.8,0.0,0.5,3.9,0.0,0.1
Benjamin Cunningham,STL,1.1,4.8,0.0,1.2,10.2,0.0,0.1
Jamize Olawale,OAK,1.1,4.4,0.1,0.3,1.6,0.0,0.0
Spencer Ware,KC,1.1,4.4,0.0,0.1,0.6,0.0,0.0
Bishop Sankey,TEN,1.0,4.1,0.0,0.4,2.8,0.0,0.1
Will Johnson,PIT,1.1,3.9,0.2,0.2,1.5,0.0,0.0
Jay Prosch,HOU,0.5,3.7,0.0,0.1,0.4,0.0,0.0
Anthony Dixon,BUF,1.0,3.6,0.0,0.4,3.1,0.0,0.1
Dan Herron,BUF,0.8,3.2,0.0,0.3,2.0,0.0,0.0
Bernard Pierce,JAC,0.8,2.6,0.0,0.2,1.7,0.0,0.0
Stepfan Taylor,ARI,0.6,2.6,0.0,0.1,0.4,0.0,0.0
Tim Hightower,NO,0.6,2.4,0.0,0.3,2.2,0.0,0.0
John Kuhn,GB,0.7,2.3,0.1,0.5,3.8,0.0,0.0
Bobby Rainey,TB,0.4,2.0,0.0,0.3,1.7,0.0,0.0
Cameron Artis-Payne,CAR,0.6,2.0,0.0,0.1,0.4,0.0,0.0
Darrel Young,WAS,0.6,1.7,0.0,0.3,2.2,0.0,0.0
Damien Williams,MIA,0.4,1.6,0.0,0.3,1.7,0.0,0.0
Jalston Fowler,TEN,0.4,1.5,0.1,0.2,1.8,0.0,0.0
Jerome Felton,BUF,0.5,1.5,0.0,0.2,1.4,0.0,0.0
Zach Line,MIN,0.5,1.5,0.1,0.3,4.1,0.0,0.0
Marcus Murphy,NO,0.3,1.3,0.0,0.2,1.4,0.0,0.0
Tommy Bohanon,NYJ,0.4,1.2,0.0,0.4,4.1,0.0,0.0
Juwan Thompson,DEN,0.3,1.2,0.0,0.1,1.4,0.0,0.0
Alonzo Harris,GB,0.3,1.2,0.0,0.0,0.1,0.0,0.0
Cedric Peerman,CIN,0.3,1.0,0.0,0.2,1.3,0.0,0.0
Chase Reynolds,STL,0.2,0.9,0.0,0.1,0.6,0.0,0.0
Nikita Whitlock,NYG,0.2,0.9,0.0,0.1,0.9,0.0,0.0
Michael Burton,DET,0.3,0.8,0.0,0.1,0.8,0.0,0.0
Anthony Sherman,KC,0.3,0.8,0.0,0.4,2.7,0.0,0.0
Kyle Juszczyk,BAL,0.2,0.7,0.0,1.6,12.6,0.1,0.1
Seantavius Jones,NO,0.2,0.7,0.0,0.0,0.0,0.0,0.0
Tyler Clutts,DAL,0.2,0.6,0.0,0.3,1.1,0.0,0.1
Rex Burkhead,CIN,0.1,0.6,0.0,0.2,2.1,0.0,0.0
Mike James,TB,0.1,0.6,0.0,0.0,0.0,0.0,0.0
Derrick Coleman,SEA,0.3,0.5,0.0,0.3,2.9,0.1,0.0
Jorvorskie Lane,TB,0.1,0.3,0.0,0.1,0.9,0.0,0.0
Isaiah Pead,PIT,0.3,0.3,0.0,0.1,0.3,0.0,0.0
George Winn,DET,0.3,0.3,0.0,0.1,0.1,0.0,0.0
Kenjon Barner,PHI,0.1,0.2,0.0,0.0,0.1,0.0,0.0
LaMichael James,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trey Williams,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Banyard,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Terrence Magee,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Ripkowski,GB,0.0,0.0,0.0,0.1,1.0,0.0,0.0
Edwin Baker,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Forte,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frank Gore,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Thigpen,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahmad Bradshaw,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Develin,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Woodhead,SD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fitzgerald Toussaint,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Demitrius Bronson,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryce Brown,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Tukuafu,SEA,0.0,0.0,0.0,0.0,0.1,0.0,0.0
Bruce Miller,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Terrance West,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
