displayName,team,receptions,recYds,recTD,rushAtt,rushYds,rushTD,fumblesLost
DeAndre Hopkins,HOU,7.0,92.5,0.5,0.0,0.0,0.0,0.0
Demaryius Thomas,DEN,6.5,87.0,0.6,0.0,0.0,0.0,0.1
Antonio Brown,PIT,6.4,84.7,0.5,0.5,1.9,0.0,0.1
Odell Beckham Jr.,NYG,6.3,83.6,0.6,0.3,1.2,0.0,0.0
A.J. Green,CIN,6.0,82.7,0.6,0.0,0.2,0.0,0.0
Alshon Jeffery,CHI,6.0,81.3,0.5,0.1,0.4,0.0,0.0
Allen Robinson,JAC,5.8,79.4,0.6,0.0,0.0,0.0,0.0
Mike Evans,TB,5.7,79.1,0.5,0.0,0.0,0.0,0.1
Julian Edelman,NE,6.6,77.9,0.6,0.4,2.1,0.0,0.1
Emmanuel Sanders,DEN,5.4,76.9,0.5,0.2,0.7,0.0,0.0
Calvin Johnson,DET,5.5,76.4,0.5,0.0,0.0,0.0,0.1
Randall Cobb,GB,5.5,75.0,0.7,0.4,1.5,0.0,0.1
Brandon Marshall,NYJ,5.7,73.6,0.6,0.0,0.0,0.0,0.1
Amari Cooper,OAK,5.4,73.1,0.5,0.1,0.3,0.0,0.1
Brandin Cooks,NO,5.3,68.7,0.5,0.3,1.2,0.0,0.0
Dez Bryant,DAL,5.0,68.7,0.6,0.0,0.0,0.0,0.0
Michael Crabtree,OAK,5.3,68.1,0.5,0.1,0.4,0.0,0.0
Larry Fitzgerald,ARI,5.3,68.1,0.5,0.0,0.0,0.0,0.1
Stefon Diggs,MIN,5.1,67.9,0.4,0.2,0.7,0.0,0.0
Jarvis Landry,MIA,6.4,67.2,0.4,0.9,3.5,0.0,0.1
Jordan Matthews,PHI,5.1,65.7,0.4,0.0,0.0,0.0,0.1
Eric Decker,NYJ,4.9,63.6,0.5,0.0,0.0,0.0,0.1
Willie Snead,NO,4.8,63.4,0.5,0.0,0.0,0.0,0.2
Brandon LaFell,NE,4.5,63.0,0.5,0.0,0.0,0.0,0.1
DeSean Jackson,WAS,4.0,61.9,0.4,0.1,0.4,0.0,0.0
Jeremy Maclin,KC,4.8,61.5,0.3,0.1,0.2,0.0,0.0
Allen Hurns,JAC,4.2,61.0,0.5,0.0,0.0,0.0,0.1
Sammy Watkins,BUF,4.3,59.3,0.3,0.1,0.4,0.0,0.1
Kamar Aiken,BAL,4.4,58.5,0.4,0.0,0.0,0.0,0.1
Travis Benjamin,CLE,4.3,57.8,0.4,0.0,0.0,0.0,0.1
Golden Tate,DET,4.6,57.2,0.2,0.2,0.7,0.0,0.1
Davante Adams,GB,4.1,56.9,0.4,0.0,0.0,0.0,0.0
John Brown,ARI,3.9,54.4,0.3,0.1,0.4,0.0,0.1
Nate Washington,HOU,4.0,54.2,0.2,0.0,0.0,0.0,0.0
Rishard Matthews,MIA,4.3,53.4,0.2,0.0,0.0,0.0,0.0
Martavis Bryant,PIT,3.7,53.2,0.5,0.3,1.2,0.0,0.0
Pierre Garcon,WAS,4.6,53.1,0.3,0.0,0.0,0.0,0.0
Rueben Randle,NYG,4.2,51.5,0.4,0.0,0.0,0.0,0.0
Michael Floyd,ARI,3.6,51.1,0.4,0.0,0.0,0.0,0.0
