displayName,team,receptions,recYds,recTD,rushAtt,rushYds,rushTD,fumblesLost
Rob Gronkowski,NE,6.0,71.3,0.8,0.0,0.0,0.0,0.0
Gary Barnidge,CLE,5.1,64.6,0.4,0.0,0.0,0.0,0.0
Martellus Bennett,CHI,5.9,62.8,0.3,0.0,0.0,0.0,0.0
Greg Olsen,CAR,5.0,58.4,0.5,0.0,0.0,0.0,0.0
Delanie Walker,TEN,4.9,55.7,0.3,0.0,0.0,0.0,0.1
Jimmy Graham,SEA,5.0,54.6,0.4,0.0,0.0,0.0,0.0
Travis Kelce,KC,5.0,53.8,0.3,0.0,0.0,0.0,0.1
Jordan Reed,WAS,5.0,53.8,0.5,0.0,0.0,0.0,0.0
Tyler Eifert,CIN,4.2,52.3,0.6,0.0,0.0,0.0,0.0
Jason Witten,DAL,4.1,49.2,0.3,0.0,0.0,0.0,0.0
Eric Ebron,DET,4.0,45.4,0.3,0.0,0.0,0.0,0.0
Zach Ertz,PHI,4.0,45.3,0.4,0.0,0.0,0.0,0.0
Jordan Cameron,MIA,4.0,43.9,0.3,0.0,0.0,0.0,0.0
Benjamin Watson,NO,4.2,43.6,0.3,0.0,0.0,0.0,0.0
Charles Clay,BUF,4.1,42.3,0.3,0.0,0.0,0.0,0.0
Richard Rodgers,GB,4.0,42.0,0.7,0.0,0.0,0.0,0.0
Larry Donnell,NYG,3.8,38.2,0.5,0.0,0.0,0.0,0.0
Julius Thomas,JAC,3.2,38.1,0.3,0.0,0.0,0.0,0.0
Austin Seferian-Jenkins,TB,3.1,38.0,0.3,0.0,0.0,0.0,0.0
Will Tye,NYG,2.9,35.9,0.3,0.0,0.0,0.0,0.0
Crockett Gillmore,BAL,2.9,32.2,0.3,0.0,0.0,0.0,0.0
Vernon Davis,DEN,2.1,29.1,0.3,0.0,0.0,0.0,0.0
Jared Cook,STL,2.9,28.3,0.2,0.0,0.0,0.0,0.0
Ryan Griffin,HOU,3.0,28.0,0.1,0.0,0.0,0.0,0.0
Kyle Rudolph,MIN,2.3,27.8,0.2,0.0,0.0,0.0,0.0
Heath Miller,PIT,2.4,25.7,0.2,0.0,0.0,0.0,0.0
Jermaine Gresham,ARI,2.0,24.3,0.2,0.0,0.0,0.0,0.0
Scott Chandler,NE,2.0,23.3,0.3,0.0,0.0,0.0,0.0
Clive Walford,OAK,1.9,21.7,0.3,0.0,0.0,0.0,0.0
Maxx Williams,BAL,2.0,21.1,0.1,0.0,0.0,0.0,0.0
Mychal Rivera,OAK,2.1,20.2,0.1,0.0,0.0,0.0,0.0
Owen Daniels,DEN,2.2,20.1,0.3,0.0,0.0,0.0,0.0
Marcedes Lewis,JAC,1.8,18.9,0.1,0.0,0.0,0.0,0.0
Anthony Fasano,TEN,1.7,18.4,0.1,0.0,0.0,0.0,0.0
Lance Kendricks,STL,1.7,17.2,0.1,0.0,0.0,0.0,0.0
Dion Sims,MIA,1.9,17.1,0.1,0.0,0.0,0.0,0.0
Jeff Cumberland,NYJ,1.9,17.0,0.2,0.0,0.0,0.0,0.0
Jerome Cunningham,NYG,1.9,16.0,0.1,0.0,0.0,0.0,0.0
Garrett Graham,HOU,1.7,15.7,0.0,0.0,0.0,0.0,0.0
Luke Willson,SEA,1.5,14.9,0.1,0.0,0.0,0.0,0.0
Clay Harbor,JAC,1.8,14.9,0.0,0.0,0.0,0.0,0.0
Darren Fells,ARI,1.2,14.5,0.1,0.0,0.0,0.0,0.0
Brent Celek,PHI,1.6,14.4,0.1,0.0,0.0,0.0,0.0
Virgil Green,DEN,1.5,14.2,0.0,0.0,0.0,0.0,0.0
Ed Dickson,CAR,1.4,14.0,0.1,0.0,0.0,0.0,0.0
Gavin Escobar,DAL,1.2,13.5,0.0,0.0,0.0,0.0,0.0
Derek Carrier,WAS,1.5,12.6,0.1,0.0,0.0,0.0,0.0
Nick Boyle,BAL,1.0,11.6,0.0,0.0,0.0,0.0,0.0
Josh Hill,NO,1.2,11.5,0.1,0.0,0.0,0.0,0.0
James OShaughnessy,KC,1.0,10.9,0.1,0.0,0.0,0.0,0.0
Jim Dray,CLE,1.1,10.9,0.1,0.0,0.0,0.0,0.0
Tim Wright,DET,0.8,9.9,0.0,0.0,0.0,0.0,0.0
Brandon Myers,TB,1.3,9.9,0.0,0.0,0.0,0.0,0.0
Craig Stevens,TEN,1.0,9.7,0.0,0.0,0.0,0.0,0.0
Jesse James,PIT,0.7,9.6,0.0,0.0,0.0,0.0,0.0
Rhett Ellison,MIN,1.2,9.5,0.0,0.0,0.0,0.0,0.0
Zach Miller,CHI,1.1,9.2,0.1,0.0,0.0,0.0,0.0
Chris Gragg,BUF,1.0,9.1,0.0,0.0,0.0,0.0,0.0
Michael Hoomanawanui,NO,0.9,8.3,0.1,0.0,0.0,0.0,0.0
Lee Smith,OAK,0.9,8.1,0.1,0.0,0.0,0.0,0.0
James Hanna,DAL,0.8,7.4,0.1,0.0,0.0,0.0,0.0
C.J. Fiedorowicz,HOU,0.7,6.2,0.0,0.0,0.0,0.0,0.1
Brandon Pettigrew,DET,0.6,5.9,0.0,0.0,0.0,0.0,0.0
MyCole Pruitt,MIN,0.8,5.9,0.0,0.0,0.0,0.0,0.0
Troy Niklas,ARI,0.5,4.9,0.1,0.0,0.0,0.0,0.0
Kellen Davis,NYJ,0.3,3.6,0.1,0.0,0.0,0.0,0.0
Ryan Hewitt,CIN,0.3,2.8,0.0,0.0,0.0,0.0,0.0
Malcolm Johnson,CLE,0.3,2.7,0.0,0.3,0.9,0.0,0.0
Demetrius Harris,KC,0.2,2.2,0.0,0.0,0.0,0.0,0.0
Luke Stocker,TB,0.2,1.6,0.0,0.0,0.0,0.0,0.0
Cory Harkey,STL,0.2,1.5,0.0,0.0,0.0,0.0,0.0
Michael Williams,NE,0.1,1.5,0.0,0.0,0.0,0.0,0.0
Phillip Supernaw,TEN,0.1,1.3,0.0,0.0,0.0,0.0,0.0
Jake Stoneburner,MIA,0.1,1.0,0.0,0.0,0.0,0.0,0.0
Cam Brate,TB,0.1,0.7,0.0,0.0,0.0,0.0,0.0
Joseph Fauria,ARI,0.0,0.7,0.0,0.0,0.0,0.0,0.0
Matt Spaeth,PIT,0.1,0.6,0.0,0.0,0.0,0.0,0.0
Tyler Kroft,CIN,0.1,0.5,0.0,0.0,0.0,0.0,0.0
Kennard Backman,GB,0.1,0.4,0.0,0.0,0.0,0.0,0.0
Geoff Swaim,DAL,0.1,0.3,0.0,0.0,0.0,0.0,0.0
Anthony McCoy,WAS,0.0,0.1,0.0,0.0,0.0,0.0,0.0
Trey Burton,PHI,0.0,0.1,0.0,0.0,0.0,0.0,0.0
Nic Jacobs,NO,0.0,0.1,0.0,0.0,0.0,0.0,0.0
Emmanuel Bibbs,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitchell Henry,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Fells,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rory Anderson,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Parker,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blake Bell,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabe Holmes,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khari Lee,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Quarless,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
