"name","name_yahoo","pos","team_yahoo","passYds","passTds","passInt","rushYds","rushTds","recYds","recTds","returnTDs","twoPts","fumbles","pts","targets","rec","ownedPct","rushAtt"
"PHILIPRIVERS","Philip Rivers","QB","SD",256,2,0,9,0,0,0,0,0,0,19.14,"0","0","91%","1"
"TONYROMO","Tony Romo","QB","DAL",217,2,1,14,0,0,0,0,0,0,17.08,"0","0","88%","3"
"EJMANUEL","EJ Manuel","QB","BUF",238,1,0,24,0,0,0,0,0,0,15.92,"0","0","10%","5"
"ALEXSMITH","Alex Smith","QB","KC",186,3,0,17,0,0,0,0,0,1,19.14,"0","0","39%","2"
"JIMMYGRAHAM","Jimmy Graham","TE","NO",0,0,0,0,0,54,0,0,0,0,5.4,"8","6","100%","0"
"GIOVANIBERNARD","Giovani Bernard","RB","CIN",0,0,0,47,2,7,0,0,0,0,17.4,"3","1","100%","14"
"GENOSMITH","Geno Smith","QB","NYJ",316,1,2,20,0,0,0,0,0,0,16.64,"0","0","12%","3"
"JOSHMCCOWN","Josh McCown","QB","TB",58,0,1,0,0,0,0,0,0,0,1.32,"0","0","25%","0"
"JULIOJONES","Julio Jones","WR","ATL",0,0,0,0,0,161,2,0,0,0,28.1,"11","9","100%","0"
"KIRKCOUSINS","Kirk Cousins","QB","WAS",427,3,1,5,0,0,0,0,0,0,28.58,"0","0","47%","3"
"CHADHENNE","Chad Henne","QB","JAX",33,0,0,0,0,0,0,0,0,0,1.32,"0","0","3%","0"
"ANDYDALTON","Andy Dalton","QB","CIN",169,0,1,3,0,18,1,0,0,0,13.86,"1","1","82%","3"
"RASHADJENNINGS","Rashad Jennings","RB","NYG",0,0,0,176,1,0,0,0,0,0,23.6,"0","0","96%","34"
"MARSHAWNLYNCH","Marshawn Lynch","RB","SEA",0,0,0,88,1,40,1,0,0,0,24.8,"5","3","100%","26"
"DREWSTANTON","Drew Stanton","QB","ARI",244,2,0,16,0,0,0,0,0,0,19.36,"0","0","1%","6"
"ZACSTACY","Zac Stacy","RB","STL",0,0,0,67,0,54,0,0,0,0,12.1,"6","5","97%","12"
"MATTCASSEL","Matt Cassel","QB","MIN",53,0,0,5,0,0,0,0,0,0,2.62,"0","0","4%","1"
"BOBBYRAINEY","Bobby Rainey","RB","TB",0,0,0,41,0,64,0,0,0,2,6.5,"8","7","55%","11"
"ROBGRONKOWSKI","Rob Gronkowski","TE","NE",0,0,0,0,0,44,1,0,0,0,10.4,"6","3","100%","0"
"LAMARMILLER","Lamar Miller","RB","MIA",0,0,0,108,0,24,0,0,0,0,13.2,"5","4","81%","15"
"JORDYNELSON","Jordy Nelson","WR","GB",0,0,0,0,0,59,0,0,0,0,5.9,"7","5","100%","0"
"EDDIELACY","Eddie Lacy","RB","GB",0,0,0,36,0,9,0,0,0,1,2.5,"1","1","100%","11"
"TOBYGERHART","Toby Gerhart","RB","JAX",0,0,0,32,0,31,0,0,0,0,6.3,"2","2","85%","9"
"JAKELOCKER","Jake Locker","QB","TEN",185,0,2,50,0,0,0,0,0,0,10.4,"0","0","24%","6"
"KNILEDAVIS","Knile Davis","RB","KC",0,0,0,132,1,0,0,0,0,1,17.2,"1","0","77%","32"
"DONALDBROWN","Donald Brown","RB","SD",0,0,0,62,0,27,0,0,0,0,8.9,"6","5","49%","31"
"LEVEONBELL","Le'Veon Bell","RB","PIT",0,0,0,147,0,10,0,0,0,0,15.7,"4","2","99%","21"
"STEVANRIDLEY","Stevan Ridley","RB","NE",0,0,0,54,0,7,0,0,0,0,6.1,"1","1","81%","19"
"ANDREELLINGTON","Andre Ellington","RB","ARI",0,0,0,62,0,13,0,0,0,0,7.5,"4","3","98%","18"
"BRANDONMARSHALL","Brandon Marshall","WR","CHI",0,0,0,0,0,6,0,0,0,0,0.6,"6","1","100%","0"
"DEZBRYANT","Dez Bryant","WR","DAL",0,0,0,0,0,89,1,0,0,0,14.9,"7","6","100%","0"
"JUSTINFORSETT","Justin Forsett","RB","BAL",0,0,0,63,0,2,0,0,0,0,6.5,"5","4","48%","11"
"AJGREEN","A.J. Green","WR","CIN",0,0,0,0,0,102,0,0,0,0,10.2,"9","6","100%","0"
"VINCENTJACKSON","Vincent Jackson","WR","TB",0,0,0,0,0,15,1,0,0,0,7.5,"9","2","98%","0"
"DEREKCARR","Derek Carr","QB","OAK",174,0,1,0,0,0,0,0,0,0,5.96,"0","0","7%","0"
"DEMARYIUSTHOMAS","Demaryius Thomas","WR","DEN",0,0,0,0,0,31,0,0,1,0,5.1,"9","4","100%","0"
"JOEFLACCO","Joe Flacco","QB","BAL",217,1,1,6,0,0,0,0,0,0,12.28,"0","0","40%","4"
"ELIMANNING","Eli Manning","QB","NYG",234,2,0,-1,0,0,0,0,0,0,17.26,"0","0","36%","1"
"JOIQUEBELL","Joique Bell","RB","DET",0,0,0,33,0,0,0,0,0,0,3.3,"0","0","92%","15"
"BENROETHLISBERGER","Ben Roethlisberger","QB","PIT",196,2,0,1,0,0,0,0,0,0,15.94,"0","0","76%","1"
"MONTEEBALL","Montee Ball","RB","DEN",0,0,0,38,0,6,0,0,0,1,2.4,"3","2","100%","14"
"MATTASIATA","Matt Asiata","RB","MIN",0,0,0,35,0,36,0,0,0,0,7.1,"6","3","54%","12"
"BRIANHOYER","Brian Hoyer","QB","CLE",290,1,0,-2,0,0,0,0,0,0,15.4,"0","0","3%","3"
"CJSPILLER","C.J. Spiller","RB","BUF",0,0,0,25,0,37,0,0,0,0,6.2,"3","3","97%","10"
"RYANFITZPATRICK","Ryan Fitzpatrick","QB","HOU",289,1,3,34,1,0,0,0,0,0,21.96,"0","0","10%","7"
"CHRISJOHNSON","Chris Johnson","RB","NYJ",0,0,0,34,0,0,0,0,0,0,3.4,"2","0","90%","10"
"RANDALLCOBB","Randall Cobb","WR","GB",0,0,0,0,0,29,0,0,0,0,2.9,"6","3","100%","0"
"MIKEWALLACE","Mike Wallace","WR","MIA",0,0,0,12,0,74,0,0,0,0,8.6,"12","5","95%","1"
"GREGOLSEN","Greg Olsen","TE","CAR",0,0,0,0,0,69,1,0,0,0,12.9,"7","5","98%","0"
"SHANEVEREEN","Shane Vereen","RB","NE",0,0,0,20,0,17,0,0,0,0,3.7,"6","4","93%","7"
"ANTONIOGATES","Antonio Gates","TE","SD",0,0,0,0,0,8,0,0,0,0,0.8,"1","1","90%","0"
"FREDJACKSON","Fred Jackson","RB","BUF",0,0,0,34,0,78,1,0,0,0,17.2,"10","8","73%","6"
"JULIUSTHOMAS","Julius Thomas","TE","DEN",0,0,0,0,0,17,1,0,0,0,7.7,"4","3","100%","0"
"STEVENJACKSON","Steven Jackson","RB","ATL",0,0,0,54,1,0,0,0,0,0,11.4,"0","0","70%","14"
"PIERREGARCON","Pierre Garcon","WR","WAS",0,0,0,0,0,138,1,0,0,0,19.8,"16","11","97%","0"
"PERCYHARVIN","Percy Harvin","WR","NYJ",0,0,0,0,0,42,0,0,0,0,4.2,"9","7","99%","0"
"AUSTINDAVIS","Austin Davis","QB","STL",327,3,2,-1,0,0,0,0,0,0,22.98,"0","0","1%","2"
"ALSHONJEFFERY","Alshon Jeffery","WR","CHI",0,0,0,13,0,105,0,0,0,0,11.8,"13","8","100%","2"
"ANTONIOBROWN","Antonio Brown","WR","PIT",0,0,0,0,0,90,2,0,0,0,21,"10","10","100%","0"
"FRANKGORE","Frank Gore","RB","SF",0,0,0,10,0,0,0,0,0,0,1,"0","0","96%","6"
"TERRANCEWEST","Terrance West","RB","CLE",0,0,0,36,1,5,0,0,0,0,10.1,"2","2","72%","12"
"JORDANCAMERON","Jordan Cameron","TE","CLE",0,0,0,0,0,23,0,0,0,0,2.3,"3","1","94%","0"
"TRENTRICHARDSON","Trent Richardson","RB","IND",0,0,0,57,0,23,0,0,0,0,8,"4","3","76%","14"
"ALFREDMORRIS","Alfred Morris","RB","WAS",0,0,0,77,0,0,0,0,0,0,7.7,"0","0","99%","23"
"JASONWITTEN","Jason Witten","TE","DAL",0,0,0,0,0,49,0,0,0,0,4.9,"5","4","95%","0"
"LARRYFITZGERALD","Larry Fitzgerald","WR","ARI",0,0,0,0,0,34,0,0,0,1,1.4,"7","3","98%","0"
"DARRENMCFADDEN","Darren McFadden","RB","OAK",0,0,0,59,0,6,0,0,0,0,6.5,"4","4","38%","18"
"NILESPAUL","Niles Paul","TE","WAS",0,0,0,0,0,68,0,0,0,0,6.8,"9","6","43%","0"
"SAMMYWATKINS","Sammy Watkins","WR","BUF",0,0,0,0,0,19,0,0,0,0,1.9,"8","2","90%","0"
"REGGIEWAYNE","Reggie Wayne","WR","IND",0,0,0,0,0,62,0,0,0,0,6.2,"5","4","91%","0"
"AHMADBRADSHAW","Ahmad Bradshaw","RB","IND",0,0,0,65,0,18,1,0,0,0,14.3,"3","2","74%","9"
"REGGIEBUSH","Reggie Bush","RB","DET",0,0,0,61,1,38,0,0,0,0,15.9,"8","6","94%","12"
"TYHILTON","T.Y. Hilton","WR","IND",0,0,0,0,0,80,0,0,0,0,8,"6","5","93%","0"
"JULIANEDELMAN","Julian Edelman","WR","NE",0,0,0,5,0,84,0,0,0,0,8.9,"13","10","96%","1"
"CORDARRELLEPATTERSON","Cordarrelle Patterson","WR","MIN",0,0,0,-7,0,61,0,0,0,0,5.4,"5","4","98%","1"
"DESEANJACKSON","DeSean Jackson","WR","WAS",0,0,0,0,0,117,1,0,0,0,17.7,"11","5","95%","0"
"ANDREJOHNSON","Andre Johnson","WR","HOU",0,0,0,0,0,24,0,0,0,0,2.4,"11","4","99%","0"
"LARRYDONNELL","Larry Donnell","TE","NYG",0,0,0,0,0,45,0,0,0,1,2.5,"6","6","39%","0"
"BRANDINCOOKS","Brandin Cooks","WR","NO",0,0,0,0,0,74,0,0,0,0,7.4,"10","8","91%","0"
"DELANIEWALKER","Delanie Walker","TE","TEN",0,0,0,0,0,54,0,0,0,0,5.4,"7","4","82%","0"
"MARTELLUSBENNETT","Martellus Bennett","TE","CHI",0,0,0,0,0,54,2,0,0,0,17.4,"8","5","92%","0"
"MARQUESCOLSTON","Marques Colston","WR","NO",0,0,0,0,0,25,1,0,0,0,8.5,"5","2","93%","0"
"CHARLESCLAY","Charles Clay","TE","MIA",0,0,0,0,0,21,0,0,0,0,2.1,"4","3","61%","0"
"KHIRYROBINSON","Khiry Robinson","RB","NO",0,0,0,69,0,0,0,0,0,0,6.9,"0","0","42%","18"
"HARRYDOUGLAS","Harry Douglas","WR","ATL",0,0,0,0,0,14,1,0,0,0,7.4,"2","2","14%","0"
"DANNYWOODHEAD","Danny Woodhead","RB","SD",0,0,0,1,0,0,0,0,0,0,0.1,"0","0","48%","1"
"JEREMYMACLIN","Jeremy Maclin","WR","PHI",0,0,0,0,0,154,1,0,0,0,21.4,"10","8","96%","0"
"KYLERUDOLPH","Kyle Rudolph","TE","MIN",0,0,0,0,0,27,0,0,0,0,2.7,"5","3","91%","0"
"DARRENSPROLES","Darren Sproles","RB","PHI",0,0,0,20,0,30,0,0,0,1,3,"4","3","90%","2"
"KEENANALLEN","Keenan Allen","WR","SD",0,0,0,0,0,17,0,0,0,0,1.7,"2","2","99%","0"
"PIERRETHOMAS","Pierre Thomas","RB","NO",0,0,0,30,1,21,0,0,0,0,11.1,"3","3","77%","8"
"VICTORCRUZ","Victor Cruz","WR","NYG",0,0,0,0,0,107,1,0,0,0,16.7,"6","5","96%","0"
"EMMANUELSANDERS","Emmanuel Sanders","WR","DEN",0,0,0,0,0,149,0,0,0,0,14.9,"15","11","96%","0"
"GOLDENTATE","Golden Tate","WR","DET",0,0,0,0,0,51,0,0,0,0,5.1,"7","5","91%","0"
"KELVINBENJAMIN","Kelvin Benjamin","WR","CAR",0,0,0,0,0,115,1,0,0,0,17.5,"11","8","85%","0"
"ALFREDBLUE","Alfred Blue","RB","HOU",0,0,0,78,0,10,0,0,0,0,8.8,"1","1","24%","13"
"ZACHERTZ","Zach Ertz","TE","PHI",0,0,0,0,0,14,0,0,0,0,1.4,"3","2","94%","0"
"CECILSHORTS","Cecil Shorts III","WR","JAX",0,0,0,0,0,35,1,0,0,0,9.5,"10","5","57%","0"
"MIKEEVANS","Mike Evans","WR","TB",0,0,0,0,0,52,0,0,0,0,5.2,"7","4","70%","0"
"LEVINETOILOLO","Levine Toilolo","TE","ATL",0,0,0,0,0,25,0,0,0,1,0.5,"2","2","3%","0"
"ANQUANBOLDIN","Anquan Boldin","WR","SF",0,0,0,0,0,36,0,0,0,0,3.6,"6","6","84%","0"
"DENNISPITTA","Dennis Pitta","TE","BAL",0,0,0,0,0,12,0,0,0,0,1.2,"3","3","85%","0"
"BRIANQUICK","Brian Quick","WR","STL",0,0,0,0,0,62,1,0,0,0,12.2,"4","2","38%","0"
"ERICDECKER","Eric Decker","WR","NYJ",0,0,0,0,0,19,0,0,0,0,1.9,"1","1","91%","0"
"TRAVISKELCE","Travis Kelce","TE","KC",0,0,0,0,0,36,1,0,0,0,9.6,"4","3","47%","0"
"MICHAELCRABTREE","Michael Crabtree","WR","SF",0,0,0,4,0,80,1,0,0,0,14.4,"11","10","96%","1"
"JUSTINHUNTER","Justin Hunter","WR","TEN",0,0,0,0,0,37,0,0,0,0,3.7,"7","3","61%","0"
"MICHAELFLOYD","Michael Floyd","WR","ARI",0,0,0,0,0,114,0,0,0,0,11.4,"9","5","96%","0"
"JEREMYHILL","Jeremy Hill","RB","CIN",0,0,0,39,1,0,0,0,0,0,9.9,"0","0","57%","7"
"CHRISIVORY","Chris Ivory","RB","NYJ",0,0,0,44,0,52,0,0,0,0,9.6,"4","4","63%","10"
"BRANDONMYERS","Brandon Myers","TE","TB",0,0,0,0,0,33,0,0,0,0,3.3,"5","5","2%","0"
"ALLENROBINSON","Allen Robinson","WR","JAX",0,0,0,0,0,79,0,0,0,0,7.9,"10","7","1%","0"
"TORREYSMITH","Torrey Smith","WR","BAL",0,0,0,0,0,25,0,0,0,0,2.5,"8","2","87%","0"
"JAREDCOOK","Jared Cook","TE","STL",0,0,0,0,0,75,0,0,0,0,7.5,"9","7","17%","1"
"DEANDREHOPKINS","DeAndre Hopkins","WR","HOU",0,0,0,0,0,116,0,0,0,0,11.6,"9","6","77%","0"
"RUEBENRANDLE","Rueben Randle","WR","NYG",0,0,0,0,0,27,0,0,0,0,2.7,"10","5","62%","0"
"GREGJENNINGS","Greg Jennings","WR","MIN",0,0,0,0,0,70,0,0,0,0,7,"7","5","47%","0"
"HEATHMILLER","Heath Miller","TE","PIT",0,0,0,0,0,51,0,0,0,0,5.1,"5","4","55%","0"
"ROBERTWOODS","Robert Woods","WR","BUF",0,0,0,0,0,19,0,0,0,0,1.9,"8","3","4%","0"
"RILEYCOOPER","Riley Cooper","WR","PHI",0,0,0,0,0,34,0,0,0,0,3.4,"7","4","50%","0"
"DOUGBALDWIN","Doug Baldwin","WR","SEA",0,0,0,0,0,56,0,0,0,0,5.6,"5","4","17%","0"
"TERRANCEWILLIAMS","Terrance Williams","WR","DAL",0,0,0,0,0,32,1,0,0,0,9.2,"3","2","79%","0"
"MYCHALRIVERA","Mychal Rivera","TE","OAK",0,0,0,0,0,11,0,0,0,0,1.1,"4","2","1%","0"
"ERICEBRON","Eric Ebron","TE","DET",0,0,0,0,0,0,0,0,0,0,0,"1","0","8%","0"
"MALCOMFLOYD","Malcom Floyd","WR","SD",0,0,0,0,0,98,0,0,0,0,9.8,"4","2","17%","0"
"STEVESMITH","Steve Smith Sr.","WR","BAL",0,0,0,0,0,101,0,0,0,0,10.1,"7","5","76%","0"
"COBYFLEENER","Coby Fleener","TE","IND",0,0,0,0,0,49,1,0,0,0,10.9,"7","4","14%","0"
"ANTHONYFASANO","Anthony Fasano","TE","KC",0,0,0,0,0,23,0,0,0,0,2.3,"2","2","4%","0"
"MARKUSWHEATON","Markus Wheaton","WR","PIT",0,0,0,0,0,35,0,0,0,0,3.5,"5","4","67%","0"
"KENNYSTILLS","Kenny Stills","WR","NO",0,0,0,0,0,38,0,0,0,0,3.8,"5","4","17%","0"
"BRIANHARTLINE","Brian Hartline","WR","MIA",0,0,0,0,0,25,1,0,0,0,8.5,"7","3","38%","0"
"DWAYNEBOWE","Dwayne Bowe","WR","KC",0,0,0,0,0,32,0,0,0,0,3.2,"5","3","65%","0"
"DEANGELOWILLIAMS","DeAngelo Williams","RB","CAR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","35%","-"
"JERMAINEGRESHAM","Jermaine Gresham","TE","CIN",0,0,0,0,0,5,0,0,0,0,0.5,"1","1","4%","0"
"ANDREWHAWKINS","Andrew Hawkins","WR","CLE",0,0,0,0,0,87,0,0,0,0,8.7,"10","7","41%","0"
"LORENZOTALIAFERRO","Lorenzo Taliaferro","RB","BAL",0,0,0,91,1,0,0,0,0,0,15.1,"0","0","6%","18"
"DENARIUSMOORE","Denarius Moore","WR","OAK",0,0,0,0,0,23,0,0,0,0,2.3,"7","3","3%","0"
"MILESAUSTIN","Miles Austin","WR","CLE",0,0,0,0,0,51,1,0,0,0,11.1,"7","6","11%","0"
"DEREKCARRIER","Derek Carrier","TE","SF",0,0,0,0,0,23,0,0,0,0,2.3,"2","1","2%","0"
"NATEWASHINGTON","Nate Washington","WR","TEN",0,0,0,0,0,0,0,0,0,0,0,"3","0","4%","0"
"JERMAINEKEARSE","Jermaine Kearse","WR","SEA",17,0,0,0,0,22,0,0,0,0,2.88,"2","2","3%","0"
"BENNYCUNNINGHAM","Benny Cunningham","RB","STL",0,0,0,29,0,5,0,0,0,0,3.4,"2","1","6%","9"
"ISAIAHCROWELL","Isaiah Crowell","RB","CLE",0,0,0,55,1,0,0,0,0,0,11.5,"0","0","18%","11"
"DAVANTEADAMS","Davante Adams","WR","GB",0,0,0,0,0,11,0,0,0,0,1.1,"3","2","7%","0"
"SHONNGREENE","Shonn Greene","RB","TEN",0,0,0,33,1,0,0,0,0,0,9.3,"0","0","29%","10"
"ANDREHOLMES","Andre Holmes","WR","OAK",0,0,0,0,0,29,0,0,0,0,2.9,"2","1","2%","0"
"WESWELKER","Wes Welker","WR","DEN",0,0,0,0,0,60,0,0,0,0,6,"9","6","94%","0"
"LUKEWILLSON","Luke Willson","TE","SEA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","0%","-"
"JEREMYKERLEY","Jeremy Kerley","WR","NYJ",0,0,0,0,0,81,1,0,0,0,14.1,"11","7","3%","0"
"KENDALLWRIGHT","Kendall Wright","WR","TEN",0,0,0,0,0,44,0,0,0,0,4.4,"10","5","83%","0"
"JACQUIZZRODGERS","Jacquizz Rodgers","RB","ATL",0,0,0,6,0,3,0,0,0,0,0.9,"1","1","9%","5"
"DEVINHESTER","Devin Hester","WR","ATL",0,0,0,20,1,25,0,1,0,0,16.5,"1","1","11%","1"
"JAMESJONES","James Jones","WR","OAK",0,0,0,0,0,43,0,0,0,0,4.3,"5","3","50%","0"
"SCOTTCHANDLER","Scott Chandler","TE","BUF",0,0,0,0,0,74,0,0,0,0,7.4,"5","5","1%","0"
"GARRETTGRAHAM","Garrett Graham","TE","HOU",0,0,0,0,0,41,0,0,0,0,4.1,"6","5","20%","0"
"JEFFCUMBERLAND","Jeff Cumberland","TE","NYJ",0,0,0,0,0,18,0,0,0,0,1.8,"6","3","1%","0"
"MIKETOLBERT","Mike Tolbert","RB","CAR",0,0,0,4,0,20,0,0,0,0,2.4,"3","3","2%","3"
"DWAYNEALLEN","Dwayne Allen","TE","IND",0,0,0,0,0,43,1,0,0,0,10.3,"6","4","23%","0"
"ALLENHURNS","Allen Hurns","WR","JAX",0,0,0,0,0,63,1,0,0,0,12.3,"3","1","31%","0"
"JASONAVANT","Jason Avant","WR","CAR",0,0,0,0,0,12,0,0,0,0,1.2,"6","2","1%","0"
"EDDIEROYAL","Eddie Royal","WR","SD",0,0,0,0,0,42,2,0,0,0,16.2,"6","4","4%","0"
"DEXTERMCCLUSTER","Dexter McCluster","RB","TEN",0,0,0,0,0,15,0,0,0,0,1.5,"2","2","4%","1"
"JOSEPHFAURIA","Joseph Fauria","TE","DET",0,0,0,0,0,3,0,0,0,0,0.3,"2","1","2%","0"
"STEPFANTAYLOR","Stepfan Taylor","RB","ARI",0,0,0,2,0,0,0,0,0,0,0.2,"0","0","4%","1"
"MOHAMEDSANU","Mohamed Sanu","WR","CIN",18,1,0,0,0,44,0,0,0,0,9.12,"8","5","34%","0"
"KENBRELLTHOMPKINS","Kenbrell Thompkins","WR","OAK",0,0,0,0,0,16,0,0,0,0,1.6,"1","1","6%","0"
"OWENDANIELS","Owen Daniels","TE","BAL",0,0,0,0,0,8,0,0,0,0,0.8,"1","1","26%","0"
"JONATHANSTEWART","Jonathan Stewart","RB","CAR",0,0,0,31,0,19,0,0,0,0,5,"3","3","27%","5"
"MICKEYSHULER","Mickey Shuler","TE","JAX",0,0,0,0,0,0,0,0,0,0,0,"1","0","0%","0"
"ANDREWILLIAMS","Andre Williams","RB","NYG",0,0,0,18,0,0,0,0,0,0,1.8,"0","0","17%","6"
"JOHNCARLSON","John Carlson","TE","ARI",0,0,0,0,0,33,0,0,0,0,3.3,"3","3","0%","0"
"LANCEKENDRICKS","Lance Kendricks","TE","STL",0,0,0,0,0,29,1,0,0,0,8.9,"7","6","0%","0"
"MIKEWILLIAMS","Mike Williams","WR","BUF",0,0,0,0,0,11,0,0,0,0,1.1,"4","2","7%","0"
"JOHNBROWN","John Brown","WR","ARI",0,0,0,0,0,52,2,0,0,0,17.2,"6","4","8%","0"
"ANDREROBERTS","Andre Roberts","WR","WAS",0,0,0,0,0,38,0,0,0,0,3.8,"6","4","3%","0"
"MIKEBROWN","Mike Brown","WR","JAX",0,0,0,0,0,14,0,0,0,1,-0.6,"1","1","0%","0"
"CARLOSHYDE","Carlos Hyde","RB","SF",0,0,0,13,1,-2,0,0,0,0,7.1,"2","2","60%","3"
"JACEAMARO","Jace Amaro","TE","NYJ",0,0,0,0,0,54,0,0,0,0,5.4,"4","3","1%","0"
"DONNIEAVERY","Donnie Avery","WR","KC",0,0,0,0,0,12,0,0,0,0,1.2,"3","2","3%","0"
"ROYHELU","Roy Helu Jr.","RB","WAS",0,0,0,1,1,55,0,0,0,0,11.6,"1","1","5%","1"
"JERICKMCKINNON","Jerick McKinnon","RB","MIN",0,0,0,-1,0,9,0,0,0,0,0.8,"5","2","19%","2"
"BRENTCELEK","Brent Celek","TE","PHI",0,0,0,0,0,0,0,0,0,0,0,"4","0","5%","0"
"BRANDONTATE","Brandon Tate","WR","CIN",0,0,0,12,0,5,0,0,0,0,1.7,"1","1","0%","1"
"JARVISLANDRY","Jarvis Landry","WR","MIA",0,0,0,0,0,24,0,0,0,0,2.4,"7","3","1%","0"
"JARIUSWRIGHT","Jarius Wright","WR","MIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","0%","-"
"HAKEEMNICKS","Hakeem Nicks","WR","IND",0,0,0,0,0,50,1,0,0,0,11,"4","4","42%","0"
"BRANDONPETTIGREW","Brandon Pettigrew","TE","DET",0,0,0,0,0,0,0,0,0,0,0,"1","0","1%","0"
"LANCEDUNBAR","Lance Dunbar","RB","DAL",0,0,0,0,0,0,0,0,0,0,0,"1","0","6%","0"
"TIMWRIGHT","Tim Wright","TE","NE",0,0,0,0,0,20,0,0,0,0,2,"1","1","12%","0"
"ANDREWQUARLESS","Andrew Quarless","TE","GB",0,0,0,0,0,43,1,0,0,0,10.3,"5","4","1%","0"
"STEDMANBAILEY","Stedman Bailey","WR","STL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","1%","-"
"JONATHANGRIMES","Jonathan Grimes","RB","HOU",0,0,0,5,0,31,0,0,0,0,3.6,"1","1","2%","1"
"MIKEJAMES","Mike James","RB","TB",0,0,0,4,0,-5,0,0,0,0,-0.1,"1","1","0%","4"
"JUSTINJONES","Justin Jones","TE","KC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","0%","-"
"EMMANUELOGBUEHI","Emmanuel Ogbuehi","TE","BAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","0%","-"
"DJTIALAVEA","D.J. Tialavea","TE","BUF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","0%","-"
"NATHANOVERBAY","Nathan Overbay","TE","BAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","0%","-"
"ERICWATERS","Eric Waters","TE","PIT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","0%","-"
"ERIKSWOOPE","Erik Swoope","TE","IND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","0%","-"
"JEROMECUNNINGHAM","Jerome Cunningham","TE","NYG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","0%","-"
"JORDANTHOMPSON","Jordan Thompson","TE","DET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","0%","-"
"BRANDONBARDEN","Brandon Barden","TE","KC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","0%","-"
"TYLEREIFERT","Tyler Eifert","TE","CIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","21%","-"
"ALEXSMITH","Alex Smith","TE","CIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","0%","-"
"MIKEHIGGINS","Mike Higgins","TE","MIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","0%","-"
