"name","name_yahoo","pos","team_yahoo","passYds","passTds","passInt","rushYds","rushTds","recYds","recTds","returnTDs","twoPts","fumbles","pts","targets","rec","ownedPct","rushAtt"
"CHARLIEWHITEHURST","Charlie Whitehurst","QB","TEN",233,0,0,1,0,0,0,0,0,0,9.42,"0","0","2%","2"
"DEMARCOMURRAY","DeMarco Murray","RB","DAL",0,0,0,115,1,31,0,0,0,0,20.6,"6","6","100%","29"
"BRIANHOYER","Brian Hoyer","QB","CLE",217,1,0,0,0,0,0,0,0,0,12.68,"0","0","11%","1"
"BRANDENOLIVER","Branden Oliver","RB","SD",0,0,0,101,1,23,0,0,0,0,18.4,"5","4","78%","26"
"AUSTINDAVIS","Austin Davis","QB","STL",236,1,1,-1,0,0,0,0,0,0,12.34,"0","0","13%","1"
"JULIUSTHOMAS","Julius Thomas","TE","DEN",0,0,0,0,0,51,2,0,0,0,17.1,"6","4","100%","0"
"TOMBRADY","Tom Brady","QB","NE",361,4,0,3,0,0,0,0,0,0,30.74,"0","0","92%","4"
"ANDREWILLIAMS","Andre Williams","RB","NYG",0,0,0,59,0,0,0,0,0,0,5.9,"0","0","73%","17"
"BLAKEBORTLES","Blake Bortles","QB","JAX",336,1,1,38,0,0,0,0,0,0,20.24,"0","0","12%","5"
"JEREMYMACLIN","Jeremy Maclin","WR","PHI",0,0,0,0,0,16,0,0,0,0,1.6,"3","2","98%","0"
"LAMARMILLER","Lamar Miller","RB","MIA",0,0,0,53,1,40,0,0,0,1,13.3,"3","3","88%","14"
"STEVENJACKSON","Steven Jackson","RB","ATL",0,0,0,25,0,0,0,0,0,0,2.5,"2","0","77%","6"
"RANDALLCOBB","Randall Cobb","WR","GB",0,0,0,1,0,58,1,0,0,0,11.9,"7","5","100%","1"
"EDDIELACY","Eddie Lacy","RB","GB",0,0,0,40,0,0,0,0,0,0,4,"0","0","100%","14"
"DEZBRYANT","Dez Bryant","WR","DAL",0,0,0,0,0,63,0,0,0,0,6.3,"10","4","100%","0"
"CARSONPALMER","Carson Palmer","QB","ARI",250,2,0,-3,0,0,0,0,0,0,17.7,"0","0","30%","1"
"GENOSMITH","Geno Smith","QB","NYJ",190,2,1,11,0,0,0,0,0,0,15.7,"0","0","8%","2"
"RYANFITZPATRICK","Ryan Fitzpatrick","QB","HOU",212,1,0,5,0,0,0,0,0,1,10.98,"0","0","12%","1"
"DEREKCARR","Derek Carr","QB","OAK",282,4,1,2,0,0,0,0,0,0,26.48,"0","0","4%","1"
"BENTATE","Ben Tate","RB","CLE",0,0,0,78,2,0,0,0,0,0,19.8,"0","0","86%","25"
"EMMANUELSANDERS","Emmanuel Sanders","WR","DEN",0,0,0,0,0,38,0,0,0,0,3.8,"6","3","97%","0"
"FREDJACKSON","Fred Jackson","RB","BUF",0,0,0,26,1,17,0,0,0,0,10.3,"6","4","82%","10"
"RODDYWHITE","Roddy White","WR","ATL",0,0,0,0,0,40,0,0,0,0,4,"6","3","98%","0"
"GREGOLSEN","Greg Olsen","TE","CAR",0,0,0,0,0,62,1,0,0,0,12.2,"11","6","98%","0"
"BISHOPSANKEY","Bishop Sankey","RB","TEN",0,0,0,61,0,7,0,0,0,0,6.8,"1","1","72%","18"
"FRANKGORE","Frank Gore","RB","SF",0,0,0,38,0,0,0,0,0,0,3.8,"1","0","97%","16"
"KYLEORTON","Kyle Orton","QB","BUF",299,2,1,0,0,0,0,0,1,1,18.96,"0","0","4%","0"
"BRANDONMARSHALL","Brandon Marshall","WR","CHI",0,0,0,0,0,113,0,0,0,0,11.3,"9","6","100%","0"
"ROBGRONKOWSKI","Rob Gronkowski","TE","NE",0,0,0,0,0,94,0,0,0,0,9.4,"9","7","100%","0"
"STEVESMITH","Steve Smith Sr.","WR","BAL",0,0,0,0,0,110,1,0,0,0,17,"6","5","92%","0"
"ANTONIOGATES","Antonio Gates","TE","SD",0,0,0,0,0,27,1,0,0,0,8.7,"8","3","94%","0"
"GOLDENTATE","Golden Tate","WR","DET",0,0,0,0,0,44,0,0,0,0,4.4,"12","7","94%","0"
"ALSHONJEFFERY","Alshon Jeffery","WR","CHI",0,0,0,0,0,136,0,0,0,0,13.6,"7","5","100%","2"
"JUSTINFORSETT","Justin Forsett","RB","BAL",0,0,0,111,0,0,0,0,0,0,11.1,"0","0","75%","14"
"ANDREJOHNSON","Andre Johnson","WR","HOU",0,0,0,0,0,99,1,0,0,1,13.9,"12","7","97%","0"
"CJSPILLER","C.J. Spiller","RB","BUF",0,0,0,19,0,0,0,0,0,1,-0.1,"1","0","94%","6"
"TYHILTON","T.Y. Hilton","WR","IND",0,0,0,0,0,223,1,0,0,0,28.3,"9","9","94%","0"
"TEDDYBRIDGEWATER","Teddy Bridgewater","QB","MIN",188,0,3,11,0,0,0,0,0,0,5.62,"0","0","17%","3"
"KELVINBENJAMIN","Kelvin Benjamin","WR","CAR",0,0,0,0,0,49,1,0,0,0,10.9,"8","7","93%","0"
"DELANIEWALKER","Delanie Walker","TE","TEN",0,0,0,0,0,57,0,0,0,0,5.7,"8","3","90%","0"
"RUEBENRANDLE","Rueben Randle","WR","NYG",0,0,0,0,0,58,0,0,0,0,5.8,"9","5","74%","0"
"MATTASIATA","Matt Asiata","RB","MIN",0,0,0,-5,0,18,0,0,0,0,1.3,"2","1","75%","2"
"TRENTRICHARDSON","Trent Richardson","RB","IND",0,0,0,41,1,0,0,0,0,0,10.1,"0","0","77%","17"
"PIERREGARCON","Pierre Garcon","WR","WAS",0,0,0,0,0,31,1,0,0,0,9.1,"6","4","95%","0"
"LARRYDONNELL","Larry Donnell","TE","NYG",0,0,0,0,0,6,0,0,0,0,0.6,"2","1","81%","0"
"OWENDANIELS","Owen Daniels","TE","BAL",0,0,0,0,0,34,0,0,0,0,3.4,"3","2","56%","0"
"MIKEGLENNON","Mike Glennon","QB","TB",314,2,1,0,0,0,0,0,0,0,19.56,"0","0","7%","0"
"MICHAELFLOYD","Michael Floyd","WR","ARI",0,0,0,0,0,47,1,0,0,0,10.7,"7","4","93%","0"
"KENDALLWRIGHT","Kendall Wright","WR","TEN",0,0,0,0,0,6,0,0,0,0,0.6,"1","1","79%","0"
"WESWELKER","Wes Welker","WR","DEN",0,0,0,0,0,8,0,0,0,0,0.8,"1","1","93%","0"
"AHMADBRADSHAW","Ahmad Bradshaw","RB","IND",0,0,0,34,0,25,1,0,0,0,11.9,"6","3","87%","11"
"JORDANCAMERON","Jordan Cameron","TE","CLE",0,0,0,0,0,102,1,0,0,0,16.2,"5","3","90%","0"
"HEATHMILLER","Heath Miller","TE","PIT",0,0,0,0,0,19,0,0,0,0,1.9,"4","2","74%","0"
"VINCENTJACKSON","Vincent Jackson","WR","TB",0,0,0,0,0,66,0,0,0,0,6.6,"13","4","97%","0"
"MIKEWALLACE","Mike Wallace","WR","MIA",0,0,0,0,0,67,1,0,0,0,12.7,"9","5","94%","0"
"MARTELLUSBENNETT","Martellus Bennett","TE","CHI",0,0,0,0,0,52,0,0,1,0,7.2,"8","4","96%","0"
"JULIANEDELMAN","Julian Edelman","WR","NE",0,0,0,10,0,91,0,0,0,0,10.1,"12","9","95%","1"
"MOHAMEDSANU","Mohamed Sanu","WR","CIN",0,0,0,0,0,120,1,0,0,0,18,"14","10","60%","0"
"DOUGMARTIN","Doug Martin","RB","TB",0,0,0,45,0,3,0,0,0,0,4.8,"2","1","93%","11"
"PERCYHARVIN","Percy Harvin","WR","NYJ",0,0,0,-1,0,0,0,0,0,0,-0.1,"4","3","98%","3"
"SAMMYWATKINS","Sammy Watkins","WR","BUF",0,0,0,0,0,27,0,0,0,0,2.7,"3","2","87%","0"
"JAREDCOOK","Jared Cook","TE","STL",0,0,0,0,0,74,0,0,0,0,7.4,"11","4","29%","0"
"ALFREDMORRIS","Alfred Morris","RB","WAS",0,0,0,41,0,14,0,0,0,0,5.5,"3","1","98%","13"
"DESEANJACKSON","DeSean Jackson","WR","WAS",0,0,0,5,0,115,1,0,0,0,18,"5","3","95%","1"
"JASONWITTEN","Jason Witten","TE","DAL",0,0,0,0,0,24,1,0,0,0,8.4,"5","2","93%","0"
"ERICDECKER","Eric Decker","WR","NYJ",0,0,0,0,0,54,1,0,0,0,11.4,"10","6","80%","0"
"ANDREWHAWKINS","Andrew Hawkins","WR","CLE",0,0,0,0,0,0,0,0,0,0,0,"2","0","37%","0"
"LARRYFITZGERALD","Larry Fitzgerald","WR","ARI",0,0,0,0,0,98,1,0,0,0,15.8,"6","6","91%","0"
"VICTORCRUZ","Victor Cruz","WR","NYG",0,0,0,0,0,16,0,0,0,0,1.6,"3","2","97%","0"
"ZACHERTZ","Zach Ertz","TE","PHI",0,0,0,0,0,47,1,0,0,0,10.7,"5","3","83%","0"
"BRIANQUICK","Brian Quick","WR","STL",0,0,0,0,0,10,0,0,0,0,1,"4","1","73%","0"
"REGGIEWAYNE","Reggie Wayne","WR","IND",0,0,0,0,0,35,0,0,0,0,3.5,"9","4","90%","0"
"JORDANREED","Jordan Reed","TE","WAS",0,0,0,0,0,92,0,0,0,0,9.2,"11","8","58%","0"
"RONNIEHILLMAN","Ronnie Hillman","RB","DEN",0,0,0,100,0,16,0,0,0,0,11.6,"5","3","45%","24"
"ERICEBRON","Eric Ebron","TE","DET",0,0,0,0,0,23,0,0,0,0,2.3,"4","2","13%","0"
"CECILSHORTS","Cecil Shorts III","WR","JAX",0,0,0,0,0,103,0,0,0,1,8.3,"16","10","38%","0"
"DWAYNEALLEN","Dwayne Allen","TE","IND",0,0,0,0,0,49,0,0,0,0,4.9,"7","3","61%","0"
"DARRENMCFADDEN","Darren McFadden","RB","OAK",0,0,0,80,0,6,0,0,0,0,8.6,"4","2","40%","14"
"TORREYSMITH","Torrey Smith","WR","BAL",0,0,0,0,0,51,2,0,0,0,17.1,"5","4","76%","0"
"STORMJOHNSON","Storm Johnson","RB","JAX",0,0,0,21,1,-4,0,0,0,0,7.7,"1","1","19%","10"
"DEANDREHOPKINS","DeAndre Hopkins","WR","HOU",0,0,0,0,0,12,0,0,0,0,1.2,"2","1","86%","0"
"TERRANCEWILLIAMS","Terrance Williams","WR","DAL",0,0,0,0,0,70,0,0,0,0,7,"2","2","89%","0"
"VERNONDAVIS","Vernon Davis","TE","SF",0,0,0,0,0,30,0,0,0,0,3,"6","3","93%","0"
"SHANEVEREEN","Shane Vereen","RB","NE",0,0,0,4,0,3,0,0,0,0,0.7,"3","1","85%","5"
"KEENANALLEN","Keenan Allen","WR","SD",0,0,0,0,0,27,0,0,0,0,2.7,"6","3","97%","0"
"CHRISIVORY","Chris Ivory","RB","NYJ",0,0,0,7,0,14,0,0,0,0,2.1,"2","1","69%","8"
"ALLENROBINSON","Allen Robinson","WR","JAX",0,0,0,0,0,68,0,0,0,0,6.8,"9","8","12%","0"
"JOHNBROWN","John Brown","WR","ARI",0,0,0,0,0,43,0,0,0,0,4.3,"6","4","13%","0"
"STEVANRIDLEY","Stevan Ridley","RB","NE",0,0,0,23,0,6,0,0,0,0,2.9,"1","1","78%","10"
"JEREMYHILL","Jeremy Hill","RB","CIN",0,0,0,22,1,13,0,0,0,0,9.5,"4","4","51%","8"
"JUSTINHUNTER","Justin Hunter","WR","TEN",0,0,0,0,0,77,0,0,0,0,7.7,"5","3","55%","0"
"DARRINREAVES","Darrin Reaves","RB","CAR",0,0,0,15,0,4,0,0,0,0,1.9,"1","1","5%","8"
"DEVINHESTER","Devin Hester","WR","ATL",0,0,0,0,0,23,0,0,0,0,2.3,"1","1","25%","0"
"ZACSTACY","Zac Stacy","RB","STL",0,0,0,17,0,17,0,0,0,0,3.4,"3","2","94%","8"
"CHARLESCLAY","Charles Clay","TE","MIA",0,0,0,0,0,35,0,0,0,0,3.5,"5","3","42%","0"
"ODELLBECKHAM","Odell Beckham Jr.","WR","NYG",0,0,0,0,0,28,0,0,0,0,2.8,"4","2","37%","0"
"LUKEWILLSON","Luke Willson","TE","SEA",0,0,0,0,0,11,0,0,0,0,1.1,"6","2","1%","0"
"ANDREROBERTS","Andre Roberts","WR","WAS",0,0,0,0,0,55,0,0,0,1,3.5,"9","5","6%","0"
"ISAIAHCROWELL","Isaiah Crowell","RB","CLE",0,0,0,77,1,0,0,0,0,1,11.7,"0","0","19%","11"
"DARRENSPROLES","Darren Sproles","RB","PHI",0,0,0,39,1,0,0,0,0,0,9.9,"4","0","84%","7"
"MICHAELCRABTREE","Michael Crabtree","WR","SF",0,0,0,0,0,49,1,0,0,0,10.9,"8","3","93%","0"
"KNOWSHONMORENO","Knowshon Moreno","RB","MIA",0,0,0,10,0,8,0,0,0,0,1.8,"1","1","69%","6"
"LEVINETOILOLO","Levine Toilolo","TE","ATL",0,0,0,0,0,34,0,0,0,0,3.4,"6","3","1%","0"
"DEXTERMCCLUSTER","Dexter McCluster","RB","TEN",0,0,0,6,0,52,0,0,0,0,5.8,"6","6","2%","2"
"HAKEEMNICKS","Hakeem Nicks","WR","IND",0,0,0,0,0,18,0,0,0,0,1.8,"7","2","31%","0"
"MARKUSWHEATON","Markus Wheaton","WR","PIT",0,0,0,0,0,33,0,0,0,0,3.3,"11","4","53%","0"
"BRANDONTATE","Brandon Tate","WR","CIN",0,0,0,9,0,38,1,0,0,0,10.7,"5","4","1%","1"
"CLAYHARBOR","Clay Harbor","TE","JAX",0,0,0,0,0,91,1,0,0,0,15.1,"4","3","3%","0"
"JERMAINEGRESHAM","Jermaine Gresham","TE","CIN",0,0,0,0,0,68,0,0,0,0,6.8,"7","6","2%","0"
"ANDREHOLMES","Andre Holmes","WR","OAK",0,0,0,0,0,121,2,0,0,0,24.1,"8","4","4%","0"
"CHRISJOHNSON","Chris Johnson","RB","NYJ",0,0,0,9,0,2,0,0,0,0,1.1,"2","1","68%","3"
"CARLOSHYDE","Carlos Hyde","RB","SF",0,0,0,14,0,1,0,0,0,0,1.5,"1","1","46%","11"
"JERICKMCKINNON","Jerick McKinnon","RB","MIN",0,0,0,40,0,42,0,0,0,0,8.2,"6","6","36%","11"
"JAMESJONES","James Jones","WR","OAK",0,0,0,0,0,56,1,0,0,0,11.6,"7","5","37%","0"
"MIKEEVANS","Mike Evans","WR","TB",0,0,0,0,0,55,1,0,0,0,11.5,"8","4","52%","0"
"DAVANTEADAMS","Davante Adams","WR","GB",0,0,0,0,0,77,0,0,0,0,7.7,"8","6","6%","0"
"NATEWASHINGTON","Nate Washington","WR","TEN",0,0,0,0,0,23,0,0,0,0,2.3,"2","2","2%","0"
"COBYFLEENER","Coby Fleener","TE","IND",0,0,0,0,0,11,1,0,0,0,7.1,"4","2","22%","0"
"GREGJENNINGS","Greg Jennings","WR","MIN",0,0,0,0,0,33,0,0,0,0,3.3,"6","3","37%","0"
"BRIANHARTLINE","Brian Hartline","WR","MIA",0,0,0,0,0,0,0,0,0,0,0,"2","0","30%","0"
"ANDREWQUARLESS","Andrew Quarless","TE","GB",0,0,0,0,0,11,1,0,0,0,7.1,"5","2","2%","0"
"EDDIEROYAL","Eddie Royal","WR","SD",0,0,0,0,0,49,1,0,0,0,10.9,"2","2","58%","0"
"CORDARRELLEPATTERSON","Cordarrelle Patterson","WR","MIN",0,0,0,2,0,15,0,0,0,0,1.7,"8","2","90%","1"
"DOUGBALDWIN","Doug Baldwin","WR","SEA",0,0,0,0,0,32,0,0,0,0,3.2,"3","2","12%","0"
"BRANDONPETTIGREW","Brandon Pettigrew","TE","DET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","1%","-"
"KENNYBRITT","Kenny Britt","WR","STL",0,0,0,0,0,39,0,0,0,0,3.9,"6","3","7%","0"
"MILESAUSTIN","Miles Austin","WR","CLE",0,0,0,0,0,29,0,0,0,0,2.9,"3","2","10%","0"
"SCOTTCHANDLER","Scott Chandler","TE","BUF",0,0,0,0,0,105,0,0,0,0,10.5,"9","6","2%","0"
"NILESPAUL","Niles Paul","TE","WAS",0,0,0,0,0,7,0,0,0,0,0.7,"2","1","22%","0"
"BRANDONLAFELL","Brandon LaFell","WR","NE",0,0,0,0,0,97,2,0,0,0,21.7,"6","4","6%","0"
"PEYTONHILLIS","Peyton Hillis","RB","NYG",0,0,0,24,0,28,0,0,0,0,5.2,"5","3","1%","5"
"BOBBYRAINEY","Bobby Rainey","RB","TB",0,0,0,42,0,0,0,0,0,0,4.2,"3","0","29%","7"
"AUSTINSEFE","Austin Sefe","TE","RIA",0,0,0,0,0,58,0,0,0,0,5.8,"5","4","3%","0"
"JACEAMARO","Jace Amaro","TE","NYJ",0,0,0,0,0,68,1,0,0,0,12.8,"12","10","1%","0"
"RILEYCOOPER","Riley Cooper","WR","PHI",0,0,0,0,0,59,0,0,0,0,5.9,"7","5","35%","0"
"TIMWRIGHT","Tim Wright","TE","NE",0,0,0,0,0,1,1,0,0,0,6.1,"1","1","24%","0"
"MALCOMFLOYD","Malcom Floyd","WR","SD",0,0,0,0,0,103,1,0,0,0,16.3,"7","5","22%","0"
"ANQUANBOLDIN","Anquan Boldin","WR","SF",0,0,0,0,0,94,1,0,0,0,15.4,"9","7","74%","0"
"LANCEKENDRICKS","Lance Kendricks","TE","STL",0,0,0,0,0,22,1,0,0,0,8.2,"2","1","1%","0"
"JEFFCUMBERLAND","Jeff Cumberland","TE","NYJ",0,0,0,0,0,10,0,0,0,0,1,"2","2","1%","0"
"ROBERTWOODS","Robert Woods","WR","BUF",0,0,0,0,0,78,1,0,1,0,15.8,"10","7","2%","0"
"LORENZOTALIAFERRO","Lorenzo Taliaferro","RB","BAL",0,0,0,29,0,18,0,0,0,0,4.7,"2","2","17%","2"
"MYCHALRIVERA","Mychal Rivera","TE","OAK",0,0,0,0,0,0,0,0,0,0,0,"3","0","0%","0"
"SHAUNDRAUGHN","Shaun Draughn","RB","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","0%","-"
"MAURICEJ","Maurice J","RB","ONE",0,0,0,30,0,10,0,0,0,0,4,"1","1","36%","4"
"BENNYCUNNINGHAM","Benny Cunningham","RB","STL",0,0,0,21,1,12,0,0,0,0,9.3,"2","2","14%","7"
"CHASEFORD","Chase Ford","TE","MIN",0,0,0,0,0,37,0,0,0,0,3.7,"5","4","0%","0"
"JOHNCARLSON","John Carlson","TE","ARI",0,0,0,0,0,14,0,0,0,0,1.4,"6","4","0%","0"
"THEORIDDICK","Theo Riddick","RB","DET",0,0,0,6,0,75,1,0,0,0,14.1,"6","5","1%","3"
"TAYLORGABRIEL","Taylor Gabriel","WR","CLE",0,0,0,0,0,24,0,0,0,0,2.4,"4","1","0%","0"
"GARRETTGRAHAM","Garrett Graham","TE","HOU",0,0,0,0,0,0,0,0,0,0,0,"1","0","18%","0"
"CJANDERSON","C.J. Anderson","RB","DEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","4%","-"
"ALLENHURNS","Allen Hurns","WR","JAX",0,0,0,0,0,18,0,0,0,0,1.8,"4","2","32%","0"
"JEREMYKERLEY","Jeremy Kerley","WR","NYJ",0,0,0,0,0,4,0,0,0,0,0.4,"7","1","6%","0"
"JORDANMATTHEWS","Jordan Matthews","WR","PHI",0,0,0,0,0,50,0,0,0,0,5,"6","4","25%","0"
"DENARIUSMOORE","Denarius Moore","WR","OAK",0,0,0,0,0,9,0,0,0,0,0.9,"1","1","2%","0"
"DANESANZENBACHER","Dane Sanzenbacher","WR","CIN",0,0,0,0,0,40,0,0,0,0,4,"5","4","0%","0"
"JARIUSWRIGHT","Jarius Wright","WR","MIN",0,0,0,21,0,17,0,0,0,0,3.8,"6","4","4%","1"
"JARVISLANDRY","Jarvis Landry","WR","MIA",0,0,0,0,0,75,1,0,0,0,13.5,"8","6","2%","0"
"JEREMYROSS","Jeremy Ross","WR","DET",0,0,0,0,0,8,0,0,0,0,0.8,"3","1","1%","0"
"JERMAINEKEARSE","Jermaine Kearse","WR","SEA",0,0,0,0,0,62,0,0,0,0,6.2,"7","3","2%","0"
"JERRICHOCOTCHERY","Jerricho Cotchery","WR","CAR",0,0,0,0,0,58,0,0,0,0,5.8,"10","4","5%","0"
"CHRISOGBONNAYA","Chris Ogbonnaya","RB","CAR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","1%","-"
"BRENTCELEK","Brent Celek","TE","PHI",0,0,0,0,0,45,0,0,0,0,4.5,"5","4","3%","0"
"ROYHELU","Roy Helu Jr.","RB","WAS",0,0,0,26,0,40,0,0,0,0,6.6,"2","2","12%","3"
"BERNARDPIERCE","Bernard Pierce","RB","BAL",0,0,0,32,1,0,0,0,0,0,9.2,"0","0","27%","15"
"JUSTINJONES","Justin Jones","TE","KC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","-","0%","-"
"EMMANUELOGBUEHI","Emmanuel Ogbuehi","TE","BAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","0%","-"
"DJTIALAVEA","D.J. Tialavea","TE","BUF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","0%","-"
"NATHANOVERBAY","Nathan Overbay","TE","BAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","0%","-"
"ERICWATERS","Eric Waters","TE","PIT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","0%","-"
"ERIKSWOOPE","Erik Swoope","TE","IND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","0%","-"
"JEROMECUNNINGHAM","Jerome Cunningham","TE","NYG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","0%","-"
"JORDANTHOMPSON","Jordan Thompson","TE","DET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","0%","-"
"DEMETRIUSHARRIS","Demetrius Harris","TE","KC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","-","0%","-"
"BRANDONBARDEN","Brandon Barden","TE","KC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","-","0%","-"
"TYLEREIFERT","Tyler Eifert","TE","CIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","16%","-"
"JOSHHILL","Josh Hill","TE","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","-","1%","-"
"ALEXSMITH","Alex Smith","TE","CIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","0%","-"
"MIKEHIGGINS","Mike Higgins","TE","MIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","0%","-"
"KYLENELSON","Kyle Nelson","TE","SF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","0%","-"
"MATTHEWMULLIGAN","Matthew Mulligan","TE","CHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","0%","-"
"JOSHBAKER","Josh Baker","TE","TB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","0%","-"
"JACOBMAXWELL","Jacob Maxwell","TE","CHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","0%","-"
"MARCEDESLEWIS","Marcedes Lewis","TE","JAX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","1%","-"
"KEVINGREENE","Kevin Greene","TE","CIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","0%","-"
"KORYSPERRY","Kory Sperry","TE","MIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","0%","-"
"KYLEAUFFRAY","Kyle Auffray","TE","OAK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","0%","-"
"ROBBLANCHFLOWER","Rob Blanchflower","TE","PIT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","0%","-"
"EVANWILSON","Evan Wilson","TE","MIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","0%","-"
