"name","pos","name_fftoday","team_fftoday","positionRank_fftoday","overallRank_fftoday","pts_fftoday","passAtt_fftoday","passComp_fftoday","passYds_fftoday","passTds_fftoday","passInt_fftoday","rushAtt_fftoday","rushYds_fftoday","rushTds_fftoday","rec_fftoday","recYds_fftoday","recTds_fftoday","returnTds_fftoday","twoPts_fftoday","fumbles_fftoday"
"KHIRYROBINSON","RB","Khiry Robinson","NO",29,133,2,NA,NA,NA,NA,NA,6,20,0,0,0,0,NA,NA,NA
"MIKETOLBERT","RB","Mike Tolbert","CAR",29,133,2,NA,NA,NA,NA,NA,3,10,0,1,10,0,NA,NA,NA
"COLEBEASLEY","WR","Cole Beasley","DAL",58,133,2,NA,NA,NA,NA,NA,NA,NA,NA,2,20,0,NA,NA,NA
"TRAVISBENJAMIN","WR","Travis Benjamin","CLE",58,133,2,NA,NA,NA,NA,NA,NA,NA,NA,2,20,0,NA,NA,NA
"AARONDOBSON","WR","Aaron Dobson","NE",58,133,2,NA,NA,NA,NA,NA,NA,NA,NA,2,20,0,NA,NA,NA
"CODYLATIMER","WR","Cody Latimer","DEN",58,133,2,NA,NA,NA,NA,NA,NA,NA,NA,2,20,0,NA,NA,NA
"KESHAWNMARTIN","WR","Keshawn Martin","HOU",58,133,2,NA,NA,NA,NA,NA,NA,NA,NA,2,20,0,NA,NA,NA
"ANDREROBERTS","WR","Andre Roberts","WAS",58,133,2,NA,NA,NA,NA,NA,NA,NA,NA,1,20,0,NA,NA,NA
"BRANDONTATE","WR","Brandon Tate","CIN",58,133,2,NA,NA,NA,NA,NA,NA,NA,NA,1,20,0,NA,NA,NA
"ROBERTWOODS","WR","Robert Woods","BUF",58,133,2,NA,NA,NA,NA,NA,NA,NA,NA,1,20,0,NA,NA,NA
"ERICEBRON","TE","Eric Ebron","DET",24,133,2,NA,NA,NA,NA,NA,NA,NA,NA,2,20,0,NA,NA,NA
"BRANDONPETTIGREW","TE","Brandon Pettigrew","DET",24,133,2,NA,NA,NA,NA,NA,NA,NA,NA,2,20,0,NA,NA,NA
"MYCHALRIVERA","TE","Mychal Rivera","OAK",24,133,2,NA,NA,NA,NA,NA,NA,NA,NA,1,20,0,NA,NA,NA
"ZACHSUDFELD","TE","Zach Sudfeld","NYJ",24,133,2,NA,NA,NA,NA,NA,NA,NA,NA,2,20,0,NA,NA,NA
"BRANDONBOLDEN","RB","Brandon Bolden","NE",33,149,1,NA,NA,NA,NA,NA,3,10,0,0,0,0,NA,NA,NA
"DONALDBROWN","RB","Donald Brown","SD",33,149,1,NA,NA,NA,NA,NA,2,10,0,0,0,0,NA,NA,NA
"KNILEDAVIS","RB","Knile Davis","KC",33,149,1,NA,NA,NA,NA,NA,2,10,0,0,0,0,NA,NA,NA
"ANDREELLINGTON","RB","Andre Ellington","ARI",33,149,1,NA,NA,NA,NA,NA,3,10,0,0,0,0,NA,NA,NA
"DEVONTAFREEMAN","RB","Devonta Freeman","ATL",33,149,1,NA,NA,NA,NA,NA,3,10,0,0,0,0,NA,NA,NA
"JONATHANGRIMES","RB","Jonathan Grimes","HOU",33,149,1,NA,NA,NA,NA,NA,2,10,0,0,0,0,NA,NA,NA
"JAMESSTARKS","RB","James Starks","GB",33,149,1,NA,NA,NA,NA,NA,3,10,0,0,0,0,NA,NA,NA
"JEFFCUMBERLAND","TE","Jeff Cumberland","NYJ",28,149,1,NA,NA,NA,NA,NA,NA,NA,NA,1,10,0,NA,NA,NA
"LARRYDONNELL","TE","Larry Donnell","NYG",28,149,1,NA,NA,NA,NA,NA,NA,NA,NA,1,10,0,NA,NA,NA
"AUSTINSEFERIANJENKINS","TE","Austin Seferian-Jenkins","TB",28,149,1,NA,NA,NA,NA,NA,NA,NA,NA,1,10,0,NA,NA,NA
NA,"QB",NA,NA,25,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAYER
		SORTFIRST

		
  
		LAST","QB","layer
		Sort First: 
        
		
          
		Last:","Team",26,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"RB",NA,NA,40,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAYER
		SORTFIRST

		
  
		LAST","RB","layer
		Sort First: 
        
		
          
		Last:","Team",41,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"WR",NA,NA,66,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAYER
		SORTFIRST

		
  
		LAST","WR","layer
		Sort First: 
        
		
          
		Last:","Team",67,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"TE",NA,NA,31,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAYER
		SORTFIRST

		
  
		LAST","TE","layer
		Sort First: 
        
		
          
		Last:","Team",32,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
