displayName,team,receptions,recYds,recTD,rushAtt,rushYds,rushTD,fumblesLost
Jimmy Graham,NO,7.0,79.0,1.0,0.0,0.0,0.0,0.0
Coby Fleener,IND,8.0,76.0,0.0,0.0,0.0,0.0,0.0
Rob Gronkowski,NE,6.0,76.0,1.0,0.0,0.0,0.0,0.0
Martellus Bennett,CHI,6.0,66.0,1.0,0.0,0.0,0.0,0.0
Julius Thomas,DEN,6.0,65.0,1.0,0.0,0.0,0.0,0.0
Greg Olsen,CAR,5.0,62.0,1.0,0.0,0.0,0.0,0.0
Delanie Walker,TEN,6.0,60.0,1.0,0.0,0.0,0.0,0.0
Mychal Rivera,OAK,6.0,58.0,0.0,0.0,0.0,0.0,0.0
Jason Witten,DAL,5.0,55.0,1.0,0.0,0.0,0.0,0.0
Heath Miller,PIT,5.0,51.0,0.0,0.0,0.0,0.0,0.0
Larry Donnell,NYG,5.0,49.0,1.0,0.0,0.0,0.0,0.0
Vernon Davis,SF,4.0,46.0,0.0,0.0,0.0,0.0,0.0
Jordan Reed,WAS,4.0,45.0,1.0,0.0,0.0,0.0,0.0
Travis Kelce,KC,3.0,45.0,1.0,0.0,0.0,0.0,0.0
Charles Clay,MIA,4.0,43.0,0.0,0.0,0.0,0.0,0.0
Jared Cook,STL,4.0,41.0,0.0,0.0,0.0,0.0,0.0
Antonio Gates,SD,4.0,41.0,1.0,0.0,0.0,0.0,0.0
Jordan Cameron,CLE,3.0,38.0,0.0,0.0,0.0,0.0,0.0
Owen Daniels,BAL,4.0,37.0,1.0,0.0,0.0,0.0,0.0
Zach Ertz,PHI,4.0,36.0,0.0,0.0,0.0,0.0,0.0
Dwayne Allen,IND,3.0,35.0,1.0,0.0,0.0,0.0,0.0
Kyle Rudolph,MIN,3.0,32.0,1.0,0.0,0.0,0.0,0.0
Scott Chandler,BUF,3.0,31.0,0.0,0.0,0.0,0.0,0.0
Levine Toilolo,ATL,3.0,31.0,0.0,0.0,0.0,0.0,0.0
Clay Harbor,JAC,3.0,30.0,0.0,0.0,0.0,0.0,0.0
Andrew Quarless,GB,3.0,30.0,1.0,0.0,0.0,0.0,0.0
Jermaine Gresham,CIN,3.0,30.0,0.0,0.0,0.0,0.0,0.0
Eric Ebron,DET,3.0,29.0,0.0,0.0,0.0,0.0,0.0
Lance Kendricks,STL,3.0,28.0,0.0,0.0,0.0,0.0,0.0
Richard Rodgers,GB,2.0,27.0,0.0,0.0,0.0,0.0,0.0
Tony Moeaki,SEA,2.0,25.0,0.0,0.0,0.0,0.0,0.0
Marcedes Lewis,JAC,2.0,24.0,0.0,0.0,0.0,0.0,0.0
Brent Celek,PHI,2.0,23.0,0.0,0.0,0.0,0.0,0.0
Anthony Fasano,KC,2.0,21.0,0.0,0.0,0.0,0.0,0.0
MarQueis Gray,BUF,2.0,21.0,0.0,0.0,0.0,0.0,0.0
Luke Willson,SEA,2.0,19.0,0.0,0.0,0.0,0.0,0.0
Ryan Griffin,HOU,2.0,18.0,0.0,0.0,0.0,0.0,0.0
Ladarius Green,SD,2.0,17.0,0.0,0.0,0.0,0.0,0.0
Joseph Fauria,DET,2.0,17.0,0.0,0.0,0.0,0.0,0.0
Niles Paul,WAS,1.0,17.0,0.0,0.0,0.0,0.0,0.0
Ed Dickson,CAR,2.0,17.0,0.0,0.0,0.0,0.0,0.0
Brandon Pettigrew,DET,2.0,17.0,0.0,0.0,0.0,0.0,0.0
Tim Wright,NE,2.0,17.0,0.0,0.0,0.0,0.0,0.0
Jim Dray,CLE,2.0,16.0,0.0,0.0,0.0,0.0,0.0
Gavin Escobar,DAL,2.0,14.0,0.0,0.0,0.0,0.0,0.0
John Carlson,ARI,1.0,14.0,0.0,0.0,0.0,0.0,0.0
Jeff Cumberland,NYJ,2.0,13.0,0.0,0.0,0.0,0.0,0.0
