"name","pos","name_ffn","team_ffn","positionRank_ffn","overallRank_ffn","pts_ffn","passAtt_ffn","passComp_ffn","passYds_ffn","passTds_ffn","passInt_ffn","rushAtt_ffn","rushYds_ffn","rushTds_ffn","rec_ffn","recYds_ffn","recTds_ffn","returnTds_ffn","twoPts_ffn","fumbles_ffn"
"DREWBREES","QB","Drew Brees","NO",0,0,0,0,25,325,2,1,NA,3,0,NA,NA,NA,NA,NA,0
"MATTRYAN","QB","Matt Ryan","ATL",0,0,0,41,26,309,2,1,NA,6,0,NA,NA,NA,NA,NA,0
"PEYTONMANNING","QB","Peyton Manning","DEN",0,0,0,37,25,303,2,1,NA,0,0,NA,NA,NA,NA,NA,0
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",0,0,0,0,25,302,2,1,NA,6,0,NA,NA,NA,NA,NA,0
"ELIMANNING","QB","Eli Manning","NYG",0,0,0,0,24,294,2,1,NA,2,0,NA,NA,NA,NA,NA,0
"PHILIPRIVERS","QB","Philip Rivers","SD",0,0,0,39,23,289,2,1,NA,4,0,NA,NA,NA,NA,NA,0
"TOMBRADY","QB","Tom Brady","NE",0,0,0,37,27,279,2,1,NA,3,0,NA,NA,NA,NA,NA,0
"ANDREWLUCK","QB","Andrew Luck","IND",0,0,0,36,24,276,2,1,NA,17,0,NA,NA,NA,NA,NA,0
"KIRKCOUSINS","QB","Kirk Cousins","WAS",0,0,0,0,22,272,1,1,NA,5,0,NA,NA,NA,NA,NA,0
"AARONRODGERS","QB","Aaron Rodgers","GB",0,0,0,32,24,272,2,1,NA,16,0,NA,NA,NA,NA,NA,0
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",0,0,0,35,27,271,2,1,NA,16,0,NA,NA,NA,NA,NA,0
"JAYCUTLER","QB","Jay Cutler","CHI",0,0,0,0,19,270,2,1,NA,12,0,NA,NA,NA,NA,NA,0
"CARSONPALMER","QB","Carson Palmer","ARI",0,0,0,0,23,269,2,1,NA,3,0,NA,NA,NA,NA,NA,0
"JOEFLACCO","QB","Joe Flacco","BAL",0,0,0,0,23,269,2,1,NA,5,0,NA,NA,NA,NA,NA,0
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",0,0,0,38,23,269,1,1,NA,7,0,NA,NA,NA,NA,NA,0
"DEREKCARR","QB","Derek Carr","OAK",0,0,0,0,22,264,1,1,NA,7,0,NA,NA,NA,NA,NA,0
"TONYROMO","QB","Tony Romo","DAL",0,0,0,0,21,264,2,1,NA,5,0,NA,NA,NA,NA,NA,0
"SAMBRADFORD","QB","Sam Bradford","PHI",0,0,0,38,23,250,2,1,NA,7,0,NA,NA,NA,NA,NA,0
"JAMEISWINSTON","QB","Jameis Winston","TB",0,0,0,0,17,249,1,1,NA,11,0,NA,NA,NA,NA,NA,0
"BRIANHOYER","QB","Brian Hoyer","HOU",0,0,0,0,17,248,1,1,NA,4,0,NA,NA,NA,NA,NA,0
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",0,0,0,27,18,238,1,1,NA,40,0,NA,NA,NA,NA,NA,0
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","NYJ",0,0,0,0,17,238,1,1,NA,15,0,NA,NA,NA,NA,NA,0
"TEDDYBRIDGEWATER","QB","Teddy Bridgewater","MIN",0,0,0,0,19,237,1,1,NA,19,0,NA,NA,NA,NA,NA,0
"BLAKEBORTLES","QB","Blake Bortles","JAC",0,0,0,0,18,233,1,1,NA,22,0,NA,NA,NA,NA,NA,0
"ALEXSMITH","QB","Alex Smith","KC",0,0,0,0,18,231,1,1,NA,17,0,NA,NA,NA,NA,NA,0
"MARCUSMARIOTA","QB","Marcus Mariota","TEN",0,0,0,32,17,226,1,1,NA,31,0,NA,NA,NA,NA,NA,0
"CAMNEWTON","QB","Cam Newton","CAR",0,0,0,29,19,223,1,1,NA,36,0,NA,NA,NA,NA,NA,0
"NICKFOLES","QB","Nick Foles","STL",0,0,0,0,16,221,1,1,NA,9,0,NA,NA,NA,NA,NA,0
"RUSSELLWILSON","QB","Russell Wilson","SEA",0,0,0,26,17,220,1,1,NA,39,0,NA,NA,NA,NA,NA,0
"ANDYDALTON","QB","Andy Dalton","CIN",0,0,0,0,19,213,1,1,NA,11,0,NA,NA,NA,NA,NA,0
"TYRODTAYLOR","QB","Tyrod Taylor","BUF",0,0,0,0,19,197,1,1,NA,25,0,NA,NA,NA,NA,NA,0
"JOSHMCCOWN","QB","Josh McCown","CLE",0,0,0,0,13,197,1,1,NA,14,0,NA,NA,NA,NA,NA,0
"RYANMALLETT","QB","Ryan Mallett","HOU",0,0,0,0,2,38,0,0,NA,2,0,NA,NA,NA,NA,NA,0
"JOHNNYMANZIEL","QB","Johnny Manziel","CLE",0,0,0,0,1,36,0,0,NA,2,0,NA,NA,NA,NA,NA,0
"EDDIELACY","RB","Eddie Lacy","GB",0,0,0,NA,NA,NA,NA,NA,18,91,1,3,27,0,NA,NA,0
"ADRIANPETERSON","RB","Adrian Peterson","MIN",0,0,0,NA,NA,NA,NA,NA,19,90,1,3,22,0,NA,NA,0
"DEMARCOMURRAY","RB","DeMarco Murray","PHI",0,0,0,NA,NA,NA,NA,NA,17,81,1,2,18,0,NA,NA,0
"MARSHAWNLYNCH","RB","Marshawn Lynch","SEA",0,0,0,NA,NA,NA,NA,NA,18,77,1,2,19,0,NA,NA,0
"JEREMYHILL","RB","Jeremy Hill","CIN",0,0,0,NA,NA,NA,NA,NA,17,75,1,2,15,0,NA,NA,0
"MATTFORTE","RB","Matt Forte","CHI",0,0,0,NA,NA,NA,NA,NA,17,75,1,4,36,0,NA,NA,0
"LESEANMCCOY","RB","LeSean McCoy","BUF",0,0,0,NA,NA,NA,NA,NA,18,75,0,2,16,0,NA,NA,0
"JAMAALCHARLES","RB","Jamaal Charles","KC",0,0,0,NA,NA,NA,NA,NA,15,74,1,3,27,0,NA,NA,0
"ALFREDMORRIS","RB","Alfred Morris","WAS",0,0,0,NA,NA,NA,NA,NA,15,70,0,1,9,0,NA,NA,0
"CARLOSHYDE","RB","Carlos Hyde","SF",0,0,0,NA,NA,NA,NA,NA,17,66,0,1,10,0,NA,NA,0
"CHRISIVORY","RB","Chris Ivory","NYJ",0,0,0,NA,NA,NA,NA,NA,15,65,0,2,9,0,NA,NA,0
"CJANDERSON","RB","C.J. Anderson","DEN",0,0,0,NA,NA,NA,NA,NA,15,64,1,3,25,0,NA,NA,0
"LAMARMILLER","RB","Lamar Miller","MIA",0,0,0,NA,NA,NA,NA,NA,14,63,1,2,16,0,NA,NA,0
"ALFREDBLUE","RB","Alfred Blue","HOU",0,0,0,NA,NA,NA,NA,NA,15,62,0,2,16,0,NA,NA,0
"JONATHANSTEWART","RB","Jonathan Stewart","CAR",0,0,0,NA,NA,NA,NA,NA,15,62,0,2,13,0,NA,NA,0
"MARKINGRAM","RB","Mark Ingram","NO",0,0,0,NA,NA,NA,NA,NA,15,61,1,2,11,0,NA,NA,0
"FRANKGORE","RB","Frank Gore","IND",0,0,0,NA,NA,NA,NA,NA,14,60,0,2,17,0,NA,NA,0
"ANDREELLINGTON","RB","Andre Ellington","ARI",0,0,0,NA,NA,NA,NA,NA,14,60,0,3,28,0,NA,NA,0
"DOUGMARTIN","RB","Doug Martin","TB",0,0,0,NA,NA,NA,NA,NA,14,57,0,2,11,0,NA,NA,0
"JOSEPHRANDLE","RB","Joseph Randle","DAL",0,0,0,NA,NA,NA,NA,NA,13,57,1,1,8,0,NA,NA,0
"LATAVIUSMURRAY","RB","Latavius Murray","OAK",0,0,0,NA,NA,NA,NA,NA,13,57,0,2,17,0,NA,NA,0
"JUSTINFORSETT","RB","Justin Forsett","BAL",0,0,0,NA,NA,NA,NA,NA,13,55,0,3,23,0,NA,NA,0
"TJYELDON","RB","T.J. Yeldon","JAC",0,0,0,NA,NA,NA,NA,NA,12,55,0,2,16,0,NA,NA,1
"DEANGELOWILLIAMS","RB","DeAngelo Williams","PIT",0,0,0,NA,NA,NA,NA,NA,14,54,0,2,18,0,NA,NA,0
"MELVINGORDON","RB","Melvin Gordon","SD",0,0,0,NA,NA,NA,NA,NA,13,54,0,1,14,0,NA,NA,0
"ISAIAHCROWELL","RB","Isaiah Crowell","CLE",0,0,0,NA,NA,NA,NA,NA,14,52,0,1,10,0,NA,NA,0
"RASHADJENNINGS","RB","Rashad Jennings","NYG",0,0,0,NA,NA,NA,NA,NA,11,51,0,2,15,0,NA,NA,0
"TREMASON","RB","Tre Mason","STL",0,0,0,NA,NA,NA,NA,NA,11,47,0,2,12,0,NA,NA,0
"RYANMATHEWS","RB","Ryan Mathews","PHI",0,0,0,NA,NA,NA,NA,NA,8,42,0,1,11,0,NA,NA,0
"TEVINCOLEMAN","RB","Tevin Coleman","ATL",0,0,0,NA,NA,NA,NA,NA,9,39,0,2,12,0,NA,NA,0
"BISHOPSANKEY","RB","Bishop Sankey","TEN",0,0,0,NA,NA,NA,NA,NA,10,39,0,1,10,0,NA,NA,0
"DIONLEWIS","RB","Dion Lewis","NE",0,0,0,NA,NA,NA,NA,NA,9,38,1,3,18,0,NA,NA,0
"JOIQUEBELL","RB","Joique Bell","DET",0,0,0,NA,NA,NA,NA,NA,10,36,0,2,14,0,NA,NA,0
"GIOVANIBERNARD","RB","Giovani Bernard","CIN",0,0,0,NA,NA,NA,NA,NA,8,35,0,3,21,0,NA,NA,0
"AMEERABDULLAH","RB","Ameer Abdullah","DET",0,0,0,NA,NA,NA,NA,NA,8,35,0,2,20,0,NA,NA,0
"DARRENMCFADDEN","RB","Darren McFadden","DAL",0,0,0,NA,NA,NA,NA,NA,9,33,0,1,9,0,NA,NA,0
"DENARDROBINSON","RB","Denard Robinson","JAC",0,0,0,NA,NA,NA,NA,NA,6,30,0,2,10,0,NA,NA,0
"BRANDONBOLDEN","RB","Brandon Bolden","NE",0,0,0,NA,NA,NA,NA,NA,8,30,0,1,9,0,NA,NA,0
"DEVONTAFREEMAN","RB","Devonta Freeman","ATL",0,0,0,NA,NA,NA,NA,NA,8,30,0,2,18,0,NA,NA,0
"CJSPILLER","RB","C.J. Spiller","NO",0,0,0,NA,NA,NA,NA,NA,6,29,0,3,27,0,NA,NA,0
"CHRISJOHNSON","RB","Chris Johnson","ARI",0,0,0,NA,NA,NA,NA,NA,6,26,0,1,8,0,NA,NA,0
"RONNIEHILLMAN","RB","Ronnie Hillman","DEN",0,0,0,NA,NA,NA,NA,NA,6,25,0,1,11,0,NA,NA,0
"TERRANCEWEST","RB","Terrance West","TEN",0,0,0,NA,NA,NA,NA,NA,6,25,0,1,6,0,NA,NA,0
"ANDREWILLIAMS","RB","Andre Williams","NYG",0,0,0,NA,NA,NA,NA,NA,7,24,0,1,7,0,NA,NA,0
"DAVIDJOHNSON","RB","David Johnson","ARI",0,0,0,NA,NA,NA,NA,NA,5,24,0,2,14,0,NA,NA,0
"BENJAMINCUNNINGHAM","RB","Benjamin Cunningham","STL",0,0,0,NA,NA,NA,NA,NA,6,23,0,3,24,0,NA,NA,0
"SHANEVEREEN","RB","Shane Vereen","NYG",0,0,0,NA,NA,NA,NA,NA,5,23,0,3,25,0,NA,NA,0
"DUKEJOHNSON","RB","Duke Johnson","CLE",0,0,0,NA,NA,NA,NA,NA,6,23,0,2,15,0,NA,NA,0
"REGGIEBUSH","RB","Reggie Bush","SF",0,0,0,NA,NA,NA,NA,NA,6,23,0,3,15,0,NA,NA,0
"CHARLESSIMS","RB","Charles Sims","TB",0,0,0,NA,NA,NA,NA,NA,6,23,0,2,19,0,NA,NA,0
"JERICKMCKINNON","RB","Jerick McKinnon","MIN",0,0,0,NA,NA,NA,NA,NA,6,22,0,1,8,0,NA,NA,0
"ZACSTACY","RB","Zac Stacy","NYJ",0,0,0,NA,NA,NA,NA,NA,5,22,1,1,9,0,NA,NA,0
"JAMESSTARKS","RB","James Starks","GB",0,0,0,NA,NA,NA,NA,NA,5,22,0,1,10,0,NA,NA,0
"FOZZYWHITTAKER","RB","Fozzy Whittaker","CAR",0,0,0,NA,NA,NA,NA,NA,2,21,0,2,11,0,NA,NA,0
"KNILEDAVIS","RB","Knile Davis","KC",0,0,0,NA,NA,NA,NA,NA,6,20,0,1,9,0,NA,NA,0
"JAMESWHITE","RB","James White","NE",0,0,0,NA,NA,NA,NA,NA,6,20,0,2,10,0,NA,NA,0
"JACQUIZZRODGERS","RB","Jacquizz Rodgers","CHI",0,0,0,NA,NA,NA,NA,NA,3,20,0,2,13,0,NA,NA,0
"LANCEDUNBAR","RB","Lance Dunbar","DAL",0,0,0,NA,NA,NA,NA,NA,4,20,0,2,13,0,NA,NA,0
"DANNYWOODHEAD","RB","Danny Woodhead","SD",0,0,0,NA,NA,NA,NA,NA,5,19,0,3,28,0,NA,NA,0
"ROYHELU","RB","Roy Helu","OAK",0,0,0,NA,NA,NA,NA,NA,4,19,0,2,21,0,NA,NA,0
"DARRENSPROLES","RB","Darren Sproles","PHI",0,0,0,NA,NA,NA,NA,NA,3,18,0,3,27,0,NA,NA,0
"BOBBYRAINEY","RB","Bobby Rainey","TB",0,0,0,NA,NA,NA,NA,NA,5,18,0,2,15,0,NA,NA,0
"JEREMYLANGFORD","RB","Jeremy Langford","CHI",0,0,0,NA,NA,NA,NA,NA,0,18,0,1,7,0,NA,NA,0
"DEXTERMCCLUSTER","RB","Dexter McCluster","TEN",0,0,0,NA,NA,NA,NA,NA,3,18,0,3,22,0,NA,NA,0
"CHRISPOLK","RB","Chris Polk","HOU",0,0,0,NA,NA,NA,NA,NA,3,18,0,1,7,0,NA,NA,0
"MATTJONES","RB","Matt Jones","WAS",0,0,0,NA,NA,NA,NA,NA,5,18,0,2,12,0,NA,NA,0
