"name","name_cbs","pos","team_cbs","positionRank_cbs","overallRank_cbs","passAtt_cbs","passComp_cbs","passYds_cbs","passTds_cbs","passInt_cbs","passCompPct_cbs","passYdsPerAtt_cbs","rushAtt_cbs","rushYds_cbs","rushYdsPerAtt_cbs","rushTds_cbs","rec_cbs","recYds_cbs","recYdsPerRec_cbs","recTds_cbs","twoPts_cbs","fumbles_cbs","pts_cbs"
"ANDREWLUCK","Andrew Luck","QB","IND",1,1,39,25,333,2,0,64.1,8.5,4,23,5.8,1,NA,NA,NA,NA,NA,0,33
"PEYTONMANNING","Peyton Manning","QB","DEN",2,2,44,31,332,3,1,70.5,7.5,1,1,1,0,NA,NA,NA,NA,NA,0,29
"AARONRODGERS","Aaron Rodgers","QB","GB",2,2,31,20,288,3,1,64.5,9.3,3,22,7.3,0,NA,NA,NA,NA,NA,0,29
"MATTHEWSTAFFORD","Matthew Stafford","QB","DET",4,4,39,25,315,3,1,64.1,8.1,2,6,3,0,NA,NA,NA,NA,NA,0,28
"BENROETHLISBERGER","Ben Roethlisberger","QB","PIT",4,4,37,25,322,3,1,67.6,8.7,2,2,1,0,NA,NA,NA,NA,NA,0,28
"TOMBRADY","Tom Brady","QB","NE",4,4,45,30,309,3,1,66.7,6.9,1,1,1,0,NA,NA,NA,NA,NA,0,28
"TONYROMO","Tony Romo","QB","DAL",7,7,29,20,248,3,1,69,8.6,0,0,0,0,NA,NA,NA,NA,NA,0,25
"DREWBREES","Drew Brees","QB","NO",8,8,41,28,340,2,1,68.3,8.3,2,4,2,0,NA,NA,NA,NA,NA,0,23
"RYANTANNEHILL","Ryan Tannehill","QB","MIA",9,9,34,22,249,2,1,64.7,7.3,3,21,7,0,NA,NA,NA,NA,NA,0,21
"ELIMANNING","Eli Manning","QB","NYG",9,9,43,27,292,2,1,62.8,6.8,0,0,0,0,NA,NA,NA,NA,NA,0,21
"MARKSANCHEZ","Mark Sanchez","QB","PHI",11,11,41,25,292,2,1,61,7.1,3,1,0.3,0,NA,NA,NA,NA,NA,1,19
"JAYCUTLER","Jay Cutler","QB","CHI",11,11,36,24,272,2,1,66.7,7.6,2,17,8.5,0,NA,NA,NA,NA,NA,1,19
