"name","name_cbs","pos","team_cbs","positionRank_cbs","overallRank_cbs","passAtt_cbs","passComp_cbs","passYds_cbs","passTds_cbs","passInt_cbs","passCompPct_cbs","passYdsPerAtt_cbs","rushAtt_cbs","rushYds_cbs","rushYdsPerAtt_cbs","rushTds_cbs","rec_cbs","recYds_cbs","recYdsPerRec_cbs","recTds_cbs","twoPts_cbs","fumbles_cbs","pts_cbs"
"PEYTONMANNING","Peyton Manning","QB","DEN",1,1,37,26,305,3,0,70.3,8.2,1,1,1,0,NA,NA,NA,NA,NA,0,30
"MATTRYAN","Matt Ryan","QB","ATL",2,2,37,25,376,2,0,67.6,10.2,2,11,5.5,0,NA,NA,NA,NA,NA,0,28
"ANDREWLUCK","Andrew Luck","QB","IND",3,3,43,30,336,2,0,69.8,7.8,4,21,5.2,0,NA,NA,NA,NA,NA,0,27
"AARONRODGERS","Aaron Rodgers","QB","GB",3,3,34,25,327,2,0,73.5,9.6,4,22,5.5,0,NA,NA,NA,NA,NA,0,27
"PHILIPRIVERS","Philip Rivers","QB","SD",5,5,32,25,326,2,0,78.1,10.2,2,11,5.5,0,NA,NA,NA,NA,NA,0,26
"JAYCUTLER","Jay Cutler","QB","CHI",5,5,36,24,351,2,1,66.7,9.8,4,22,5.5,0,NA,NA,NA,NA,NA,0,26
"RUSSELLWILSON","Russell Wilson","QB","SEA",7,7,27,20,202,1,0,74.1,7.5,7,47,6.7,1,NA,NA,NA,NA,NA,0,24
"ELIMANNING","Eli Manning","QB","NYG",8,8,34,27,347,2,1,79.4,10.2,1,1,1,0,NA,NA,NA,NA,NA,0,23
"BENROETHLISBERGER","Ben Roethlisberger","QB","PIT",8,8,35,26,273,2,0,74.3,7.8,2,11,5.5,0,NA,NA,NA,NA,NA,0,23
"COLINKAEPERNICK","Colin Kaepernick","QB","SF",10,10,31,23,272,1,0,74.2,8.8,8,47,5.9,0,NA,NA,NA,NA,NA,0,20
"TOMBRADY","Tom Brady","QB","NE",10,10,32,20,258,2,1,62.5,8.1,2,2,1,0,NA,NA,NA,NA,NA,0,20
"DEMARYIUSTHOMAS","Demaryius Thomas","WR","DEN",1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,142,23.7,1,NA,0,20
"CARSONPALMER","Carson Palmer","QB","ARI",12,13,33,23,276,1,0,69.7,8.4,2,21,10.5,0,NA,NA,NA,NA,NA,0,19
"MATTHEWSTAFFORD","Matthew Stafford","QB","DET",12,13,35,24,238,2,1,68.6,6.8,3,8,2.7,0,NA,NA,NA,NA,NA,0,19
"MARSHAWNLYNCH","Marshawn Lynch","RB","SEA",1,13,NA,NA,NA,NA,NA,NA,NA,18,109,6.1,1,3,31,10.3,0,NA,0,19
"JULIOJONES","Julio Jones","WR","ATL",2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,131,14.6,1,NA,0,19
"TONYROMO","Tony Romo","QB","DAL",14,17,38,23,331,1,1,60.5,8.7,3,12,4,0,NA,NA,NA,NA,NA,0,18
"NICKFOLES","Nick Foles","QB","PHI",14,17,40,24,242,2,2,60,6,2,19,9.5,0,NA,NA,NA,NA,NA,0,18
"AUSTINDAVIS","Austin Davis","QB","STL",14,17,30,20,334,1,1,66.7,11.1,2,10,5,0,NA,NA,NA,NA,NA,0,18
"MATTFORTE","Matt Forte","RB","CHI",2,17,NA,NA,NA,NA,NA,NA,NA,18,95,5.3,1,5,39,7.8,0,NA,0,18
"JORDYNELSON","Jordy Nelson","WR","GB",3,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,122,17.4,1,NA,0,18
"ANTONIOBROWN","Antonio Brown","WR","PIT",3,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,122,17.4,1,NA,0,18
"KIRKCOUSINS","Kirk Cousins","QB","WAS",17,23,39,23,335,1,1,59,8.6,2,9,4.5,0,NA,NA,NA,NA,NA,0,17
"BRIANHOYER","Brian Hoyer","QB","CLE",17,23,31,23,304,1,1,74.2,9.8,1,11,11,0,NA,NA,NA,NA,NA,0,17
"CAMNEWTON","Cam Newton","QB","CAR",17,23,32,19,234,2,1,59.4,7.3,3,9,3,0,NA,NA,NA,NA,NA,1,17
"RYANTANNEHILL","Ryan Tannehill","QB","MIA",17,23,35,23,288,1,1,65.7,8.2,4,21,5.2,0,NA,NA,NA,NA,NA,0,17
"MIKEGLENNON","Mike Glennon","QB","TB",17,23,37,25,352,1,1,67.6,9.5,2,11,5.5,0,NA,NA,NA,NA,NA,1,17
"JOEFLACCO","Joe Flacco","QB","BAL",17,23,33,21,259,1,0,63.6,7.8,2,11,5.5,0,NA,NA,NA,NA,NA,0,17
"LEVEONBELL","Le'Veon Bell","RB","PIT",3,23,NA,NA,NA,NA,NA,NA,NA,18,87,4.8,0,4,31,7.8,1,NA,0,17
"ARIANFOSTER","Arian Foster","RB","HOU",3,23,NA,NA,NA,NA,NA,NA,NA,18,87,4.8,1,4,31,7.8,0,NA,0,17
"EDDIELACY","Eddie Lacy","RB","GB",3,23,NA,NA,NA,NA,NA,NA,NA,18,91,5.1,1,3,22,7.3,0,NA,0,17
"TEDDYBRIDGEWATER","Teddy Bridgewater","QB","MIN",23,32,27,20,255,0,1,74.1,9.4,4,27,6.8,1,NA,NA,NA,NA,NA,0,16
"ANDYDALTON","Andy Dalton","QB","CIN",23,32,26,19,243,1,0,73.1,9.3,4,16,4,0,NA,NA,NA,NA,NA,0,16
"BLAKEBORTLES","Blake Bortles","QB","JAC",23,32,37,23,272,1,1,62.2,7.4,4,23,5.8,0,NA,NA,NA,NA,NA,0,16
"KYLEORTON","Kyle Orton","QB","BUF",23,32,38,22,333,0,2,57.9,8.8,2,12,6,1,NA,NA,NA,NA,NA,0,16
"GIOVANIBERNARD","Giovani Bernard","RB","CIN",6,32,NA,NA,NA,NA,NA,NA,NA,16,71,4.4,1,5,38,7.6,0,NA,0,16
"RANDALLCOBB","Randall Cobb","WR","GB",5,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,105,21,1,NA,0,16
"BRANDONMARSHALL","Brandon Marshall","WR","CHI",5,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,102,20.4,1,NA,0,16
"FRANKGORE","Frank Gore","RB","SF",7,39,NA,NA,NA,NA,NA,NA,NA,17,81,4.8,1,2,19,9.5,0,NA,0,15
"ALSHONJEFFERY","Alshon Jeffery","WR","CHI",7,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,92,15.3,1,NA,0,15
"DEZBRYANT","Dez Bryant","WR","DAL",7,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,91,15.2,1,NA,0,15
"JULIUSTHOMAS","Julius Thomas","TE","DEN",1,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,91,18.2,1,NA,0,15
"RYANFITZPATRICK","Ryan Fitzpatrick","QB","HOU",27,43,32,20,257,1,2,62.5,8,5,27,5.4,0,NA,NA,NA,NA,NA,0,14
"ANDREWILLIAMS","Andre Williams","RB","NYG",8,43,NA,NA,NA,NA,NA,NA,NA,18,77,4.3,1,3,19,6.3,0,NA,0,14
"LESEANMCCOY","LeSean McCoy","RB","PHI",8,43,NA,NA,NA,NA,NA,NA,NA,18,68,3.8,0,4,22,5.5,1,NA,0,14
"DEMARCOMURRAY","DeMarco Murray","RB","DAL",8,43,NA,NA,NA,NA,NA,NA,NA,16,61,3.8,1,5,44,8.8,0,NA,1,14
"JEREMYMACLIN","Jeremy Maclin","WR","PHI",9,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,85,17,1,NA,0,14
"ROBGRONKOWSKI","Rob Gronkowski","TE","NE",2,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,83,16.6,1,NA,0,14
"CHARLIEWHITEHURST","Charlie Whitehurst","QB","TEN",28,49,24,16,202,1,1,66.7,8.4,2,13,6.5,0,NA,NA,NA,NA,NA,0,13
"BENTATE","Ben Tate","RB","CLE",11,49,NA,NA,NA,NA,NA,NA,NA,16,76,4.8,1,2,9,4.5,0,NA,0,13
"BRANDENOLIVER","Branden Oliver","RB","SD",11,49,NA,NA,NA,NA,NA,NA,NA,17,69,4.1,1,4,19,4.8,0,NA,0,13
"ANDREELLINGTON","Andre Ellington","RB","ARI",11,49,NA,NA,NA,NA,NA,NA,NA,15,68,4.5,1,4,19,4.8,0,NA,0,13
"GOLDENTATE","Golden Tate","WR","DET",10,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,71,11.8,1,NA,0,13
"VICTORCRUZ","Victor Cruz","WR","NYG",10,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,79,15.8,1,NA,0,13
"ANTONIOGATES","Antonio Gates","TE","SD",3,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,74,14.8,1,NA,0,13
"BISHOPSANKEY","Bishop Sankey","RB","TEN",14,56,NA,NA,NA,NA,NA,NA,NA,14,59,4.2,1,2,19,9.5,0,NA,0,12
"JOIQUEBELL","Joique Bell","RB","DET",14,56,NA,NA,NA,NA,NA,NA,NA,16,68,4.2,1,2,9,4.5,0,NA,0,12
"AHMADBRADSHAW","Ahmad Bradshaw","RB","IND",14,56,NA,NA,NA,NA,NA,NA,NA,11,55,5,1,3,18,6,0,NA,0,12
"JUSTINFORSETT","Justin Forsett","RB","BAL",14,56,NA,NA,NA,NA,NA,NA,NA,10,49,4.9,1,5,29,5.8,0,NA,0,12
"TYHILTON","T.Y. Hilton","WR","IND",12,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,68,13.6,1,NA,0,12
"EMMANUELSANDERS","Emmanuel Sanders","WR","DEN",12,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,101,16.8,0,NA,0,12
"BRIANQUICK","Brian Quick","WR","STL",12,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,60,15,1,NA,0,12
"VINCENTJACKSON","Vincent Jackson","WR","TB",12,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,68,13.6,1,NA,0,12
"RODDYWHITE","Roddy White","WR","ATL",12,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,62,15.5,1,NA,0,12
"PERCYHARVIN","Percy Harvin","WR","SEA",12,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,55,13.8,1,NA,0,12
"MICHAELFLOYD","Michael Floyd","WR","ARI",12,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,69,13.8,1,NA,0,12
"GREGOLSEN","Greg Olsen","TE","CAR",4,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,61,15.2,1,NA,0,12
"STEVENJACKSON","Steven Jackson","RB","ATL",18,68,NA,NA,NA,NA,NA,NA,NA,14,57,4.1,1,2,9,4.5,0,NA,0,11
"WESWELKER","Wes Welker","WR","DEN",19,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,51,10.2,1,NA,0,11
"MIKEWALLACE","Mike Wallace","WR","MIA",19,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,58,14.5,1,NA,0,11
"DELANIEWALKER","Delanie Walker","TE","TEN",5,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,55,13.8,1,NA,0,11
"FREDJACKSON","Fred Jackson","RB","BUF",19,72,NA,NA,NA,NA,NA,NA,NA,11,51,4.6,0,6,51,8.5,0,NA,0,10
"CHRISIVORY","Chris Ivory","RB","NYJ",19,72,NA,NA,NA,NA,NA,NA,NA,12,49,4.1,1,2,9,4.5,0,NA,0,10
"LAMARMILLER","Lamar Miller","RB","MIA",19,72,NA,NA,NA,NA,NA,NA,NA,12,49,4.1,1,2,9,4.5,0,NA,0,10
"MOHAMEDSANU","Mohamed Sanu","WR","CIN",21,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,49,12.2,1,NA,0,10
"KELVINBENJAMIN","Kelvin Benjamin","WR","CAR",21,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,48,16,1,NA,0,10
"KEENANALLEN","Keenan Allen","WR","SD",21,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,49,9.8,1,NA,0,10
