"name","name_cbs","pos","team_cbs","positionRank_cbs","overallRank_cbs","passAtt_cbs","passComp_cbs","passYds_cbs","passTds_cbs","passInt_cbs","passCompPct_cbs","passYdsPerAtt_cbs","rushAtt_cbs","rushYds_cbs","rushYdsPerAtt_cbs","rushTds_cbs","rec_cbs","recYds_cbs","recYdsPerRec_cbs","recTds_cbs","twoPts_cbs","fumbles_cbs","pts_cbs"
"AARONRODGERS","Aaron Rodgers","QB","GB",1,1,39,24,277,2,0,61.5,7.1,3,18,6,1,NA,NA,NA,NA,NA,0,30
"MATTRYAN","Matt Ryan","QB","ATL",1,1,39,27,336,3,1,69.2,8.6,2,19,9.5,0,NA,NA,NA,NA,NA,0,30
"TONYROMO","Tony Romo","QB","DAL",3,3,26,20,229,3,0,76.9,8.8,3,8,2.7,0,NA,NA,NA,NA,NA,0,27
"RUSSELLWILSON","Russell Wilson","QB","SEA",3,3,31,18,257,1,0,58.1,8.3,7,54,7.7,1,NA,NA,NA,NA,NA,0,27
"CAMNEWTON","Cam Newton","QB","CAR",5,5,31,23,242,2,0,74.2,7.8,8,49,6.1,0,NA,NA,NA,NA,NA,0,25
"ELIMANNING","Eli Manning","QB","NYG",6,6,36,25,300,2,0,69.4,8.3,1,1,1,0,NA,NA,NA,NA,NA,0,24
"DREWBREES","Drew Brees","QB","NO",7,7,44,29,308,2,1,65.9,7,2,5,2.5,0,NA,NA,NA,NA,NA,0,22
"BENROETHLISBERGER","Ben Roethlisberger","QB","PIT",7,7,33,23,260,2,0,69.7,7.9,2,2,1,0,NA,NA,NA,NA,NA,0,22
"ANDREWLUCK","Andrew Luck","QB","IND",7,7,36,25,298,2,1,69.4,8.3,4,18,4.5,0,NA,NA,NA,NA,NA,0,22
"RYANTANNEHILL","Ryan Tannehill","QB","MIA",7,7,42,29,323,1,1,69,7.7,3,9,3,1,NA,NA,NA,NA,NA,0,22
"PEYTONMANNING","Peyton Manning","QB","DEN",11,11,28,19,239,2,0,67.9,8.5,2,2,1,0,NA,NA,NA,NA,NA,0,21
"MARKSANCHEZ","Mark Sanchez","QB","PHI",12,12,33,21,241,1,1,63.6,7.3,2,10,5,1,NA,NA,NA,NA,NA,0,20
"ODELLBECKHAM","Odell Beckham","WR","NYG",1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,140,14,1,NA,0,20
"TEDDYBRIDGEWATER","Teddy Bridgewater","QB","MIN",13,14,31,23,294,1,0,74.2,9.5,4,22,5.5,0,NA,NA,NA,NA,NA,0,19
"JAYCUTLER","Jay Cutler","QB","CHI",13,14,36,21,238,2,1,58.3,6.6,2,9,4.5,0,NA,NA,NA,NA,NA,0,19
"MATTHEWSTAFFORD","Matthew Stafford","QB","DET",15,16,34,22,256,2,2,64.7,7.5,3,5,1.7,0,NA,NA,NA,NA,NA,0,18
"LEVEONBELL","Le'Veon Bell","RB","PIT",1,16,NA,NA,NA,NA,NA,NA,NA,22,98,4.5,1,4,34,8.5,0,NA,0,18
"ANTONIOBROWN","Antonio Brown","WR","PIT",2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,124,13.8,1,NA,0,18
"PHILIPRIVERS","Philip Rivers","QB","SD",16,19,43,26,276,1,0,60.5,6.4,1,4,4,0,NA,NA,NA,NA,NA,0,17
"KYLEORTON","Kyle Orton","QB","BUF",16,19,44,28,311,1,1,63.6,7.1,1,11,11,0,NA,NA,NA,NA,NA,0,17
"ANDYDALTON","Andy Dalton","QB","CIN",16,19,26,17,188,2,1,65.4,7.2,4,9,2.2,0,NA,NA,NA,NA,NA,0,17
"TOMBRADY","Tom Brady","QB","NE",16,19,38,24,262,1,0,63.2,6.9,5,12,2.4,0,NA,NA,NA,NA,NA,0,17
"ARIANFOSTER","Arian Foster","RB","HOU",2,19,NA,NA,NA,NA,NA,NA,NA,25,107,4.3,1,3,19,6.3,0,NA,0,17
"MATTFORTE","Matt Forte","RB","CHI",2,19,NA,NA,NA,NA,NA,NA,NA,18,83,4.6,1,5,39,7.8,0,NA,0,17
"MARSHAWNLYNCH","Marshawn Lynch","RB","SEA",2,19,NA,NA,NA,NA,NA,NA,NA,18,101,5.6,1,2,11,5.5,0,NA,0,17
"JAMAALCHARLES","Jamaal Charles","RB","KC",2,19,NA,NA,NA,NA,NA,NA,NA,18,91,5.1,1,3,23,7.7,0,NA,0,17
"JORDYNELSON","Jordy Nelson","WR","GB",3,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,115,16.4,1,NA,0,17
"DEZBRYANT","Dez Bryant","WR","DAL",3,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,112,18.7,1,NA,0,17
"CALVINJOHNSON","Calvin Johnson","WR","DET",3,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,115,19.2,1,NA,0,17
"JULIOJONES","Julio Jones","WR","ATL",3,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,112,18.7,1,NA,0,17
"JOEFLACCO","Joe Flacco","QB","BAL",20,31,38,22,228,1,0,57.9,6,4,10,2.5,0,NA,NA,NA,NA,NA,0,16
"ALEXSMITH","Alex Smith","QB","KC",20,31,38,25,223,1,0,65.8,5.9,3,22,7.3,0,NA,NA,NA,NA,NA,0,16
"ROBERTGRIFFIN","Robert Griffin III","QB","WAS",20,31,29,18,253,1,1,62.1,8.7,4,22,5.5,0,NA,NA,NA,NA,NA,0,16
"CJANDERSON","C.J. Anderson","RB","DEN",6,31,NA,NA,NA,NA,NA,NA,NA,20,83,4.2,1,3,22,7.3,0,NA,0,16
"JONATHANSTEWART","Jonathan Stewart","RB","CAR",6,31,NA,NA,NA,NA,NA,NA,NA,22,107,4.9,1,1,4,4,0,NA,0,16
"LESEANMCCOY","LeSean McCoy","RB","PHI",6,31,NA,NA,NA,NA,NA,NA,NA,18,81,4.5,1,2,21,10.5,0,NA,0,16
"DEMARYIUSTHOMAS","Demaryius Thomas","WR","DEN",7,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,103,20.6,1,NA,0,16
"RANDALLCOBB","Randall Cobb","WR","GB",7,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,95,13.6,1,NA,0,16
"JOSHMCCOWN","Josh McCown","QB","TB",23,39,31,15,179,1,0,48.4,5.8,3,21,7,0,NA,NA,NA,NA,NA,0,15
"COLINKAEPERNICK","Colin Kaepernick","QB","SF",23,39,25,15,153,1,1,60,6.1,6,55,9.2,0,NA,NA,NA,NA,NA,0,15
"EDDIELACY","Eddie Lacy","RB","GB",9,39,NA,NA,NA,NA,NA,NA,NA,17,81,4.8,1,3,16,5.3,0,NA,0,15
"JEREMYHILL","Jeremy Hill","RB","CIN",9,39,NA,NA,NA,NA,NA,NA,NA,18,114,6.3,1,1,8,8,0,NA,1,15
"JUSTINFORSETT","Justin Forsett","RB","BAL",9,39,NA,NA,NA,NA,NA,NA,NA,15,71,4.7,1,3,21,7,0,NA,0,15
"EMMANUELSANDERS","Emmanuel Sanders","WR","DEN",9,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,92,23,1,NA,0,15
"AJGREEN","A.J. Green","WR","CIN",9,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,91,18.2,1,NA,0,15
"TYHILTON","T.Y. Hilton","WR","IND",9,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,91,18.2,1,NA,0,15
"LOGANTHOMAS","Logan Thomas","QB","ARI",25,47,33,20,266,1,1,60.6,8.1,2,9,4.5,0,NA,NA,NA,NA,NA,0,14
"KELVINBENJAMIN","Kelvin Benjamin","WR","CAR",12,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,83,16.6,1,NA,0,14
"ALSHONJEFFERY","Alshon Jeffery","WR","CHI",12,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,82,16.4,1,NA,0,14
"DESEANJACKSON","DeSean Jackson","WR","WAS",12,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,82,20.5,1,NA,0,14
"GENOSMITH","Geno Smith","QB","NYJ",26,51,28,17,214,0,1,60.7,7.6,4,19,4.8,1,NA,NA,NA,NA,NA,0,13
