"name","pos","name_nfl","team_nfl","positionRank_nfl","overallRank_nfl","pts_nfl","passAtt_nfl","passComp_nfl","passYds_nfl","passTds_nfl","passInt_nfl","rushAtt_nfl","rushYds_nfl","rushTds_nfl","rec_nfl","recYds_nfl","recTds_nfl","returnTds_nfl","twoPts_nfl","fumbles_nfl"
"AARONRODGERS","QB","Aaron Rodgers","GB",1,1,25.36,NA,NA,284,3,0,NA,20,0,NA,0,0,NA,0,0
"DREWBREES","QB","Drew Brees","NO",2,2,25.14,NA,NA,321,3,0,NA,3,0,NA,0,0,NA,0,0
"PEYTONMANNING","QB","Peyton Manning","DEN",3,3,24.38,NA,NA,312,3,0,NA,-1,0,NA,0,0,NA,0,0
"DEMARCOMURRAY","RB","DeMarco Murray","DAL",1,4,22.4,NA,NA,0,0,0,NA,79,2,NA,25,0,NA,0,0
"JORDYNELSON","WR","Jordy Nelson","GB",1,4,22.4,NA,NA,0,0,0,NA,0,0,NA,104,2,NA,0,0
"LEVEONBELL","RB","Le'Veon Bell","PIT",2,6,20.8,NA,NA,0,0,0,NA,107,1,NA,41,0,NA,0,0
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",2,7,20.5,NA,NA,0,0,0,NA,0,0,NA,85,2,NA,0,0
"ANDREWLUCK","QB","Andrew Luck","IND",4,8,20.46,NA,NA,259,2,0,NA,21,0,NA,0,0,NA,0,0
"RUSSELLWILSON","QB","Russell Wilson","SEA",5,9,19.76,NA,NA,224,2,1,NA,48,0,NA,0,0,NA,0,0
"TOMBRADY","QB","Tom Brady","NE",6,10,19.68,NA,NA,287,2,0,NA,2,0,NA,0,0,NA,0,0
"PHILIPRIVERS","QB","Philip Rivers","SD",7,11,19.62,NA,NA,288,2,0,NA,1,0,NA,0,0,NA,0,0
"MATTFORTE","RB","Matt Forte","CHI",3,12,19.6,NA,NA,0,0,0,NA,93,1,NA,43,0,NA,0,0
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",8,13,19.46,NA,NA,279,2,0,NA,3,0,NA,0,0,NA,0,0
"MATTRYAN","QB","Matt Ryan","ATL",9,14,19.36,NA,NA,274,2,0,NA,4,0,NA,0,0,NA,0,0
"JOEFLACCO","QB","Joe Flacco","BAL",10,15,19.26,NA,NA,264,2,0,NA,7,0,NA,0,0,NA,0,0
"JOSHGORDON","WR","Josh Gordon","CLE",3,16,18.8,NA,NA,0,0,0,NA,6,0,NA,122,1,NA,0,0
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",11,17,18.78,NA,NA,302,2,1,NA,7,0,NA,0,0,NA,0,0
"ALEXSMITH","QB","Alex Smith","KC",12,18,17.98,NA,NA,242,2,1,NA,23,0,NA,0,0,NA,0,0
"TONYROMO","QB","Tony Romo","DAL",13,19,17.72,NA,NA,283,2,1,NA,4,0,NA,0,0,NA,0,0
"JAYCUTLER","QB","Jay Cutler","CHI",14,20,17.58,NA,NA,262,2,1,NA,11,0,NA,0,0,NA,0,0
"CALVINJOHNSON","WR","Calvin Johnson","DET",4,21,17.3,NA,NA,0,0,0,NA,0,0,NA,113,1,NA,0,0
"ELIMANNING","QB","Eli Manning","NYG",15,22,17.24,NA,NA,276,2,1,NA,2,0,NA,0,0,NA,0,0
"JAMAALCHARLES","RB","Jamaal Charles","KC",4,23,17.2,NA,NA,0,0,0,NA,75,1,NA,37,0,NA,0,0
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",16,24,17.18,NA,NA,247,2,1,NA,13,0,NA,0,0,NA,0,0
"MARKSANCHEZ","QB","Mark Sanchez","PHI",17,25,16.58,NA,NA,252,2,1,NA,5,0,NA,0,0,NA,0,0
"CJANDERSON","RB","C.J. Anderson","DEN",5,26,16.5,NA,NA,0,0,0,NA,61,0,NA,44,1,NA,0,0
"LESEANMCCOY","RB","LeSean McCoy","PHI",5,26,16.5,NA,NA,0,0,0,NA,74,1,NA,31,0,NA,0,0
"ANDYDALTON","QB","Andy Dalton","CIN",18,28,16.46,NA,NA,239,2,1,NA,9,0,NA,0,0,NA,0,0
"MARKINGRAM","RB","Mark Ingram","NO",7,29,16.2,NA,NA,0,0,0,NA,82,1,NA,20,0,NA,0,0
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",19,30,16.18,NA,NA,187,2,1,NA,27,0,NA,0,0,NA,0,0
"ANTONIOBROWN","WR","Antonio Brown","PIT",5,31,15.8,NA,NA,0,0,0,NA,0,0,NA,98,1,NA,0,0
"ARIANFOSTER","RB","Arian Foster","HOU",8,32,15.3,NA,NA,0,0,0,NA,70,1,NA,23,0,NA,0,0
"DEZBRYANT","WR","Dez Bryant","DAL",6,32,15.3,NA,NA,0,0,0,NA,0,0,NA,113,1,NA,0,1
"ODELLBECKHAM","WR","Odell Beckham","NYG",7,34,14.9,NA,NA,0,0,0,NA,0,0,NA,89,1,NA,0,0
"EDDIELACY","RB","Eddie Lacy","GB",9,35,14.7,NA,NA,0,0,0,NA,73,1,NA,14,0,NA,0,0
"MARSHAWNLYNCH","RB","Marshawn Lynch","SEA",9,35,14.7,NA,NA,0,0,0,NA,68,1,NA,19,0,NA,0,0
"MIKEWALLACE","WR","Mike Wallace","MIA",8,35,14.7,NA,NA,0,0,0,NA,0,0,NA,87,1,NA,0,0
"ALSHONJEFFERY","WR","Alshon Jeffery","CHI",9,38,14.6,NA,NA,0,0,0,NA,0,0,NA,86,1,NA,0,0
"JIMMYGRAHAM","TE","Jimmy Graham","NO",1,38,14.6,NA,NA,0,0,0,NA,0,0,NA,86,1,NA,0,0
"GIOVANIBERNARD","RB","Giovani Bernard","CIN",11,40,14.4,NA,NA,0,0,0,NA,55,1,NA,29,0,NA,0,0
"DEANDREHOPKINS","WR","DeAndre Hopkins","HOU",10,40,14.4,NA,NA,0,0,0,NA,0,0,NA,84,1,NA,0,0
"JEREMYMACLIN","WR","Jeremy Maclin","PHI",10,40,14.4,NA,NA,0,0,0,NA,0,0,NA,84,1,NA,0,0
"TREMASON","RB","Tre Mason","STL",12,43,14.3,NA,NA,0,0,0,NA,59,1,NA,24,0,NA,0,0
"AJGREEN","WR","A.J. Green","CIN",12,44,14,NA,NA,0,0,0,NA,0,0,NA,80,1,NA,0,0
"EMMANUELSANDERS","WR","Emmanuel Sanders","DEN",13,45,13.7,NA,NA,0,0,0,NA,0,0,NA,97,1,NA,0,1
