"name","name_cbs","pos","team_cbs","positionRank_cbs","overallRank_cbs","passAtt_cbs","passComp_cbs","passYds_cbs","passTds_cbs","passInt_cbs","passCompPct_cbs","passYdsPerAtt_cbs","rushAtt_cbs","rushYds_cbs","rushYdsPerAtt_cbs","rushTds_cbs","rec_cbs","recYds_cbs","recYdsPerRec_cbs","recTds_cbs","twoPts_cbs","fumbles_cbs","pts_cbs"
"AARONRODGERS","Aaron Rodgers","QB","GB",1,1,27,20,256,2,0,74.1,9.5,3,10,3.3,1,NA,NA,NA,NA,NA,0,29
"PEYTONMANNING","Peyton Manning","QB","DEN",1,1,37,26,325,3,1,70.3,8.8,1,0,0,0,NA,NA,NA,NA,NA,0,29
"PHILIPRIVERS","Philip Rivers","QB","SD",3,3,26,16,223,3,0,61.5,8.6,1,0,0,0,NA,NA,NA,NA,NA,0,26
"MATTHEWSTAFFORD","Matthew Stafford","QB","DET",3,3,27,17,212,3,0,63,7.9,2,0,0,0,NA,NA,NA,NA,NA,0,26
"DREWBREES","Drew Brees","QB","NO",5,5,35,27,330,2,0,77.1,9.4,1,0,0,0,NA,NA,NA,NA,NA,0,25
"ANDREWLUCK","Andrew Luck","QB","IND",6,6,40,30,373,2,1,75,9.3,2,8,4,0,NA,NA,NA,NA,NA,0,24
"BENROETHLISBERGER","Ben Roethlisberger","QB","PIT",6,6,32,24,295,2,0,75,9.2,2,10,5,0,NA,NA,NA,NA,NA,0,24
"MATTRYAN","Matt Ryan","QB","ATL",8,8,35,24,327,2,1,68.6,9.3,1,0,0,0,NA,NA,NA,NA,NA,0,23
"ELIMANNING","Eli Manning","QB","NYG",8,8,30,23,277,2,0,76.7,9.2,2,0,0,0,NA,NA,NA,NA,NA,0,23
"TONYROMO","Tony Romo","QB","DAL",8,8,31,23,278,2,0,74.2,9,2,6,3,0,NA,NA,NA,NA,NA,0,23
"JAYCUTLER","Jay Cutler","QB","CHI",8,8,43,29,347,2,1,67.4,8.1,2,8,4,0,NA,NA,NA,NA,NA,0,23
"DEMARCOMURRAY","DeMarco Murray","RB","DAL",1,8,NA,NA,NA,NA,NA,NA,NA,23,97,4.2,2,2,26,13,0,NA,0,23
"NICKFOLES","Nick Foles","QB","PHI",12,13,30,23,266,2,0,76.7,8.9,3,6,2,0,NA,NA,NA,NA,NA,0,22
"RUSSELLWILSON","Russell Wilson","QB","SEA",12,13,23,16,178,2,0,69.6,7.7,4,31,7.8,0,NA,NA,NA,NA,NA,0,22
"JOEFLACCO","Joe Flacco","QB","BAL",14,15,44,25,326,2,2,56.8,7.4,1,0,0,0,NA,NA,NA,NA,NA,0,21
"COLINKAEPERNICK","Colin Kaepernick","QB","SF",15,16,21,14,170,2,0,66.7,8.1,5,20,4,0,NA,NA,NA,NA,NA,0,20
"CAMNEWTON","Cam Newton","QB","CAR",15,16,37,27,213,2,1,73,5.8,4,20,5,0,NA,NA,NA,NA,NA,0,20
"ANDYDALTON","Andy Dalton","QB","CIN",17,18,37,25,247,2,1,67.6,6.7,1,2,2,0,NA,NA,NA,NA,NA,0,19
"ALEXSMITH","Alex Smith","QB","KC",17,18,34,22,228,1,1,64.7,6.7,4,27,6.8,1,NA,NA,NA,NA,NA,1,19
"BLAKEBORTLES","Blake Bortles","QB","JAC",19,20,30,24,242,1,1,80,8.1,5,19,3.8,1,NA,NA,NA,NA,NA,1,18
"MIKEGLENNON","Mike Glennon","QB","TB",19,20,34,21,203,2,1,61.8,6,1,2,2,0,NA,NA,NA,NA,NA,0,18
"AUSTINDAVIS","Austin Davis","QB","STL",19,20,30,23,212,1,1,76.7,7.1,3,8,2.7,1,NA,NA,NA,NA,NA,0,18
"DREWSTANTON","Drew Stanton","QB","ARI",22,23,39,24,247,2,2,61.5,6.3,0,0,0,0,NA,NA,NA,NA,NA,0,17
"LEVEONBELL","Le'Veon Bell","RB","PIT",2,23,NA,NA,NA,NA,NA,NA,NA,20,100,5,1,3,17,5.7,0,NA,0,17
"MARSHAWNLYNCH","Marshawn Lynch","RB","SEA",2,23,NA,NA,NA,NA,NA,NA,NA,23,116,5,1,1,7,7,0,NA,0,17
"ANTONIOBROWN","Antonio Brown","WR","PIT",1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,118,14.8,1,NA,0,17
"KYLEORTON","Kyle Orton","QB","BUF",23,27,39,26,274,1,0,66.7,7,2,1,0.5,0,NA,NA,NA,NA,NA,0,16
"JORDYNELSON","Jordy Nelson","WR","GB",2,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,104,17.3,1,NA,0,16
"AJGREEN","A.J. Green","WR","CIN",2,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,108,15.4,1,NA,0,16
"JULIOJONES","Julio Jones","WR","ATL",2,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,108,15.4,1,NA,0,16
"RYANFITZPATRICK","Ryan Fitzpatrick","QB","HOU",24,31,39,25,289,1,1,64.1,7.4,2,8,4,0,NA,NA,NA,NA,NA,0,15
"RASHADJENNINGS","Rashad Jennings","RB","NYG",4,31,NA,NA,NA,NA,NA,NA,NA,21,87,4.1,1,3,15,5,0,NA,0,15
"GIOVANIBERNARD","Giovani Bernard","RB","CIN",4,31,NA,NA,NA,NA,NA,NA,NA,16,62,3.9,0,5,31,6.2,1,NA,0,15
"JULIUSTHOMAS","Julius Thomas","TE","DEN",1,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,92,15.3,1,NA,0,15
"BRIANHOYER","Brian Hoyer","QB","CLE",25,35,29,20,204,1,0,69,7,1,3,3,0,NA,NA,NA,NA,NA,0,14
"TOMBRADY","Tom Brady","QB","NE",25,35,37,22,254,1,1,59.5,6.9,1,2,2,0,NA,NA,NA,NA,NA,0,14
"LESEANMCCOY","LeSean McCoy","RB","PHI",6,35,NA,NA,NA,NA,NA,NA,NA,18,72,4,1,3,15,5,0,NA,0,14
"FRANKGORE","Frank Gore","RB","SF",6,35,NA,NA,NA,NA,NA,NA,NA,17,82,4.8,1,0,0,0,0,NA,0,14
"MATTFORTE","Matt Forte","RB","CHI",6,35,NA,NA,NA,NA,NA,NA,NA,15,63,4.2,0,6,80,13.3,0,NA,0,14
"RANDALLCOBB","Randall Cobb","WR","GB",5,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,81,13.5,1,NA,0,14
"DEMARYIUSTHOMAS","Demaryius Thomas","WR","DEN",5,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,81,13.5,1,NA,0,14
"DEZBRYANT","Dez Bryant","WR","DAL",5,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,80,16,1,NA,0,14
"BRANDONMARSHALL","Brandon Marshall","WR","CHI",5,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,88,12.6,1,NA,0,14
"CALVINJOHNSON","Calvin Johnson","WR","DET",5,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,81,16.2,1,NA,0,14
"JIMMYGRAHAM","Jimmy Graham","TE","NO",2,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,83,13.8,1,NA,0,14
"JAMAALCHARLES","Jamaal Charles","RB","KC",9,46,NA,NA,NA,NA,NA,NA,NA,15,55,3.7,0,4,29,7.2,1,NA,0,13
"EDDIELACY","Eddie Lacy","RB","GB",9,46,NA,NA,NA,NA,NA,NA,NA,18,75,4.2,1,1,3,3,0,NA,0,13
"VICTORCRUZ","Victor Cruz","WR","NYG",10,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,79,13.2,1,NA,0,13
"KELVINBENJAMIN","Kelvin Benjamin","WR","CAR",10,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,77,11,1,NA,0,13
"STEVESMITH","Steve Smith","WR","BAL",10,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,79,13.2,1,NA,0,13
"JEREMYMACLIN","Jeremy Maclin","WR","PHI",10,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,72,14.4,1,NA,0,13
"REGGIEWAYNE","Reggie Wayne","WR","IND",10,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,70,11.7,1,NA,0,13
"GENOSMITH","Geno Smith","QB","NYJ",27,53,36,24,233,1,1,66.7,6.5,3,13,4.3,0,NA,NA,NA,NA,NA,1,12
"JAKELOCKER","Jake Locker","QB","TEN",27,53,28,15,175,1,1,53.6,6.2,4,17,4.2,0,NA,NA,NA,NA,NA,0,12
"ZACSTACY","Zac Stacy","RB","STL",11,53,NA,NA,NA,NA,NA,NA,NA,16,83,5.2,1,1,7,7,0,NA,1,12
"LARRYDONNELL","Larry Donnell","TE","NYG",3,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,68,13.6,1,NA,0,12
"CHRISTIANPONDER","Christian Ponder","QB","MIN",29,57,34,20,159,1,2,58.8,4.7,4,30,7.5,0,NA,NA,NA,NA,NA,0,11
"BISHOPSANKEY","Bishop Sankey","RB","TEN",12,57,NA,NA,NA,NA,NA,NA,NA,14,59,4.2,1,1,6,6,0,NA,0,11
"REGGIEBUSH","Reggie Bush","RB","DET",12,57,NA,NA,NA,NA,NA,NA,NA,18,92,5.1,0,4,21,5.2,0,NA,0,11
"ANDREELLINGTON","Andre Ellington","RB","ARI",12,57,NA,NA,NA,NA,NA,NA,NA,17,80,4.7,0,4,31,7.8,0,NA,0,11
"MATTASIATA","Matt Asiata","RB","MIN",12,57,NA,NA,NA,NA,NA,NA,NA,16,49,3.1,1,4,15,3.8,0,NA,0,11
"ALSHONJEFFERY","Alshon Jeffery","WR","CHI",15,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,110,15.7,0,NA,0,11
"EMMANUELSANDERS","Emmanuel Sanders","WR","DEN",15,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,111,18.5,0,NA,0,11
