"name","name_cbs","pos","team_cbs","positionRank_cbs","overallRank_cbs","passAtt_cbs","passComp_cbs","passYds_cbs","passTds_cbs","passInt_cbs","passCompPct_cbs","passYdsPerAtt_cbs","rushAtt_cbs","rushYds_cbs","rushYdsPerAtt_cbs","rushTds_cbs","rec_cbs","recYds_cbs","recYdsPerRec_cbs","recTds_cbs","twoPts_cbs","fumbles_cbs","pts_cbs"
"ANDREWLUCK","Andrew Luck","QB","IND",1,1,33,24,326,2,1,72.7,9.9,4,14,3.5,1,NA,NA,NA,NA,NA,0,30
"TOMBRADY","Tom Brady","QB","NE",2,2,26,19,225,3,0,73.1,8.7,2,0,0,0,NA,NA,NA,NA,NA,0,27
"JAMAALCHARLES","Jamaal Charles","RB","KC",1,3,NA,NA,NA,NA,NA,NA,NA,23,123,5.3,1,3,21,7,1,NA,0,26
"PEYTONMANNING","Peyton Manning","QB","DEN",3,4,32,21,244,3,1,65.6,7.6,0,0,0,0,NA,NA,NA,NA,NA,0,25
"MATTHEWSTAFFORD","Matthew Stafford","QB","DET",3,4,34,25,237,3,1,73.5,7,1,0,0,0,NA,NA,NA,NA,NA,0,25
"RUSSELLWILSON","Russell Wilson","QB","SEA",3,4,19,12,124,2,0,63.2,6.5,7,34,4.9,1,NA,NA,NA,NA,NA,0,25
"AARONRODGERS","Aaron Rodgers","QB","GB",3,4,31,24,301,2,0,77.4,9.7,4,12,3,0,NA,NA,NA,NA,NA,0,25
"MATTRYAN","Matt Ryan","QB","ATL",7,8,34,26,254,2,0,76.5,7.5,3,11,3.7,0,NA,NA,NA,NA,NA,0,23
"BENROETHLISBERGER","Ben Roethlisberger","QB","PIT",7,8,38,26,337,2,1,68.4,8.9,1,0,0,0,NA,NA,NA,NA,NA,0,23
"DREWBREES","Drew Brees","QB","NO",7,8,36,24,281,2,0,66.7,7.8,1,0,0,0,NA,NA,NA,NA,NA,0,23
"TONYROMO","Tony Romo","QB","DAL",10,11,35,21,171,3,1,60,4.9,0,0,0,0,NA,NA,NA,NA,NA,0,22
"LEVEONBELL","Le'Veon Bell","RB","PIT",2,11,NA,NA,NA,NA,NA,NA,NA,23,125,5.4,1,4,48,12,0,NA,0,22
"CALVINJOHNSON","Calvin Johnson","WR","DET",1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,103,14.7,2,NA,0,22
"JAYCUTLER","Jay Cutler","QB","CHI",11,14,38,26,288,2,0,68.4,7.6,3,8,2.7,0,NA,NA,NA,NA,NA,1,21
"ELIMANNING","Eli Manning","QB","NYG",11,14,30,22,230,2,0,73.3,7.7,1,1,1,0,NA,NA,NA,NA,NA,0,21
"PHILIPRIVERS","Philip Rivers","QB","SD",13,16,35,29,261,2,1,82.9,7.5,0,0,0,0,NA,NA,NA,NA,NA,0,20
"JOHNNYMANZIEL","Johnny Manziel","QB","CLE",14,17,31,23,251,1,1,74.2,8.1,7,51,7.3,0,NA,NA,NA,NA,NA,0,19
"DEREKANDERSON","Derek Anderson","QB","CAR",14,17,25,16,182,2,0,64,7.3,3,1,0.3,0,NA,NA,NA,NA,NA,0,19
"DEMARCOMURRAY","DeMarco Murray","RB","DAL",3,17,NA,NA,NA,NA,NA,NA,NA,23,115,5,1,3,21,7,0,NA,0,19
"MATTFORTE","Matt Forte","RB","CHI",3,17,NA,NA,NA,NA,NA,NA,NA,24,105,4.4,1,5,37,7.4,0,NA,0,19
"KYLEORTON","Kyle Orton","QB","BUF",16,21,42,27,254,2,2,64.3,6,1,1,1,0,NA,NA,NA,NA,NA,0,18
"ALEXSMITH","Alex Smith","QB","KC",16,21,25,18,167,2,0,72,6.7,3,9,3,0,NA,NA,NA,NA,NA,0,18
"MARKSANCHEZ","Mark Sanchez","QB","PHI",18,23,27,16,191,2,1,59.3,7.1,1,5,5,0,NA,NA,NA,NA,NA,0,17
"ANDYDALTON","Andy Dalton","QB","CIN",18,23,31,19,152,2,1,61.3,4.9,4,12,3,0,NA,NA,NA,NA,NA,0,17
"RYANTANNEHILL","Ryan Tannehill","QB","MIA",18,23,29,16,204,1,3,55.2,7,5,32,6.4,1,NA,NA,NA,NA,NA,0,17
"ARIANFOSTER","Arian Foster","RB","HOU",5,23,NA,NA,NA,NA,NA,NA,NA,22,104,4.7,1,2,15,7.5,0,NA,0,17
"MARSHAWNLYNCH","Marshawn Lynch","RB","SEA",5,23,NA,NA,NA,NA,NA,NA,NA,25,103,4.1,1,3,17,5.7,0,NA,0,17
