"name","name_cbs","pos","team_cbs","positionRank_cbs","overallRank_cbs","passAtt_cbs","passComp_cbs","passYds_cbs","passTds_cbs","passInt_cbs","passCompPct_cbs","passYdsPerAtt_cbs","rushAtt_cbs","rushYds_cbs","rushYdsPerAtt_cbs","rushTds_cbs","rec_cbs","recYds_cbs","recYdsPerRec_cbs","recTds_cbs","twoPts_cbs","fumbles_cbs","pts_cbs"
"PEYTONMANNING","Peyton Manning","QB","DEN",1,1,37,27,354,3,1,73,9.6,0,0,0,0,NA,NA,NA,NA,NA,0,30
"ANDREWLUCK","Andrew Luck","QB","IND",2,2,39,27,306,3,1,69.2,7.8,2,12,6,0,NA,NA,NA,NA,NA,0,29
"TOMBRADY","Tom Brady","QB","NE",3,3,43,29,323,3,1,67.4,7.5,0,0,0,0,NA,NA,NA,NA,NA,0,28
"RUSSELLWILSON","Russell Wilson","QB","SEA",3,3,20,14,172,2,0,70,8.6,6,43,7.2,1,NA,NA,NA,NA,NA,0,28
"COLINKAEPERNICK","Colin Kaepernick","QB","SF",5,5,27,17,227,3,0,63,8.4,3,9,3,0,NA,NA,NA,NA,NA,0,27
"DREWBREES","Drew Brees","QB","NO",6,6,32,20,282,2,0,62.5,8.8,1,0,0,0,NA,NA,NA,NA,NA,0,23
"CARSONPALMER","Carson Palmer","QB","ARI",7,7,28,20,250,2,0,71.4,8.9,1,0,0,0,NA,NA,NA,NA,NA,0,22
"BENROETHLISBERGER","Ben Roethlisberger","QB","PIT",7,7,39,26,301,2,1,66.7,7.7,2,7,3.5,0,NA,NA,NA,NA,NA,0,22
"NICKFOLES","Nick Foles","QB","PHI",7,7,41,30,301,2,1,73.2,7.3,2,5,2.5,0,NA,NA,NA,NA,NA,0,22
"PHILIPRIVERS","Philip Rivers","QB","SD",7,7,35,25,261,2,0,71.4,7.5,1,0,0,0,NA,NA,NA,NA,NA,0,22
"JAMAALCHARLES","Jamaal Charles","RB","KC",1,7,NA,NA,NA,NA,NA,NA,NA,17,84,4.9,1,4,23,5.8,1,NA,0,22
"ELIMANNING","Eli Manning","QB","NYG",11,12,36,24,251,2,1,66.7,7,1,0,0,0,NA,NA,NA,NA,NA,0,20
"RYANTANNEHILL","Ryan Tannehill","QB","MIA",11,12,26,16,198,1,1,61.5,7.6,5,33,6.6,1,NA,NA,NA,NA,NA,0,20
"ANDYDALTON","Andy Dalton","QB","CIN",11,12,30,21,211,2,0,70,7,2,6,3,0,NA,NA,NA,NA,NA,0,20
"BRANDONWEEDEN","Brandon Weeden","QB","DAL",14,15,31,23,227,2,1,74.2,7.3,0,0,0,0,NA,NA,NA,NA,NA,0,19
"CAMNEWTON","Cam Newton","QB","CAR",15,16,35,22,253,1,1,62.9,7.2,9,41,4.6,0,NA,NA,NA,NA,NA,0,18
"JOEFLACCO","Joe Flacco","QB","BAL",16,17,30,23,288,1,0,76.7,9.6,1,1,1,0,NA,NA,NA,NA,NA,0,17
"ROBERTGRIFFIN","Robert Griffin III","QB","WAS",16,17,34,23,287,1,0,67.6,8.4,3,8,2.7,0,NA,NA,NA,NA,NA,0,17
"ALEXSMITH","Alex Smith","QB","KC",16,17,27,17,161,2,1,63,6,4,18,4.5,0,NA,NA,NA,NA,NA,0,17
"ARIANFOSTER","Arian Foster","RB","HOU",2,20,NA,NA,NA,NA,NA,NA,NA,22,84,3.8,1,4,29,7.2,0,NA,0,16
"DEMARCOMURRAY","DeMarco Murray","RB","DAL",2,20,NA,NA,NA,NA,NA,NA,NA,23,97,4.2,1,3,15,5,0,NA,0,16
"RYANFITZPATRICK","Ryan Fitzpatrick","QB","HOU",19,22,37,21,254,1,1,56.8,6.9,3,10,3.3,0,NA,NA,NA,NA,NA,0,15
"MIKEGLENNON","Mike Glennon","QB","TB",19,22,30,19,227,1,0,63.3,7.6,2,7,3.5,0,NA,NA,NA,NA,NA,0,15
"BRIANHOYER","Brian Hoyer","QB","CLE",19,22,25,17,236,1,0,68,9.4,2,0,0,0,NA,NA,NA,NA,NA,0,15
"BLAKEBORTLES","Blake Bortles","QB","JAC",19,22,36,23,264,0,1,63.9,7.3,3,12,4,1,NA,NA,NA,NA,NA,0,15
"ANDREELLINGTON","Andre Ellington","RB","ARI",4,22,NA,NA,NA,NA,NA,NA,NA,21,75,3.6,1,4,28,7,0,NA,0,15
"ANTONIOBROWN","Antonio Brown","WR","PIT",1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,98,16.3,1,NA,0,15
"DEMARYIUSTHOMAS","Demaryius Thomas","WR","DEN",1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,98,16.3,1,NA,0,15
"ROBGRONKOWSKI","Rob Gronkowski","TE","NE",1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,92,11.5,1,NA,0,15
"MICHAELVICK","Michael Vick","QB","NYJ",23,30,39,24,256,0,1,61.5,6.6,7,45,6.4,1,NA,NA,NA,NA,NA,2,14
"MARSHAWNLYNCH","Marshawn Lynch","RB","SEA",5,30,NA,NA,NA,NA,NA,NA,NA,16,76,4.8,1,2,15,7.5,0,NA,0,14
"AJGREEN","A.J. Green","WR","CIN",3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,88,14.7,1,NA,0,14
"TYHILTON","T.Y. Hilton","WR","IND",3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,87,12.4,1,NA,0,14
"JEREMYMACLIN","Jeremy Maclin","WR","PHI",3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,88,14.7,1,NA,0,14
"JULIUSTHOMAS","Julius Thomas","TE","DEN",2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,80,11.4,1,NA,0,14
"TEDDYBRIDGEWATER","Teddy Bridgewater","QB","MIN",24,36,31,20,200,1,1,64.5,6.5,4,18,4.5,0,NA,NA,NA,NA,NA,0,13
"DEREKCARR","Derek Carr","QB","OAK",24,36,38,21,202,1,1,55.3,5.3,3,13,4.3,0,NA,NA,NA,NA,NA,0,13
"RONNIEHILLMAN","Ronnie Hillman","RB","DEN",6,36,NA,NA,NA,NA,NA,NA,NA,21,127,6,0,2,11,5.5,0,NA,0,13
