"name","name_cbs","pos","team_cbs","positionRank_cbs","overallRank_cbs","passAtt_cbs","passComp_cbs","passYds_cbs","passTds_cbs","passInt_cbs","passCompPct_cbs","passYdsPerAtt_cbs","rushAtt_cbs","rushYds_cbs","rushYdsPerAtt_cbs","rushTds_cbs","rec_cbs","recYds_cbs","recYdsPerRec_cbs","recTds_cbs","twoPts_cbs","fumbles_cbs","pts_cbs"
"AARONRODGERS","Aaron Rodgers","QB","GB",1,1,30,21,221,3,0,70,7.4,4,16,4,0,NA,NA,NA,NA,NA,0,27
"DREWBREES","Drew Brees","QB","NO",2,2,38,31,351,2,0,81.6,9.2,1,0,0,0,NA,NA,NA,NA,NA,0,26
"JAYCUTLER","Jay Cutler","QB","CHI",3,3,39,28,298,3,1,71.8,7.6,2,5,2.5,0,NA,NA,NA,NA,NA,1,25
"MATTRYAN","Matt Ryan","QB","ATL",4,4,34,25,298,2,0,73.5,8.8,4,12,3,0,NA,NA,NA,NA,NA,0,24
"ANDREWLUCK","Andrew Luck","QB","IND",4,4,30,24,281,1,0,80,9.4,4,17,4.2,1,NA,NA,NA,NA,NA,0,24
"MATTHEWSTAFFORD","Matthew Stafford","QB","DET",6,6,39,29,343,2,0,74.4,8.8,2,6,3,0,NA,NA,NA,NA,NA,1,23
"BENROETHLISBERGER","Ben Roethlisberger","QB","PIT",7,7,25,17,156,3,1,68,6.2,2,3,1.5,0,NA,NA,NA,NA,NA,0,22
"COLINKAEPERNICK","Colin Kaepernick","QB","SF",8,8,28,20,210,2,0,71.4,7.5,4,15,3.8,0,NA,NA,NA,NA,NA,0,21
"NICKFOLES","Nick Foles","QB","PHI",8,8,46,32,323,2,1,69.6,7,3,12,4,0,NA,NA,NA,NA,NA,1,21
"PHILIPRIVERS","Philip Rivers","QB","SD",8,8,28,19,230,2,0,67.9,8.2,3,0,0,0,NA,NA,NA,NA,NA,0,21
"TONYROMO","Tony Romo","QB","DAL",8,8,39,28,280,2,1,71.8,7.2,1,0,0,0,NA,NA,NA,NA,NA,0,21
"KIRKCOUSINS","Kirk Cousins","QB","WAS",8,8,34,23,294,2,1,67.6,8.6,1,0,0,0,NA,NA,NA,NA,NA,0,21
"CALVINJOHNSON","Calvin Johnson","WR","DET",1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,91,15.2,2,NA,0,21
