"name","pos","name_fftoday","team_fftoday","positionRank_fftoday","overallRank_fftoday","pts_fftoday","passAtt_fftoday","passComp_fftoday","passYds_fftoday","passTds_fftoday","passInt_fftoday","rushAtt_fftoday","rushYds_fftoday","rushTds_fftoday","rec_fftoday","recYds_fftoday","recTds_fftoday","returnTds_fftoday","twoPts_fftoday","fumbles_fftoday"
"ANDREWLUCK","QB","Andrew Luck","IND",1,1,29.3,41,26,315,3,0,4,15,0,NA,NA,NA,NA,NA,NA
"AARONRODGERS","QB","Aaron Rodgers","GB",2,2,28,36,24,290,3,0,3,15,0,NA,NA,NA,NA,NA,NA
"PEYTONMANNING","QB","Peyton Manning","DEN",3,3,26.3,34,24,285,3,0,0,0,0,NA,NA,NA,NA,NA,NA
"PHILIPRIVERS","QB","Philip Rivers","SD",4,4,25.5,42,26,270,3,0,0,0,0,NA,NA,NA,NA,NA,NA
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",5,5,24.5,31,18,230,1,0,5,30,1,NA,NA,NA,NA,NA,NA
"TOMBRADY","QB","Tom Brady","NE",6,6,24,45,27,320,2,0,0,0,0,NA,NA,NA,NA,NA,NA
"DREWBREES","QB","Drew Brees","NO",7,7,23.8,41,27,315,2,0,0,0,0,NA,NA,NA,NA,NA,NA
"ROBERTGRIFFIN","QB","Robert Griffin III","WAS",8,8,23.5,39,25,270,2,0,4,20,0,NA,NA,NA,NA,NA,NA
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",9,9,22.5,41,25,290,2,0,0,0,0,NA,NA,NA,NA,NA,NA
"MATTRYAN","QB","Matt Ryan","ATL",9,9,22.5,38,26,290,2,0,0,0,0,NA,NA,NA,NA,NA,NA
"MARKSANCHEZ","QB","Mark Sanchez","PHI",11,11,22.3,37,24,275,2,1,4,5,0,NA,NA,NA,NA,NA,NA
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",11,11,22.3,38,24,285,2,1,0,0,0,NA,NA,NA,NA,NA,NA
"JAYCUTLER","QB","Jay Cutler","CHI",13,13,22,37,24,260,2,1,3,10,0,NA,NA,NA,NA,NA,NA
"JOSHMCCOWN","QB","Josh McCown","TB",14,14,21.8,34,21,265,2,1,1,5,0,NA,NA,NA,NA,NA,NA
"CAMNEWTON","QB","Cam Newton","CAR",15,15,20.5,31,20,230,2,1,2,10,0,NA,NA,NA,NA,NA,NA
"DEREKCARR","QB","Derek Carr","OAK",16,16,20.3,31,19,235,2,1,1,5,0,NA,NA,NA,NA,NA,NA
"KYLEORTON","QB","Kyle Orton","BUF",16,16,20.3,32,20,245,2,1,0,0,0,NA,NA,NA,NA,NA,NA
"ELIMANNING","QB","Eli Manning","NYG",18,18,20,36,21,240,2,1,0,0,0,NA,NA,NA,NA,NA,NA
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",19,19,19.5,33,19,250,1,1,6,30,0,NA,NA,NA,NA,NA,NA
"RUSSELLWILSON","QB","Russell Wilson","SEA",20,20,18.8,26,15,205,1,0,11,45,0,NA,NA,NA,NA,NA,NA
"MATTFORTE","RB","Matt Forte","CHI",1,21,18,NA,NA,NA,NA,NA,18,75,1,6,45,0,NA,NA,NA
"TEDDYBRIDGEWATER","QB","Teddy Bridgewater","MIN",21,22,17.8,37,22,245,1,1,4,15,0,NA,NA,NA,NA,NA,NA
"ALEXSMITH","QB","Alex Smith","KC",22,23,17.5,30,18,210,1,0,7,30,0,NA,NA,NA,NA,NA,NA
"MARSHAWNLYNCH","RB","Marshawn Lynch","SEA",2,23,17.5,NA,NA,NA,NA,NA,24,95,1,3,20,0,NA,NA,NA
"LEVEONBELL","RB","Le'Veon Bell","PIT",3,25,17,NA,NA,NA,NA,NA,17,70,1,6,40,0,NA,NA,NA
"ANTONIOBROWN","WR","Antonio Brown","PIT",1,25,17,NA,NA,NA,NA,NA,NA,NA,NA,9,110,1,NA,NA,NA
