"name","pos","name_fftoday","team_fftoday","positionRank_fftoday","overallRank_fftoday","pts_fftoday","passAtt_fftoday","passComp_fftoday","passYds_fftoday","passTds_fftoday","passInt_fftoday","rushAtt_fftoday","rushYds_fftoday","rushTds_fftoday","rec_fftoday","recYds_fftoday","recTds_fftoday","returnTds_fftoday","twoPts_fftoday","fumbles_fftoday"
"ARIANFOSTER","RB","Arian Foster","HOU",3,28,18,NA,NA,NA,NA,NA,25,100,1,3,20,0,NA,NA,NA
"JAMAALCHARLES","RB","Jamaal Charles","KC",4,30,17.5,NA,NA,NA,NA,NA,18,80,1,5,35,0,NA,NA,NA
"MATTFORTE","RB","Matt Forte","CHI",4,30,17.5,NA,NA,NA,NA,NA,17,70,1,6,45,0,NA,NA,NA
"RASHADJENNINGS","RB","Rashad Jennings","NYG",4,30,17.5,NA,NA,NA,NA,NA,21,85,1,4,30,0,NA,NA,NA
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","HOU",27,33,17.3,30,20,235,1,1,2,15,0,NA,NA,NA,NA,NA,NA
"ZACHMETTENBERGER","QB","Zach Mettenberger","TEN",27,33,17.3,38,24,255,1,1,2,5,0,NA,NA,NA,NA,NA,NA
"CJANDERSON","RB","C.J. Anderson","DEN",7,35,17,NA,NA,NA,NA,NA,22,80,1,3,30,0,NA,NA,NA
"ANTONIOBROWN","WR","Antonio Brown","PIT",1,35,17,NA,NA,NA,NA,NA,NA,NA,NA,9,110,1,NA,NA,NA
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",1,35,17,NA,NA,NA,NA,NA,NA,NA,NA,8,110,1,NA,NA,NA
"TEDDYBRIDGEWATER","QB","Teddy Bridgewater","MIN",29,38,16.8,34,20,225,1,1,4,15,0,NA,NA,NA,NA,NA,NA
"ANDREELLINGTON","RB","Andre Ellington","ARI",8,39,16.5,NA,NA,NA,NA,NA,18,70,1,5,35,0,NA,NA,NA
"DEZBRYANT","WR","Dez Bryant","DAL",3,39,16.5,NA,NA,NA,NA,NA,NA,NA,NA,8,105,1,NA,NA,NA
"GENOSMITH","QB","Geno Smith","NYJ",30,41,16.3,29,17,205,1,1,4,20,0,NA,NA,NA,NA,NA,NA
"JUSTINFORSETT","RB","Justin Forsett","BAL",9,42,16,NA,NA,NA,NA,NA,19,80,1,3,20,0,NA,NA,NA
"MARSHAWNLYNCH","RB","Marshawn Lynch","SEA",9,42,16,NA,NA,NA,NA,NA,20,80,1,3,20,0,NA,NA,NA
"CALVINJOHNSON","WR","Calvin Johnson","DET",4,42,16,NA,NA,NA,NA,NA,NA,NA,NA,7,100,1,NA,NA,NA
"EMMANUELSANDERS","WR","Emmanuel Sanders","DEN",4,42,16,NA,NA,NA,NA,NA,NA,NA,NA,7,100,1,NA,NA,NA
"DEREKCARR","QB","Derek Carr","OAK",31,46,15.8,29,18,225,1,2,1,5,0,NA,NA,NA,NA,NA,NA
"AJGREEN","WR","A.J. Green","CIN",6,47,15.5,NA,NA,NA,NA,NA,NA,NA,NA,7,95,1,NA,NA,NA
"TYHILTON","WR","T.Y. Hilton","IND",6,47,15.5,NA,NA,NA,NA,NA,NA,NA,NA,7,95,1,NA,NA,NA
"JORDYNELSON","WR","Jordy Nelson","GB",6,47,15.5,NA,NA,NA,NA,NA,NA,NA,NA,7,95,1,NA,NA,NA
"TREMASON","RB","Tre Mason","STL",11,50,15,NA,NA,NA,NA,NA,20,80,1,1,10,0,NA,NA,NA
"LAMARMILLER","RB","Lamar Miller","MIA",11,50,15,NA,NA,NA,NA,NA,18,70,1,3,20,0,NA,NA,NA
"ODELLBECKHAM","WR","Odell Beckham Jr.","NYG",9,50,15,NA,NA,NA,NA,NA,NA,NA,NA,6,90,1,NA,NA,NA
"JOSHGORDON","WR","Josh Gordon","CLE",9,50,15,NA,NA,NA,NA,NA,NA,NA,NA,7,90,1,NA,NA,NA
"JULIOJONES","WR","Julio Jones","ATL",9,50,15,NA,NA,NA,NA,NA,NA,NA,NA,7,90,1,NA,NA,NA
"JOIQUEBELL","RB","Joique Bell","DET",13,55,14.5,NA,NA,NA,NA,NA,16,65,1,3,20,0,NA,NA,NA
"ISAIAHCROWELL","RB","Isaiah Crowell","CLE",13,55,14.5,NA,NA,NA,NA,NA,16,70,1,2,15,0,NA,NA,NA
"LESEANMCCOY","RB","LeSean McCoy","PHI",13,55,14.5,NA,NA,NA,NA,NA,16,70,1,2,15,0,NA,NA,NA
"ALFREDMORRIS","RB","Alfred Morris","WAS",13,55,14.5,NA,NA,NA,NA,NA,19,75,1,1,10,0,NA,NA,NA
"KELVINBENJAMIN","WR","Kelvin Benjamin","CAR",12,55,14.5,NA,NA,NA,NA,NA,NA,NA,NA,6,85,1,NA,NA,NA
"MIKEEVANS","WR","Mike Evans","TB",12,55,14.5,NA,NA,NA,NA,NA,NA,NA,NA,7,85,1,NA,NA,NA
"RANDALLCOBB","WR","Randall Cobb","GB",14,61,14,NA,NA,NA,NA,NA,NA,NA,NA,7,80,1,NA,NA,NA
"DEANDREHOPKINS","WR","DeAndre Hopkins","HOU",14,61,14,NA,NA,NA,NA,NA,NA,NA,NA,6,80,1,NA,NA,NA
"JEREMYMACLIN","WR","Jeremy Maclin","PHI",14,61,14,NA,NA,NA,NA,NA,NA,NA,NA,6,80,1,NA,NA,NA
"BRANDONMARSHALL","WR","Brandon Marshall","CHI",14,61,14,NA,NA,NA,NA,NA,NA,NA,NA,6,80,1,NA,NA,NA
"KENNYSTILLS","WR","Kenny Stills","NO",14,61,14,NA,NA,NA,NA,NA,NA,NA,NA,6,80,1,NA,NA,NA
"DANHERRON","RB","Dan Herron","IND",17,66,13.5,NA,NA,NA,NA,NA,14,50,1,4,25,0,NA,NA,NA
"KEENANALLEN","WR","Keenan Allen","SD",19,66,13.5,NA,NA,NA,NA,NA,NA,NA,NA,6,75,1,NA,NA,NA
"ANQUANBOLDIN","WR","Anquan Boldin","SF",19,66,13.5,NA,NA,NA,NA,NA,NA,NA,NA,6,75,1,NA,NA,NA
"VINCENTJACKSON","WR","Vincent Jackson","TB",19,66,13.5,NA,NA,NA,NA,NA,NA,NA,NA,6,75,1,NA,NA,NA
"BRANDONLAFELL","WR","Brandon LaFell","NE",19,66,13.5,NA,NA,NA,NA,NA,NA,NA,NA,5,75,1,NA,NA,NA
"JORDANMATTHEWS","WR","Jordan Matthews","PHI",19,66,13.5,NA,NA,NA,NA,NA,NA,NA,NA,6,75,1,NA,NA,NA
"SAMMYWATKINS","WR","Sammy Watkins","BUF",19,66,13.5,NA,NA,NA,NA,NA,NA,NA,NA,6,75,1,NA,NA,NA
"ROBGRONKOWSKI","TE","Rob Gronkowski","NE",1,66,13.5,NA,NA,NA,NA,NA,NA,NA,NA,8,75,1,NA,NA,NA
"JEREMYHILL","RB","Jeremy Hill","CIN",18,74,13,NA,NA,NA,NA,NA,15,60,1,2,10,0,NA,NA,NA
"DWAYNEBOWE","WR","Dwayne Bowe","KC",25,74,13,NA,NA,NA,NA,NA,NA,NA,NA,5,70,1,NA,NA,NA
"ALSHONJEFFERY","WR","Alshon Jeffery","CHI",25,74,13,NA,NA,NA,NA,NA,NA,NA,NA,6,70,1,NA,NA,NA
"JARVISLANDRY","WR","Jarvis Landry","MIA",25,74,13,NA,NA,NA,NA,NA,NA,NA,NA,6,70,1,NA,NA,NA
"STEVESMITH","WR","Steve Smith","BAL",25,74,13,NA,NA,NA,NA,NA,NA,NA,NA,5,70,1,NA,NA,NA
"GOLDENTATE","WR","Golden Tate","DET",25,74,13,NA,NA,NA,NA,NA,NA,NA,NA,5,70,1,NA,NA,NA
"MIKEWALLACE","WR","Mike Wallace","MIA",25,74,13,NA,NA,NA,NA,NA,NA,NA,NA,6,70,1,NA,NA,NA
"JIMMYGRAHAM","TE","Jimmy Graham","NO",2,74,13,NA,NA,NA,NA,NA,NA,NA,NA,6,70,1,NA,NA,NA
"MATTASIATA","RB","Matt Asiata","MIN",19,82,12.5,NA,NA,NA,NA,NA,14,50,1,2,15,0,NA,NA,NA
"JOHNBROWN","WR","John Brown","ARI",31,82,12.5,NA,NA,NA,NA,NA,NA,NA,NA,5,65,1,NA,NA,NA
"ERICDECKER","WR","Eric Decker","NYJ",31,82,12.5,NA,NA,NA,NA,NA,NA,NA,NA,4,65,1,NA,NA,NA
"PIERREGARCON","WR","Pierre Garcon","WAS",31,82,12.5,NA,NA,NA,NA,NA,NA,NA,NA,5,65,1,NA,NA,NA
"MOHAMEDSANU","WR","Mohamed Sanu","CIN",31,82,12.5,NA,NA,NA,NA,NA,NA,NA,NA,5,65,1,NA,NA,NA
"TORREYSMITH","WR","Torrey Smith","BAL",31,82,12.5,NA,NA,NA,NA,NA,NA,NA,NA,5,65,1,NA,NA,NA
"GREGOLSEN","TE","Greg Olsen","CAR",3,82,12.5,NA,NA,NA,NA,NA,NA,NA,NA,6,65,1,NA,NA,NA
"KENNYBRITT","WR","Kenny Britt","STL",36,89,12,NA,NA,NA,NA,NA,NA,NA,NA,4,60,1,NA,NA,NA
"MARTAVISBRYANT","WR","Martavis Bryant","PIT",36,89,12,NA,NA,NA,NA,NA,NA,NA,NA,5,60,1,NA,NA,NA
"TRAVISKELCE","TE","Travis Kelce","KC",4,89,12,NA,NA,NA,NA,NA,NA,NA,NA,6,60,1,NA,NA,NA
"DELANIEWALKER","TE","Delanie Walker","TEN",4,89,12,NA,NA,NA,NA,NA,NA,NA,NA,5,60,1,NA,NA,NA
"CHARLESJOHNSON","WR","Charles Johnson","MIN",38,93,11.5,NA,NA,NA,NA,NA,NA,NA,NA,4,55,1,NA,NA,NA
"JAMESJONES","WR","James Jones","OAK",38,93,11.5,NA,NA,NA,NA,NA,NA,NA,NA,4,55,1,NA,NA,NA
"JASONWITTEN","TE","Jason Witten","DAL",6,93,11.5,NA,NA,NA,NA,NA,NA,NA,NA,5,55,1,NA,NA,NA
"COBYFLEENER","TE","Coby Fleener","IND",7,96,11,NA,NA,NA,NA,NA,NA,NA,NA,5,50,1,NA,NA,NA
"EDDIELACY","RB","Eddie Lacy","GB",20,97,10.5,NA,NA,NA,NA,NA,20,80,0,4,25,0,NA,NA,NA
"JAREDCOOK","TE","Jared Cook","STL",8,97,10.5,NA,NA,NA,NA,NA,NA,NA,NA,5,45,1,NA,NA,NA
"LARRYDONNELL","TE","Larry Donnell","NYG",9,99,10,NA,NA,NA,NA,NA,NA,NA,NA,4,40,1,NA,NA,NA
"LEGARRETTEBLOUNT","RB","LeGarrette Blount","NE",21,100,9.5,NA,NA,NA,NA,NA,9,35,1,0,0,0,NA,NA,NA
"MARKINGRAM","RB","Mark Ingram","NO",22,101,8.5,NA,NA,NA,NA,NA,18,70,0,2,15,0,NA,NA,NA
"FREDJACKSON","RB","Fred Jackson","BUF",22,101,8.5,NA,NA,NA,NA,NA,14,60,0,4,25,0,NA,NA,NA
"DENARDROBINSON","RB","Denard Robinson","JAC",22,101,8.5,NA,NA,NA,NA,NA,18,75,0,1,10,0,NA,NA,NA
"SHANEVEREEN","RB","Shane Vereen","NE",22,101,8.5,NA,NA,NA,NA,NA,11,45,0,6,40,0,NA,NA,NA
"JULIANEDELMAN","WR","Julian Edelman","NE",40,105,7.5,NA,NA,NA,NA,NA,NA,NA,NA,7,75,0,NA,NA,NA
"CECILSHORTS","WR","Cecil Shorts","JAC",40,105,7.5,NA,NA,NA,NA,NA,NA,NA,NA,6,75,0,NA,NA,NA
"GIOVANIBERNARD","RB","Giovani Bernard","CIN",26,107,7,NA,NA,NA,NA,NA,11,45,0,4,25,0,NA,NA,NA
"FRANKGORE","RB","Frank Gore","SF",26,107,7,NA,NA,NA,NA,NA,14,60,0,1,10,0,NA,NA,NA
"RYANMATHEWS","RB","Ryan Mathews","SD",26,107,7,NA,NA,NA,NA,NA,15,60,0,1,10,0,NA,NA,NA
"BISHOPSANKEY","RB","Bishop Sankey","TEN",26,107,7,NA,NA,NA,NA,NA,13,55,0,2,15,0,NA,NA,NA
"ANDREJOHNSON","WR","Andre Johnson","HOU",42,107,7,NA,NA,NA,NA,NA,NA,NA,NA,5,70,0,NA,NA,NA
"RUEBENRANDLE","WR","Rueben Randle","NYG",42,107,7,NA,NA,NA,NA,NA,NA,NA,NA,5,70,0,NA,NA,NA
"STEVENJACKSON","RB","Steven Jackson","ATL",30,113,6.5,NA,NA,NA,NA,NA,13,50,0,3,15,0,NA,NA,NA
"MARQUESCOLSTON","WR","Marques Colston","NO",44,113,6.5,NA,NA,NA,NA,NA,NA,NA,NA,5,65,0,NA,NA,NA
"PERCYHARVIN","WR","Percy Harvin","NYJ",44,113,6.5,NA,NA,NA,NA,NA,NA,NA,NA,7,65,0,NA,NA,NA
"CHRISIVORY","RB","Chris Ivory","NYJ",31,116,6,NA,NA,NA,NA,NA,13,55,0,1,5,0,NA,NA,NA
"DEANGELOWILLIAMS","RB","DeAngelo Williams","CAR",31,116,6,NA,NA,NA,NA,NA,13,45,0,2,15,0,NA,NA,NA
"MICHAELFLOYD","WR","Michael Floyd","ARI",46,116,6,NA,NA,NA,NA,NA,NA,NA,NA,4,60,0,NA,NA,NA
"JUSTINHUNTER","WR","Justin Hunter","TEN",46,116,6,NA,NA,NA,NA,NA,NA,NA,NA,5,60,0,NA,NA,NA
"ALLENHURNS","WR","Allen Hurns","JAC",46,116,6,NA,NA,NA,NA,NA,NA,NA,NA,5,60,0,NA,NA,NA
"REGGIEWAYNE","WR","Reggie Wayne","IND",46,116,6,NA,NA,NA,NA,NA,NA,NA,NA,5,60,0,NA,NA,NA
"JONATHANSTEWART","RB","Jonathan Stewart","CAR",33,122,5.5,NA,NA,NA,NA,NA,9,35,0,3,20,0,NA,NA,NA
"DOUGBALDWIN","WR","Doug Baldwin","SEA",50,122,5.5,NA,NA,NA,NA,NA,NA,NA,NA,4,55,0,NA,NA,NA
"MICHAELCRABTREE","WR","Michael Crabtree","SF",50,122,5.5,NA,NA,NA,NA,NA,NA,NA,NA,4,55,0,NA,NA,NA
"HARRYDOUGLAS","WR","Harry Douglas","ATL",50,122,5.5,NA,NA,NA,NA,NA,NA,NA,NA,4,55,0,NA,NA,NA
"ANDREWHAWKINS","WR","Andrew Hawkins","CLE",50,122,5.5,NA,NA,NA,NA,NA,NA,NA,NA,5,55,0,NA,NA,NA
"CHRISJOHNSON","RB","Chris Johnson","NYJ",34,127,5,NA,NA,NA,NA,NA,9,35,0,2,15,0,NA,NA,NA
"DARRENMCFADDEN","RB","Darren McFadden","OAK",34,127,5,NA,NA,NA,NA,NA,9,35,0,2,15,0,NA,NA,NA
"DARRENSPROLES","RB","Darren Sproles","PHI",34,127,5,NA,NA,NA,NA,NA,5,20,0,5,30,0,NA,NA,NA
"PIERRETHOMAS","RB","Pierre Thomas","NO",34,127,5,NA,NA,NA,NA,NA,5,20,0,4,30,0,NA,NA,NA
"MALCOMFLOYD","WR","Malcom Floyd","SD",54,127,5,NA,NA,NA,NA,NA,NA,NA,NA,3,50,0,NA,NA,NA
"DESEANJACKSON","WR","DeSean Jackson","WAS",54,127,5,NA,NA,NA,NA,NA,NA,NA,NA,3,50,0,NA,NA,NA
"GREGJENNINGS","WR","Greg Jennings","MIN",54,127,5,NA,NA,NA,NA,NA,NA,NA,NA,4,50,0,NA,NA,NA
"ROBERTWOODS","WR","Robert Woods","BUF",54,127,5,NA,NA,NA,NA,NA,NA,NA,NA,4,50,0,NA,NA,NA
"MARTELLUSBENNETT","TE","Martellus Bennett","CHI",10,127,5,NA,NA,NA,NA,NA,NA,NA,NA,5,50,0,NA,NA,NA
"ROYHELU","RB","Roy Helu","WAS",38,136,4.5,NA,NA,NA,NA,NA,3,10,0,6,35,0,NA,NA,NA
"DOUGMARTIN","RB","Doug Martin","TB",38,136,4.5,NA,NA,NA,NA,NA,11,40,0,1,5,0,NA,NA,NA
"TRENTRICHARDSON","RB","Trent Richardson","IND",38,136,4.5,NA,NA,NA,NA,NA,10,35,0,1,10,0,NA,NA,NA
"TERRANCEWEST","RB","Terrance West","CLE",38,136,4.5,NA,NA,NA,NA,NA,10,40,0,1,5,0,NA,NA,NA
"ANDREHOLMES","WR","Andre Holmes","OAK",58,136,4.5,NA,NA,NA,NA,NA,NA,NA,NA,4,45,0,NA,NA,NA
"TERRANCEWILLIAMS","WR","Terrance Williams","DAL",58,136,4.5,NA,NA,NA,NA,NA,NA,NA,NA,3,45,0,NA,NA,NA
"ANTONIOGATES","TE","Antonio Gates","SD",11,136,4.5,NA,NA,NA,NA,NA,NA,NA,NA,4,45,0,NA,NA,NA
"KYLERUDOLPH","TE","Kyle Rudolph","MIN",11,136,4.5,NA,NA,NA,NA,NA,NA,NA,NA,4,45,0,NA,NA,NA
"TOBYGERHART","RB","Toby Gerhart","JAC",42,144,4,NA,NA,NA,NA,NA,6,20,0,3,20,0,NA,NA,NA
"BRANDENOLIVER","RB","Branden Oliver","SD",42,144,4,NA,NA,NA,NA,NA,7,25,0,2,15,0,NA,NA,NA
"CHARLESSIMS","RB","Charles Sims","TB",42,144,4,NA,NA,NA,NA,NA,9,30,0,1,10,0,NA,NA,NA
"DAVANTEADAMS","WR","Davante Adams","GB",60,144,4,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,NA,NA,NA
"MILESAUSTIN","WR","Miles Austin","CLE",60,144,4,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,NA,NA,NA
"STEDMANBAILEY","WR","Stedman Bailey","STL",60,144,4,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,NA,NA,NA
"JERMAINEKEARSE","WR","Jermaine Kearse","SEA",60,144,4,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,NA,NA,NA
"RODDYWHITE","WR","Roddy White","ATL",60,144,4,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,NA,NA,NA
"OWENDANIELS","TE","Owen Daniels","BAL",13,144,4,NA,NA,NA,NA,NA,NA,NA,NA,4,40,0,NA,NA,NA
"MYCHALRIVERA","TE","Mychal Rivera","OAK",13,144,4,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,NA,NA,NA
"JACOBTAMME","TE","Jacob Tamme","DEN",13,144,4,NA,NA,NA,NA,NA,NA,NA,NA,4,40,0,NA,NA,NA
"BENNYCUNNINGHAM","RB","Benny Cunningham","STL",45,155,3.5,NA,NA,NA,NA,NA,5,20,0,2,15,0,NA,NA,NA
"ANTHONYDIXON","RB","Anthony Dixon","BUF",45,155,3.5,NA,NA,NA,NA,NA,6,25,0,1,10,0,NA,NA,NA
"MARCELREECE","RB","Marcel Reece","OAK",45,155,3.5,NA,NA,NA,NA,NA,6,25,0,1,10,0,NA,NA,NA
"RILEYCOOPER","WR","Riley Cooper","PHI",65,155,3.5,NA,NA,NA,NA,NA,NA,NA,NA,3,35,0,NA,NA,NA
"MARQISELEE","WR","Marqise Lee","JAC",65,155,3.5,NA,NA,NA,NA,NA,NA,NA,NA,2,35,0,NA,NA,NA
"DONTEMONCRIEF","WR","Donte Moncrief","IND",65,155,3.5,NA,NA,NA,NA,NA,NA,NA,NA,2,35,0,NA,NA,NA
"CORDARRELLEPATTERSON","WR","Cordarrelle Patterson","MIN",65,155,3.5,NA,NA,NA,NA,NA,NA,NA,NA,3,35,0,NA,NA,NA
"MARKUSWHEATON","WR","Markus Wheaton","PIT",65,155,3.5,NA,NA,NA,NA,NA,NA,NA,NA,3,35,0,NA,NA,NA
"SCOTTCHANDLER","TE","Scott Chandler","BUF",16,155,3.5,NA,NA,NA,NA,NA,NA,NA,NA,3,35,0,NA,NA,NA
"VERNONDAVIS","TE","Vernon Davis","SF",16,155,3.5,NA,NA,NA,NA,NA,NA,NA,NA,3,35,0,NA,NA,NA
"ERICEBRON","TE","Eric Ebron","DET",16,155,3.5,NA,NA,NA,NA,NA,NA,NA,NA,3,35,0,NA,NA,NA
"ZACHERTZ","TE","Zach Ertz","PHI",16,155,3.5,NA,NA,NA,NA,NA,NA,NA,NA,3,35,0,NA,NA,NA
"ANTHONYFASANO","TE","Anthony Fasano","KC",16,155,3.5,NA,NA,NA,NA,NA,NA,NA,NA,3,35,0,NA,NA,NA
"JERMAINEGRESHAM","TE","Jermaine Gresham","CIN",16,155,3.5,NA,NA,NA,NA,NA,NA,NA,NA,4,35,0,NA,NA,NA
"MARCEDESLEWIS","TE","Marcedes Lewis","JAC",16,155,3.5,NA,NA,NA,NA,NA,NA,NA,NA,3,35,0,NA,NA,NA
"HEATHMILLER","TE","Heath Miller","PIT",16,155,3.5,NA,NA,NA,NA,NA,NA,NA,NA,4,35,0,NA,NA,NA
"JORDANREED","TE","Jordan Reed","WAS",16,155,3.5,NA,NA,NA,NA,NA,NA,NA,NA,3,35,0,NA,NA,NA
"CARLOSHYDE","RB","Carlos Hyde","SF",48,172,3,NA,NA,NA,NA,NA,8,30,0,0,0,0,NA,NA,NA
"BOBBYRAINEY","RB","Bobby Rainey","TB",48,172,3,NA,NA,NA,NA,NA,3,10,0,3,20,0,NA,NA,NA
"JERRICHOCOTCHERY","WR","Jerricho Cotchery","CAR",70,172,3,NA,NA,NA,NA,NA,NA,NA,NA,2,30,0,NA,NA,NA
"BRIANHARTLINE","WR","Brian Hartline","MIA",70,172,3,NA,NA,NA,NA,NA,NA,NA,NA,2,30,0,NA,NA,NA
"STEVEJOHNSON","WR","Steve Johnson","SF",70,172,3,NA,NA,NA,NA,NA,NA,NA,NA,2,30,0,NA,NA,NA
"LOUISMURPHY","WR","Louis Murphy","TB",70,172,3,NA,NA,NA,NA,NA,NA,NA,NA,2,30,0,NA,NA,NA
"ANDREROBERTS","WR","Andre Roberts","WAS",70,172,3,NA,NA,NA,NA,NA,NA,NA,NA,2,30,0,NA,NA,NA
"EDDIEROYAL","WR","Eddie Royal","SD",70,172,3,NA,NA,NA,NA,NA,NA,NA,NA,2,30,0,NA,NA,NA
"NATEWASHINGTON","WR","Nate Washington","TEN",70,172,3,NA,NA,NA,NA,NA,NA,NA,NA,2,30,0,NA,NA,NA
"BRENTCELEK","TE","Brent Celek","PHI",25,172,3,NA,NA,NA,NA,NA,NA,NA,NA,3,30,0,NA,NA,NA
"GARRETTGRAHAM","TE","Garrett Graham","HOU",25,172,3,NA,NA,NA,NA,NA,NA,NA,NA,2,30,0,NA,NA,NA
"DIONSIMS","TE","Dion Sims","MIA",25,172,3,NA,NA,NA,NA,NA,NA,NA,NA,3,30,0,NA,NA,NA
"LEVINETOILOLO","TE","Levine Toilolo","ATL",25,172,3,NA,NA,NA,NA,NA,NA,NA,NA,3,30,0,NA,NA,NA
"LUKEWILLSON","TE","Luke Willson","SEA",25,172,3,NA,NA,NA,NA,NA,NA,NA,NA,3,30,0,NA,NA,NA
"ALFREDBLUE","RB","Alfred Blue","HOU",50,186,2.5,NA,NA,NA,NA,NA,5,20,0,1,5,0,NA,NA,NA
"BRYCEBROWN","RB","Bryce Brown","BUF",50,186,2.5,NA,NA,NA,NA,NA,3,10,0,2,15,0,NA,NA,NA
"DEANTHONYTHOMAS","RB","De'Anthony Thomas","KC",50,186,2.5,NA,NA,NA,NA,NA,2,10,0,2,15,0,NA,NA,NA
"ANDREWILLIAMS","RB","Andre Williams","NYG",50,186,2.5,NA,NA,NA,NA,NA,6,25,0,0,0,0,NA,NA,NA
"JASONAVANT","WR","Jason Avant","KC",77,186,2.5,NA,NA,NA,NA,NA,NA,NA,NA,2,25,0,NA,NA,NA
"PHILLYBROWN","WR","Philly Brown","CAR",77,186,2.5,NA,NA,NA,NA,NA,NA,NA,NA,2,25,0,NA,NA,NA
"JACOBYJONES","WR","Jacoby Jones","BAL",77,186,2.5,NA,NA,NA,NA,NA,NA,NA,NA,2,25,0,NA,NA,NA
