"name","pos","name_fftoday","team_fftoday","positionRank_fftoday","overallRank_fftoday","pts_fftoday","passAtt_fftoday","passComp_fftoday","passYds_fftoday","passTds_fftoday","passInt_fftoday","rushAtt_fftoday","rushYds_fftoday","rushTds_fftoday","rec_fftoday","recYds_fftoday","recTds_fftoday","returnTds_fftoday","twoPts_fftoday","fumbles_fftoday"
"CHRISIVORY","RB","Chris Ivory","NYJ",22,79,12.5,NA,NA,NA,NA,NA,13,55,1,1,10,0,NA,NA,NA
"ANDREWILLIAMS","RB","Andre Williams","NYG",22,79,12.5,NA,NA,NA,NA,NA,14,55,1,1,10,0,NA,NA,NA
"DOUGBALDWIN","WR","Doug Baldwin","SEA",25,79,12.5,NA,NA,NA,NA,NA,NA,NA,NA,4,65,1,NA,NA,NA
"ERICDECKER","WR","Eric Decker","NYJ",25,79,12.5,NA,NA,NA,NA,NA,NA,NA,NA,4,65,1,NA,NA,NA
"CHARLESJOHNSON","WR","Charles Johnson","MIN",25,79,12.5,NA,NA,NA,NA,NA,NA,NA,NA,5,65,1,NA,NA,NA
"JARVISLANDRY","WR","Jarvis Landry","MIA",25,79,12.5,NA,NA,NA,NA,NA,NA,NA,NA,5,65,1,NA,NA,NA
"GREGOLSEN","TE","Greg Olsen","CAR",3,79,12.5,NA,NA,NA,NA,NA,NA,NA,NA,6,65,1,NA,NA,NA
"MARQUESCOLSTON","WR","Marques Colston","NO",29,86,12,NA,NA,NA,NA,NA,NA,NA,NA,5,60,1,NA,NA,NA
"JORDANMATTHEWS","WR","Jordan Matthews","PHI",29,86,12,NA,NA,NA,NA,NA,NA,NA,NA,5,60,1,NA,NA,NA
"TRAVISKELCE","TE","Travis Kelce","KC",4,86,12,NA,NA,NA,NA,NA,NA,NA,NA,6,60,1,NA,NA,NA
"DELANIEWALKER","TE","Delanie Walker","TEN",4,86,12,NA,NA,NA,NA,NA,NA,NA,NA,5,60,1,NA,NA,NA
"KENNYBRITT","WR","Kenny Britt","STL",31,90,11.5,NA,NA,NA,NA,NA,NA,NA,NA,4,55,1,NA,NA,NA
"MARTAVISBRYANT","WR","Martavis Bryant","PIT",31,90,11.5,NA,NA,NA,NA,NA,NA,NA,NA,4,55,1,NA,NA,NA
"MARTELLUSBENNETT","TE","Martellus Bennett","CHI",6,90,11.5,NA,NA,NA,NA,NA,NA,NA,NA,5,55,1,NA,NA,NA
"ANTONIOGATES","TE","Antonio Gates","SD",6,90,11.5,NA,NA,NA,NA,NA,NA,NA,NA,5,55,1,NA,NA,NA
"JASONWITTEN","TE","Jason Witten","DAL",6,90,11.5,NA,NA,NA,NA,NA,NA,NA,NA,5,55,1,NA,NA,NA
"JORDANREED","TE","Jordan Reed","WAS",9,95,11,NA,NA,NA,NA,NA,NA,NA,NA,4,50,1,NA,NA,NA
"MYCHALRIVERA","TE","Mychal Rivera","OAK",9,95,11,NA,NA,NA,NA,NA,NA,NA,NA,4,50,1,NA,NA,NA
"DWAYNEALLEN","TE","Dwayne Allen","IND",11,97,10.5,NA,NA,NA,NA,NA,NA,NA,NA,4,45,1,NA,NA,NA
"MATTASIATA","RB","Matt Asiata","MIN",24,98,7.5,NA,NA,NA,NA,NA,15,55,0,3,20,0,NA,NA,NA
"TOBYGERHART","RB","Toby Gerhart","JAC",25,99,7,NA,NA,NA,NA,NA,15,50,0,3,20,0,NA,NA,NA
"ALSHONJEFFERY","WR","Alshon Jeffery","CHI",33,99,7,NA,NA,NA,NA,NA,NA,NA,NA,6,70,0,NA,NA,NA
"ISAIAHCROWELL","RB","Isaiah Crowell","CLE",26,101,6.5,NA,NA,NA,NA,NA,13,55,0,1,10,0,NA,NA,NA
"SHANEVEREEN","RB","Shane Vereen","NE",26,101,6.5,NA,NA,NA,NA,NA,7,30,0,5,35,0,NA,NA,NA
"DWAYNEBOWE","WR","Dwayne Bowe","KC",34,101,6.5,NA,NA,NA,NA,NA,NA,NA,NA,4,65,0,NA,NA,NA
"PIERREGARCON","WR","Pierre Garcon","WAS",34,101,6.5,NA,NA,NA,NA,NA,NA,NA,NA,5,65,0,NA,NA,NA
"DOUGMARTIN","RB","Doug Martin","TB",28,105,6,NA,NA,NA,NA,NA,14,50,0,1,10,0,NA,NA,NA
"TERRANCEWEST","RB","Terrance West","CLE",28,105,6,NA,NA,NA,NA,NA,13,50,0,1,10,0,NA,NA,NA
"MALCOMFLOYD","WR","Malcom Floyd","SD",36,105,6,NA,NA,NA,NA,NA,NA,NA,NA,4,60,0,NA,NA,NA
"MIKEWALLACE","WR","Mike Wallace","MIA",36,105,6,NA,NA,NA,NA,NA,NA,NA,NA,5,60,0,NA,NA,NA
"JONASGRAY","RB","Jonas Gray","NE",30,109,5.5,NA,NA,NA,NA,NA,14,55,0,0,0,0,NA,NA,NA
"BRANDENOLIVER","RB","Branden Oliver","SD",30,109,5.5,NA,NA,NA,NA,NA,11,40,0,2,15,0,NA,NA,NA
"BISHOPSANKEY","RB","Bishop Sankey","TEN",30,109,5.5,NA,NA,NA,NA,NA,9,40,0,2,15,0,NA,NA,NA
"KERWYNNWILLIAMS","RB","Kerwynn Williams","ARI",30,109,5.5,NA,NA,NA,NA,NA,10,40,0,2,15,0,NA,NA,NA
"NATEWASHINGTON","WR","Nate Washington","TEN",38,109,5.5,NA,NA,NA,NA,NA,NA,NA,NA,4,55,0,NA,NA,NA
"CHRISJOHNSON","RB","Chris Johnson","NYJ",34,114,5,NA,NA,NA,NA,NA,10,40,0,1,10,0,NA,NA,NA
"PIERRETHOMAS","RB","Pierre Thomas","NO",34,114,5,NA,NA,NA,NA,NA,5,20,0,4,30,0,NA,NA,NA
"LARRYFITZGERALD","WR","Larry Fitzgerald","ARI",39,114,5,NA,NA,NA,NA,NA,NA,NA,NA,4,50,0,NA,NA,NA
"PERCYHARVIN","WR","Percy Harvin","NYJ",39,114,5,NA,NA,NA,NA,NA,NA,NA,NA,5,50,0,NA,NA,NA
"HAKEEMNICKS","WR","Hakeem Nicks","IND",39,114,5,NA,NA,NA,NA,NA,NA,NA,NA,3,50,0,NA,NA,NA
"RUEBENRANDLE","WR","Rueben Randle","NYG",39,114,5,NA,NA,NA,NA,NA,NA,NA,NA,4,50,0,NA,NA,NA
"ROBERTWOODS","WR","Robert Woods","BUF",39,114,5,NA,NA,NA,NA,NA,NA,NA,NA,4,50,0,NA,NA,NA
"JAREDCOOK","TE","Jared Cook","STL",12,114,5,NA,NA,NA,NA,NA,NA,NA,NA,5,50,0,NA,NA,NA
"JOSEPHRANDLE","RB","Joseph Randle","DAL",36,122,4.5,NA,NA,NA,NA,NA,8,35,0,2,10,0,NA,NA,NA
"DANNYAMENDOLA","WR","Danny Amendola","NE",44,122,4.5,NA,NA,NA,NA,NA,NA,NA,NA,3,45,0,NA,NA,NA
"STEDMANBAILEY","WR","Stedman Bailey","STL",44,122,4.5,NA,NA,NA,NA,NA,NA,NA,NA,3,45,0,NA,NA,NA
"HARRYDOUGLAS","WR","Harry Douglas","ATL",44,122,4.5,NA,NA,NA,NA,NA,NA,NA,NA,4,45,0,NA,NA,NA
"ANDREHOLMES","WR","Andre Holmes","OAK",44,122,4.5,NA,NA,NA,NA,NA,NA,NA,NA,4,45,0,NA,NA,NA
"DESEANJACKSON","WR","DeSean Jackson","WAS",44,122,4.5,NA,NA,NA,NA,NA,NA,NA,NA,3,45,0,NA,NA,NA
"MARQISELEE","WR","Marqise Lee","JAC",44,122,4.5,NA,NA,NA,NA,NA,NA,NA,NA,3,45,0,NA,NA,NA
"CECILSHORTS","WR","Cecil Shorts","JAC",44,122,4.5,NA,NA,NA,NA,NA,NA,NA,NA,3,45,0,NA,NA,NA
"TORREYSMITH","WR","Torrey Smith","BAL",44,122,4.5,NA,NA,NA,NA,NA,NA,NA,NA,4,45,0,NA,NA,NA
"JULIUSTHOMAS","TE","Julius Thomas","DEN",13,122,4.5,NA,NA,NA,NA,NA,NA,NA,NA,4,45,0,NA,NA,NA
"GIOVANIBERNARD","RB","Giovani Bernard","CIN",37,132,4,NA,NA,NA,NA,NA,6,25,0,2,15,0,NA,NA,NA
"REGGIEBUSH","RB","Reggie Bush","DET",37,132,4,NA,NA,NA,NA,NA,6,25,0,2,15,0,NA,NA,NA
"KNILEDAVIS","RB","Knile Davis","KC",37,132,4,NA,NA,NA,NA,NA,7,30,0,1,10,0,NA,NA,NA
"SHONNGREENE","RB","Shonn Greene","TEN",37,132,4,NA,NA,NA,NA,NA,12,35,0,1,5,0,NA,NA,NA
"TRENTRICHARDSON","RB","Trent Richardson","IND",37,132,4,NA,NA,NA,NA,NA,9,30,0,1,10,0,NA,NA,NA
"DAVANTEADAMS","WR","Davante Adams","GB",52,132,4,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,NA,NA,NA
"TAVONAUSTIN","WR","Tavon Austin","STL",52,132,4,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,NA,NA,NA
"JASONAVANT","WR","Jason Avant","KC",52,132,4,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,NA,NA,NA
"COLEBEASLEY","WR","Cole Beasley","DAL",52,132,4,NA,NA,NA,NA,NA,NA,NA,NA,4,40,0,NA,NA,NA
"JOHNBROWN","WR","John Brown","ARI",52,132,4,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,NA,NA,NA
"MICHAELCRABTREE","WR","Michael Crabtree","SF",52,132,4,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,NA,NA,NA
"MICHAELFLOYD","WR","Michael Floyd","ARI",52,132,4,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,NA,NA,NA
"ANDREWHAWKINS","WR","Andrew Hawkins","CLE",52,132,4,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,NA,NA,NA
"DEANDREHOPKINS","WR","DeAndre Hopkins","HOU",52,132,4,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,NA,NA,NA
"ALLENHURNS","WR","Allen Hurns","JAC",52,132,4,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,NA,NA,NA
"JAMESJONES","WR","James Jones","OAK",52,132,4,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,NA,NA,NA
"JERMAINEKEARSE","WR","Jermaine Kearse","SEA",52,132,4,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,NA,NA,NA
"ANDREROBERTS","WR","Andre Roberts","WAS",52,132,4,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,NA,NA,NA
"MOHAMEDSANU","WR","Mohamed Sanu","CIN",52,132,4,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,NA,NA,NA
"MARQUESSWILSON","WR","Marquess Wilson","CHI",52,132,4,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,NA,NA,NA
"JARIUSWRIGHT","WR","Jarius Wright","MIN",52,132,4,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,NA,NA,NA
"SCOTTCHANDLER","TE","Scott Chandler","BUF",14,132,4,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,NA,NA,NA
"CHARLESCLAY","TE","Charles Clay","MIA",14,132,4,NA,NA,NA,NA,NA,NA,NA,NA,4,40,0,NA,NA,NA
"OWENDANIELS","TE","Owen Daniels","BAL",14,132,4,NA,NA,NA,NA,NA,NA,NA,NA,4,40,0,NA,NA,NA
"LARRYDONNELL","TE","Larry Donnell","NYG",14,132,4,NA,NA,NA,NA,NA,NA,NA,NA,4,40,0,NA,NA,NA
"COBYFLEENER","TE","Coby Fleener","IND",14,132,4,NA,NA,NA,NA,NA,NA,NA,NA,4,40,0,NA,NA,NA
"DONALDBROWN","RB","Donald Brown","SD",42,158,3.5,NA,NA,NA,NA,NA,7,25,0,1,10,0,NA,NA,NA
"CHARLESSIMS","RB","Charles Sims","TB",42,158,3.5,NA,NA,NA,NA,NA,6,20,0,2,15,0,NA,NA,NA
"ALFONSOSMITH","RB","Alfonso Smith","SF",42,158,3.5,NA,NA,NA,NA,NA,6,25,0,1,10,0,NA,NA,NA
"DARRENSPROLES","RB","Darren Sproles","PHI",42,158,3.5,NA,NA,NA,NA,NA,4,15,0,3,20,0,NA,NA,NA
"JAMESSTARKS","RB","James Starks","GB",42,158,3.5,NA,NA,NA,NA,NA,8,30,0,1,5,0,NA,NA,NA
"GREGJENNINGS","WR","Greg Jennings","MIN",68,158,3.5,NA,NA,NA,NA,NA,NA,NA,NA,3,35,0,NA,NA,NA
"NICKTOON","WR","Nick Toon","NO",68,158,3.5,NA,NA,NA,NA,NA,NA,NA,NA,2,35,0,NA,NA,NA
"REGGIEWAYNE","WR","Reggie Wayne","IND",68,158,3.5,NA,NA,NA,NA,NA,NA,NA,NA,3,35,0,NA,NA,NA
"KENDALLWRIGHT","WR","Kendall Wright","TEN",68,158,3.5,NA,NA,NA,NA,NA,NA,NA,NA,2,35,0,NA,NA,NA
"JORDANCAMERON","TE","Jordan Cameron","CLE",19,158,3.5,NA,NA,NA,NA,NA,NA,NA,NA,3,35,0,NA,NA,NA
"BRENTCELEK","TE","Brent Celek","PHI",19,158,3.5,NA,NA,NA,NA,NA,NA,NA,NA,3,35,0,NA,NA,NA
"JERMAINEGRESHAM","TE","Jermaine Gresham","CIN",19,158,3.5,NA,NA,NA,NA,NA,NA,NA,NA,4,35,0,NA,NA,NA
"HEATHMILLER","TE","Heath Miller","PIT",19,158,3.5,NA,NA,NA,NA,NA,NA,NA,NA,4,35,0,NA,NA,NA
"STEPFANTAYLOR","RB","Stepfan Taylor","ARI",47,171,3,NA,NA,NA,NA,NA,6,25,0,1,5,0,NA,NA,NA
"JORDANTODMAN","RB","Jordan Todman","JAC",47,171,3,NA,NA,NA,NA,NA,4,20,0,1,10,0,NA,NA,NA
"DAMIENWILLIAMS","RB","Damien Williams","MIA",47,171,3,NA,NA,NA,NA,NA,5,20,0,1,10,0,NA,NA,NA
"RILEYCOOPER","WR","Riley Cooper","PHI",72,171,3,NA,NA,NA,NA,NA,NA,NA,NA,2,30,0,NA,NA,NA
"JERRICHOCOTCHERY","WR","Jerricho Cotchery","CAR",72,171,3,NA,NA,NA,NA,NA,NA,NA,NA,2,30,0,NA,NA,NA
"TAYLORGABRIEL","WR","Taylor Gabriel","CLE",72,171,3,NA,NA,NA,NA,NA,NA,NA,NA,2,30,0,NA,NA,NA
"BRIANHARTLINE","WR","Brian Hartline","MIA",72,171,3,NA,NA,NA,NA,NA,NA,NA,NA,2,30,0,NA,NA,NA
"DAMARISJOHNSON","WR","Damaris Johnson","HOU",72,171,3,NA,NA,NA,NA,NA,NA,NA,NA,2,30,0,NA,NA,NA
"MARKUSWHEATON","WR","Markus Wheaton","PIT",72,171,3,NA,NA,NA,NA,NA,NA,NA,NA,2,30,0,NA,NA,NA
"TERRANCEWILLIAMS","WR","Terrance Williams","DAL",72,171,3,NA,NA,NA,NA,NA,NA,NA,NA,2,30,0,NA,NA,NA
"MARCEDESLEWIS","TE","Marcedes Lewis","JAC",23,171,3,NA,NA,NA,NA,NA,NA,NA,NA,3,30,0,NA,NA,NA
"BERNARDPIERCE","RB","Bernard Pierce","BAL",50,182,2.5,NA,NA,NA,NA,NA,4,15,0,1,10,0,NA,NA,NA
"MARCELREECE","RB","Marcel Reece","OAK",50,182,2.5,NA,NA,NA,NA,NA,3,10,0,2,15,0,NA,NA,NA
"JACQUIZZRODGERS","RB","Jacquizz Rodgers","ATL",50,182,2.5,NA,NA,NA,NA,NA,3,10,0,2,15,0,NA,NA,NA
"DEANTHONYTHOMAS","RB","De'Anthony Thomas","KC",50,182,2.5,NA,NA,NA,NA,NA,2,10,0,2,15,0,NA,NA,NA
"MIKETOLBERT","RB","Mike Tolbert","CAR",50,182,2.5,NA,NA,NA,NA,NA,4,15,0,1,10,0,NA,NA,NA
"PHILLYBROWN","WR","Philly Brown","CAR",79,182,2.5,NA,NA,NA,NA,NA,NA,NA,NA,2,25,0,NA,NA,NA
"BRANDONLLOYD","WR","Brandon Lloyd","SF",79,182,2.5,NA,NA,NA,NA,NA,NA,NA,NA,2,25,0,NA,NA,NA
"WESWELKER","WR","Wes Welker","DEN",79,182,2.5,NA,NA,NA,NA,NA,NA,NA,NA,2,25,0,NA,NA,NA
"VERNONDAVIS","TE","Vernon Davis","SF",24,182,2.5,NA,NA,NA,NA,NA,NA,NA,NA,2,25,0,NA,NA,NA
"ERICEBRON","TE","Eric Ebron","DET",24,182,2.5,NA,NA,NA,NA,NA,NA,NA,NA,2,25,0,NA,NA,NA
"ZACHERTZ","TE","Zach Ertz","PHI",24,182,2.5,NA,NA,NA,NA,NA,NA,NA,NA,2,25,0,NA,NA,NA
