"name","pos","name_fftoday","team_fftoday","positionRank_fftoday","overallRank_fftoday","pts_fftoday","passAtt_fftoday","passComp_fftoday","passYds_fftoday","passTds_fftoday","passInt_fftoday","rushAtt_fftoday","rushYds_fftoday","rushTds_fftoday","rec_fftoday","recYds_fftoday","recTds_fftoday","returnTds_fftoday","twoPts_fftoday","fumbles_fftoday"
"ANDREWLUCK","QB","Andrew Luck","IND",1,1,29.5,42,26,320,3,0,4,15,0,NA,NA,NA,NA,NA,NA
"PEYTONMANNING","QB","Peyton Manning","DEN",2,2,28,38,27,320,3,0,0,0,0,NA,NA,NA,NA,NA,NA
"AARONRODGERS","QB","Aaron Rodgers","GB",3,3,24.3,36,23,285,2,0,4,20,0,NA,NA,NA,NA,NA,NA
"NICKFOLES","QB","Nick Foles","PHI",4,4,23.8,39,26,295,2,0,3,10,0,NA,NA,NA,NA,NA,NA
"CAMNEWTON","QB","Cam Newton","CAR",5,5,23.5,32,20,240,2,0,6,35,0,NA,NA,NA,NA,NA,NA
"DREWBREES","QB","Drew Brees","NO",6,6,23,39,25,300,2,0,0,0,0,NA,NA,NA,NA,NA,NA
"JAYCUTLER","QB","Jay Cutler","CHI",6,6,23,39,25,270,2,1,4,15,0,NA,NA,NA,NA,NA,NA
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",6,6,23,34,20,260,2,0,4,20,0,NA,NA,NA,NA,NA,NA
"MATTRYAN","QB","Matt Ryan","ATL",9,9,22.5,38,26,290,2,0,0,0,0,NA,NA,NA,NA,NA,NA
"TOMBRADY","QB","Tom Brady","NE",10,10,22.3,40,24,285,2,0,0,0,0,NA,NA,NA,NA,NA,NA
"PHILIPRIVERS","QB","Philip Rivers","SD",11,11,22,44,27,280,2,0,0,0,0,NA,NA,NA,NA,NA,NA
"CARSONPALMER","QB","Carson Palmer","ARI",12,12,21.8,39,24,275,2,1,0,0,0,NA,NA,NA,NA,NA,NA
"TONYROMO","QB","Tony Romo","DAL",12,12,21.8,33,22,265,2,0,2,5,0,NA,NA,NA,NA,NA,NA
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",14,14,21.5,39,23,270,2,1,0,0,0,NA,NA,NA,NA,NA,NA
"RUSSELLWILSON","QB","Russell Wilson","SEA",14,14,21.5,25,15,200,2,0,8,35,0,NA,NA,NA,NA,NA,NA
"DEREKCARR","QB","Derek Carr","OAK",16,16,20.8,33,21,255,2,1,0,0,0,NA,NA,NA,NA,NA,NA
"MIKEGLENNON","QB","Mike Glennon","TB",16,16,20.8,37,22,255,2,0,0,0,0,NA,NA,NA,NA,NA,NA
"ZACHMETTENBERGER","QB","Zach Mettenberger","TEN",18,18,20.3,34,21,225,2,2,5,10,0,NA,NA,NA,NA,NA,NA
"JAMAALCHARLES","RB","Jamaal Charles","KC",1,19,19,NA,NA,NA,NA,NA,21,95,1,5,35,0,NA,NA,NA
"BLAKEBORTLES","QB","Blake Bortles","JAC",19,20,18.8,35,21,245,1,1,4,25,0,NA,NA,NA,NA,NA,NA
"MATTFORTE","RB","Matt Forte","CHI",2,21,18.5,NA,NA,NA,NA,NA,19,80,1,6,45,0,NA,NA,NA
