"name","pos","name_fftoday","team_fftoday","positionRank_fftoday","overallRank_fftoday","pts_fftoday","passAtt_fftoday","passComp_fftoday","passYds_fftoday","passTds_fftoday","passInt_fftoday","rushAtt_fftoday","rushYds_fftoday","rushTds_fftoday","rec_fftoday","recYds_fftoday","recTds_fftoday","returnTds_fftoday","twoPts_fftoday","fumbles_fftoday"
"ANDREWLUCK","QB","Andrew Luck","IND",1,1,29.3,41,26,315,3,0,4,15,0,NA,NA,NA,NA,NA,NA
"PEYTONMANNING","QB","Peyton Manning","DEN",2,2,29,40,29,340,3,0,0,0,0,NA,NA,NA,NA,NA,NA
"PHILIPRIVERS","QB","Philip Rivers","SD",3,3,27.5,47,29,300,3,1,2,5,0,NA,NA,NA,NA,NA,NA
"AARONRODGERS","QB","Aaron Rodgers","GB",4,4,27.3,34,22,275,3,0,3,15,0,NA,NA,NA,NA,NA,NA
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",5,5,25,36,22,270,2,0,6,35,0,NA,NA,NA,NA,NA,NA
"JAYCUTLER","QB","Jay Cutler","CHI",6,6,24.3,42,27,295,2,1,4,15,0,NA,NA,NA,NA,NA,NA
"CAMNEWTON","QB","Cam Newton","CAR",6,6,24.3,34,22,255,2,0,6,35,0,NA,NA,NA,NA,NA,NA
"RUSSELLWILSON","QB","Russell Wilson","SEA",8,8,24,26,15,210,1,0,8,35,1,NA,NA,NA,NA,NA,NA
"DREWBREES","QB","Drew Brees","NO",9,9,23.5,40,26,310,2,0,0,0,0,NA,NA,NA,NA,NA,NA
"TOMBRADY","QB","Tom Brady","NE",10,10,23,42,26,300,2,0,0,0,0,NA,NA,NA,NA,NA,NA
"JOEFLACCO","QB","Joe Flacco","BAL",11,11,22.8,36,21,275,2,0,2,10,0,NA,NA,NA,NA,NA,NA
"KIRKCOUSINS","QB","Kirk Cousins","WAS",12,12,22,38,23,280,2,1,0,0,0,NA,NA,NA,NA,NA,NA
"KYLEORTON","QB","Kyle Orton","BUF",12,12,22,37,22,280,2,1,0,0,0,NA,NA,NA,NA,NA,NA
"TONYROMO","QB","Tony Romo","DAL",12,12,22,33,22,270,2,0,2,5,0,NA,NA,NA,NA,NA,NA
"MATTRYAN","QB","Matt Ryan","ATL",12,12,22,36,25,280,2,0,0,0,0,NA,NA,NA,NA,NA,NA
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",16,16,21.5,39,23,270,2,1,0,0,0,NA,NA,NA,NA,NA,NA
"DEREKCARR","QB","Derek Carr","OAK",17,17,20.3,31,19,235,2,1,1,5,0,NA,NA,NA,NA,NA,NA
"CARSONPALMER","QB","Carson Palmer","ARI",17,17,20.3,35,22,245,2,1,0,0,0,NA,NA,NA,NA,NA,NA
"ANDYDALTON","QB","Andy Dalton","CIN",19,19,19.5,44,25,290,1,1,8,10,0,NA,NA,NA,NA,NA,NA
"DEMARCOMURRAY","RB","DeMarco Murray","DAL",1,19,19.5,NA,NA,NA,NA,NA,29,115,1,2,20,0,NA,NA,NA
"BLAKEBORTLES","QB","Blake Bortles","JAC",20,21,19.3,36,22,255,1,1,4,25,0,NA,NA,NA,NA,NA,NA
"ALEXSMITH","QB","Alex Smith","KC",20,21,19.3,36,22,255,1,0,6,25,0,NA,NA,NA,NA,NA,NA
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",20,21,19.3,35,21,265,1,1,4,20,0,NA,NA,NA,NA,NA,NA
"CHARLIEWHITEHURST","QB","Charlie Whitehurst","TEN",23,24,18.3,34,21,255,1,1,4,15,0,NA,NA,NA,NA,NA,NA
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",24,25,18,37,24,280,1,1,0,0,0,NA,NA,NA,NA,NA,NA
"MATTFORTE","RB","Matt Forte","CHI",2,25,18,NA,NA,NA,NA,NA,18,75,1,6,45,0,NA,NA,NA
"ARIANFOSTER","RB","Arian Foster","HOU",2,25,18,NA,NA,NA,NA,NA,24,95,1,3,25,0,NA,NA,NA
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","HOU",25,28,17.3,29,19,225,1,1,3,20,0,NA,NA,NA,NA,NA,NA
"BRIANHOYER","QB","Brian Hoyer","CLE",25,28,17.3,34,21,255,1,1,2,5,0,NA,NA,NA,NA,NA,NA
"JAMAALCHARLES","RB","Jamaal Charles","KC",4,30,17,NA,NA,NA,NA,NA,18,80,1,4,30,0,NA,NA,NA
"MARSHAWNLYNCH","RB","Marshawn Lynch","SEA",4,30,17,NA,NA,NA,NA,NA,23,90,1,3,20,0,NA,NA,NA
