"name","pos","name_fftoday","team_fftoday","positionRank_fftoday","overallRank_fftoday","pts_fftoday","passAtt_fftoday","passComp_fftoday","passYds_fftoday","passTds_fftoday","passInt_fftoday","rushAtt_fftoday","rushYds_fftoday","rushTds_fftoday","rec_fftoday","recYds_fftoday","recTds_fftoday","returnTds_fftoday","twoPts_fftoday","fumbles_fftoday"
"ZACHMETTENBERGER","QB","Zach Mettenberger","TEN",26,32,16.5,36,22,240,1,1,2,5,0,NA,NA,NA,NA,NA,NA
"DREWSTANTON","QB","Drew Stanton","ARI",26,32,16.5,30,15,240,1,1,1,5,0,NA,NA,NA,NA,NA,NA
"MARSHAWNLYNCH","RB","Marshawn Lynch","SEA",4,32,16.5,NA,NA,NA,NA,NA,21,85,1,3,20,0,NA,NA,NA
"CALVINJOHNSON","WR","Calvin Johnson","DET",4,32,16.5,NA,NA,NA,NA,NA,NA,NA,NA,8,105,1,NA,NA,NA
"MARKINGRAM","RB","Mark Ingram","NO",5,37,16,NA,NA,NA,NA,NA,21,80,1,3,20,0,NA,NA,NA
"RASHADJENNINGS","RB","Rashad Jennings","NYG",5,37,16,NA,NA,NA,NA,NA,19,75,1,4,25,0,NA,NA,NA
"LESEANMCCOY","RB","LeSean McCoy","PHI",5,37,16,NA,NA,NA,NA,NA,19,85,1,2,15,0,NA,NA,NA
"DEREKCARR","QB","Derek Carr","OAK",29,40,15.5,29,18,220,1,1,1,5,0,NA,NA,NA,NA,NA,NA
"CJANDERSON","RB","C.J. Anderson","DEN",8,40,15.5,NA,NA,NA,NA,NA,22,65,1,3,30,0,NA,NA,NA
"ALFREDBLUE","RB","Alfred Blue","HOU",8,40,15.5,NA,NA,NA,NA,NA,20,85,1,1,10,0,NA,NA,NA
"ANDREELLINGTON","RB","Andre Ellington","ARI",8,40,15.5,NA,NA,NA,NA,NA,17,65,1,4,30,0,NA,NA,NA
"JEREMYMACLIN","WR","Jeremy Maclin","PHI",5,40,15.5,NA,NA,NA,NA,NA,NA,NA,NA,7,95,1,NA,NA,NA
"DEZBRYANT","WR","Dez Bryant","DAL",6,45,15,NA,NA,NA,NA,NA,NA,NA,NA,6,90,1,NA,NA,NA
"MIKEEVANS","WR","Mike Evans","TB",6,45,15,NA,NA,NA,NA,NA,NA,NA,NA,8,90,1,NA,NA,NA
"JULIOJONES","WR","Julio Jones","ATL",6,45,15,NA,NA,NA,NA,NA,NA,NA,NA,7,90,1,NA,NA,NA
"STEVESMITH","WR","Steve Smith","BAL",6,45,15,NA,NA,NA,NA,NA,NA,NA,NA,7,90,1,NA,NA,NA
"ISAIAHCROWELL","RB","Isaiah Crowell","CLE",11,49,14.5,NA,NA,NA,NA,NA,16,70,1,2,15,0,NA,NA,NA
"EDDIELACY","RB","Eddie Lacy","GB",11,49,14.5,NA,NA,NA,NA,NA,16,65,1,3,20,0,NA,NA,NA
"LAMARMILLER","RB","Lamar Miller","MIA",11,49,14.5,NA,NA,NA,NA,NA,16,65,1,3,20,0,NA,NA,NA
"ODELLBECKHAM","WR","Odell Beckham Jr.","NYG",10,49,14.5,NA,NA,NA,NA,NA,NA,NA,NA,6,85,1,NA,NA,NA
"AJGREEN","WR","A.J. Green","CIN",10,49,14.5,NA,NA,NA,NA,NA,NA,NA,NA,7,85,1,NA,NA,NA
"ALSHONJEFFERY","WR","Alshon Jeffery","CHI",10,49,14.5,NA,NA,NA,NA,NA,NA,NA,NA,7,85,1,NA,NA,NA
"EMMANUELSANDERS","WR","Emmanuel Sanders","DEN",10,49,14.5,NA,NA,NA,NA,NA,NA,NA,NA,6,85,1,NA,NA,NA
"SAMMYWATKINS","WR","Sammy Watkins","BUF",10,49,14.5,NA,NA,NA,NA,NA,NA,NA,NA,6,85,1,NA,NA,NA
"JUSTINFORSETT","RB","Justin Forsett","BAL",14,57,14,NA,NA,NA,NA,NA,15,65,1,3,15,0,NA,NA,NA
"FRANKGORE","RB","Frank Gore","SF",14,57,14,NA,NA,NA,NA,NA,17,70,1,1,10,0,NA,NA,NA
"ALFREDMORRIS","RB","Alfred Morris","WAS",14,57,14,NA,NA,NA,NA,NA,18,70,1,1,10,0,NA,NA,NA
"ANQUANBOLDIN","WR","Anquan Boldin","SF",15,57,14,NA,NA,NA,NA,NA,NA,NA,NA,6,80,1,NA,NA,NA
"RANDALLCOBB","WR","Randall Cobb","GB",15,57,14,NA,NA,NA,NA,NA,NA,NA,NA,7,80,1,NA,NA,NA
"JOSHGORDON","WR","Josh Gordon","CLE",15,57,14,NA,NA,NA,NA,NA,NA,NA,NA,6,80,1,NA,NA,NA
"DEANDREHOPKINS","WR","DeAndre Hopkins","HOU",15,57,14,NA,NA,NA,NA,NA,NA,NA,NA,6,80,1,NA,NA,NA
"BRANDONMARSHALL","WR","Brandon Marshall","CHI",15,57,14,NA,NA,NA,NA,NA,NA,NA,NA,6,80,1,NA,NA,NA
"STEVENJACKSON","RB","Steven Jackson","ATL",17,65,13.5,NA,NA,NA,NA,NA,16,65,1,2,10,0,NA,NA,NA
"PERCYHARVIN","WR","Percy Harvin","NYJ",20,65,13.5,NA,NA,NA,NA,NA,NA,NA,NA,8,75,1,NA,NA,NA
"DESEANJACKSON","WR","DeSean Jackson","WAS",20,65,13.5,NA,NA,NA,NA,NA,NA,NA,NA,5,75,1,NA,NA,NA
"VINCENTJACKSON","WR","Vincent Jackson","TB",20,65,13.5,NA,NA,NA,NA,NA,NA,NA,NA,6,75,1,NA,NA,NA
"JORDANMATTHEWS","WR","Jordan Matthews","PHI",20,65,13.5,NA,NA,NA,NA,NA,NA,NA,NA,6,75,1,NA,NA,NA
"KENNYSTILLS","WR","Kenny Stills","NO",20,65,13.5,NA,NA,NA,NA,NA,NA,NA,NA,5,75,1,NA,NA,NA
"GOLDENTATE","WR","Golden Tate","DET",20,65,13.5,NA,NA,NA,NA,NA,NA,NA,NA,5,75,1,NA,NA,NA
"JIMMYGRAHAM","TE","Jimmy Graham","NO",1,65,13.5,NA,NA,NA,NA,NA,NA,NA,NA,7,75,1,NA,NA,NA
"ROBGRONKOWSKI","TE","Rob Gronkowski","NE",1,65,13.5,NA,NA,NA,NA,NA,NA,NA,NA,8,75,1,NA,NA,NA
"JEREMYHILL","RB","Jeremy Hill","CIN",18,74,13,NA,NA,NA,NA,NA,15,60,1,2,10,0,NA,NA,NA
"LATAVIUSMURRAY","RB","Latavius Murray","OAK",18,74,13,NA,NA,NA,NA,NA,14,55,1,2,15,0,NA,NA,NA
"KEENANALLEN","WR","Keenan Allen","SD",26,74,13,NA,NA,NA,NA,NA,NA,NA,NA,5,70,1,NA,NA,NA
"DWAYNEBOWE","WR","Dwayne Bowe","KC",26,74,13,NA,NA,NA,NA,NA,NA,NA,NA,5,70,1,NA,NA,NA
"BRANDONLAFELL","WR","Brandon LaFell","NE",26,74,13,NA,NA,NA,NA,NA,NA,NA,NA,5,70,1,NA,NA,NA
"MIKEWALLACE","WR","Mike Wallace","MIA",26,74,13,NA,NA,NA,NA,NA,NA,NA,NA,6,70,1,NA,NA,NA
"KENNYBRITT","WR","Kenny Britt","STL",30,80,12.5,NA,NA,NA,NA,NA,NA,NA,NA,5,65,1,NA,NA,NA
"JOHNBROWN","WR","John Brown","ARI",30,80,12.5,NA,NA,NA,NA,NA,NA,NA,NA,5,65,1,NA,NA,NA
"REGGIEWAYNE","WR","Reggie Wayne","IND",30,80,12.5,NA,NA,NA,NA,NA,NA,NA,NA,5,65,1,NA,NA,NA
"DOUGBALDWIN","WR","Doug Baldwin","SEA",33,83,12,NA,NA,NA,NA,NA,NA,NA,NA,4,60,1,NA,NA,NA
"DAVANTEADAMS","WR","Davante Adams","GB",34,84,11.5,NA,NA,NA,NA,NA,NA,NA,NA,4,55,1,NA,NA,NA
"JAMESJONES","WR","James Jones","OAK",34,84,11.5,NA,NA,NA,NA,NA,NA,NA,NA,4,55,1,NA,NA,NA
"JASONWITTEN","TE","Jason Witten","DAL",3,84,11.5,NA,NA,NA,NA,NA,NA,NA,NA,5,55,1,NA,NA,NA
"JONASGRAY","RB","Jonas Gray","NE",20,87,11,NA,NA,NA,NA,NA,13,50,1,0,0,0,NA,NA,NA
"OWENDANIELS","TE","Owen Daniels","BAL",4,87,11,NA,NA,NA,NA,NA,NA,NA,NA,5,50,1,NA,NA,NA
"COBYFLEENER","TE","Coby Fleener","IND",4,87,11,NA,NA,NA,NA,NA,NA,NA,NA,5,50,1,NA,NA,NA
"ANTONIOGATES","TE","Antonio Gates","SD",4,87,11,NA,NA,NA,NA,NA,NA,NA,NA,5,50,1,NA,NA,NA
"DELANIEWALKER","TE","Delanie Walker","TEN",7,91,10,NA,NA,NA,NA,NA,NA,NA,NA,4,40,1,NA,NA,NA
"TREMASON","RB","Tre Mason","STL",21,92,8.5,NA,NA,NA,NA,NA,14,75,0,1,10,0,NA,NA,NA
"JERICKMCKINNON","RB","Jerick McKinnon","MIN",21,92,8.5,NA,NA,NA,NA,NA,14,65,0,3,20,0,NA,NA,NA
"DENARDROBINSON","RB","Denard Robinson","JAC",21,92,8.5,NA,NA,NA,NA,NA,18,75,0,1,10,0,NA,NA,NA
"CECILSHORTS","WR","Cecil Shorts","JAC",36,92,8.5,NA,NA,NA,NA,NA,NA,NA,NA,7,85,0,NA,NA,NA
"JOIQUEBELL","RB","Joique Bell","DET",24,96,8,NA,NA,NA,NA,NA,15,60,0,3,20,0,NA,NA,NA
"FREDJACKSON","RB","Fred Jackson","BUF",24,96,8,NA,NA,NA,NA,NA,13,55,0,4,25,0,NA,NA,NA
"TRENTRICHARDSON","RB","Trent Richardson","IND",24,96,8,NA,NA,NA,NA,NA,17,60,0,3,20,0,NA,NA,NA
"ANDREJOHNSON","WR","Andre Johnson","HOU",37,96,8,NA,NA,NA,NA,NA,NA,NA,NA,6,80,0,NA,NA,NA
"RYANMATHEWS","RB","Ryan Mathews","SD",27,100,7.5,NA,NA,NA,NA,NA,15,60,0,2,15,0,NA,NA,NA
"RUEBENRANDLE","WR","Rueben Randle","NYG",38,100,7.5,NA,NA,NA,NA,NA,NA,NA,NA,6,75,0,NA,NA,NA
"RODDYWHITE","WR","Roddy White","ATL",38,100,7.5,NA,NA,NA,NA,NA,NA,NA,NA,6,75,0,NA,NA,NA
"BISHOPSANKEY","RB","Bishop Sankey","TEN",28,103,7,NA,NA,NA,NA,NA,14,60,0,1,10,0,NA,NA,NA
"CHRISIVORY","RB","Chris Ivory","NYJ",29,104,6.5,NA,NA,NA,NA,NA,14,60,0,1,5,0,NA,NA,NA
"MARQUESCOLSTON","WR","Marques Colston","NO",40,104,6.5,NA,NA,NA,NA,NA,NA,NA,NA,5,65,0,NA,NA,NA
"MICHAELCRABTREE","WR","Michael Crabtree","SF",40,104,6.5,NA,NA,NA,NA,NA,NA,NA,NA,5,65,0,NA,NA,NA
"MICHAELFLOYD","WR","Michael Floyd","ARI",40,104,6.5,NA,NA,NA,NA,NA,NA,NA,NA,5,65,0,NA,NA,NA
"ALLENHURNS","WR","Allen Hurns","JAC",40,104,6.5,NA,NA,NA,NA,NA,NA,NA,NA,5,65,0,NA,NA,NA
"MOHAMEDSANU","WR","Mohamed Sanu","CIN",40,104,6.5,NA,NA,NA,NA,NA,NA,NA,NA,5,65,0,NA,NA,NA
"TORREYSMITH","WR","Torrey Smith","BAL",40,104,6.5,NA,NA,NA,NA,NA,NA,NA,NA,5,65,0,NA,NA,NA
"GIOVANIBERNARD","RB","Giovani Bernard","CIN",30,111,6,NA,NA,NA,NA,NA,9,35,0,4,25,0,NA,NA,NA
"BRYCEBROWN","RB","Bryce Brown","BUF",30,111,6,NA,NA,NA,NA,NA,8,30,0,4,30,0,NA,NA,NA
"SHANEVEREEN","RB","Shane Vereen","NE",30,111,6,NA,NA,NA,NA,NA,6,25,0,5,35,0,NA,NA,NA
"JULIANEDELMAN","WR","Julian Edelman","NE",46,111,6,NA,NA,NA,NA,NA,NA,NA,NA,5,60,0,NA,NA,NA
"KENDALLWRIGHT","WR","Kendall Wright","TEN",46,111,6,NA,NA,NA,NA,NA,NA,NA,NA,4,60,0,NA,NA,NA
"PIERREGARCON","WR","Pierre Garcon","WAS",48,116,5.5,NA,NA,NA,NA,NA,NA,NA,NA,5,55,0,NA,NA,NA
"ANDREWHAWKINS","WR","Andrew Hawkins","CLE",48,116,5.5,NA,NA,NA,NA,NA,NA,NA,NA,5,55,0,NA,NA,NA
"MARTELLUSBENNETT","TE","Martellus Bennett","CHI",8,116,5.5,NA,NA,NA,NA,NA,NA,NA,NA,5,55,0,NA,NA,NA
"DARRENMCFADDEN","RB","Darren McFadden","OAK",33,119,5,NA,NA,NA,NA,NA,8,30,0,3,20,0,NA,NA,NA
"BOBBYRAINEY","RB","Bobby Rainey","TB",33,119,5,NA,NA,NA,NA,NA,6,25,0,3,25,0,NA,NA,NA
"MALCOMFLOYD","WR","Malcom Floyd","SD",50,119,5,NA,NA,NA,NA,NA,NA,NA,NA,3,50,0,NA,NA,NA
"JUSTINHUNTER","WR","Justin Hunter","TEN",50,119,5,NA,NA,NA,NA,NA,NA,NA,NA,4,50,0,NA,NA,NA
"GREGJENNINGS","WR","Greg Jennings","MIN",50,119,5,NA,NA,NA,NA,NA,NA,NA,NA,4,50,0,NA,NA,NA
"JARVISLANDRY","WR","Jarvis Landry","MIA",50,119,5,NA,NA,NA,NA,NA,NA,NA,NA,4,50,0,NA,NA,NA
"CHARLESCLAY","TE","Charles Clay","MIA",9,119,5,NA,NA,NA,NA,NA,NA,NA,NA,5,50,0,NA,NA,NA
"LARRYDONNELL","TE","Larry Donnell","NYG",9,119,5,NA,NA,NA,NA,NA,NA,NA,NA,5,50,0,NA,NA,NA
"CHARLESSIMS","RB","Charles Sims","TB",35,127,4.5,NA,NA,NA,NA,NA,10,35,0,1,10,0,NA,NA,NA
"DARRENSPROLES","RB","Darren Sproles","PHI",35,127,4.5,NA,NA,NA,NA,NA,5,20,0,4,25,0,NA,NA,NA
"TERRANCEWEST","RB","Terrance West","CLE",35,127,4.5,NA,NA,NA,NA,NA,10,40,0,1,5,0,NA,NA,NA
"JAREDCOOK","TE","Jared Cook","STL",11,127,4.5,NA,NA,NA,NA,NA,NA,NA,NA,5,45,0,NA,NA,NA
"TRAVISKELCE","TE","Travis Kelce","KC",11,127,4.5,NA,NA,NA,NA,NA,NA,NA,NA,5,45,0,NA,NA,NA
"NILESPAUL","TE","Niles Paul","WAS",11,127,4.5,NA,NA,NA,NA,NA,NA,NA,NA,4,45,0,NA,NA,NA
"MYCHALRIVERA","TE","Mychal Rivera","OAK",11,127,4.5,NA,NA,NA,NA,NA,NA,NA,NA,3,45,0,NA,NA,NA
"JACOBTAMME","TE","Jacob Tamme","DEN",11,127,4.5,NA,NA,NA,NA,NA,NA,NA,NA,5,45,0,NA,NA,NA
"BENNYCUNNINGHAM","RB","Benny Cunningham","STL",38,135,4,NA,NA,NA,NA,NA,5,20,0,3,20,0,NA,NA,NA
"TOBYGERHART","RB","Toby Gerhart","JAC",38,135,4,NA,NA,NA,NA,NA,6,20,0,3,20,0,NA,NA,NA
"CHRISJOHNSON","RB","Chris Johnson","NYJ",38,135,4,NA,NA,NA,NA,NA,8,30,0,1,10,0,NA,NA,NA
"THEORIDDICK","RB","Theo Riddick","DET",38,135,4,NA,NA,NA,NA,NA,3,10,0,4,30,0,NA,NA,NA
"HARRYDOUGLAS","WR","Harry Douglas","ATL",54,135,4,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,NA,NA,NA
"ANDREHOLMES","WR","Andre Holmes","OAK",54,135,4,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,NA,NA,NA
"CORDARRELLEPATTERSON","WR","Cordarrelle Patterson","MIN",54,135,4,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,NA,NA,NA
"EDDIEROYAL","WR","Eddie Royal","SD",54,135,4,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,NA,NA,NA
"WESWELKER","WR","Wes Welker","DEN",54,135,4,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,NA,NA,NA
"TERRANCEWILLIAMS","WR","Terrance Williams","DAL",54,135,4,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,NA,NA,NA
"ROBERTWOODS","WR","Robert Woods","BUF",54,135,4,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,NA,NA,NA
"SCOTTCHANDLER","TE","Scott Chandler","BUF",16,135,4,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,NA,NA,NA
"ZACHERTZ","TE","Zach Ertz","PHI",16,135,4,NA,NA,NA,NA,NA,NA,NA,NA,4,40,0,NA,NA,NA
"AUSTINSEFERIANJENKINS","TE","Austin Seferian-Jenkins","TB",16,135,4,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,NA,NA,NA
"ROYHELU","RB","Roy Helu","WAS",42,149,3.5,NA,NA,NA,NA,NA,3,10,0,4,25,0,NA,NA,NA
"DOUGMARTIN","RB","Doug Martin","TB",42,149,3.5,NA,NA,NA,NA,NA,10,35,0,0,0,0,NA,NA,NA
"PIERRETHOMAS","RB","Pierre Thomas","NO",42,149,3.5,NA,NA,NA,NA,NA,4,15,0,3,20,0,NA,NA,NA
"BRIANHARTLINE","WR","Brian Hartline","MIA",61,149,3.5,NA,NA,NA,NA,NA,NA,NA,NA,2,35,0,NA,NA,NA
"CHARLESJOHNSON","WR","Charles Johnson","MIN",61,149,3.5,NA,NA,NA,NA,NA,NA,NA,NA,3,35,0,NA,NA,NA
"MARQISELEE","WR","Marqise Lee","JAC",61,149,3.5,NA,NA,NA,NA,NA,NA,NA,NA,2,35,0,NA,NA,NA
"NATEWASHINGTON","WR","Nate Washington","TEN",61,149,3.5,NA,NA,NA,NA,NA,NA,NA,NA,3,35,0,NA,NA,NA
"JACEAMARO","TE","Jace Amaro","NYJ",19,149,3.5,NA,NA,NA,NA,NA,NA,NA,NA,3,35,0,NA,NA,NA
"VERNONDAVIS","TE","Vernon Davis","SF",19,149,3.5,NA,NA,NA,NA,NA,NA,NA,NA,3,35,0,NA,NA,NA
"GARRETTGRAHAM","TE","Garrett Graham","HOU",19,149,3.5,NA,NA,NA,NA,NA,NA,NA,NA,3,35,0,NA,NA,NA
"JERMAINEGRESHAM","TE","Jermaine Gresham","CIN",19,149,3.5,NA,NA,NA,NA,NA,NA,NA,NA,4,35,0,NA,NA,NA
"JONATHANGRIMES","RB","Jonathan Grimes","HOU",45,160,3,NA,NA,NA,NA,NA,2,10,0,3,20,0,NA,NA,NA
"DANHERRON","RB","Dan Herron","IND",45,160,3,NA,NA,NA,NA,NA,5,20,0,2,10,0,NA,NA,NA
"BRANDENOLIVER","RB","Branden Oliver","SD",45,160,3,NA,NA,NA,NA,NA,5,20,0,1,10,0,NA,NA,NA
"TAVONAUSTIN","WR","Tavon Austin","STL",65,160,3,NA,NA,NA,NA,NA,NA,NA,NA,2,30,0,NA,NA,NA
"STEDMANBAILEY","WR","Stedman Bailey","STL",65,160,3,NA,NA,NA,NA,NA,NA,NA,NA,2,30,0,NA,NA,NA
"RILEYCOOPER","WR","Riley Cooper","PHI",65,160,3,NA,NA,NA,NA,NA,NA,NA,NA,2,30,0,NA,NA,NA
"STEVEJOHNSON","WR","Steve Johnson","SF",65,160,3,NA,NA,NA,NA,NA,NA,NA,NA,2,30,0,NA,NA,NA
"JERMAINEKEARSE","WR","Jermaine Kearse","SEA",65,160,3,NA,NA,NA,NA,NA,NA,NA,NA,2,30,0,NA,NA,NA
"LOUISMURPHY","WR","Louis Murphy","TB",65,160,3,NA,NA,NA,NA,NA,NA,NA,NA,2,30,0,NA,NA,NA
"ANDREROBERTS","WR","Andre Roberts","WAS",65,160,3,NA,NA,NA,NA,NA,NA,NA,NA,2,30,0,NA,NA,NA
"MARCEDESLEWIS","TE","Marcedes Lewis","JAC",23,160,3,NA,NA,NA,NA,NA,NA,NA,NA,3,30,0,NA,NA,NA
"KYLERUDOLPH","TE","Kyle Rudolph","MIN",23,160,3,NA,NA,NA,NA,NA,NA,NA,NA,3,30,0,NA,NA,NA
"LUKEWILLSON","TE","Luke Willson","SEA",23,160,3,NA,NA,NA,NA,NA,NA,NA,NA,3,30,0,NA,NA,NA
"DEVONTAFREEMAN","RB","Devonta Freeman","ATL",48,173,2.5,NA,NA,NA,NA,NA,4,15,0,1,10,0,NA,NA,NA
"CARLOSHYDE","RB","Carlos Hyde","SF",48,173,2.5,NA,NA,NA,NA,NA,6,25,0,0,0,0,NA,NA,NA
"JAMESSTARKS","RB","James Starks","GB",48,173,2.5,NA,NA,NA,NA,NA,5,20,0,1,5,0,NA,NA,NA
"DEANTHONYTHOMAS","RB","De'Anthony Thomas","KC",48,173,2.5,NA,NA,NA,NA,NA,2,10,0,2,15,0,NA,NA,NA
"JUWANTHOMPSON","RB","Juwan Thompson","DEN",48,173,2.5,NA,NA,NA,NA,NA,8,25,0,0,0,0,NA,NA,NA
"MILESAUSTIN","WR","Miles Austin","CLE",72,173,2.5,NA,NA,NA,NA,NA,NA,NA,NA,2,25,0,NA,NA,NA
"JUNIORHEMINGWAY","WR","Junior Hemingway","KC",72,173,2.5,NA,NA,NA,NA,NA,NA,NA,NA,2,25,0,NA,NA,NA
"JACOBYJONES","WR","Jacoby Jones","BAL",72,173,2.5,NA,NA,NA,NA,NA,NA,NA,NA,2,25,0,NA,NA,NA
"JEREMYKERLEY","WR","Jeremy Kerley","NYJ",72,173,2.5,NA,NA,NA,NA,NA,NA,NA,NA,2,25,0,NA,NA,NA
"JARIUSWRIGHT","WR","Jarius Wright","MIN",72,173,2.5,NA,NA,NA,NA,NA,NA,NA,NA,2,25,0,NA,NA,NA
"ERICEBRON","TE","Eric Ebron","DET",26,173,2.5,NA,NA,NA,NA,NA,NA,NA,NA,2,25,0,NA,NA,NA
"LEVINETOILOLO","TE","Levine Toilolo","ATL",26,173,2.5,NA,NA,NA,NA,NA,NA,NA,NA,2,25,0,NA,NA,NA
"TRAVARISCADET","RB","Travaris Cadet","NO",53,185,2,NA,NA,NA,NA,NA,3,10,0,1,10,0,NA,NA,NA
"LORENZOTALIAFERRO","RB","Lorenzo Taliaferro","BAL",53,185,2,NA,NA,NA,NA,NA,4,15,0,1,5,0,NA,NA,NA
"BENTATE","RB","Ben Tate","MIN",53,185,2,NA,NA,NA,NA,NA,6,20,0,0,0,0,NA,NA,NA
"ROBERTTURBIN","RB","Robert Turbin","SEA",53,185,2,NA,NA,NA,NA,NA,2,10,0,1,10,0,NA,NA,NA
"ANDREWILLIAMS","RB","Andre Williams","NYG",53,185,2,NA,NA,NA,NA,NA,5,20,0,0,0,0,NA,NA,NA
"DANNYAMENDOLA","WR","Danny Amendola","NE",77,185,2,NA,NA,NA,NA,NA,NA,NA,NA,1,20,0,NA,NA,NA
"COLEBEASLEY","WR","Cole Beasley","DAL",77,185,2,NA,NA,NA,NA,NA,NA,NA,NA,2,20,0,NA,NA,NA
"COREYFULLER","WR","Corey Fuller","DET",77,185,2,NA,NA,NA,NA,NA,NA,NA,NA,1,20,0,NA,NA,NA
