"name","pos","name_fftoday","team_fftoday","positionRank_fftoday","overallRank_fftoday","pts_fftoday","passAtt_fftoday","passComp_fftoday","passYds_fftoday","passTds_fftoday","passInt_fftoday","rushAtt_fftoday","rushYds_fftoday","rushTds_fftoday","rec_fftoday","recYds_fftoday","recTds_fftoday","returnTds_fftoday","twoPts_fftoday","fumbles_fftoday"
"ARIANFOSTER","RB","Arian Foster","HOU",1,16,19.5,NA,NA,NA,NA,NA,26,105,1,4,30,0,NA,NA,NA
"CJANDERSON","RB","C.J. Anderson","DEN",3,19,18.5,NA,NA,NA,NA,NA,24,90,1,3,35,0,NA,NA,NA
"ODELLBECKHAM","WR","Odell Beckham Jr.","NYG",1,19,18.5,NA,NA,NA,NA,NA,NA,NA,NA,9,125,1,NA,NA,NA
"CHASEDANIEL","QB","Chase Daniel","KC",17,21,18.3,33,20,235,1,0,5,25,0,NA,NA,NA,NA,NA,NA
"TONYROMO","QB","Tony Romo","DAL",17,21,18.3,25,16,195,2,0,1,5,0,NA,NA,NA,NA,NA,NA
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",19,23,18,36,23,270,1,1,2,5,0,NA,NA,NA,NA,NA,NA
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",20,24,17.8,30,18,225,1,0,4,25,0,NA,NA,NA,NA,NA,NA
"ROBERTGRIFFIN","QB","Robert Griffin III","WAS",21,25,17.5,34,22,240,1,1,3,15,0,NA,NA,NA,NA,NA,NA
"MATTFORTE","RB","Matt Forte","CHI",4,26,17,NA,NA,NA,NA,NA,15,60,0,7,50,1,NA,NA,NA
"KYLEORTON","QB","Kyle Orton","BUF",22,27,16.8,31,19,235,1,1,2,10,0,NA,NA,NA,NA,NA,NA
"CHARLIEWHITEHURST","QB","Charlie Whitehurst","TEN",22,27,16.8,32,19,235,1,1,2,10,0,NA,NA,NA,NA,NA,NA
"JEREMYHILL","RB","Jeremy Hill","CIN",5,29,16.5,NA,NA,NA,NA,NA,19,80,1,5,25,0,NA,NA,NA
"MARSHAWNLYNCH","RB","Marshawn Lynch","SEA",5,29,16.5,NA,NA,NA,NA,NA,21,85,1,3,20,0,NA,NA,NA
"ANTONIOBROWN","WR","Antonio Brown","PIT",2,29,16.5,NA,NA,NA,NA,NA,NA,NA,NA,8,105,1,NA,NA,NA
"CASEKEENUM","QB","Case Keenum","HOU",24,32,16.3,28,18,215,1,1,2,15,0,NA,NA,NA,NA,NA,NA
"BLAKEBORTLES","QB","Blake Bortles","JAC",25,33,16,30,18,210,1,1,3,15,0,NA,NA,NA,NA,NA,NA
"JUSTINFORSETT","RB","Justin Forsett","BAL",7,33,16,NA,NA,NA,NA,NA,19,80,1,3,20,0,NA,NA,NA
"JONATHANSTEWART","RB","Jonathan Stewart","CAR",7,33,16,NA,NA,NA,NA,NA,23,85,1,2,15,0,NA,NA,NA
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",3,33,16,NA,NA,NA,NA,NA,NA,NA,NA,7,100,1,NA,NA,NA
"TOMBRADY","QB","Tom Brady","NE",26,37,15.8,22,13,155,2,0,0,0,0,NA,NA,NA,NA,NA,NA
"GENOSMITH","QB","Geno Smith","NYJ",26,37,15.8,27,16,195,1,1,4,20,0,NA,NA,NA,NA,NA,NA
"DEREKCARR","QB","Derek Carr","OAK",28,39,15.5,29,18,220,1,1,1,5,0,NA,NA,NA,NA,NA,NA
"JOIQUEBELL","RB","Joique Bell","DET",9,39,15.5,NA,NA,NA,NA,NA,16,65,1,4,30,0,NA,NA,NA
"EDDIELACY","RB","Eddie Lacy","GB",9,39,15.5,NA,NA,NA,NA,NA,18,70,1,4,25,0,NA,NA,NA
"ALFREDMORRIS","RB","Alfred Morris","WAS",9,39,15.5,NA,NA,NA,NA,NA,21,85,1,1,10,0,NA,NA,NA
"JORDYNELSON","WR","Jordy Nelson","GB",4,39,15.5,NA,NA,NA,NA,NA,NA,NA,NA,7,95,1,NA,NA,NA
"MATTASIATA","RB","Matt Asiata","MIN",12,44,15,NA,NA,NA,NA,NA,18,65,1,4,25,0,NA,NA,NA
"JAMAALCHARLES","RB","Jamaal Charles","KC",12,44,15,NA,NA,NA,NA,NA,16,70,1,3,20,0,NA,NA,NA
"MARKINGRAM","RB","Mark Ingram","NO",12,44,15,NA,NA,NA,NA,NA,19,75,1,2,15,0,NA,NA,NA
"LESEANMCCOY","RB","LeSean McCoy","PHI",12,44,15,NA,NA,NA,NA,NA,17,75,1,2,15,0,NA,NA,NA
"DESEANJACKSON","WR","DeSean Jackson","WAS",5,44,15,NA,NA,NA,NA,NA,NA,NA,NA,6,90,1,NA,NA,NA
"CALVINJOHNSON","WR","Calvin Johnson","DET",5,44,15,NA,NA,NA,NA,NA,NA,NA,NA,6,90,1,NA,NA,NA
"JULIOJONES","WR","Julio Jones","ATL",5,44,15,NA,NA,NA,NA,NA,NA,NA,NA,7,90,1,NA,NA,NA
"SHAUNHILL","QB","Shaun Hill","STL",29,51,14.8,27,17,205,1,1,1,5,0,NA,NA,NA,NA,NA,NA
"BRANDENOLIVER","RB","Branden Oliver","SD",16,52,14.5,NA,NA,NA,NA,NA,17,65,1,3,20,0,NA,NA,NA
"DEZBRYANT","WR","Dez Bryant","DAL",8,52,14.5,NA,NA,NA,NA,NA,NA,NA,NA,7,85,1,NA,NA,NA
"RANDALLCOBB","WR","Randall Cobb","GB",8,52,14.5,NA,NA,NA,NA,NA,NA,NA,NA,7,85,1,NA,NA,NA
"LATAVIUSMURRAY","RB","Latavius Murray","OAK",17,55,14,NA,NA,NA,NA,NA,14,65,1,2,15,0,NA,NA,NA
"KELVINBENJAMIN","WR","Kelvin Benjamin","CAR",10,55,14,NA,NA,NA,NA,NA,NA,NA,NA,6,80,1,NA,NA,NA
"ALSHONJEFFERY","WR","Alshon Jeffery","CHI",10,55,14,NA,NA,NA,NA,NA,NA,NA,NA,7,80,1,NA,NA,NA
"JEREMYMACLIN","WR","Jeremy Maclin","PHI",10,55,14,NA,NA,NA,NA,NA,NA,NA,NA,6,80,1,NA,NA,NA
"FRANKGORE","RB","Frank Gore","SF",18,59,13.5,NA,NA,NA,NA,NA,15,65,1,1,10,0,NA,NA,NA
"ANQUANBOLDIN","WR","Anquan Boldin","SF",13,59,13.5,NA,NA,NA,NA,NA,NA,NA,NA,6,75,1,NA,NA,NA
"ERICDECKER","WR","Eric Decker","NYJ",13,59,13.5,NA,NA,NA,NA,NA,NA,NA,NA,5,75,1,NA,NA,NA
"MIKEEVANS","WR","Mike Evans","TB",13,59,13.5,NA,NA,NA,NA,NA,NA,NA,NA,7,75,1,NA,NA,NA
"AJGREEN","WR","A.J. Green","CIN",13,59,13.5,NA,NA,NA,NA,NA,NA,NA,NA,6,75,1,NA,NA,NA
"VINCENTJACKSON","WR","Vincent Jackson","TB",13,59,13.5,NA,NA,NA,NA,NA,NA,NA,NA,6,75,1,NA,NA,NA
"ANDREJOHNSON","WR","Andre Johnson","HOU",13,59,13.5,NA,NA,NA,NA,NA,NA,NA,NA,6,75,1,NA,NA,NA
"CHARLESJOHNSON","WR","Charles Johnson","MIN",13,59,13.5,NA,NA,NA,NA,NA,NA,NA,NA,5,75,1,NA,NA,NA
"EMMANUELSANDERS","WR","Emmanuel Sanders","DEN",13,59,13.5,NA,NA,NA,NA,NA,NA,NA,NA,6,75,1,NA,NA,NA
"SAMMYWATKINS","WR","Sammy Watkins","BUF",13,59,13.5,NA,NA,NA,NA,NA,NA,NA,NA,6,75,1,NA,NA,NA
"RYANLINDLEY","QB","Ryan Lindley","ARI",30,69,13.3,23,12,185,1,1,0,0,0,NA,NA,NA,NA,NA,NA
"DEMARCOMURRAY","RB","DeMarco Murray","DAL",19,70,13,NA,NA,NA,NA,NA,16,70,1,0,0,0,NA,NA,NA
"DOUGBALDWIN","WR","Doug Baldwin","SEA",22,70,13,NA,NA,NA,NA,NA,NA,NA,NA,5,70,1,NA,NA,NA
"TORREYSMITH","WR","Torrey Smith","BAL",22,70,13,NA,NA,NA,NA,NA,NA,NA,NA,6,70,1,NA,NA,NA
"GOLDENTATE","WR","Golden Tate","DET",22,70,13,NA,NA,NA,NA,NA,NA,NA,NA,5,70,1,NA,NA,NA
"MIKEWALLACE","WR","Mike Wallace","MIA",22,70,13,NA,NA,NA,NA,NA,NA,NA,NA,6,70,1,NA,NA,NA
"GREGOLSEN","TE","Greg Olsen","CAR",1,70,13,NA,NA,NA,NA,NA,NA,NA,NA,7,70,1,NA,NA,NA
"CHRISIVORY","RB","Chris Ivory","NYJ",20,76,12.5,NA,NA,NA,NA,NA,13,55,1,1,10,0,NA,NA,NA
"ANDREWILLIAMS","RB","Andre Williams","NYG",20,76,12.5,NA,NA,NA,NA,NA,14,55,1,1,10,0,NA,NA,NA
"JARVISLANDRY","WR","Jarvis Landry","MIA",26,76,12.5,NA,NA,NA,NA,NA,NA,NA,NA,5,65,1,NA,NA,NA
"HAKEEMNICKS","WR","Hakeem Nicks","IND",26,76,12.5,NA,NA,NA,NA,NA,NA,NA,NA,4,65,1,NA,NA,NA
"RUEBENRANDLE","WR","Rueben Randle","NYG",26,76,12.5,NA,NA,NA,NA,NA,NA,NA,NA,5,65,1,NA,NA,NA
"EDDIEROYAL","WR","Eddie Royal","SD",26,76,12.5,NA,NA,NA,NA,NA,NA,NA,NA,5,65,1,NA,NA,NA
"RODDYWHITE","WR","Roddy White","ATL",26,76,12.5,NA,NA,NA,NA,NA,NA,NA,NA,5,65,1,NA,NA,NA
"MARTELLUSBENNETT","TE","Martellus Bennett","CHI",2,76,12.5,NA,NA,NA,NA,NA,NA,NA,NA,6,65,1,NA,NA,NA
"JIMMYGRAHAM","TE","Jimmy Graham","NO",2,76,12.5,NA,NA,NA,NA,NA,NA,NA,NA,6,65,1,NA,NA,NA
"MATTHASSELBECK","QB","Matt Hasselbeck","IND",31,85,12.3,22,13,165,1,0,0,0,0,NA,NA,NA,NA,NA,NA
"MARQUESCOLSTON","WR","Marques Colston","NO",31,86,12,NA,NA,NA,NA,NA,NA,NA,NA,5,60,1,NA,NA,NA
"ANTONIOGATES","TE","Antonio Gates","SD",4,86,12,NA,NA,NA,NA,NA,NA,NA,NA,6,60,1,NA,NA,NA
"DELANIEWALKER","TE","Delanie Walker","TEN",4,86,12,NA,NA,NA,NA,NA,NA,NA,NA,5,60,1,NA,NA,NA
"JORDANMATTHEWS","WR","Jordan Matthews","PHI",32,89,11.5,NA,NA,NA,NA,NA,NA,NA,NA,4,55,1,NA,NA,NA
"ANDREWLUCK","QB","Andrew Luck","IND",32,90,11,17,11,130,1,0,1,5,0,NA,NA,NA,NA,NA,NA
"HEATHMILLER","TE","Heath Miller","PIT",6,90,11,NA,NA,NA,NA,NA,NA,NA,NA,5,50,1,NA,NA,NA
"OWENDANIELS","TE","Owen Daniels","BAL",7,92,10.5,NA,NA,NA,NA,NA,NA,NA,NA,4,45,1,NA,NA,NA
"CONNORSHAW","QB","Connor Shaw","CLE",33,93,9.8,25,15,165,0,1,4,15,0,NA,NA,NA,NA,NA,NA
"FREDJACKSON","RB","Fred Jackson","BUF",22,94,9,NA,NA,NA,NA,NA,15,60,0,4,30,0,NA,NA,NA
"LAMARMILLER","RB","Lamar Miller","MIA",23,95,8.5,NA,NA,NA,NA,NA,15,65,0,3,20,0,NA,NA,NA
"DANNYAMENDOLA","WR","Danny Amendola","NE",33,96,7.5,NA,NA,NA,NA,NA,NA,NA,NA,5,75,0,NA,NA,NA
"ISAIAHCROWELL","RB","Isaiah Crowell","CLE",24,97,7,NA,NA,NA,NA,NA,14,60,0,1,10,0,NA,NA,NA
"TOBYGERHART","RB","Toby Gerhart","JAC",24,97,7,NA,NA,NA,NA,NA,15,50,0,3,20,0,NA,NA,NA
"DANHERRON","RB","Dan Herron","IND",24,97,7,NA,NA,NA,NA,NA,14,50,0,3,20,0,NA,NA,NA
"TREMASON","RB","Tre Mason","STL",24,97,7,NA,NA,NA,NA,NA,15,60,0,1,10,0,NA,NA,NA
"KENNYSTILLS","WR","Kenny Stills","NO",34,97,7,NA,NA,NA,NA,NA,NA,NA,NA,5,70,0,NA,NA,NA
"DEVONTAFREEMAN","RB","Devonta Freeman","ATL",28,102,6.5,NA,NA,NA,NA,NA,11,45,0,3,20,0,NA,NA,NA
"DOUGMARTIN","RB","Doug Martin","TB",28,102,6.5,NA,NA,NA,NA,NA,16,55,0,1,10,0,NA,NA,NA
"BRANDONLAFELL","WR","Brandon LaFell","NE",35,102,6.5,NA,NA,NA,NA,NA,NA,NA,NA,5,65,0,NA,NA,NA
"BISHOPSANKEY","RB","Bishop Sankey","TEN",30,105,6,NA,NA,NA,NA,NA,11,50,0,1,10,0,NA,NA,NA
"DWAYNEBOWE","WR","Dwayne Bowe","KC",36,105,6,NA,NA,NA,NA,NA,NA,NA,NA,4,60,0,NA,NA,NA
"MALCOMFLOYD","WR","Malcom Floyd","SD",36,105,6,NA,NA,NA,NA,NA,NA,NA,NA,4,60,0,NA,NA,NA
"TYHILTON","WR","T.Y. Hilton","IND",36,105,6,NA,NA,NA,NA,NA,NA,NA,NA,4,60,0,NA,NA,NA
"DEANDREHOPKINS","WR","DeAndre Hopkins","HOU",36,105,6,NA,NA,NA,NA,NA,NA,NA,NA,5,60,0,NA,NA,NA
"STEVESMITH","WR","Steve Smith","BAL",36,105,6,NA,NA,NA,NA,NA,NA,NA,NA,4,60,0,NA,NA,NA
"JASONWITTEN","TE","Jason Witten","DAL",8,105,6,NA,NA,NA,NA,NA,NA,NA,NA,5,60,0,NA,NA,NA
"CHRISJOHNSON","RB","Chris Johnson","NYJ",31,112,5.5,NA,NA,NA,NA,NA,11,45,0,1,10,0,NA,NA,NA
"JACQUIZZRODGERS","RB","Jacquizz Rodgers","ATL",31,112,5.5,NA,NA,NA,NA,NA,11,40,0,2,15,0,NA,NA,NA
"SHANEVEREEN","RB","Shane Vereen","NE",31,112,5.5,NA,NA,NA,NA,NA,7,30,0,4,25,0,NA,NA,NA
"KERWYNNWILLIAMS","RB","Kerwynn Williams","ARI",31,112,5.5,NA,NA,NA,NA,NA,10,40,0,2,15,0,NA,NA,NA
"KENNYBRITT","WR","Kenny Britt","STL",41,112,5.5,NA,NA,NA,NA,NA,NA,NA,NA,4,55,0,NA,NA,NA
"ANDREHOLMES","WR","Andre Holmes","OAK",41,112,5.5,NA,NA,NA,NA,NA,NA,NA,NA,4,55,0,NA,NA,NA
"KENDALLWRIGHT","WR","Kendall Wright","TEN",41,112,5.5,NA,NA,NA,NA,NA,NA,NA,NA,4,55,0,NA,NA,NA
"ZACHERTZ","TE","Zach Ertz","PHI",9,112,5.5,NA,NA,NA,NA,NA,NA,NA,NA,5,55,0,NA,NA,NA
"TRAVISKELCE","TE","Travis Kelce","KC",9,112,5.5,NA,NA,NA,NA,NA,NA,NA,NA,6,55,0,NA,NA,NA
"GIOVANIBERNARD","RB","Giovani Bernard","CIN",35,121,5,NA,NA,NA,NA,NA,8,30,0,3,20,0,NA,NA,NA
"JOSEPHRANDLE","RB","Joseph Randle","DAL",35,121,5,NA,NA,NA,NA,NA,10,40,0,2,10,0,NA,NA,NA
"CJSPILLER","RB","C.J. Spiller","BUF",35,121,5,NA,NA,NA,NA,NA,10,40,0,1,10,0,NA,NA,NA
"LARRYFITZGERALD","WR","Larry Fitzgerald","ARI",44,121,5,NA,NA,NA,NA,NA,NA,NA,NA,4,50,0,NA,NA,NA
"ALLENHURNS","WR","Allen Hurns","JAC",44,121,5,NA,NA,NA,NA,NA,NA,NA,NA,4,50,0,NA,NA,NA
"GREGJENNINGS","WR","Greg Jennings","MIN",44,121,5,NA,NA,NA,NA,NA,NA,NA,NA,4,50,0,NA,NA,NA
"NATEWASHINGTON","WR","Nate Washington","TEN",44,121,5,NA,NA,NA,NA,NA,NA,NA,NA,4,50,0,NA,NA,NA
"TERRANCEWILLIAMS","WR","Terrance Williams","DAL",44,121,5,NA,NA,NA,NA,NA,NA,NA,NA,3,50,0,NA,NA,NA
"JIMMYGAROPPOLO","QB","Jimmy Garoppolo","NE",34,129,4.8,13,7,85,0,1,1,5,0,NA,NA,NA,NA,NA,NA
"BRANDONBOLDEN","RB","Brandon Bolden","NE",38,130,4.5,NA,NA,NA,NA,NA,12,35,0,1,10,0,NA,NA,NA
"STEPFANTAYLOR","RB","Stepfan Taylor","ARI",38,130,4.5,NA,NA,NA,NA,NA,10,40,0,1,5,0,NA,NA,NA
"STEDMANBAILEY","WR","Stedman Bailey","STL",49,130,4.5,NA,NA,NA,NA,NA,NA,NA,NA,3,45,0,NA,NA,NA
"MARTAVISBRYANT","WR","Martavis Bryant","PIT",49,130,4.5,NA,NA,NA,NA,NA,NA,NA,NA,3,45,0,NA,NA,NA
"HARRYDOUGLAS","WR","Harry Douglas","ATL",49,130,4.5,NA,NA,NA,NA,NA,NA,NA,NA,4,45,0,NA,NA,NA
"PIERREGARCON","WR","Pierre Garcon","WAS",49,130,4.5,NA,NA,NA,NA,NA,NA,NA,NA,4,45,0,NA,NA,NA
"MARQISELEE","WR","Marqise Lee","JAC",49,130,4.5,NA,NA,NA,NA,NA,NA,NA,NA,3,45,0,NA,NA,NA
"MOHAMEDSANU","WR","Mohamed Sanu","CIN",49,130,4.5,NA,NA,NA,NA,NA,NA,NA,NA,3,45,0,NA,NA,NA
"CECILSHORTS","WR","Cecil Shorts","JAC",49,130,4.5,NA,NA,NA,NA,NA,NA,NA,NA,3,45,0,NA,NA,NA
"MARQUESSWILSON","WR","Marquess Wilson","CHI",49,130,4.5,NA,NA,NA,NA,NA,NA,NA,NA,3,45,0,NA,NA,NA
"ROBERTWOODS","WR","Robert Woods","BUF",49,130,4.5,NA,NA,NA,NA,NA,NA,NA,NA,3,45,0,NA,NA,NA
"JARIUSWRIGHT","WR","Jarius Wright","MIN",49,130,4.5,NA,NA,NA,NA,NA,NA,NA,NA,3,45,0,NA,NA,NA
"CHARLESCLAY","TE","Charles Clay","MIA",11,130,4.5,NA,NA,NA,NA,NA,NA,NA,NA,4,45,0,NA,NA,NA
"COBYFLEENER","TE","Coby Fleener","IND",11,130,4.5,NA,NA,NA,NA,NA,NA,NA,NA,4,45,0,NA,NA,NA
"MYCHALRIVERA","TE","Mychal Rivera","OAK",11,130,4.5,NA,NA,NA,NA,NA,NA,NA,NA,3,45,0,NA,NA,NA
"TIMWRIGHT","TE","Tim Wright","NE",11,130,4.5,NA,NA,NA,NA,NA,NA,NA,NA,4,45,0,NA,NA,NA
"REGGIEBUSH","RB","Reggie Bush","DET",40,146,4,NA,NA,NA,NA,NA,6,25,0,2,15,0,NA,NA,NA
"KNILEDAVIS","RB","Knile Davis","KC",40,146,4,NA,NA,NA,NA,NA,7,30,0,1,10,0,NA,NA,NA
"SHONNGREENE","RB","Shonn Greene","TEN",40,146,4,NA,NA,NA,NA,NA,12,35,0,1,5,0,NA,NA,NA
"RASHADJENNINGS","RB","Rashad Jennings","NYG",40,146,4,NA,NA,NA,NA,NA,10,40,0,0,0,0,NA,NA,NA
"TRENTRICHARDSON","RB","Trent Richardson","IND",40,146,4,NA,NA,NA,NA,NA,9,30,0,1,10,0,NA,NA,NA
"CHARLESSIMS","RB","Charles Sims","TB",40,146,4,NA,NA,NA,NA,NA,6,20,0,3,20,0,NA,NA,NA
"COLEBEASLEY","WR","Cole Beasley","DAL",59,146,4,NA,NA,NA,NA,NA,NA,NA,NA,4,40,0,NA,NA,NA
"MICHAELFLOYD","WR","Michael Floyd","ARI",59,146,4,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,NA,NA,NA
"TAYLORGABRIEL","WR","Taylor Gabriel","CLE",59,146,4,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,NA,NA,NA
"ANDREWHAWKINS","WR","Andrew Hawkins","CLE",59,146,4,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,NA,NA,NA
"JAMESJONES","WR","James Jones","OAK",59,146,4,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,NA,NA,NA
"DONTEMONCRIEF","WR","Donte Moncrief","IND",59,146,4,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,NA,NA,NA
"ANDREROBERTS","WR","Andre Roberts","WAS",59,146,4,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,NA,NA,NA
"SCOTTCHANDLER","TE","Scott Chandler","BUF",15,146,4,NA,NA,NA,NA,NA,NA,NA,NA,3,40,0,NA,NA,NA
"JAREDCOOK","TE","Jared Cook","STL",15,146,4,NA,NA,NA,NA,NA,NA,NA,NA,4,40,0,NA,NA,NA
"JERMAINEGRESHAM","TE","Jermaine Gresham","CIN",15,146,4,NA,NA,NA,NA,NA,NA,NA,NA,4,40,0,NA,NA,NA
"JULIUSTHOMAS","TE","Julius Thomas","DEN",15,146,4,NA,NA,NA,NA,NA,NA,NA,NA,4,40,0,NA,NA,NA
"DARRENSPROLES","RB","Darren Sproles","PHI",46,163,3.5,NA,NA,NA,NA,NA,4,15,0,3,20,0,NA,NA,NA
"DONTRELLEINMAN","WR","Dontrelle Inman","SD",66,163,3.5,NA,NA,NA,NA,NA,NA,NA,NA,3,35,0,NA,NA,NA
"JEREMYKERLEY","WR","Jeremy Kerley","NYJ",66,163,3.5,NA,NA,NA,NA,NA,NA,NA,NA,3,35,0,NA,NA,NA
"PAULRICHARDSON","WR","Paul Richardson","SEA",66,163,3.5,NA,NA,NA,NA,NA,NA,NA,NA,2,35,0,NA,NA,NA
"NICKTOON","WR","Nick Toon","NO",66,163,3.5,NA,NA,NA,NA,NA,NA,NA,NA,2,35,0,NA,NA,NA
"REGGIEWAYNE","WR","Reggie Wayne","IND",66,163,3.5,NA,NA,NA,NA,NA,NA,NA,NA,3,35,0,NA,NA,NA
"MARKUSWHEATON","WR","Markus Wheaton","PIT",66,163,3.5,NA,NA,NA,NA,NA,NA,NA,NA,3,35,0,NA,NA,NA
"JORDANCAMERON","TE","Jordan Cameron","CLE",19,163,3.5,NA,NA,NA,NA,NA,NA,NA,NA,3,35,0,NA,NA,NA
"CHASEFORD","TE","Chase Ford","MIN",19,163,3.5,NA,NA,NA,NA,NA,NA,NA,NA,3,35,0,NA,NA,NA
"JORDANREED","TE","Jordan Reed","WAS",19,163,3.5,NA,NA,NA,NA,NA,NA,NA,NA,3,35,0,NA,NA,NA
"DONALDBROWN","RB","Donald Brown","SD",47,173,3,NA,NA,NA,NA,NA,5,20,0,1,10,0,NA,NA,NA
"LANCEDUNBAR","RB","Lance Dunbar","DAL",47,173,3,NA,NA,NA,NA,NA,3,10,0,2,20,0,NA,NA,NA
"JORDANTODMAN","RB","Jordan Todman","JAC",47,173,3,NA,NA,NA,NA,NA,4,20,0,1,10,0,NA,NA,NA
"DAVANTEADAMS","WR","Davante Adams","GB",72,173,3,NA,NA,NA,NA,NA,NA,NA,NA,2,30,0,NA,NA,NA
"TAVONAUSTIN","WR","Tavon Austin","STL",72,173,3,NA,NA,NA,NA,NA,NA,NA,NA,2,30,0,NA,NA,NA
"JASONAVANT","WR","Jason Avant","KC",72,173,3,NA,NA,NA,NA,NA,NA,NA,NA,2,30,0,NA,NA,NA
"RILEYCOOPER","WR","Riley Cooper","PHI",72,173,3,NA,NA,NA,NA,NA,NA,NA,NA,2,30,0,NA,NA,NA
"JERRICHOCOTCHERY","WR","Jerricho Cotchery","CAR",72,173,3,NA,NA,NA,NA,NA,NA,NA,NA,2,30,0,NA,NA,NA
"DAMARISJOHNSON","WR","Damaris Johnson","HOU",72,173,3,NA,NA,NA,NA,NA,NA,NA,NA,2,30,0,NA,NA,NA
"LARRYDONNELL","TE","Larry Donnell","NYG",22,173,3,NA,NA,NA,NA,NA,NA,NA,NA,3,30,0,NA,NA,NA
"MARCEDESLEWIS","TE","Marcedes Lewis","JAC",22,173,3,NA,NA,NA,NA,NA,NA,NA,NA,3,30,0,NA,NA,NA
"LUKEWILLSON","TE","Luke Willson","SEA",22,173,3,NA,NA,NA,NA,NA,NA,NA,NA,3,30,0,NA,NA,NA
"LEGARRETTEBLOUNT","RB","LeGarrette Blount","NE",50,185,2.5,NA,NA,NA,NA,NA,6,25,0,0,0,0,NA,NA,NA
"BENNYCUNNINGHAM","RB","Benny Cunningham","STL",50,185,2.5,NA,NA,NA,NA,NA,3,10,0,2,15,0,NA,NA,NA
"RONNIEHILLMAN","RB","Ronnie Hillman","DEN",50,185,2.5,NA,NA,NA,NA,NA,4,15,0,1,10,0,NA,NA,NA
"MARCELREECE","RB","Marcel Reece","OAK",50,185,2.5,NA,NA,NA,NA,NA,1,5,0,3,20,0,NA,NA,NA
"KHIRYROBINSON","RB","Khiry Robinson","NO",50,185,2.5,NA,NA,NA,NA,NA,4,15,0,1,10,0,NA,NA,NA
"ALFONSOSMITH","RB","Alfonso Smith","SF",50,185,2.5,NA,NA,NA,NA,NA,4,15,0,1,10,0,NA,NA,NA
"JAMESSTARKS","RB","James Starks","GB",50,185,2.5,NA,NA,NA,NA,NA,5,20,0,1,5,0,NA,NA,NA
"DEANTHONYTHOMAS","RB","De'Anthony Thomas","KC",50,185,2.5,NA,NA,NA,NA,NA,2,10,0,2,15,0,NA,NA,NA
