"name","pos","name_fftoday","team_fftoday","positionRank_fftoday","overallRank_fftoday","pts_fftoday","passAtt_fftoday","passComp_fftoday","passYds_fftoday","passTds_fftoday","passInt_fftoday","rushAtt_fftoday","rushYds_fftoday","rushTds_fftoday","rec_fftoday","recYds_fftoday","recTds_fftoday","returnTds_fftoday","twoPts_fftoday","fumbles_fftoday"
"DREWBREES","QB","Drew Brees","NO",1,1,27.5,40,26,310,3,0,0,0,0,NA,NA,NA,NA,NA,NA
"ANDREWLUCK","QB","Andrew Luck","IND",2,2,24,36,23,280,2,1,6,20,0,NA,NA,NA,NA,NA,NA
"AARONRODGERS","QB","Aaron Rodgers","GB",2,2,24,36,24,290,2,0,3,15,0,NA,NA,NA,NA,NA,NA
"NICKFOLES","QB","Nick Foles","PHI",4,4,23.8,39,26,295,2,1,3,10,0,NA,NA,NA,NA,NA,NA
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",5,5,22.5,39,25,290,2,0,0,0,0,NA,NA,NA,NA,NA,NA
"KIRKCOUSINS","QB","Kirk Cousins","WAS",6,6,22.3,41,24,285,2,1,0,0,0,NA,NA,NA,NA,NA,NA
"MATTRYAN","QB","Matt Ryan","ATL",7,7,22,36,25,280,2,0,0,0,0,NA,NA,NA,NA,NA,NA
"TOMBRADY","QB","Tom Brady","NE",8,8,21.8,39,24,275,2,0,0,0,0,NA,NA,NA,NA,NA,NA
"PEYTONMANNING","QB","Peyton Manning","DEN",8,8,21.8,32,23,275,2,0,0,0,0,NA,NA,NA,NA,NA,NA
"PHILIPRIVERS","QB","Philip Rivers","SD",8,8,21.8,41,26,265,2,1,2,5,0,NA,NA,NA,NA,NA,NA
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",8,8,21.8,34,20,255,2,0,2,10,0,NA,NA,NA,NA,NA,NA
"CAMNEWTON","QB","Cam Newton","CAR",12,12,21.5,30,19,220,2,0,5,25,0,NA,NA,NA,NA,NA,NA
"RUSSELLWILSON","QB","Russell Wilson","SEA",12,12,21.5,28,16,220,2,0,6,25,0,NA,NA,NA,NA,NA,NA
"JAYCUTLER","QB","Jay Cutler","CHI",14,14,21.3,36,23,255,2,1,1,5,0,NA,NA,NA,NA,NA,NA
"CHADHENNE","QB","Chad Henne","JAC",15,15,21,38,22,240,2,1,4,10,0,NA,NA,NA,NA,NA,NA
"MATTCASSEL","QB","Matt Cassel","MIN",16,16,20.8,37,21,235,2,1,4,10,0,NA,NA,NA,NA,NA,NA
"ANDYDALTON","QB","Andy Dalton","CIN",17,17,20.3,37,22,245,2,0,0,0,0,NA,NA,NA,NA,NA,NA
"DEMARCOMURRAY","RB","DeMarco Murray","DAL",1,18,19,NA,NA,NA,NA,NA,25,110,1,2,20,0,NA,NA,NA
"LESEANMCCOY","RB","LeSean McCoy","PHI",2,19,18.5,NA,NA,NA,NA,NA,23,105,1,3,20,0,NA,NA,NA
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",18,20,18.3,30,18,225,1,0,5,30,0,NA,NA,NA,NA,NA,NA
"ALEXSMITH","QB","Alex Smith","KC",19,21,18,33,20,230,1,0,6,25,0,NA,NA,NA,NA,NA,NA
"GIOVANIBERNARD","RB","Giovani Bernard","CIN",3,21,18,NA,NA,NA,NA,NA,20,80,1,6,40,0,NA,NA,NA
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",20,23,17.3,38,23,265,1,1,0,0,0,NA,NA,NA,NA,NA,NA
"GENOSMITH","QB","Geno Smith","NYJ",21,24,17,30,18,210,1,1,5,25,0,NA,NA,NA,NA,NA,NA
"EJMANUEL","QB","EJ Manuel","BUF",22,25,16.8,32,19,215,1,1,4,20,0,NA,NA,NA,NA,NA,NA
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","HOU",23,26,16.5,29,19,230,1,1,1,10,0,NA,NA,NA,NA,NA,NA
"JOEFLACCO","QB","Joe Flacco","BAL",23,26,16.5,32,19,250,1,1,0,0,0,NA,NA,NA,NA,NA,NA
"TONYROMO","QB","Tony Romo","DAL",23,26,16.5,30,20,240,1,1,2,5,0,NA,NA,NA,NA,NA,NA
"JAKELOCKER","QB","Jake Locker","TEN",26,29,16.3,34,21,225,1,0,5,10,0,NA,NA,NA,NA,NA,NA
"ELIMANNING","QB","Eli Manning","NYG",26,29,16.3,35,21,235,1,1,1,5,0,NA,NA,NA,NA,NA,NA
"AUSTINDAVIS","QB","Austin Davis","STL",28,31,16,32,20,240,1,1,0,0,0,NA,NA,NA,NA,NA,NA
"BRIANHOYER","QB","Brian Hoyer","CLE",28,31,16,31,19,230,1,0,2,5,0,NA,NA,NA,NA,NA,NA
"KNILEDAVIS","RB","Knile Davis","KC",4,31,16,NA,NA,NA,NA,NA,18,75,1,3,25,0,NA,NA,NA
"RASHADJENNINGS","RB","Rashad Jennings","NYG",4,31,16,NA,NA,NA,NA,NA,18,70,1,4,30,0,NA,NA,NA
"MARSHAWNLYNCH","RB","Marshawn Lynch","SEA",4,31,16,NA,NA,NA,NA,NA,21,85,1,2,15,0,NA,NA,NA
"CALVINJOHNSON","WR","Calvin Johnson","DET",1,31,16,NA,NA,NA,NA,NA,NA,NA,NA,7,100,1,NA,NA,NA
"DEREKCARR","QB","Derek Carr","OAK",30,37,15.5,26,16,200,1,1,3,15,0,NA,NA,NA,NA,NA,NA
"LAMARMILLER","RB","Lamar Miller","MIA",7,37,15.5,NA,NA,NA,NA,NA,18,70,1,3,25,0,NA,NA,NA
"JULIOJONES","WR","Julio Jones","ATL",2,37,15.5,NA,NA,NA,NA,NA,NA,NA,NA,7,95,1,NA,NA,NA
"JORDYNELSON","WR","Jordy Nelson","GB",2,37,15.5,NA,NA,NA,NA,NA,NA,NA,NA,7,95,1,NA,NA,NA
"JOSHMCCOWN","QB","Josh McCown","TB",31,41,15,26,16,200,1,1,2,10,0,NA,NA,NA,NA,NA,NA
"ZACSTACY","RB","Zac Stacy","STL",8,41,15,NA,NA,NA,NA,NA,20,80,1,1,10,0,NA,NA,NA
"DEZBRYANT","WR","Dez Bryant","DAL",4,41,15,NA,NA,NA,NA,NA,NA,NA,NA,6,90,1,NA,NA,NA
"ANDREJOHNSON","WR","Andre Johnson","HOU",4,41,15,NA,NA,NA,NA,NA,NA,NA,NA,7,90,1,NA,NA,NA
"MONTEEBALL","RB","Montee Ball","DEN",9,45,14.5,NA,NA,NA,NA,NA,16,65,1,3,20,0,NA,NA,NA
"ALFREDBLUE","RB","Alfred Blue","HOU",9,45,14.5,NA,NA,NA,NA,NA,16,70,1,2,15,0,NA,NA,NA
"EDDIELACY","RB","Eddie Lacy","GB",9,45,14.5,NA,NA,NA,NA,NA,15,65,1,3,20,0,NA,NA,NA
"STEVANRIDLEY","RB","Stevan Ridley","NE",9,45,14.5,NA,NA,NA,NA,NA,21,85,1,0,0,0,NA,NA,NA
"PIERREGARCON","WR","Pierre Garcon","WAS",6,45,14.5,NA,NA,NA,NA,NA,NA,NA,NA,7,85,1,NA,NA,NA
"JIMMYGRAHAM","TE","Jimmy Graham","NO",1,45,14.5,NA,NA,NA,NA,NA,NA,NA,NA,7,85,1,NA,NA,NA
"JOIQUEBELL","RB","Joique Bell","DET",13,51,14,NA,NA,NA,NA,NA,15,60,1,3,20,0,NA,NA,NA
"JUSTINFORSETT","RB","Justin Forsett","BAL",13,51,14,NA,NA,NA,NA,NA,14,60,1,3,20,0,NA,NA,NA
"TERRANCEWEST","RB","Terrance West","CLE",13,51,14,NA,NA,NA,NA,NA,18,70,1,1,10,0,NA,NA,NA
