displayName,team,receptions,recYds,recTD,rushAtt,rushYds,rushTD,fumblesLost
Rob Gronkowski,NE,5.0,70.0,0.0,0.0,0.0,0.0,0.0
Jimmy Graham,NO,5.0,69.0,0.0,0.0,0.0,0.0,0.0
Julius Thomas,DEN,5.0,63.0,0.0,0.0,0.0,0.0,0.0
Greg Olsen,CAR,4.0,54.0,0.0,0.0,0.0,0.0,0.0
Jason Witten,DAL,4.0,50.0,0.0,0.0,0.0,0.0,0.0
Dennis Pitta,BAL,4.0,48.0,0.0,0.0,0.0,0.0,0.0
Kyle Rudolph,MIN,4.0,48.0,0.0,0.0,0.0,0.0,0.0
Martellus Bennett,CHI,4.0,46.0,0.0,0.0,0.0,0.0,0.0
Antonio Gates,SD,4.0,44.0,0.0,0.0,0.0,0.0,0.0
Larry Donnell,NYG,4.0,42.0,0.0,0.0,0.0,0.0,0.0
Vernon Davis,SF,3.0,41.0,0.0,0.0,0.0,0.0,0.0
Marcedes Lewis,JAC,4.0,41.0,0.0,0.0,0.0,0.0,0.0
Heath Miller,PIT,4.0,41.0,0.0,0.0,0.0,0.0,0.0
Zach Ertz,PHI,3.0,40.0,0.0,0.0,0.0,0.0,0.0
Travis Kelce,KC,4.0,39.0,0.0,0.0,0.0,0.0,0.0
Brandon Myers,TB,4.0,39.0,0.0,0.0,0.0,0.0,0.0
Charles Clay,MIA,3.0,37.0,0.0,0.0,0.0,0.0,0.0
Delanie Walker,TEN,3.0,36.0,0.0,0.0,0.0,0.0,0.0
Jared Cook,STL,3.0,36.0,0.0,0.0,0.0,0.0,0.0
Coby Fleener,IND,3.0,34.0,0.0,0.0,0.0,0.0,0.0
Jermaine Gresham,CIN,3.0,34.0,0.0,0.0,0.0,0.0,0.0
Anthony Fasano,KC,3.0,32.0,0.0,0.0,0.0,0.0,0.0
Garrett Graham,HOU,3.0,32.0,0.0,0.0,0.0,0.0,0.0
Gary Barnidge,CLE,3.0,31.0,0.0,0.0,0.0,0.0,0.0
Scott Chandler,BUF,3.0,30.0,0.0,0.0,0.0,0.0,0.0
Ladarius Green,SD,2.0,29.0,0.0,0.0,0.0,0.0,0.0
Levine Toilolo,ATL,3.0,28.0,0.0,0.0,0.0,0.0,0.0
Dwayne Allen,IND,3.0,28.0,0.0,0.0,0.0,0.0,0.0
Mychal Rivera,OAK,2.0,26.0,0.0,0.0,0.0,0.0,0.0
Jeff Cumberland,NYJ,2.0,25.0,0.0,0.0,0.0,0.0,0.0
Andrew Quarless,GB,2.0,23.0,0.0,0.0,0.0,0.0,0.0
Zach Miller,SEA,2.0,23.0,0.0,0.0,0.0,0.0,0.0
Eric Ebron,DET,2.0,23.0,0.0,0.0,0.0,0.0,0.0
Ryan Griffin,HOU,2.0,22.0,0.0,0.0,0.0,0.0,0.0
John Carlson,ARI,2.0,22.0,0.0,0.0,0.0,0.0,0.0
Brent Celek,PHI,2.0,21.0,0.0,0.0,0.0,0.0,0.0
Niles Paul,WAS,2.0,21.0,0.0,0.0,0.0,0.0,0.0
Jace Amaro,NYJ,2.0,21.0,0.0,0.0,0.0,0.0,0.0
Brandon Pettigrew,DET,2.0,21.0,0.0,0.0,0.0,0.0,0.0
Brandon Bostick,GB,2.0,20.0,0.0,0.0,0.0,0.0,0.0
Rob Housler,ARI,1.0,20.0,0.0,0.0,0.0,0.0,0.0
Joseph Fauria,DET,2.0,20.0,0.0,0.0,0.0,0.0,0.0
Ed Dickson,CAR,2.0,19.0,0.0,0.0,0.0,0.0,0.0
Tim Wright,NE,2.0,19.0,0.0,0.0,0.0,0.0,0.0
Luke Willson,SEA,2.0,18.0,0.0,0.0,0.0,0.0,0.0
Richard Rodgers,GB,1.0,18.0,0.0,0.0,0.0,0.0,0.0
Logan Paulsen,WAS,2.0,17.0,0.0,0.0,0.0,0.0,0.0
Owen Daniels,BAL,2.0,17.0,0.0,0.0,0.0,0.0,0.0
Jim Dray,CLE,2.0,15.0,0.0,0.0,0.0,0.0,0.0
Lance Kendricks,STL,2.0,14.0,0.0,0.0,0.0,0.0,0.0
Gavin Escobar,DAL,1.0,14.0,0.0,0.0,0.0,0.0,0.0
Jacob Tamme,DEN,1.0,12.0,0.0,0.0,0.0,0.0,0.0
Dante Rosario,CHI,2.0,12.0,0.0,0.0,0.0,0.0,0.0
C.J. Fiedorowicz,HOU,2.0,12.0,0.0,0.0,0.0,0.0,0.0
Taylor Thompson,TEN,1.0,11.0,0.0,0.0,0.0,0.0,0.0
Troy Niklas,ARI,1.0,8.0,0.0,0.0,0.0,0.0,0.0
Rhett Ellison,MIN,2.0,8.0,0.0,0.0,0.0,0.0,0.0
Vance McDonald,SF,1.0,7.0,0.0,0.0,0.0,0.0,0.0
David Ausberry,OAK,1.0,7.0,0.0,0.0,0.0,0.0,0.0
Benjamin Watson,NO,1.0,7.0,0.0,0.0,0.0,0.0,0.0
Austin Seferian-Jenkins,TB,1.0,6.0,0.0,0.0,0.0,0.0,0.0
Virgil Green,DEN,1.0,6.0,0.0,0.0,0.0,0.0,0.0
Dion Sims,MIA,1.0,6.0,0.0,0.0,0.0,0.0,0.0
John Phillips,SD,1.0,5.0,0.0,0.0,0.0,0.0,0.0
James Hanna,DAL,1.0,4.0,0.0,0.0,0.0,0.0,0.0
Brian Leonhardt,OAK,1.0,4.0,0.0,0.0,0.0,0.0,0.0
Cory Harkey,STL,1.0,3.0,0.0,0.0,0.0,0.0,0.0
Matt Spaeth,PIT,1.0,3.0,0.0,0.0,0.0,0.0,0.0
Bear Pascoe,ATL,1.0,3.0,0.0,0.0,0.0,0.0,0.0
Chris Gragg,BUF,1.0,2.0,0.0,0.0,0.0,0.0,0.0
Demetrius Harris,KC,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Luke Stocker,TB,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Zach Sudfeld,NYJ,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Daniel Fells,NYG,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Alex Smith,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crockett Gillmore,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel Dreessen,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Billy Bajema,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig Stevens,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcel Jensen,JAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harold Hoskins,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
