displayName,team,receptions,recYds,recTD,rushAtt,rushYds,rushTD,fumblesLost
Coby Fleener,IND,8.0,79.0,0.0,0.0,0.0,0.0,0.0
Rob Gronkowski,NE,6.0,69.0,1.0,0.0,0.0,0.0,0.0
Jimmy Graham,NO,5.0,68.0,1.0,0.0,0.0,0.0,0.0
Greg Olsen,CAR,5.0,65.0,1.0,0.0,0.0,0.0,0.0
Martellus Bennett,CHI,6.0,65.0,1.0,0.0,0.0,0.0,0.0
Julius Thomas,DEN,6.0,64.0,1.0,0.0,0.0,0.0,0.0
Delanie Walker,TEN,5.0,61.0,1.0,0.0,0.0,0.0,0.0
Mychal Rivera,OAK,6.0,60.0,0.0,0.0,0.0,0.0,0.0
Jason Witten,DAL,5.0,55.0,1.0,0.0,0.0,0.0,0.0
Owen Daniels,BAL,6.0,53.0,0.0,0.0,0.0,0.0,0.0
Larry Donnell,NYG,5.0,52.0,0.0,0.0,0.0,0.0,0.0
Heath Miller,PIT,5.0,51.0,0.0,0.0,0.0,0.0,0.0
Kyle Rudolph,MIN,5.0,50.0,0.0,0.0,0.0,0.0,0.0
Jordan Reed,WAS,5.0,49.0,0.0,0.0,0.0,0.0,0.0
Travis Kelce,KC,3.0,48.0,1.0,0.0,0.0,0.0,0.0
Vernon Davis,SF,4.0,43.0,0.0,0.0,0.0,0.0,0.0
Antonio Gates,SD,4.0,41.0,1.0,0.0,0.0,0.0,0.0
Zach Ertz,PHI,4.0,40.0,0.0,0.0,0.0,0.0,0.0
Charles Clay,MIA,3.0,39.0,0.0,0.0,0.0,0.0,0.0
Andrew Quarless,GB,4.0,37.0,0.0,0.0,0.0,0.0,0.0
Jace Amaro,NYJ,4.0,34.0,0.0,0.0,0.0,0.0,0.0
Dwayne Allen,IND,3.0,34.0,1.0,0.0,0.0,0.0,0.0
Jared Cook,STL,3.0,32.0,0.0,0.0,0.0,0.0,0.0
Scott Chandler,BUF,3.0,32.0,0.0,0.0,0.0,0.0,0.0
Clay Harbor,JAC,3.0,30.0,0.0,0.0,0.0,0.0,0.0
Marcedes Lewis,JAC,3.0,30.0,0.0,0.0,0.0,0.0,0.0
Brent Celek,PHI,3.0,30.0,0.0,0.0,0.0,0.0,0.0
Jermaine Gresham,CIN,3.0,30.0,0.0,0.0,0.0,0.0,0.0
Levine Toilolo,ATL,4.0,29.0,0.0,0.0,0.0,0.0,0.0
Eric Ebron,DET,3.0,28.0,0.0,0.0,0.0,0.0,0.0
Garrett Graham,HOU,3.0,28.0,0.0,0.0,0.0,0.0,0.0
Jordan Cameron,CLE,2.0,26.0,0.0,0.0,0.0,0.0,0.0
Richard Rodgers,GB,2.0,25.0,0.0,0.0,0.0,0.0,0.0
Anthony Fasano,KC,2.0,22.0,0.0,0.0,0.0,0.0,0.0
C.J. Fiedorowicz,HOU,2.0,19.0,0.0,0.0,0.0,0.0,0.0
Ryan Griffin,HOU,2.0,18.0,0.0,0.0,0.0,0.0,0.0
Logan Paulsen,WAS,2.0,18.0,0.0,0.0,0.0,0.0,0.0
Luke Willson,SEA,2.0,17.0,0.0,0.0,0.0,0.0,0.0
Brandon Pettigrew,DET,2.0,17.0,0.0,0.0,0.0,0.0,0.0
Ed Dickson,CAR,2.0,16.0,0.0,0.0,0.0,0.0,0.0
Ladarius Green,SD,2.0,15.0,0.0,0.0,0.0,0.0,0.0
Tim Wright,NE,2.0,15.0,0.0,0.0,0.0,0.0,0.0
Niles Paul,WAS,1.0,15.0,0.0,0.0,0.0,0.0,0.0
Lance Kendricks,STL,2.0,15.0,0.0,0.0,0.0,0.0,0.0
Benjamin Watson,NO,2.0,14.0,0.0,0.0,0.0,0.0,0.0
Brandon Myers,TB,1.0,13.0,0.0,0.0,0.0,0.0,0.0
John Carlson,ARI,1.0,13.0,0.0,0.0,0.0,0.0,0.0
Jim Dray,CLE,2.0,13.0,0.0,0.0,0.0,0.0,0.0
MarQueis Gray,BUF,1.0,11.0,0.0,0.0,0.0,0.0,0.0
Chase Ford,MIN,1.0,11.0,0.0,0.0,0.0,0.0,0.0
Cooper Helfet,SEA,1.0,10.0,0.0,0.0,0.0,0.0,0.0
Luke Stocker,TB,1.0,10.0,0.0,0.0,0.0,0.0,0.0
Jeff Cumberland,NYJ,1.0,9.0,0.0,0.0,0.0,0.0,0.0
Josh Hill,NO,1.0,9.0,0.0,0.0,0.0,0.0,0.0
Brandon Bostick,GB,1.0,9.0,0.0,0.0,0.0,0.0,0.0
Crockett Gillmore,BAL,1.0,8.0,0.0,0.0,0.0,0.0,0.0
Ryan Hewitt,CIN,1.0,7.0,0.0,0.0,0.0,0.0,0.0
Dante Rosario,CHI,1.0,7.0,0.0,0.0,0.0,0.0,0.0
Brian Leonhardt,OAK,1.0,7.0,0.0,0.0,0.0,0.0,0.0
Jacob Tamme,DEN,1.0,7.0,0.0,0.0,0.0,0.0,0.0
James Casey,PHI,1.0,6.0,0.0,0.0,0.0,0.0,0.0
Rhett Ellison,MIN,1.0,6.0,0.0,0.0,0.0,0.0,0.0
Rob Housler,ARI,1.0,6.0,0.0,0.0,0.0,0.0,0.0
Daniel Fells,NYG,1.0,6.0,0.0,0.0,0.0,0.0,0.0
Dion Sims,MIA,1.0,6.0,0.0,0.0,0.0,0.0,0.0
Chase Coffman,TEN,1.0,5.0,0.0,0.0,0.0,0.0,0.0
Tony Moeaki,SEA,0.0,5.0,0.0,0.0,0.0,0.0,0.0
Virgil Green,DEN,1.0,5.0,0.0,0.0,0.0,0.0,0.0
Jack Doyle,IND,1.0,4.0,0.0,0.0,0.0,0.0,0.0
James Hanna,DAL,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Cory Harkey,STL,1.0,2.0,0.0,0.0,0.0,0.0,0.0
Zach Sudfeld,NYJ,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Gary Barnidge,CLE,1.0,2.0,0.0,0.0,0.0,0.0,0.0
Gavin Escobar,DAL,1.0,2.0,0.0,0.0,0.0,0.0,0.0
Cam Brate,TB,1.0,1.0,0.0,1.0,3.0,0.0,0.0
Bear Pascoe,ATL,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Michael Hoomanawanui,NE,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Joel Dreessen,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harold Hoskins,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kellen Davis,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacob Maxwell,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Thompson,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Ausberry,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erik Swoope,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0
