displayName,team,receptions,recYds,recTD,rushAtt,rushYds,rushTD,fumblesLost
Rob Gronkowski,NE,5.1,67.8,0.8,0.0,0.0,0.0,0.0
Tyler Eifert,CIN,5.3,62.2,0.6,0.0,0.0,0.0,0.0
Jimmy Graham,SEA,5.2,61.6,0.8,0.0,0.0,0.0,0.0
Delanie Walker,TEN,4.4,54.7,0.6,0.0,0.0,0.0,0.1
Travis Kelce,KC,4.5,53.1,0.6,0.0,0.0,0.0,0.1
Greg Olsen,CAR,4.1,50.9,0.6,0.0,0.0,0.0,0.0
Jordan Cameron,MIA,3.9,47.8,0.6,0.0,0.0,0.0,0.0
Jason Witten,DAL,4.0,47.1,0.6,0.0,0.0,0.0,0.0
Martellus Bennett,CHI,4.5,47.0,0.5,0.0,0.0,0.0,0.0
Zach Ertz,PHI,3.8,46.8,0.6,0.0,0.0,0.0,0.0
Larry Donnell,NYG,3.9,46.5,0.6,0.0,0.0,0.0,0.0
Jordan Reed,WAS,4.2,42.1,0.2,0.0,0.0,0.0,0.0
Heath Miller,PIT,4.0,41.6,0.2,0.0,0.0,0.0,0.1
Ladarius Green,SD,3.9,41.0,0.8,0.0,0.0,0.0,0.0
Kyle Rudolph,MIN,4.0,39.6,0.6,0.0,0.0,0.0,0.0
Jared Cook,STL,3.6,39.4,0.2,0.0,0.0,0.0,0.0
Vernon Davis,SF,3.0,38.9,0.1,0.0,0.0,0.0,0.0
Eric Ebron,DET,3.2,34.3,0.2,0.0,0.0,0.0,0.0
Marcedes Lewis,JAC,2.8,33.7,0.1,0.0,0.0,0.0,0.0
Charles Clay,BUF,3.1,31.8,0.5,0.0,0.0,0.0,0.0
Garrett Graham,HOU,2.8,31.4,0.1,0.0,0.0,0.0,0.0
Owen Daniels,DEN,3.0,30.5,0.6,0.0,0.0,0.0,0.0
Maxx Williams,BAL,2.7,28.4,0.0,0.0,0.0,0.0,0.0
Mychal Rivera,OAK,2.5,27.1,0.1,0.0,0.0,0.0,0.0
Crockett Gillmore,BAL,2.2,25.7,0.2,0.0,0.0,0.0,0.0
Coby Fleener,IND,2.2,25.6,0.0,0.0,0.0,0.0,0.0
Scott Chandler,NE,1.9,25.2,0.1,0.0,0.0,0.0,0.0
Richard Rodgers,GB,2.5,25.0,0.2,0.0,0.0,0.0,0.0
Jacob Tamme,ATL,2.6,24.9,0.1,0.0,0.0,0.0,0.0
John Phillips,SD,2.0,24.8,0.2,0.0,0.0,0.0,0.0
Brent Celek,PHI,2.8,24.6,0.0,0.0,0.0,0.0,0.0
Lance Kendricks,STL,2.4,23.6,0.1,0.0,0.0,0.0,0.0
Benjamin Watson,NO,2.5,22.4,0.1,0.0,0.0,0.0,0.0
Jeff Cumberland,NYJ,2.0,21.5,0.1,0.0,0.0,0.0,0.0
Anthony Fasano,TEN,1.9,21.4,0.0,0.0,0.0,0.0,0.0
Tim Wright,DET,1.8,21.1,0.0,0.0,0.0,0.0,0.0
Dwayne Allen,IND,2.1,20.9,0.2,0.0,0.0,0.0,0.0
Rob Housler,CLE,1.9,19.9,0.0,0.0,0.0,0.0,0.0
Jermaine Gresham,ARI,2.0,19.8,0.0,0.0,0.0,0.0,0.0
Gavin Escobar,DAL,1.4,19.5,0.1,0.0,0.0,0.0,0.0
Ed Dickson,CAR,1.9,19.0,0.0,0.0,0.0,0.0,0.0
Brandon Myers,TB,2.0,18.7,0.1,0.0,0.0,0.0,0.0
Darren Fells,ARI,1.5,18.2,0.2,0.0,0.0,0.0,0.0
Virgil Green,DEN,1.6,16.6,0.2,0.0,0.0,0.0,0.0
Daniel Fells,NYG,1.0,16.1,0.1,0.0,0.0,0.0,0.0
Levine Toilolo,ATL,1.8,15.7,0.0,0.0,0.0,0.0,0.0
Luke Willson,SEA,1.9,15.0,0.0,0.0,0.0,0.0,0.0
Clay Harbor,JAC,1.9,14.0,0.0,0.0,0.0,0.0,0.0
Gary Barnidge,CLE,1.1,12.9,0.1,0.0,0.0,0.0,0.0
C.J. Fiedorowicz,HOU,0.9,12.1,0.0,0.0,0.0,0.0,0.0
Clive Walford,OAK,1.0,11.9,0.1,0.0,0.0,0.0,0.0
Derek Carrier,WAS,1.1,11.9,0.0,0.0,0.0,0.0,0.0
Garrett Celek,SF,1.0,11.9,0.1,0.0,0.0,0.0,0.0
Jim Dray,CLE,0.9,11.5,0.1,0.0,0.0,0.0,0.0
Dion Sims,MIA,1.0,11.5,0.1,0.0,0.0,0.0,0.0
Andrew Quarless,GB,1.8,11.1,0.0,0.0,0.0,0.0,0.0
Josh Hill,NO,1.0,10.8,0.1,0.0,0.0,0.0,0.0
Rhett Ellison,MIN,1.0,9.8,0.1,0.0,0.0,0.0,0.0
James OShaughnessy,KC,0.4,9.6,0.0,0.0,0.0,0.0,0.0
Luke Stocker,TB,0.9,9.2,0.1,0.0,0.0,0.0,0.0
Chris Gragg,BUF,1.1,9.0,0.1,0.0,0.0,0.0,0.0
Kellen Davis,NYJ,0.9,8.7,0.1,0.0,0.0,0.0,0.0
Vance McDonald,SF,0.8,8.3,0.0,0.0,0.0,0.0,0.1
Chase Ford,MIN,1.0,8.1,0.0,0.0,0.0,0.0,0.0
Tyler Kroft,CIN,1.0,7.1,0.0,0.0,0.0,0.0,0.0
Brandon Pettigrew,DET,1.0,6.8,0.0,0.0,0.0,0.0,0.0
Ryan Hewitt,CIN,0.6,6.1,0.1,0.0,0.0,0.0,0.0
Matt Spaeth,PIT,0.5,6.1,0.1,0.0,0.0,0.0,0.0
David Johnson,SD,0.5,5.9,0.0,0.0,0.0,0.0,0.0
MyCole Pruitt,MIN,0.9,5.7,0.0,0.0,0.0,0.0,0.0
Craig Stevens,TEN,0.5,5.6,0.1,0.0,0.0,0.0,0.0
Lee Smith,OAK,0.5,4.8,0.0,0.0,0.0,0.0,0.0
Malcolm Johnson,CLE,0.5,4.5,0.0,1.7,5.9,0.1,0.0
Jack Doyle,IND,0.6,4.1,0.0,0.0,0.0,0.0,0.0
Troy Niklas,ARI,0.4,3.9,0.0,0.0,0.0,0.0,0.0
Cooper Helfet,SEA,0.5,3.5,0.0,0.0,0.0,0.0,0.0
Demetrius Harris,KC,0.4,3.5,0.0,0.0,0.0,0.0,0.0
James Hanna,DAL,0.5,3.4,0.0,0.0,0.0,0.0,0.0
MarQueis Gray,BUF,0.3,3.4,0.0,0.0,0.0,0.0,0.0
Trey Burton,PHI,0.3,3.2,0.0,0.0,0.0,0.0,0.0
James Casey,DEN,0.3,2.9,0.1,0.0,0.0,0.0,0.0
Chase Coffman,TEN,0.0,2.7,0.0,0.0,0.0,0.0,0.0
Cory Harkey,STL,0.3,2.7,0.0,0.0,0.0,0.0,0.0
Matthew Mulligan,BUF,0.2,2.3,0.0,0.0,0.0,0.0,0.0
Michael Hoomanawanui,NE,0.2,2.0,0.0,0.0,0.0,0.0,0.0
Anthony McCoy,WAS,0.2,1.8,0.0,0.0,0.0,0.0,0.0
Geoff Swaim,DAL,0.2,1.5,0.0,0.0,0.0,0.0,0.0
