displayName,team,receptions,recYds,recTD,rushAtt,rushYds,rushTD,fumblesLost
Dez Bryant,DAL,6.0,98.0,1.0,0.0,0.0,0.0,0.0
Demaryius Thomas,DEN,7.0,96.0,1.0,0.0,0.0,0.0,0.0
Jordy Nelson,GB,6.0,94.0,1.0,0.0,0.0,0.0,0.0
Randall Cobb,GB,7.0,93.0,1.0,1.0,1.0,0.0,0.0
Mike Evans,TB,6.0,92.0,1.0,0.0,0.0,0.0,0.0
Alshon Jeffery,CHI,6.0,92.0,1.0,1.0,2.0,0.0,0.0
Julio Jones,ATL,7.0,92.0,1.0,0.0,0.0,0.0,0.0
DeSean Jackson,WAS,5.0,90.0,1.0,0.0,0.0,0.0,0.0
Reggie Wayne,IND,6.0,89.0,1.0,0.0,0.0,0.0,0.0
A.J. Green,CIN,6.0,89.0,1.0,0.0,0.0,0.0,0.0
T.Y. Hilton,IND,6.0,84.0,1.0,0.0,0.0,0.0,0.0
Jeremy Maclin,PHI,6.0,84.0,1.0,0.0,0.0,0.0,0.0
Brandon Marshall,CHI,6.0,83.0,1.0,0.0,0.0,0.0,0.0
Calvin Johnson,DET,7.0,83.0,1.0,0.0,0.0,0.0,0.0
Josh Gordon,CLE,6.0,82.0,1.0,0.0,0.0,0.0,0.0
Torrey Smith,BAL,5.0,77.0,1.0,0.0,0.0,0.0,0.0
Cecil Shorts III,JAC,6.0,77.0,1.0,0.0,0.0,0.0,0.0
Rueben Randle,NYG,6.0,75.0,0.0,0.0,0.0,0.0,0.0
Odell Beckham Jr.,NYG,5.0,73.0,1.0,0.0,0.0,0.0,0.0
Kenny Britt,STL,5.0,72.0,1.0,0.0,0.0,0.0,0.0
Andre Johnson,HOU,6.0,72.0,0.0,0.0,0.0,0.0,0.0
Marques Colston,NO,6.0,71.0,1.0,0.0,0.0,0.0,0.0
DeAndre Hopkins,HOU,5.0,68.0,1.0,0.0,0.0,0.0,0.0
Jermaine Kearse,SEA,5.0,67.0,0.0,0.0,0.0,0.0,0.0
Roddy White,ATL,5.0,66.0,0.0,0.0,0.0,0.0,0.0
Mike Wallace,MIA,6.0,66.0,1.0,1.0,3.0,0.0,0.0
Anquan Boldin,SF,5.0,65.0,1.0,0.0,0.0,0.0,0.0
Emmanuel Sanders,DEN,6.0,65.0,1.0,0.0,0.0,0.0,0.0
Keenan Allen,SD,6.0,65.0,0.0,0.0,0.0,0.0,0.0
Golden Tate,DET,5.0,64.0,1.0,0.0,0.0,0.0,0.0
Malcom Floyd,SD,4.0,64.0,1.0,0.0,0.0,0.0,0.0
Jordan Matthews,PHI,5.0,64.0,1.0,0.0,0.0,0.0,0.0
Doug Baldwin,SEA,6.0,63.0,1.0,0.0,0.0,0.0,0.0
Michael Crabtree,SF,5.0,63.0,1.0,0.0,0.0,0.0,0.0
Dwayne Bowe,KC,5.0,63.0,0.0,0.0,0.0,0.0,0.0
Sammy Watkins,BUF,5.0,63.0,1.0,0.0,0.0,0.0,0.0
Vincent Jackson,TB,5.0,62.0,1.0,0.0,0.0,0.0,0.0
Julian Edelman,NE,6.0,62.0,0.0,1.0,3.0,0.0,0.0
Andrew Hawkins,CLE,4.0,61.0,0.0,0.0,0.0,0.0,0.0
Kenny Stills,NO,5.0,61.0,0.0,0.0,0.0,0.0,0.0
Mohamed Sanu,CIN,4.0,60.0,0.0,0.0,0.0,0.0,0.0
Steve Smith,BAL,4.0,59.0,1.0,0.0,0.0,0.0,0.0
Kendall Wright,TEN,5.0,58.0,1.0,0.0,0.0,0.0,0.0
Taylor Gabriel,CLE,4.0,56.0,0.0,0.0,0.0,0.0,0.0
John Brown,ARI,4.0,56.0,1.0,0.0,0.0,0.0,0.0
Chris Hogan,BUF,5.0,54.0,0.0,0.0,0.0,0.0,0.0
Brandon LaFell,NE,4.0,54.0,1.0,0.0,0.0,0.0,0.0
Allen Hurns,JAC,4.0,53.0,0.0,0.0,0.0,0.0,0.0
Michael Floyd,ARI,3.0,49.0,1.0,0.0,0.0,0.0,0.0
Eric Decker,NYJ,5.0,48.0,1.0,0.0,0.0,0.0,0.0
Pierre Garcon,WAS,4.0,48.0,0.0,0.0,0.0,0.0,0.0
Justin Hunter,TEN,3.0,46.0,1.0,0.0,0.0,0.0,0.0
Jarvis Landry,MIA,5.0,46.0,0.0,0.0,0.0,0.0,0.0
Cordarrelle Patterson,MIN,3.0,45.0,1.0,1.0,8.0,0.0,0.0
Terrance Williams,DAL,3.0,44.0,0.0,0.0,0.0,0.0,0.0
Hakeem Nicks,IND,4.0,43.0,0.0,0.0,0.0,0.0,0.0
Nate Washington,TEN,3.0,41.0,0.0,0.0,0.0,0.0,0.0
Brian Hartline,MIA,4.0,40.0,0.0,0.0,0.0,0.0,0.0
Damaris Johnson,HOU,3.0,39.0,0.0,0.0,0.0,0.0,0.0
Andre Holmes,OAK,3.0,39.0,0.0,0.0,0.0,0.0,0.0
Percy Harvin,NYJ,5.0,39.0,0.0,3.0,18.0,0.0,0.0
Robert Woods,BUF,4.0,38.0,0.0,0.0,0.0,0.0,0.0
Greg Jennings,MIN,3.0,37.0,0.0,0.0,0.0,0.0,0.0
Wes Welker,DEN,4.0,37.0,0.0,0.0,0.0,0.0,0.0
Davante Adams,GB,3.0,35.0,1.0,0.0,0.0,0.0,0.0
Riley Cooper,PHI,4.0,35.0,0.0,0.0,0.0,0.0,0.0
James Jones,OAK,4.0,34.0,0.0,0.0,0.0,0.0,0.0
Preston Parker,NYG,3.0,32.0,0.0,0.0,0.0,0.0,0.0
Marqise Lee,JAC,3.0,31.0,0.0,0.0,0.0,0.0,0.0
Harry Douglas,ATL,3.0,31.0,0.0,0.0,0.0,0.0,0.0
Charles Johnson,MIN,3.0,31.0,0.0,0.0,0.0,0.0,0.0
Tavon Austin,STL,3.0,30.0,0.0,2.0,5.0,0.0,0.0
Marquess Wilson,CHI,3.0,29.0,0.0,0.0,0.0,0.0,0.0
Stevie Johnson,SF,3.0,28.0,0.0,0.0,0.0,0.0,0.0
Frankie Hammond,KC,3.0,28.0,0.0,0.0,0.0,0.0,0.0
Eddie Royal,SD,2.0,28.0,0.0,0.0,0.0,0.0,0.0
Chris Givens,STL,2.0,27.0,0.0,0.0,0.0,0.0,0.0
Andre Roberts,WAS,3.0,24.0,0.0,0.0,0.0,0.0,0.0
Brandon Gibson,MIA,2.0,23.0,0.0,0.0,0.0,0.0,0.0
Louis Murphy,TB,2.0,23.0,0.0,0.0,0.0,0.0,0.0
Paul Richardson,SEA,2.0,22.0,0.0,0.0,0.0,0.0,0.0
Miles Austin,CLE,2.0,21.0,0.0,0.0,0.0,0.0,0.0
Devin Hester,ATL,2.0,21.0,0.0,0.0,0.0,0.0,0.0
Stedman Bailey,STL,2.0,21.0,0.0,0.0,0.0,0.0,0.0
Jeremy Kerley,NYJ,2.0,20.0,0.0,0.0,0.0,0.0,0.0
Robert Meachem,NO,1.0,20.0,0.0,0.0,0.0,0.0,0.0
Junior Hemingway,KC,2.0,20.0,0.0,0.0,0.0,0.0,0.0
Donte Moncrief,IND,2.0,20.0,0.0,0.0,0.0,0.0,0.0
Joseph Morgan,NO,2.0,20.0,0.0,0.0,0.0,0.0,0.0
Kenbrell Thompkins,OAK,2.0,19.0,0.0,0.0,0.0,0.0,0.0
Marlon Brown,BAL,2.0,17.0,0.0,0.0,0.0,0.0,0.0
T.J. Graham,TEN,1.0,17.0,0.0,0.0,0.0,0.0,0.0
Jeremy Ross,DET,1.0,17.0,0.0,0.0,0.0,0.0,0.0
Danny Amendola,NE,2.0,16.0,0.0,0.0,0.0,0.0,0.0
Cole Beasley,DAL,1.0,16.0,0.0,0.0,0.0,0.0,0.0
Brandon Lloyd,SF,1.0,15.0,0.0,0.0,0.0,0.0,0.0
Jaron Brown,ARI,2.0,15.0,0.0,0.0,0.0,0.0,0.0
Ricardo Lockette,SEA,1.0,15.0,0.0,0.0,0.0,0.0,0.0
Travis Benjamin,CLE,1.0,14.0,0.0,0.0,0.0,0.0,0.0
Jacoby Jones,BAL,2.0,13.0,0.0,0.0,0.0,0.0,0.0
Kamar Aiken,BAL,1.0,13.0,0.0,0.0,0.0,0.0,0.0
Mike Williams,BUF,1.0,12.0,0.0,0.0,0.0,0.0,0.0
Rishard Matthews,MIA,1.0,12.0,0.0,0.0,0.0,0.0,0.0
Brice Butler,OAK,1.0,12.0,0.0,0.0,0.0,0.0,0.0
Jarius Wright,MIN,1.0,11.0,0.0,0.0,0.0,0.0,0.0
Derek Hagan,TEN,1.0,11.0,0.0,0.0,0.0,0.0,0.0
Ace Sanders,JAC,1.0,11.0,0.0,0.0,0.0,0.0,0.0
Andre Caldwell,DEN,1.0,11.0,0.0,0.0,0.0,0.0,0.0
Corey Washington,NYG,1.0,11.0,0.0,0.0,0.0,0.0,0.0
Josh Huff,PHI,1.0,10.0,0.0,0.0,0.0,0.0,0.0
Brandon Tate,CIN,1.0,10.0,0.0,0.0,0.0,0.0,0.0
Keshawn Martin,HOU,1.0,10.0,0.0,0.0,0.0,0.0,0.0
Denarius Moore,OAK,1.0,9.0,0.0,0.0,0.0,0.0,0.0
Dwayne Harris,DAL,1.0,8.0,0.0,0.0,0.0,0.0,0.0
Ted Ginn Jr.,ARI,1.0,8.0,0.0,0.0,0.0,0.0,0.0
Cody Latimer,DEN,1.0,6.0,0.0,0.0,0.0,0.0,0.0
Quinton Patton,SF,0.0,5.0,0.0,0.0,0.0,0.0,0.0
Jarrett Boykin,GB,1.0,4.0,0.0,0.0,0.0,0.0,0.0
TJ Jones,DET,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Vincent Brown,OAK,1.0,4.0,0.0,0.0,0.0,0.0,0.0
Bruce Ellington,SF,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Albert Wilson,KC,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Josh Morgan,CHI,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Griff Whalen,IND,1.0,3.0,0.0,0.0,0.0,0.0,0.0
Ryan Broyles,DET,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Greg Salas,NYJ,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Marquise Goodwin,BUF,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Aldrick Robinson,WAS,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Kevin Norwood,SEA,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Russell Shepard,TB,0.0,2.0,0.0,0.0,0.0,0.0,0.0
James Wright,CIN,1.0,2.0,0.0,0.0,0.0,0.0,0.0
Kevin Ogletree,DET,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Corey Fuller,DET,0.0,2.0,0.0,0.0,0.0,0.0,0.0
