"name","pos","name_nfl","team_nfl","positionRank_nfl","overallRank_nfl","pts_nfl","passAtt_nfl","passComp_nfl","passYds_nfl","passTds_nfl","passInt_nfl","rushAtt_nfl","rushYds_nfl","rushTds_nfl","rec_nfl","recYds_nfl","recTds_nfl","returnTds_nfl","twoPts_nfl","fumbles_nfl"
"TOMBRADY","QB","Tom Brady","NE",1,1,27.74,NA,NA,286,4,0,NA,3,0,NA,0,0,NA,0,0
"AARONRODGERS","QB","Aaron Rodgers","GB",2,2,27.34,NA,NA,346,3,0,NA,15,0,NA,0,0,NA,0,0
"CAMNEWTON","QB","Cam Newton","CAR",3,3,25.78,NA,NA,262,2,1,NA,33,1,NA,0,0,NA,0,0
"RUSSELLWILSON","QB","Russell Wilson","SEA",4,4,25.46,NA,NA,219,2,1,NA,47,1,NA,0,0,NA,0,0
"PHILIPRIVERS","QB","Philip Rivers","SD",5,5,22.44,NA,NA,306,3,1,NA,2,0,NA,0,0,NA,0,0
"BROCKOSWEILER","QB","Brock Osweiler","DEN",6,6,20.22,NA,NA,333,2,1,NA,9,0,NA,0,0,NA,0,0
"MATTRYAN","QB","Matt Ryan","ATL",7,7,19.86,NA,NA,329,2,1,NA,7,0,NA,0,0,NA,0,0
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",8,8,18.98,NA,NA,307,2,1,NA,7,0,NA,0,0,NA,0,0
"ALEXSMITH","QB","Alex Smith","KC",9,9,18.22,NA,NA,223,2,0,NA,13,0,NA,0,0,NA,0,0
"DEVONTAFREEMAN","RB","Devonta Freeman","ATL",1,10,18.2,NA,NA,0,0,0,NA,83,1,NA,39,0,NA,0,0
"ADRIANPETERSON","RB","Adrian Peterson","MIN",1,10,18.2,NA,NA,0,0,0,NA,127,1,NA,15,0,NA,0,1
"DREWBREES","QB","Drew Brees","NO",10,12,18.1,NA,NA,295,2,1,NA,3,0,NA,0,0,NA,0,0
"DAVIDJOHNSON","RB","David Johnson","ARI",3,13,17.9,NA,NA,0,0,0,NA,96,1,NA,43,0,NA,0,1
"JULIOJONES","WR","Julio Jones","ATL",1,14,17.7,NA,NA,0,0,0,NA,1,0,NA,116,1,NA,0,0
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",11,15,17.58,NA,NA,237,2,1,NA,21,0,NA,0,0,NA,0,0
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",2,16,17.4,NA,NA,0,0,0,NA,0,0,NA,114,1,NA,0,0
"MARCUSMARIOTA","QB","Marcus Mariota","TEN",12,17,17.18,NA,NA,217,2,1,NA,25,0,NA,0,0,NA,0,0
"EMMANUELSANDERS","WR","Emmanuel Sanders","DEN",3,18,17,NA,NA,0,0,0,NA,2,0,NA,108,1,NA,0,0
"RANDALLCOBB","WR","Randall Cobb","GB",4,19,16.8,NA,NA,0,0,0,NA,7,0,NA,101,1,NA,0,0
"KIRKCOUSINS","QB","Kirk Cousins","WAS",13,20,16.64,NA,NA,251,2,1,NA,6,0,NA,0,0,NA,0,0
"CARSONPALMER","QB","Carson Palmer","ARI",14,21,16.3,NA,NA,250,2,1,NA,3,0,NA,0,0,NA,0,0
"DEANDREHOPKINS","WR","DeAndre Hopkins","HOU",5,22,15.9,NA,NA,0,0,0,NA,0,0,NA,99,1,NA,0,0
"JAYCUTLER","QB","Jay Cutler","CHI",15,23,15.66,NA,NA,219,2,1,NA,9,0,NA,0,0,NA,0,0
"GIOVANIBERNARD","RB","Giovani Bernard","CIN",4,24,15.5,NA,NA,0,0,0,NA,63,1,NA,32,0,NA,0,0
"AMARICOOPER","WR","Amari Cooper","OAK",6,24,15.5,NA,NA,0,0,0,NA,0,0,NA,95,1,NA,0,0
