displayName,team,rushAtt,rushYds,rushTD,receptions,recYds,recTD,fumblesLost
Shane Vereen,NYG,3.6,11.9,0.0,3.0,25.4,0.1,0.1
Andre Williams,NYG,3.7,11.8,0.2,0.2,1.6,0.0,0.1
Travaris Cadet,SF,3.3,10.8,0.0,1.3,10.8,0.0,0.1
Juwan Thompson,DEN,2.2,10.6,0.1,0.7,5.4,0.0,0.0
Donald Brown,SD,2.7,9.7,0.1,0.6,5.0,0.0,0.1
Theo Riddick,DET,2.8,9.6,0.0,4.9,42.1,0.3,0.1
Mike Gillislee,BUF,2.1,9.5,0.1,0.5,4.2,0.0,0.0
Stevan Ridley,NYJ,2.4,9.4,0.1,0.5,2.3,0.0,0.1
Tre Mason,STL,3.0,9.3,0.0,1.7,11.5,0.0,0.2
Taiwan Jones,OAK,2.1,9.3,0.1,0.7,6.0,0.0,0.1
Bishop Sankey,TEN,1.9,8.3,0.0,1.2,9.8,0.0,0.0
Stepfan Taylor,ARI,2.1,8.1,0.0,0.5,3.3,0.0,0.0
Rex Burkhead,CIN,0.3,7.7,0.1,0.2,1.9,0.0,0.0
Fitzgerald Toussaint,PIT,2.2,7.2,0.1,0.2,1.5,0.0,0.1
Chris Thompson,WAS,1.2,7.0,0.0,1.4,8.6,0.1,0.0
Knile Davis,KC,1.8,6.9,0.1,0.2,2.2,0.0,0.0
Jamize Olawale,OAK,1.6,6.7,0.1,0.6,5.5,0.0,0.0
Anthony Dixon,BUF,1.6,5.8,0.0,0.3,2.4,0.0,0.1
Matt Asiata,MIN,1.2,5.7,0.1,1.1,6.9,0.0,0.1
Benjamin Cunningham,STL,1.4,5.3,0.0,1.3,9.6,0.0,0.1
KaDeem Carey,CHI,1.2,5.2,0.0,0.1,0.4,0.0,0.0
Marcel Reece,OAK,1.3,5.0,0.0,1.3,11.4,0.1,0.0
Kendall Gaskins,SF,1.5,4.9,0.0,0.3,3.1,0.0,0.1
Zurlon Tipton,IND,1.2,4.9,0.0,0.8,7.4,0.0,0.1
John Crockett,GB,1.1,4.9,0.0,0.1,0.5,0.0,0.0
Derrick Coleman,SEA,1.1,4.4,0.1,0.2,1.6,0.0,0.0
Kenjon Barner,PHI,0.8,3.5,0.0,0.1,0.8,0.0,0.0
Jay Prosch,HOU,0.5,3.0,0.0,0.0,0.3,0.0,0.0
John Kuhn,GB,0.7,2.9,0.1,0.5,4.2,0.0,0.0
Bruce Miller,SF,0.7,2.6,0.0,0.7,6.8,0.0,0.0
Jordan Todman,PIT,0.6,2.5,0.0,0.2,0.8,0.0,0.0
T.J. Yeldon,JAC,0.0,2.4,0.0,0.1,0.5,0.0,0.0
DeAnthony Thomas,KC,0.4,2.3,0.0,0.4,2.9,0.0,0.0
Roy Helu,OAK,0.4,2.3,0.0,0.4,3.6,0.0,0.0
Bobby Rainey,TB,0.4,2.1,0.0,0.3,1.8,0.0,0.0
Damien Williams,MIA,0.6,2.1,0.0,1.0,7.7,0.0,0.0
Darrel Young,WAS,0.7,2.0,0.0,0.4,2.2,0.0,0.0
Cedric Peerman,CIN,0.5,1.9,0.0,0.3,1.7,0.0,0.0
Austin Johnson,NO,0.4,1.9,0.0,0.1,0.6,0.0,0.0
Will Johnson,PIT,0.5,1.6,0.1,0.3,2.4,0.0,0.0
Antone Smith,CHI,0.3,1.4,0.0,0.0,0.1,0.0,0.0
Jalston Fowler,TEN,0.3,1.0,0.0,0.3,2.4,0.0,0.0
Terron Ward,ATL,0.4,1.0,0.0,0.3,1.2,0.0,0.0
Jerome Felton,BUF,0.3,1.0,0.0,0.3,2.4,0.0,0.0
Tommy Bohanon,NYJ,0.3,0.9,0.0,0.7,5.9,0.0,0.0
Chase Reynolds,STL,0.2,0.8,0.0,0.2,1.1,0.0,0.0
Tyler Clutts,DAL,0.3,0.8,0.0,0.4,1.5,0.1,0.1
Nikita Whitlock,NYG,0.2,0.7,0.0,0.1,1.0,0.0,0.0
Trey Williams,NE,0.2,0.6,0.0,0.0,0.2,0.0,0.0
Joe Banyard,JAC,0.1,0.5,0.0,0.0,0.2,0.0,0.0
Kyle Juszczyk,BAL,0.1,0.4,0.0,1.5,11.4,0.1,0.0
Jorvorskie Lane,TB,0.1,0.4,0.0,0.2,1.7,0.0,0.0
Patrick DiMarco,ATL,0.1,0.3,0.0,1.0,7.2,0.1,0.0
Raheem Mostert,MIA,0.1,0.2,0.0,0.0,0.1,0.0,0.0
George Winn,DET,0.3,0.2,0.0,0.0,0.1,0.0,0.0
Anthony Sherman,KC,0.1,0.2,0.0,0.5,3.5,0.0,0.0
Zach Line,MIN,0.2,0.2,0.1,0.5,6.2,0.0,0.0
Will Tukuafu,SEA,0.0,0.1,0.0,0.0,0.0,0.0,0.0
Alonzo Harris,GB,0.1,0.1,0.0,0.0,0.0,0.0,0.0
Edwin Baker,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Johnson,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daryl Richardson,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Thigpen,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dexter McCluster,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vick Ballard,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0
