displayName,team,receptions,recYds,recTD,rushAtt,rushYds,rushTD,fumblesLost
Antonio Brown,PIT,9.0,115.0,1.0,0.0,0.0,0.0,0.0
T.Y. Hilton,IND,7.0,106.0,1.0,0.0,0.0,0.0,0.0
Odell Beckham Jr.,NYG,8.0,100.0,1.0,1.0,4.0,0.0,0.0
Calvin Johnson,DET,6.0,98.0,1.0,0.0,0.0,0.0,0.0
Dez Bryant,DAL,6.0,95.0,1.0,0.0,0.0,0.0,0.0
Alshon Jeffery,CHI,7.0,94.0,1.0,1.0,5.0,0.0,0.0
A.J. Green,CIN,6.0,93.0,1.0,0.0,0.0,0.0,0.0
Demaryius Thomas,DEN,7.0,92.0,1.0,0.0,0.0,0.0,0.0
Jordy Nelson,GB,6.0,91.0,1.0,0.0,0.0,0.0,0.0
Harry Douglas,ATL,6.0,87.0,1.0,0.0,0.0,0.0,0.0
Roddy White,ATL,7.0,86.0,1.0,0.0,0.0,0.0,0.0
Emmanuel Sanders,DEN,6.0,84.0,1.0,1.0,2.0,0.0,0.0
DeAndre Hopkins,HOU,5.0,83.0,0.0,0.0,0.0,0.0,0.0
Josh Gordon,CLE,6.0,79.0,1.0,0.0,0.0,0.0,0.0
Jeremy Maclin,PHI,6.0,79.0,1.0,0.0,0.0,0.0,0.0
Mike Evans,TB,6.0,79.0,1.0,0.0,0.0,0.0,0.0
Julian Edelman,NE,8.0,78.0,1.0,1.0,4.0,0.0,0.0
Sammy Watkins,BUF,6.0,75.0,1.0,0.0,0.0,0.0,0.0
Randall Cobb,GB,6.0,73.0,1.0,0.0,0.0,0.0,0.0
Vincent Jackson,TB,6.0,73.0,1.0,0.0,0.0,0.0,0.0
DeSean Jackson,WAS,4.0,71.0,0.0,0.0,0.0,0.0,0.0
Steve Smith,BAL,6.0,71.0,1.0,0.0,0.0,0.0,0.0
Marques Colston,NO,5.0,70.0,1.0,0.0,0.0,0.0,0.0
Larry Fitzgerald,ARI,6.0,69.0,1.0,0.0,0.0,0.0,0.0
Kelvin Benjamin,CAR,5.0,66.0,1.0,0.0,0.0,0.0,0.0
Eric Decker,NYJ,6.0,66.0,1.0,0.0,0.0,0.0,0.0
Kenny Stills,NO,4.0,64.0,1.0,0.0,0.0,0.0,0.0
Golden Tate,DET,6.0,64.0,0.0,0.0,0.0,0.0,0.0
Malcom Floyd,SD,4.0,63.0,0.0,0.0,0.0,0.0,0.0
Anquan Boldin,SF,6.0,62.0,1.0,0.0,0.0,0.0,0.0
Jordan Matthews,PHI,5.0,60.0,1.0,0.0,0.0,0.0,0.0
Mike Wallace,MIA,4.0,59.0,1.0,0.0,0.0,0.0,0.0
Martavis Bryant,PIT,3.0,58.0,1.0,0.0,0.0,0.0,0.0
Andrew Hawkins,CLE,5.0,57.0,0.0,0.0,0.0,0.0,0.0
Allen Hurns,JAC,4.0,56.0,1.0,0.0,0.0,0.0,0.0
Charles Johnson,MIN,4.0,56.0,1.0,0.0,0.0,0.0,0.0
Marqise Lee,JAC,5.0,55.0,0.0,0.0,0.0,0.0,0.0
Pierre Garcon,WAS,5.0,54.0,0.0,0.0,0.0,0.0,0.0
Derek Hagan,TEN,5.0,54.0,1.0,0.0,0.0,0.0,0.0
Michael Floyd,ARI,4.0,54.0,0.0,0.0,0.0,0.0,0.0
Donte Moncrief,IND,4.0,54.0,1.0,0.0,0.0,0.0,0.0
Keenan Allen,SD,6.0,53.0,1.0,0.0,0.0,0.0,0.0
Michael Crabtree,SF,5.0,52.0,0.0,0.0,0.0,0.0,0.0
Greg Jennings,MIN,5.0,52.0,0.0,0.0,0.0,0.0,0.0
Doug Baldwin,SEA,4.0,51.0,1.0,0.0,0.0,0.0,0.0
Brandon LaFell,NE,4.0,50.0,0.0,0.0,0.0,0.0,0.0
Jarvis Landry,MIA,5.0,50.0,1.0,0.0,0.0,0.0,0.0
Kenny Britt,STL,4.0,49.0,0.0,0.0,0.0,0.0,0.0
Mohamed Sanu,CIN,4.0,49.0,0.0,1.0,2.0,0.0,0.0
Rueben Randle,NYG,5.0,48.0,0.0,0.0,0.0,0.0,0.0
Stedman Bailey,STL,4.0,47.0,0.0,0.0,0.0,0.0,0.0
Kamar Aiken,BAL,4.0,46.0,1.0,0.0,0.0,0.0,0.0
Jarius Wright,MIN,4.0,46.0,0.0,1.0,4.0,0.0,0.0
Cole Beasley,DAL,4.0,46.0,0.0,0.0,0.0,0.0,0.0
Nick Toon,NO,4.0,45.0,0.0,0.0,0.0,0.0,0.0
Nate Washington,TEN,3.0,45.0,0.0,0.0,0.0,0.0,0.0
Davante Adams,GB,3.0,43.0,0.0,0.0,0.0,0.0,0.0
Markus Wheaton,PIT,4.0,43.0,0.0,0.0,0.0,0.0,0.0
Chris Hogan,BUF,5.0,43.0,0.0,0.0,0.0,0.0,0.0
Andre Holmes,OAK,4.0,42.0,0.0,0.0,0.0,0.0,0.0
Keshawn Martin,HOU,4.0,40.0,0.0,0.0,0.0,0.0,0.0
Marquess Wilson,CHI,3.0,39.0,0.0,0.0,0.0,0.0,0.0
Cecil Shorts III,JAC,4.0,39.0,0.0,0.0,0.0,0.0,0.0
James Jones,OAK,4.0,39.0,1.0,0.0,0.0,0.0,0.0
Jermaine Kearse,SEA,3.0,39.0,0.0,0.0,0.0,0.0,0.0
John Brown,ARI,3.0,39.0,0.0,0.0,0.0,0.0,0.0
