displayName,team,receptions,recYds,recTD,rushAtt,rushYds,rushTD,fumblesLost
Rob Gronkowski,NE,5.1,65.5,0.8,0.0,0.0,0.0,0.0
Greg Olsen,CAR,4.9,60.3,0.5,0.0,0.0,0.0,0.0
Tyler Eifert,CIN,5.0,57.6,0.5,0.0,0.0,0.0,0.0
Delanie Walker,TEN,4.9,57.1,0.4,0.0,0.0,0.0,0.1
Martellus Bennett,CHI,5.1,54.8,0.3,0.0,0.0,0.0,0.0
Travis Kelce,KC,5.0,53.9,0.4,0.0,0.0,0.0,0.1
Gary Barnidge,CLE,4.1,52.2,0.4,0.0,0.0,0.0,0.0
Jimmy Graham,SEA,4.1,51.2,0.3,0.0,0.0,0.0,0.0
Jason Witten,DAL,4.2,49.5,0.2,0.0,0.0,0.0,0.0
Jordan Cameron,MIA,4.0,46.7,0.3,0.0,0.0,0.0,0.0
Larry Donnell,NYG,4.0,46.0,0.4,0.0,0.0,0.0,0.1
Ladarius Green,SD,3.9,44.7,0.4,0.0,0.0,0.0,0.0
Heath Miller,PIT,4.0,42.7,0.3,0.0,0.0,0.0,0.1
Benjamin Watson,NO,3.8,42.0,0.3,0.0,0.0,0.0,0.0
Austin Seferian-Jenkins,TB,3.5,41.8,0.5,0.0,0.0,0.0,0.0
Eric Ebron,DET,4.0,41.1,0.3,0.0,0.0,0.0,0.0
Vernon Davis,SF,3.0,39.8,0.1,0.0,0.0,0.0,0.0
Jared Cook,STL,2.9,34.5,0.3,0.0,0.0,0.0,0.0
Owen Daniels,DEN,2.9,34.0,0.3,0.0,0.0,0.0,0.0
Richard Rodgers,GB,3.1,33.7,0.3,0.0,0.0,0.0,0.0
Coby Fleener,IND,3.0,33.4,0.2,0.0,0.0,0.0,0.0
Jacob Tamme,ATL,2.8,31.0,0.3,0.0,0.0,0.0,0.0
Crockett Gillmore,BAL,2.9,30.2,0.3,0.0,0.0,0.0,0.0
Kyle Rudolph,MIN,3.1,30.1,0.2,0.0,0.0,0.0,0.0
Brandon Myers,TB,1.9,23.7,0.2,0.0,0.0,0.0,0.0
Mychal Rivera,OAK,2.1,22.5,0.2,0.0,0.0,0.0,0.0
Anthony Fasano,TEN,2.0,22.2,0.3,0.0,0.0,0.0,0.0
Dwayne Allen,IND,2.0,21.5,0.2,0.0,0.0,0.0,0.0
Garrett Graham,HOU,2.0,21.4,0.2,0.0,0.0,0.0,0.0
Lance Kendricks,STL,1.9,19.7,0.2,0.0,0.0,0.0,0.0
Dion Sims,MIA,1.9,19.3,0.2,0.0,0.0,0.0,0.0
Jermaine Gresham,ARI,2.0,19.1,0.2,0.0,0.0,0.0,0.0
Maxx Williams,BAL,2.0,18.4,0.1,0.0,0.0,0.0,0.0
Scott Chandler,NE,2.0,18.3,0.2,0.0,0.0,0.0,0.0
Will Tye,NYG,2.0,17.9,0.1,0.0,0.0,0.0,0.0
Josh Hill,NO,1.9,17.7,0.2,0.0,0.0,0.0,0.0
Ed Dickson,CAR,1.5,15.5,0.1,0.0,0.0,0.0,0.0
Gavin Escobar,DAL,1.4,14.8,0.1,0.0,0.0,0.0,0.0
Jeff Cumberland,NYJ,1.0,14.8,0.1,0.0,0.0,0.0,0.0
Luke Willson,SEA,1.4,14.7,0.1,0.0,0.0,0.0,0.0
James OShaughnessy,KC,1.1,14.2,0.1,0.0,0.0,0.0,0.0
Garrett Celek,SF,1.5,14.0,0.0,0.0,0.0,0.0,0.0
Virgil Green,DEN,1.2,12.5,0.0,0.0,0.0,0.0,0.0
Nick Boyle,BAL,1.2,12.2,0.0,0.0,0.0,0.0,0.0
Levine Toilolo,ATL,1.4,11.4,0.0,0.0,0.0,0.0,0.0
John Phillips,SD,1.0,11.1,0.1,0.0,0.0,0.0,0.0
