"name","pos","age","date","team","home.game","opponent","result","week","day","game","year","week.1","passYds","passTds","passInt","rushYds","rushTds","rec","recYds","recTds"
"AARONRODGERS","QB","30-276","2014-09-04","GNB",TRUE,"SEA","L 16-36",1,"Thu",1,2014,1,189,1,1,NA,NA,NA,NA,NA
"ADRIANPETERSON","RB","29-170","2014-09-07","MIN",TRUE,"STL","W 34-6",1,"Sun",1,2014,1,NA,NA,NA,75,0,2,18,0
"AHMADBRADSHAW","RB","28-172","2014-09-07","IND",TRUE,"DEN","L 24-31",1,"Sun",1,2014,1,NA,NA,NA,15,0,5,70,0
"AJGREEN","RB","26-038","2014-09-07","CIN",TRUE,"BAL","W 23-16",1,"Sun",1,2014,1,NA,NA,NA,5,0,6,131,1
"ALEXSMITH","QB","30-123","2014-09-07","KAN",FALSE,"TEN","L 10-26",1,"Sun",1,2014,1,202,1,3,36,0,NA,NA,NA
"ALFREDBLUE","RB","23-133","2014-09-07","HOU",FALSE,"WAS","W 17-6",1,"Sun",1,2014,1,NA,NA,NA,0,0,NA,NA,NA
"ALFREDMORRIS","RB","25-269","2014-09-07","WAS",TRUE,"HOU","L 6-17",1,"Sun",1,2014,1,NA,NA,NA,91,0,NA,NA,NA
"ALLENHURNS","WR","22-299","2014-09-07","JAX",TRUE,"PHI","L 17-34",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,4,110,2
"ALLENROBINSON","WR","21-014","2014-09-07","JAX",TRUE,"PHI","L 17-34",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,1,0,0
"ALSHONJEFFERY","WR","24-200","2014-09-07","CHI",FALSE,"BUF","L 20-23",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,5,71,0
"ANDRECALDWELL","WR","29-145","2014-09-07","DEN",FALSE,"IND","W 31-24",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,2,16,0
"ANDREELLINGTON","RB","25-217","2014-09-08","ARI",FALSE,"SDG","W 18-17",1,"Mon",1,2014,1,NA,NA,NA,53,0,5,27,0
"ANDREJOHNSON","WR","33-058","2014-09-07","HOU",FALSE,"WAS","W 17-6",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,6,93,0
"ANDREROBERTS","WR","26-241","2014-09-07","WAS",TRUE,"HOU","L 6-17",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,1,22,0
"ANDREWHAWKINS","WR","28-181","2014-09-07","CLE",TRUE,"PIT","L 27-30",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,8,87,0
"ANDREWILLIAMS","RB","22-011","2014-09-08","NYG",TRUE,"DET","L 14-35",1,"Mon",1,2014,1,NA,NA,NA,9,0,NA,NA,NA
"ANDREWLUCK","QB","24-360","2014-09-07","IND",TRUE,"DEN","L 24-31",1,"Sun",1,2014,1,370,2,2,19,1,NA,NA,NA
"ANDREWQUARLESS","WR","25-333","2014-09-04","GNB",TRUE,"SEA","L 16-36",1,"Thu",1,2014,1,NA,NA,NA,NA,NA,3,26,0
"ANDYDALTON","QB","26-313","2014-09-07","CIN",TRUE,"BAL","W 23-16",1,"Sun",1,2014,1,301,1,0,3,0,NA,NA,NA
"ANQUANBOLDIN","WR","33-339","2014-09-07","SFO",TRUE,"DAL","W 28-17",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,8,99,0
"ANTHONYDIXON","RB","26-348","2014-09-07","BUF",TRUE,"CHI","W 23-20",1,"Sun",1,2014,1,NA,NA,NA,60,0,NA,NA,NA
"ANTHONYFASANO","WR","30-140","2014-09-07","KAN",FALSE,"TEN","L 10-26",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,3,29,1
"ANTHONYSHERMAN","RB","25-270","2014-09-07","KAN",FALSE,"TEN","L 10-26",1,"Sun",1,2014,1,NA,NA,NA,4,0,NA,NA,NA
"ANTONESMITH","RB","28-355","2014-09-07","ATL",FALSE,"NOR","W 37-34",1,"Sun",1,2014,1,NA,NA,NA,7,0,1,54,1
"ANTONIOBROWN","WR","26-059","2014-09-07","PIT",FALSE,"CLE","W 30-27",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,5,116,1
"ANTONIOGATES","WR","34-082","2014-09-08","SDG",TRUE,"ARI","L 17-18",1,"Mon",1,2014,1,NA,NA,NA,NA,NA,6,81,0
"ANTWONBLAKE","WR","24-030","2014-09-07","PIT",FALSE,"CLE","W 30-27",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,1,25,0
"ARIANFOSTER","RB","28-014","2014-09-07","HOU",FALSE,"WAS","W 17-6",1,"Sun",1,2014,1,NA,NA,NA,103,0,2,17,0
"AUSTINDAVIS","QB","25-097","2014-09-07","STL",FALSE,"MIN","L 6-34",1,"Sun",1,2014,1,192,0,1,0,0,NA,NA,NA
"AUSTINSEFERIANJENKINS","WR","23-320","2014-09-07","TAM",FALSE,"CAR","L 14-20",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,1,26,0
"BENNYCUNNINGHAM","RB","24-062","2014-09-07","STL",FALSE,"MIN","L 6-34",1,"Sun",1,2014,1,NA,NA,NA,21,0,4,30,0
"BENROETHLISBERGER","QB","32-189","2014-09-07","PIT",FALSE,"CLE","W 30-27",1,"Sun",1,2014,1,365,1,1,8,0,NA,NA,NA
"BENTATE","RB","26-017","2014-09-07","CLE",TRUE,"PIT","L 27-30",1,"Sun",1,2014,1,NA,NA,NA,41,0,NA,NA,NA
"BENWATSON","WR","33-263","2014-09-07","NOR",TRUE,"ATL","L 34-37",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,1,0,0
"BERNARDPIERCE","RB","24-120","2014-09-07","BAL",FALSE,"CIN","L 16-23",1,"Sun",1,2014,1,NA,NA,NA,17,0,NA,NA,NA
"BILALPOWELL","RB","25-315","2014-09-07","NYJ",FALSE,"OAK","W 19-14",1,"Sun",1,2014,1,NA,NA,NA,4,0,NA,NA,NA
"BISHOPSANKEY","RB","21-357","2014-09-07","TEN",TRUE,"KAN","W 26-10",1,"Sun",1,2014,1,NA,NA,NA,25,0,NA,NA,NA
"BOBBYRAINEY","RB","26-326","2014-09-07","TAM",FALSE,"CAR","L 14-20",1,"Sun",1,2014,1,NA,NA,NA,12,0,2,8,1
"BRANDINCOOKS","RB","20-347","2014-09-07","NOR",TRUE,"ATL","L 34-37",1,"Sun",1,2014,1,NA,NA,NA,18,0,7,77,1
"BRANDONBOLDEN","RB","24-224","2014-09-07","NWE",TRUE,"MIA","L 20-33",1,"Sun",1,2014,1,NA,NA,NA,8,0,1,4,0
"BRANDONGIBSON","WR","27-025","2014-09-07","MIA",FALSE,"NWE","W 33-20",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,1,9,0
"BRANDONMARSHALL","WR","30-168","2014-09-07","CHI",FALSE,"BUF","L 20-23",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,8,71,1
"BRANDONMYERS","WR","29-003","2014-09-07","TAM",FALSE,"CAR","L 14-20",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,6,41,0
"BRANDONPETTIGREW","WR","29-197","2014-09-08","DET",FALSE,"NYG","W 35-14",1,"Mon",1,2014,1,NA,NA,NA,NA,NA,1,9,0
"BRANDONTATE","WR","26-337","2014-09-07","CIN",TRUE,"BAL","W 23-16",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,4,19,0
"BRENTCELEK","WR","29-225","2014-09-07","PHI",FALSE,"JAX","W 34-17",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,3,15,0
"BRIANHARTLINE","WR","27-289","2014-09-07","MIA",FALSE,"NWE","W 33-20",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,2,26,0
"BRIANHOYER","QB","28-329","2014-09-07","CLE",TRUE,"PIT","L 27-30",1,"Sun",1,2014,1,222,1,0,-2,0,NA,NA,NA
"BRIANLEONHARDT","WR","24-158","2014-09-07","OAK",TRUE,"NYJ","L 14-19",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,1,12,0
"BRIANQUICK","WR","25-094","2014-09-07","STL",FALSE,"MIN","L 6-34",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,7,99,0
"CALVINJOHNSON","WR","28-344","2014-09-08","DET",FALSE,"NYG","W 35-14",1,"Mon",1,2014,1,NA,NA,NA,NA,NA,7,164,2
"CARLOSHYDE","RB","23-352","2014-09-07","SFO",TRUE,"DAL","W 28-17",1,"Sun",1,2014,1,NA,NA,NA,50,1,NA,NA,NA
"CARSONPALMER","QB","34-255","2014-09-08","ARI",FALSE,"SDG","W 18-17",1,"Mon",1,2014,1,304,2,0,29,0,NA,NA,NA
"CHADHENNE","QB","29-067","2014-09-07","JAX",TRUE,"PHI","L 17-34",1,"Sun",1,2014,1,266,2,0,8,0,NA,NA,NA
"CHARLESCLAY","WR","25-206","2014-09-07","MIA",FALSE,"NWE","W 33-20",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,2,27,0
"CHRISGIVENS","RB","24-275","2014-09-07","STL",FALSE,"MIN","L 6-34",1,"Sun",1,2014,1,NA,NA,NA,4,0,2,30,0
"CHRISIVORY","RB","26-169","2014-09-07","NYJ",FALSE,"OAK","W 19-14",1,"Sun",1,2014,1,NA,NA,NA,102,1,NA,NA,NA
"CHRISJOHNSON","RB","28-349","2014-09-07","NYJ",FALSE,"OAK","W 19-14",1,"Sun",1,2014,1,NA,NA,NA,68,0,5,23,1
"CHRISOWUSU","WR","24-244","2014-09-07","TAM",FALSE,"CAR","L 14-20",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,2,20,1
"CJANDERSON","RB","23-209","2014-09-07","DEN",FALSE,"IND","W 31-24",1,"Sun",1,2014,1,NA,NA,NA,27,0,NA,NA,NA
"CJSPILLER","RB","27-033","2014-09-07","BUF",TRUE,"CHI","W 23-20",1,"Sun",1,2014,1,NA,NA,NA,53,0,3,11,1
"COBYFLEENER","WR","25-352","2014-09-07","IND",TRUE,"DEN","L 24-31",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,3,21,0
"COLEBEASLEY","WR","25-134","2014-09-07","DAL",FALSE,"SFO","L 17-28",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,4,42,0
"COLINKAEPERNICK","QB","26-308","2014-09-07","SFO",TRUE,"DAL","W 28-17",1,"Sun",1,2014,1,201,2,0,11,0,NA,NA,NA
"CORDARRELLEPATTERSON","RB","23-174","2014-09-07","MIN",TRUE,"STL","W 34-6",1,"Sun",1,2014,1,NA,NA,NA,102,1,3,26,0
"CORYHARKEY","WR","24-082","2014-09-07","STL",FALSE,"MIN","L 6-34",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,1,4,0
"CYRUSGRAY","RB","24-293","2014-09-07","KAN",FALSE,"TEN","L 10-26",1,"Sun",1,2014,1,NA,NA,NA,5,0,NA,NA,NA
"DAMARISJOHNSON","WR","24-289","2014-09-07","HOU",FALSE,"WAS","W 17-6",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,1,1,0
"DANIELFELLS","WR","30-350","2014-09-08","NYG",TRUE,"DET","L 14-35",1,"Mon",1,2014,1,NA,NA,NA,NA,NA,1,7,0
"DANNYAMENDOLA","WR","28-309","2014-09-07","NWE",TRUE,"MIA","L 20-33",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,3,16,0
"DANNYWOODHEAD","RB","29-226","2014-09-08","SDG",TRUE,"ARI","L 17-18",1,"Mon",1,2014,1,NA,NA,NA,5,0,1,6,0
"DANTEROSARIO","WR","29-317","2014-09-07","CHI",FALSE,"BUF","L 20-23",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,1,12,0
"DARRELYOUNG","RB","27-152","2014-09-07","WAS",TRUE,"HOU","L 6-17",1,"Sun",1,2014,1,NA,NA,NA,1,1,1,1,0
"DARRENMCFADDEN","RB","27-011","2014-09-07","OAK",TRUE,"NYJ","L 14-19",1,"Sun",1,2014,1,NA,NA,NA,15,0,1,6,0
"DARRENSPROLES","RB","31-079","2014-09-07","PHI",FALSE,"JAX","W 34-17",1,"Sun",1,2014,1,NA,NA,NA,71,1,4,14,0
"DAVIDNELSON","WR","27-304","2014-09-07","NYJ",FALSE,"OAK","W 19-14",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,1,17,0
"DEANDREHOPKINS","WR","22-093","2014-09-07","HOU",FALSE,"WAS","W 17-6",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,4,89,1
"DEANGELOWILLIAMS","RB","31-135","2014-09-07","CAR",TRUE,"TAM","W 20-14",1,"Sun",1,2014,1,NA,NA,NA,72,0,NA,NA,NA
"DELANIEWALKER","WR","30-026","2014-09-07","TEN",TRUE,"KAN","W 26-10",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,3,37,1
"DEMARCOMURRAY","RB","26-207","2014-09-07","DAL",FALSE,"SFO","L 17-28",1,"Sun",1,2014,1,NA,NA,NA,118,1,3,25,0
"DEMARYIUSTHOMAS","WR","26-256","2014-09-07","DEN",FALSE,"IND","W 31-24",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,4,48,0
"DENARDROBINSON","RB","23-350","2014-09-07","JAX",TRUE,"PHI","L 17-34",1,"Sun",1,2014,1,NA,NA,NA,8,0,1,3,0
"DENARIUSMOORE","WR","25-272","2014-09-07","OAK",TRUE,"NYJ","L 14-19",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,2,8,0
"DENNISPITTA","WR","29-070","2014-09-07","BAL",FALSE,"CIN","L 16-23",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,10,83,0
"DEREKANDERSON","QB","31-084","2014-09-07","CAR",TRUE,"TAM","W 20-14",1,"Sun",1,2014,1,230,2,0,10,0,NA,NA,NA
"DEREKCARR","QB","23-163","2014-09-07","OAK",TRUE,"NYJ","L 14-19",1,"Sun",1,2014,1,151,2,0,-1,0,NA,NA,NA
"DEREKHAGAN","WR","29-351","2014-09-07","TEN",TRUE,"KAN","W 26-10",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,1,9,0
"DERRICKCOLEMAN","WR","23-321","2014-09-04","SEA",FALSE,"GNB","W 36-16",1,"Thu",1,2014,1,NA,NA,NA,NA,NA,1,15,1
"DESEANJACKSON","RB","27-280","2014-09-07","WAS",TRUE,"HOU","L 6-17",1,"Sun",1,2014,1,NA,NA,NA,-9,0,8,62,0
"DEVINHESTER","WR","31-307","2014-09-07","ATL",FALSE,"NOR","W 37-34",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,5,99,0
"DEVINSTREET","WR","23-161","2014-09-07","DAL",FALSE,"SFO","L 17-28",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,2,18,0
"DEVONTAFREEMAN","RB","22-176","2014-09-07","ATL",FALSE,"NOR","W 37-34",1,"Sun",1,2014,1,NA,NA,NA,15,0,2,18,0
"DEXTERMCCLUSTER","RB","25-013","2014-09-07","TEN",TRUE,"KAN","W 26-10",1,"Sun",1,2014,1,NA,NA,NA,29,0,1,17,0
"DEZBRYANT","WR","25-307","2014-09-07","DAL",FALSE,"SFO","L 17-28",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,4,55,0
"DIONSIMS","WR","23-201","2014-09-07","MIA",FALSE,"NWE","W 33-20",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,1,9,0
"DONALDBROWN","RB","27-150","2014-09-08","SDG",TRUE,"ARI","L 17-18",1,"Mon",1,2014,1,NA,NA,NA,-2,0,NA,NA,NA
"DONNIEAVERY","WR","30-087","2014-09-07","KAN",FALSE,"TEN","L 10-26",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,7,84,0
"DONTEMONCRIEF","WR","21-032","2014-09-07","IND",TRUE,"DEN","L 24-31",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,1,9,0
"DOUGBALDWIN","WR","25-348","2014-09-04","SEA",FALSE,"GNB","W 36-16",1,"Thu",1,2014,1,NA,NA,NA,NA,NA,3,14,0
"DOUGMARTIN","RB","25-237","2014-09-07","TAM",FALSE,"CAR","L 14-20",1,"Sun",1,2014,1,NA,NA,NA,9,0,1,7,0
"DREWBREES","QB","35-235","2014-09-07","NOR",TRUE,"ATL","L 34-37",1,"Sun",1,2014,1,333,1,1,2,0,NA,NA,NA
"DRIARCHER","RB","23-029","2014-09-07","PIT",FALSE,"CLE","W 30-27",1,"Sun",1,2014,1,NA,NA,NA,4,0,NA,NA,NA
"DUJUANHARRIS","RB","26-001","2014-09-04","GNB",TRUE,"SEA","L 16-36",1,"Thu",1,2014,1,NA,NA,NA,7,0,NA,NA,NA
"DWAYNEALLEN","WR","24-195","2014-09-07","IND",TRUE,"DEN","L 24-31",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,4,64,1
"DWAYNEHARRIS","RB","26-356","2014-09-07","DAL",FALSE,"SFO","L 17-28",1,"Sun",1,2014,1,NA,NA,NA,9,0,1,56,0
"EDDIELACY","RB","23-246","2014-09-04","GNB",TRUE,"SEA","L 16-36",1,"Thu",1,2014,1,NA,NA,NA,34,0,3,11,0
"EDDIEROYAL","RB","28-110","2014-09-08","SDG",TRUE,"ARI","L 17-18",1,"Mon",1,2014,1,NA,NA,NA,-1,0,1,20,0
"EJMANUEL","QB","24-172","2014-09-07","BUF",TRUE,"CHI","W 23-20",1,"Sun",1,2014,1,173,1,1,19,1,NA,NA,NA
"ELIMANNING","QB","33-248","2014-09-08","NYG",TRUE,"DET","L 14-35",1,"Mon",1,2014,1,163,1,2,NA,NA,NA,NA,NA
"EMMANUELSANDERS","RB","27-174","2014-09-07","DEN",FALSE,"IND","W 31-24",1,"Sun",1,2014,1,NA,NA,NA,11,0,6,77,0
"ERICDECKER","WR","27-176","2014-09-07","NYJ",FALSE,"OAK","W 19-14",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,5,74,0
"FRANKGORE","RB","31-116","2014-09-07","SFO",TRUE,"DAL","W 28-17",1,"Sun",1,2014,1,NA,NA,NA,66,0,NA,NA,NA
"FRANKIEHAMMOND","WR","24-202","2014-09-07","KAN",FALSE,"TEN","L 10-26",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,1,22,0
"FRANKSUMMERS","WR","29-001","2014-09-07","BUF",TRUE,"CHI","W 23-20",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,1,4,0
"FREDJACKSON","RB","33-199","2014-09-07","BUF",TRUE,"CHI","W 23-20",1,"Sun",1,2014,1,NA,NA,NA,61,0,3,13,0
"GABEJACKSON","WR","23-057","2014-09-07","OAK",TRUE,"NYJ","L 14-19",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,1,1,0
"GARYBARNIDGE","WR","28-350","2014-09-07","CLE",TRUE,"PIT","L 27-30",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,1,13,0
"GATORHOSKINS","WR","22-262","2014-09-07","MIA",FALSE,"NWE","W 33-20",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,1,7,0
"GENOSMITH","QB","23-332","2014-09-07","NYJ",FALSE,"OAK","W 19-14",1,"Sun",1,2014,1,221,1,1,38,0,NA,NA,NA
"GIOVANIBERNARD","RB","22-289","2014-09-07","CIN",TRUE,"BAL","W 23-16",1,"Sun",1,2014,1,NA,NA,NA,48,0,6,62,0
"GOLDENTATE","RB","26-037","2014-09-08","DET",FALSE,"NYG","W 35-14",1,"Mon",1,2014,1,NA,NA,NA,4,0,6,93,0
"GREGJENNINGS","WR","30-351","2014-09-07","MIN",TRUE,"STL","W 34-6",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,6,58,1
"GREGOLSEN","WR","29-180","2014-09-07","CAR",TRUE,"TAM","W 20-14",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,8,83,1
"GREGSALAS","WR","26-013","2014-09-07","NYJ",FALSE,"OAK","W 19-14",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,1,12,0
"HAKEEMNICKS","WR","26-236","2014-09-07","IND",TRUE,"DEN","L 24-31",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,5,36,1
"HARRYDOUGLAS","WR","29-356","2014-09-07","ATL",FALSE,"NOR","W 37-34",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,6,69,0
"HEATHMILLER","WR","31-320","2014-09-07","PIT",FALSE,"CLE","W 30-27",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,3,26,0
"ISAIAHCROWELL","RB","21-242","2014-09-07","CLE",TRUE,"PIT","L 27-30",1,"Sun",1,2014,1,NA,NA,NA,32,2,NA,NA,NA
"JACEAMARO","WR","22-073","2014-09-07","NYJ",FALSE,"OAK","W 19-14",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,2,7,0
"JACOBYJONES","WR","30-058","2014-09-07","BAL",FALSE,"CIN","L 16-23",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,2,16,0
"JACQUIZZRODGERS","RB","24-213","2014-09-07","ATL",FALSE,"NOR","W 37-34",1,"Sun",1,2014,1,NA,NA,NA,34,1,1,1,0
"JAKELOCKER","QB","26-084","2014-09-07","TEN",TRUE,"KAN","W 26-10",1,"Sun",1,2014,1,266,2,0,14,0,NA,NA,NA
"JAMAALCHARLES","RB","27-254","2014-09-07","KAN",FALSE,"TEN","L 10-26",1,"Sun",1,2014,1,NA,NA,NA,19,0,4,15,0
"JAMESJONES","WR","30-160","2014-09-07","OAK",TRUE,"NYJ","L 14-19",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,3,34,1
"JAMESSTARKS","RB","28-191","2014-09-04","GNB",TRUE,"SEA","L 16-36",1,"Thu",1,2014,1,NA,NA,NA,37,0,2,11,0
"JAREDCOOK","WR","27-153","2014-09-07","STL",FALSE,"MIN","L 6-34",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,4,56,0
"JARIUSWRIGHT","WR","24-286","2014-09-07","MIN",TRUE,"STL","W 34-6",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,2,25,0
"JARONBROWN","WR","24-243","2014-09-08","ARI",FALSE,"SDG","W 18-17",1,"Mon",1,2014,1,NA,NA,NA,NA,NA,1,6,0
"JASONAVANT","WR","31-140","2014-09-07","CAR",TRUE,"TAM","W 20-14",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,1,0,0
"JASONWITTEN","WR","32-124","2014-09-07","DAL",FALSE,"SFO","L 17-28",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,2,14,0
"JAYCUTLER","QB","31-131","2014-09-07","CHI",FALSE,"BUF","L 20-23",1,"Sun",1,2014,1,349,2,2,NA,NA,NA,NA,NA
"JEFFCUMBERLAND","WR","27-128","2014-09-07","NYJ",FALSE,"OAK","W 19-14",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,4,50,0
"JEFFMAEHL","WR","25-175","2014-09-07","PHI",FALSE,"JAX","W 34-17",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,1,12,0
"JEREMYHILL","RB","21-322","2014-09-07","CIN",TRUE,"BAL","W 23-16",1,"Sun",1,2014,1,NA,NA,NA,19,0,NA,NA,NA
"JEREMYKERLEY","WR","25-303","2014-09-07","NYJ",FALSE,"OAK","W 19-14",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,5,38,0
"JEREMYMACLIN","WR","26-119","2014-09-07","PHI",FALSE,"JAX","W 34-17",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,4,97,1
"JERICKMCKINNON","RB","22-127","2014-09-07","MIN",TRUE,"STL","W 34-6",1,"Sun",1,2014,1,NA,NA,NA,1,0,NA,NA,NA
"JERMAINEGRESHAM","WR","26-083","2014-09-07","CIN",TRUE,"BAL","W 23-16",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,2,16,0
"JERMAINEKEARSE","WR","24-210","2014-09-04","SEA",FALSE,"GNB","W 36-16",1,"Thu",1,2014,1,NA,NA,NA,NA,NA,1,8,0
"JERRELJERNIGAN","RB","25-086","2014-09-08","NYG",TRUE,"DET","L 14-35",1,"Mon",1,2014,1,NA,NA,NA,-2,0,4,25,0
"JERRICHOCOTCHERY","WR","32-083","2014-09-07","CAR",TRUE,"TAM","W 20-14",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,4,32,0
"JIMDRAY","WR","27-250","2014-09-07","CLE",TRUE,"PIT","L 27-30",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,2,30,0
"JIMMYGRAHAM","WR","27-287","2014-09-07","NOR",TRUE,"ATL","L 34-37",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,8,82,0
"JOEFLACCO","QB","29-234","2014-09-07","BAL",FALSE,"CIN","L 16-23",1,"Sun",1,2014,1,345,1,1,7,0,NA,NA,NA
"JOHNBROWN","WR","24-158","2014-09-08","ARI",FALSE,"SDG","W 18-17",1,"Mon",1,2014,1,NA,NA,NA,NA,NA,2,29,1
"JOHNCARLSON","WR","30-119","2014-09-08","ARI",FALSE,"SDG","W 18-17",1,"Mon",1,2014,1,NA,NA,NA,NA,NA,1,20,0
"JOHNKUHN","RB","31-360","2014-09-04","GNB",TRUE,"SEA","L 16-36",1,"Thu",1,2014,1,NA,NA,NA,2,1,NA,NA,NA
"JOIQUEBELL","RB","28-035","2014-09-08","DET",FALSE,"NYG","W 35-14",1,"Mon",1,2014,1,NA,NA,NA,51,1,1,5,0
"JONATHANDWYER","RB","25-044","2014-09-08","ARI",FALSE,"SDG","W 18-17",1,"Mon",1,2014,1,NA,NA,NA,20,0,2,8,0
"JONATHANGRIMES","RB","24-260","2014-09-07","HOU",FALSE,"WAS","W 17-6",1,"Sun",1,2014,1,NA,NA,NA,2,0,NA,NA,NA
"JONATHANSTEWART","RB","27-170","2014-09-07","CAR",TRUE,"TAM","W 20-14",1,"Sun",1,2014,1,NA,NA,NA,20,0,3,17,0
"JORDANCAMERON","WR","26-031","2014-09-07","CLE",TRUE,"PIT","L 27-30",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,2,47,0
"JORDANMATTHEWS","WR","22-053","2014-09-07","PHI",FALSE,"JAX","W 34-17",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,2,37,0
"JORDANREED","WR","24-066","2014-09-07","WAS",TRUE,"HOU","L 6-17",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,1,4,0
"JORDANTODMAN","RB","24-195","2014-09-07","JAX",TRUE,"PHI","L 17-34",1,"Sun",1,2014,1,NA,NA,NA,6,0,1,5,0
"JORDYNELSON","WR","29-096","2014-09-04","GNB",TRUE,"SEA","L 16-36",1,"Thu",1,2014,1,NA,NA,NA,NA,NA,9,83,0
"JORVORSKIELANE","RB","27-215","2014-09-07","TAM",FALSE,"CAR","L 14-20",1,"Sun",1,2014,1,NA,NA,NA,54,0,NA,NA,NA
"JOSEPHFAURIA","WR","24-235","2014-09-08","DET",FALSE,"NYG","W 35-14",1,"Mon",1,2014,1,NA,NA,NA,NA,NA,1,26,0
"JOSHMCCOWN","QB","35-065","2014-09-07","TAM",FALSE,"CAR","L 14-20",1,"Sun",1,2014,1,183,2,2,27,0,NA,NA,NA
"JOSHMORGAN","WR","29-079","2014-09-07","CHI",FALSE,"BUF","L 20-23",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,1,9,0
"JULIANEDELMAN","RB","28-108","2014-09-07","NWE",TRUE,"MIA","L 20-33",1,"Sun",1,2014,1,NA,NA,NA,21,0,6,95,0
"JULIOJONES","WR","25-216","2014-09-07","ATL",FALSE,"NOR","W 37-34",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,7,116,0
"JULIUSTHOMAS","WR","26-072","2014-09-07","DEN",FALSE,"IND","W 31-24",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,7,104,3
"JUSTINBROWN","WR","23-181","2014-09-07","PIT",FALSE,"CLE","W 30-27",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,3,38,0
