"name","pos","age","date","team","home.game","opponent","result","week","day","game","year","week.1","passYds","passTds","passInt","rushYds","rushTds","rec","recYds","recTds"
"HEATHMILLER","WR","32-046","2014-12-07","PIT",TRUE,"CIN","W 42-21",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,1,1,1
"ISAIAHCROWELL","RB","21-333","2014-12-07","CLE",FALSE,"IND","L 24-25",14,"Sun",13,2014,14,NA,NA,NA,54,1,NA,NA,NA
"JACOBTAMME","WR","29-267","2014-12-07","DEN",FALSE,"BUF","W 24-17",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,1,10,0
"JACOBYJONES","RB","30-149","2014-12-07","BAL",TRUE,"MIA","W 28-13",14,"Sun",13,2014,14,NA,NA,NA,11,0,1,18,0
"JACQUIZZRODGERS","RB","24-305","2014-12-08","ATL",TRUE,"GNB","L 37-43",14,"Mon",13,2014,14,NA,NA,NA,20,0,1,14,0
"JAKELOCKER","QB","26-175","2014-12-07","TEN",FALSE,"NYG","L 7-36",14,"Sun",13,2014,14,81,0,1,28,0,NA,NA,NA
"JAMAALCHARLES","RB","27-345","2014-12-07","KAN",TRUE,"ARI","L 14-17",14,"Sun",13,2014,14,NA,NA,NA,91,1,2,20,1
"JAMESJONES","WR","30-251","2014-12-07","OAK",FALSE,"SFO","W 24-13",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,2,11,0
"JAMESSTARKS","RB","28-286","2014-12-08","GNB",FALSE,"ATL","W 43-37",14,"Mon",13,2014,14,NA,NA,NA,75,1,2,26,0
"JAREDCOOK","WR","27-244","2014-12-07","STL",TRUE,"WAS","W 24-0",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,4,61,2
"JARIUSWRIGHT","RB","25-012","2014-12-07","MIN",FALSE,"NYJ","W 30-24",14,"Sun",13,2014,14,NA,NA,NA,23,0,4,123,1
"JARONBROWN","WR","24-333","2014-12-07","ARI",FALSE,"KAN","W 17-14",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,2,48,1
"JARVISLANDRY","WR","22-009","2014-12-07","MIA",FALSE,"BAL","L 13-28",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,6,55,0
"JASONAVANT","WR","31-231","2014-12-07","KAN",TRUE,"ARI","L 14-17",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,5,64,0
"JASONCAMPBELL","QB","32-341","2014-12-07","CIN",FALSE,"PIT","L 21-42",14,"Sun",13,2014,14,25,0,0,1,0,NA,NA,NA
"JASONWITTEN","WR","32-212","2014-12-04","DAL",TRUE,"CHI","W 41-28",14,"Thu",13,2014,14,NA,NA,NA,NA,NA,2,26,0
"JAYCUTLER","QB","31-219","2014-12-04","CHI",FALSE,"DAL","L 28-41",14,"Thu",13,2014,14,341,2,1,9,1,NA,NA,NA
"JEREMYHILL","RB","22-048","2014-12-07","CIN",FALSE,"PIT","L 21-42",14,"Sun",13,2014,14,NA,NA,NA,46,0,3,21,0
"JEREMYKERLEY","WR","26-029","2014-12-07","NYJ",TRUE,"MIN","L 24-30",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,2,17,0
"JEREMYMACLIN","WR","26-210","2014-12-07","PHI",FALSE,"SEA","L 14-24",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,3,21,1
"JEREMYROSS","RB","26-266","2014-12-07","DET",FALSE,"TAM","W 34-17",14,"Sun",13,2014,14,NA,NA,NA,4,0,NA,NA,NA
"JEREMYSTEWART","RB","25-291","2014-12-07","DEN",FALSE,"BUF","W 24-17",14,"Sun",13,2014,14,NA,NA,NA,1,0,NA,NA,NA
"JERMAINEGRESHAM","WR","26-174","2014-12-07","CIN",FALSE,"PIT","L 21-42",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,3,23,1
"JERMAINEKEARSE","RB","24-304","2014-12-07","SEA",TRUE,"PHI","W 24-14",14,"Sun",13,2014,14,NA,NA,NA,15,0,3,37,0
"JERRICHOCOTCHERY","WR","32-174","2014-12-07","CAR",TRUE,"NOR","W 41-10",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,1,9,0
"JIMDRAY","WR","27-341","2014-12-07","CLE",FALSE,"IND","L 24-25",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,1,3,0
"JIMMYGRAHAM","WR","28-013","2014-12-07","NOR",FALSE,"CAR","L 10-41",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,3,25,0
"JOEBANYARD","RB","26-025","2014-12-07","MIN",FALSE,"NYJ","W 30-24",14,"Sun",13,2014,14,NA,NA,NA,9,0,1,12,0
"JOEFLACCO","QB","29-325","2014-12-07","BAL",TRUE,"MIA","W 28-13",14,"Sun",13,2014,14,269,2,1,16,1,NA,NA,NA
"JOEMORGAN","WR","26-254","2014-12-07","NOR",FALSE,"CAR","L 10-41",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,2,23,0
"JOHNCARLSON","WR","30-209","2014-12-07","ARI",FALSE,"KAN","W 17-14",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,1,1,0
"JOHNKUHN","RB","32-090","2014-12-08","GNB",FALSE,"ATL","W 43-37",14,"Mon",13,2014,14,NA,NA,NA,4,0,1,6,0
"JOIQUEBELL","RB","28-125","2014-12-07","DET",FALSE,"TAM","W 34-17",14,"Sun",13,2014,14,NA,NA,NA,83,1,5,50,1
"JONASGRAY","RB","24-163","2014-12-07","NWE",TRUE,"SDG","W 23-14",14,"Sun",13,2014,14,NA,NA,NA,9,0,NA,NA,NA
"JONATHANSTEWART","RB","27-261","2014-12-07","CAR",TRUE,"NOR","W 41-10",14,"Sun",13,2014,14,NA,NA,NA,155,1,NA,NA,NA
"JONRYAN","RB","33-011","2014-12-07","SEA",TRUE,"PHI","W 24-14",14,"Sun",13,2014,14,NA,NA,NA,0,0,NA,NA,NA
"JORDANCAMERON","WR","26-122","2014-12-07","CLE",FALSE,"IND","L 24-25",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,4,41,0
"JORDANMATTHEWS","WR","22-144","2014-12-07","PHI",FALSE,"SEA","L 14-24",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,2,23,0
"JORDANREED","WR","24-157","2014-12-07","WAS",FALSE,"STL","L 0-24",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,3,25,0
"JORDANTODMAN","RB","24-286","2014-12-07","JAX",FALSE,"HOU","L 13-27",14,"Sun",13,2014,14,NA,NA,NA,11,0,1,5,0
"JORDYNELSON","WR","29-191","2014-12-08","GNB",FALSE,"ATL","W 43-37",14,"Mon",13,2014,14,NA,NA,NA,NA,NA,8,146,2
"JOSEPHFAURIA","WR","24-325","2014-12-07","DET",FALSE,"TAM","W 34-17",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,2,17,1
"JOSEPHRANDLE","RB","22-340","2014-12-04","DAL",TRUE,"CHI","W 41-28",14,"Thu",13,2014,14,NA,NA,NA,17,1,NA,NA,NA
"JOSHGORDON","WR","23-238","2014-12-07","CLE",FALSE,"IND","L 24-25",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,2,15,0
"JOSHHARRIS","RB","23-319","2014-12-07","PIT",TRUE,"CIN","W 42-21",14,"Sun",13,2014,14,NA,NA,NA,9,0,NA,NA,NA
"JOSHMCCOWN","QB","35-156","2014-12-07","TAM",TRUE,"DET","L 17-34",14,"Sun",13,2014,14,250,2,2,8,0,NA,NA,NA
"JOSHMORGAN","WR","29-167","2014-12-04","CHI",FALSE,"DAL","L 28-41",14,"Thu",13,2014,14,NA,NA,NA,NA,NA,1,8,0
"JULIANEDELMAN","RB","28-199","2014-12-07","NWE",TRUE,"SDG","W 23-14",14,"Sun",13,2014,14,NA,NA,NA,4,0,8,141,1
"JULIOJONES","WR","25-308","2014-12-08","ATL",TRUE,"GNB","L 37-43",14,"Mon",13,2014,14,NA,NA,NA,NA,NA,11,259,1
"JUSTINFORSETT","RB","29-054","2014-12-07","BAL",TRUE,"MIA","W 28-13",14,"Sun",13,2014,14,NA,NA,NA,71,1,2,7,0
"JUWANTHOMPSON","RB","22-208","2014-12-07","DEN",FALSE,"BUF","W 24-17",14,"Sun",13,2014,14,NA,NA,NA,63,0,1,14,0
"KAMARAIKEN","WR","25-191","2014-12-07","BAL",TRUE,"MIA","W 28-13",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,6,65,1
"KARLKLUG","WR","26-251","2014-12-07","TEN",FALSE,"NYG","L 7-36",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,1,9,0
"KEENANALLEN","WR","22-224","2014-12-07","SDG",FALSE,"NWE","L 14-23",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,2,3,0
"KELVINBENJAMIN","WR","23-305","2014-12-07","CAR",TRUE,"NOR","W 41-10",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,2,24,1
"KENNYBRITT","WR","26-079","2014-12-07","STL",TRUE,"WAS","W 24-0",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,2,52,0
"KENNYSTILLS","WR","22-229","2014-12-07","NOR",FALSE,"CAR","L 10-41",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,3,23,0
"KERWYNNWILLIAMS","RB","23-181","2014-12-07","ARI",FALSE,"KAN","W 17-14",14,"Sun",13,2014,14,NA,NA,NA,100,0,NA,NA,NA
"KESHAWNMARTIN","WR","24-267","2014-12-07","HOU",TRUE,"JAX","W 27-13",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,1,12,0
"KEVINBROCK","WR","28-242","2014-12-07","CIN",FALSE,"PIT","L 21-42",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,2,18,0
"KEVINNORWOOD","WR","25-075","2014-12-07","SEA",TRUE,"PHI","W 24-14",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,2,22,0
"KNILEDAVIS","RB","23-063","2014-12-07","KAN",TRUE,"ARI","L 14-17",14,"Sun",13,2014,14,NA,NA,NA,4,0,3,3,0
"KRISDURHAM","WR","26-265","2014-12-07","TEN",FALSE,"NYG","L 7-36",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,3,30,0
"KYLEJUSZCZYK","WR","23-228","2014-12-07","BAL",TRUE,"MIA","W 28-13",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,2,3,0
"KYLEORTON","QB","32-023","2014-12-07","BUF",TRUE,"DEN","L 17-24",14,"Sun",13,2014,14,355,1,2,1,1,NA,NA,NA
"KYLERUDOLPH","WR","25-028","2014-12-07","MIN",FALSE,"NYJ","W 30-24",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,2,9,0
"LADARIUSGREEN","WR","24-192","2014-12-07","SDG",FALSE,"NWE","L 14-23",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,2,15,0
"LAMARMILLER","RB","23-226","2014-12-07","MIA",FALSE,"BAL","L 13-28",14,"Sun",13,2014,14,NA,NA,NA,53,0,5,36,0
"LANCEKENDRICKS","WR","26-311","2014-12-07","STL",TRUE,"WAS","W 24-0",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,1,11,0
"LANCEMOORE","WR","31-098","2014-12-07","PIT",TRUE,"CIN","W 42-21",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,1,29,0
"LARRYDONNELL","WR","26-036","2014-12-07","NYG",TRUE,"TEN","W 36-7",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,4,28,0
"LARRYFITZGERALD","WR","31-098","2014-12-07","ARI",FALSE,"KAN","W 17-14",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,4,34,0
"LATAVIUSMURRAY","RB","23-289","2014-12-07","OAK",FALSE,"SFO","W 24-13",14,"Sun",13,2014,14,NA,NA,NA,76,0,2,9,0
"LEESMITH","WR","27-016","2014-12-07","BUF",TRUE,"DEN","L 17-24",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,1,6,0
"LEGARRETTEBLOUNT","RB","28-002","2014-12-07","NWE",TRUE,"SDG","W 23-14",14,"Sun",13,2014,14,NA,NA,NA,66,0,2,11,0
"LEONWASHINGTON","RB","32-100","2014-12-07","TEN",FALSE,"NYG","L 7-36",14,"Sun",13,2014,14,NA,NA,NA,9,0,2,10,0
"LESEANMCCOY","RB","26-148","2014-12-07","PHI",FALSE,"SEA","L 14-24",14,"Sun",13,2014,14,NA,NA,NA,50,0,NA,NA,NA
"LEVEONBELL","RB","22-292","2014-12-07","PIT",TRUE,"CIN","W 42-21",14,"Sun",13,2014,14,NA,NA,NA,185,2,6,50,1
"LEVINETOILOLO","WR","23-131","2014-12-08","ATL",TRUE,"GNB","L 37-43",14,"Mon",13,2014,14,NA,NA,NA,NA,NA,1,-1,0
"LORENZOTALIAFERRO","RB","22-349","2014-12-07","BAL",TRUE,"MIA","W 28-13",14,"Sun",13,2014,14,NA,NA,NA,35,0,1,20,0
"LOUISMURPHY","WR","27-210","2014-12-07","TAM",TRUE,"DET","L 17-34",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,3,18,0
"LUKESTOCKER","WR","26-143","2014-12-07","TAM",TRUE,"DET","L 17-34",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,1,4,0
"LUKEWILLSON","WR","24-326","2014-12-07","SEA",TRUE,"PHI","W 24-14",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,1,1,0
"MALCOMFLOYD","WR","33-090","2014-12-07","SDG",FALSE,"NWE","L 14-23",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,3,54,1
"MARCEDESLEWIS","WR","30-202","2014-12-07","JAX",FALSE,"HOU","L 13-27",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,3,69,0
"MARCELREECE","RB","29-167","2014-12-07","OAK",FALSE,"SFO","W 24-13",14,"Sun",13,2014,14,NA,NA,NA,2,0,7,64,1
"MARIONGRICE","RB","23-241","2014-12-07","ARI",FALSE,"KAN","W 17-14",14,"Sun",13,2014,14,NA,NA,NA,6,0,NA,NA,NA
"MARKINGRAM","RB","24-351","2014-12-07","NOR",FALSE,"CAR","L 10-41",14,"Sun",13,2014,14,NA,NA,NA,43,0,2,13,0
"MARKSANCHEZ","QB","28-026","2014-12-07","PHI",FALSE,"SEA","L 14-24",14,"Sun",13,2014,14,96,2,1,7,0,NA,NA,NA
"MARKUSWHEATON","WR","23-303","2014-12-07","PIT",TRUE,"CIN","W 42-21",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,2,31,0
"MARLONBROWN","WR","23-229","2014-12-07","BAL",TRUE,"MIA","W 28-13",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,3,30,0
"MARQISELEE","RB","23-012","2014-12-07","JAX",FALSE,"HOU","L 13-27",14,"Sun",13,2014,14,NA,NA,NA,4,0,5,67,0
"MARQUESCOLSTON","WR","31-185","2014-12-07","NOR",FALSE,"CAR","L 10-41",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,5,72,0
"MARQUESSWILSON","WR","22-081","2014-12-04","CHI",FALSE,"DAL","L 28-41",14,"Thu",13,2014,14,NA,NA,NA,NA,NA,2,19,0
"MARQUISEGOODWIN","RB","24-018","2014-12-07","BUF",TRUE,"DEN","L 17-24",14,"Sun",13,2014,14,NA,NA,NA,12,0,NA,NA,NA
"MARSHAWNLYNCH","RB","28-229","2014-12-07","SEA",TRUE,"PHI","W 24-14",14,"Sun",13,2014,14,NA,NA,NA,86,0,5,27,1
"MARTAVISBRYANT","WR","22-352","2014-12-07","PIT",TRUE,"CIN","W 42-21",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,4,109,1
"MARTELLUSBENNETT","WR","27-269","2014-12-04","CHI",FALSE,"DAL","L 28-41",14,"Thu",13,2014,14,NA,NA,NA,NA,NA,12,84,1
"MATTASIATA","RB","27-136","2014-12-07","MIN",FALSE,"NYJ","W 30-24",14,"Sun",13,2014,14,NA,NA,NA,54,0,3,10,0
"MATTFORTE","RB","28-359","2014-12-04","CHI",FALSE,"DAL","L 28-41",14,"Thu",13,2014,14,NA,NA,NA,26,1,8,74,0
"MATTHEWSTAFFORD","QB","26-303","2014-12-07","DET",FALSE,"TAM","W 34-17",14,"Sun",13,2014,14,311,3,0,-2,0,NA,NA,NA
"MATTRYAN","QB","29-205","2014-12-08","ATL",TRUE,"GNB","L 37-43",14,"Mon",13,2014,14,375,4,1,23,0,NA,NA,NA
"MATTSPAETH","WR","31-013","2014-12-07","PIT",TRUE,"CIN","W 42-21",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,2,13,0
"MICHAELCRABTREE","WR","27-084","2014-12-07","SFO",TRUE,"OAK","L 13-24",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,9,56,0
"MICHAELFLOYD","WR","25-010","2014-12-07","ARI",FALSE,"KAN","W 17-14",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,4,85,0
"MIKEEVANS","WR","21-108","2014-12-07","TAM",TRUE,"DET","L 17-34",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,4,45,2
"MIKETOLBERT","RB","29-014","2014-12-07","CAR",TRUE,"NOR","W 41-10",14,"Sun",13,2014,14,NA,NA,NA,28,0,2,34,0
"MIKEWALLACE","WR","28-128","2014-12-07","MIA",FALSE,"BAL","L 13-28",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,3,39,0
"MOHAMEDSANU","RB","25-107","2014-12-07","CIN",FALSE,"PIT","L 21-42",14,"Sun",13,2014,14,NA,NA,NA,0,0,2,16,0
"MYCHALRIVERA","WR","24-090","2014-12-07","OAK",FALSE,"SFO","W 24-13",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,7,109,1
"NATEWASHINGTON","WR","31-101","2014-12-07","TEN",FALSE,"NYG","L 7-36",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,3,56,0
"NICKTOON","WR","26-033","2014-12-07","NOR",FALSE,"CAR","L 10-41",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,4,45,0
"NILESPAUL","WR","25-120","2014-12-07","WAS",FALSE,"STL","L 0-24",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,1,7,0
"ODELLBECKHAM","QB","22-032","2014-12-07","NYG",TRUE,"TEN","W 36-7",14,"Sun",13,2014,14,0,0,0,9,0,11,130,1
"ORLEANSDARKWA","RB","22-282","2014-12-07","NYG",TRUE,"TEN","W 36-7",14,"Sun",13,2014,14,NA,NA,NA,0,0,NA,NA,NA
"OWENDANIELS","WR","32-028","2014-12-07","BAL",TRUE,"MIA","W 28-13",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,2,27,0
"PATRICKDIMARCO","WR","25-222","2014-12-08","ATL",TRUE,"GNB","L 37-43",14,"Mon",13,2014,14,NA,NA,NA,NA,NA,1,9,0
"PAULRICHARDSON","WR","22-238","2014-12-07","SEA",TRUE,"PHI","W 24-14",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,2,27,0
"PERCYHARVIN","RB","26-193","2014-12-07","NYJ",TRUE,"MIN","L 24-30",14,"Sun",13,2014,14,NA,NA,NA,3,0,6,124,1
"PEYTONMANNING","QB","38-258","2014-12-07","DEN",FALSE,"BUF","W 24-17",14,"Sun",13,2014,14,173,0,2,-2,0,NA,NA,NA
"PHILIPRIVERS","QB","32-364","2014-12-07","SDG",FALSE,"NWE","L 14-23",14,"Sun",13,2014,14,189,1,1,8,0,NA,NA,NA
"PHILLIPSUPERNAW","WR","24-311","2014-12-07","BAL",TRUE,"MIA","W 28-13",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,1,29,0
"PHILLYBROWN","WR","22-356","2014-12-07","CAR",TRUE,"NOR","W 41-10",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,3,42,0
"PIERREGARCON","WR","28-121","2014-12-07","WAS",FALSE,"STL","L 0-24",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,9,95,0
"PIERRETHOMAS","RB","29-354","2014-12-07","NOR",FALSE,"CAR","L 10-41",14,"Sun",13,2014,14,NA,NA,NA,38,0,4,14,0
"PRESTONPARKER","WR","27-297","2014-12-07","NYG",TRUE,"TEN","W 36-7",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,5,60,0
"RANDALLCOBB","RB","24-108","2014-12-08","GNB",FALSE,"ATL","W 43-37",14,"Mon",13,2014,14,NA,NA,NA,-1,0,4,58,0
"RASHADJENNINGS","RB","29-256","2014-12-07","NYG",TRUE,"TEN","W 36-7",14,"Sun",13,2014,14,NA,NA,NA,5,0,1,17,0
"REGGIEBUSH","RB","29-280","2014-12-07","DET",FALSE,"TAM","W 34-17",14,"Sun",13,2014,14,NA,NA,NA,26,0,4,8,0
"REGGIEWAYNE","WR","36-020","2014-12-07","IND",TRUE,"CLE","W 25-24",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,1,5,0
"RICARDOLOCKETTE","WR","28-200","2014-12-07","SEA",TRUE,"PHI","W 24-14",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,1,19,0
"RILEYCOOPER","WR","27-089","2014-12-07","PHI",FALSE,"SEA","L 14-24",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,3,13,0
"RISHARDMATTHEWS","WR","25-056","2014-12-07","MIA",FALSE,"BAL","L 13-28",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,1,13,0
"ROBERTGRIFFIN","QB","24-298","2014-12-07","WAS",FALSE,"STL","L 0-24",14,"Sun",13,2014,14,33,0,0,NA,NA,NA,NA,NA
"ROBERTHUGHES","RB","25-169","2014-12-07","ARI",FALSE,"KAN","W 17-14",14,"Sun",13,2014,14,NA,NA,NA,-1,0,1,36,0
"ROBERTTURBIN","RB","25-005","2014-12-07","SEA",TRUE,"PHI","W 24-14",14,"Sun",13,2014,14,NA,NA,NA,7,0,1,14,0
"ROBERTWOODS","WR","22-241","2014-12-07","BUF",TRUE,"DEN","L 17-24",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,3,36,0
"ROBGRONKOWSKI","WR","25-207","2014-12-07","NWE",TRUE,"SDG","W 23-14",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,8,87,1
"ROBHOUSLER","WR","26-265","2014-12-07","ARI",FALSE,"KAN","W 17-14",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,1,20,0
"RODDYWHITE","WR","33-036","2014-12-08","ATL",TRUE,"GNB","L 37-43",14,"Mon",13,2014,14,NA,NA,NA,NA,NA,3,42,1
"RUEBENRANDLE","WR","23-214","2014-12-07","NYG",TRUE,"TEN","W 36-7",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,1,9,0
"RUSSELLWILSON","QB","26-008","2014-12-07","SEA",TRUE,"PHI","W 24-14",14,"Sun",13,2014,14,263,2,0,48,1,NA,NA,NA
"RYANFITZPATRICK","QB","32-013","2014-12-07","HOU",TRUE,"JAX","W 27-13",14,"Sun",13,2014,14,135,0,0,15,1,NA,NA,NA
"RYANGRANT","WR","23-353","2014-12-07","WAS",FALSE,"STL","L 0-24",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,1,4,0
"RYANGRIFFIN","WR","24-330","2014-12-07","HOU",TRUE,"JAX","W 27-13",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,1,25,0
"RYANMATHEWS","RB","27-058","2014-12-07","SDG",FALSE,"NWE","L 14-23",14,"Sun",13,2014,14,NA,NA,NA,44,0,1,4,0
"RYANNASSIB","RB","24-272","2014-12-07","NYG",TRUE,"TEN","W 36-7",14,"Sun",13,2014,14,NA,NA,NA,-3,0,NA,NA,NA
"RYANTANNEHILL","QB","26-133","2014-12-07","MIA",FALSE,"BAL","L 13-28",14,"Sun",13,2014,14,227,1,0,6,0,NA,NA,NA
"SAMMYWATKINS","WR","21-176","2014-12-07","BUF",TRUE,"DEN","L 17-24",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,7,127,0
"SANTANAMOSS","WR","35-189","2014-12-07","WAS",FALSE,"STL","L 0-24",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,3,43,0
"SCOTTCHANDLER","WR","29-137","2014-12-07","BUF",TRUE,"DEN","L 17-24",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,8,81,0
"SHANEVEREEN","RB","25-280","2014-12-07","NWE",TRUE,"SDG","W 23-14",14,"Sun",13,2014,14,NA,NA,NA,1,0,3,30,0
"SHAUNHILL","QB","34-332","2014-12-07","STL",TRUE,"WAS","W 24-0",14,"Sun",13,2014,14,213,2,0,-1,0,NA,NA,NA
"SILASREDD","RB","22-281","2014-12-07","WAS",FALSE,"STL","L 0-24",14,"Sun",13,2014,14,NA,NA,NA,8,0,3,36,0
"STEDMANBAILEY","WR","24-026","2014-12-07","STL",TRUE,"WAS","W 24-0",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,2,47,0
"STEPFANTAYLOR","RB","23-181","2014-12-07","ARI",FALSE,"KAN","W 17-14",14,"Sun",13,2014,14,NA,NA,NA,19,0,1,7,0
"STEVENJACKSON","RB","31-139","2014-12-08","ATL",TRUE,"GNB","L 37-43",14,"Mon",13,2014,14,NA,NA,NA,50,1,2,26,0
"STEVESMITH","WR","35-209","2014-12-07","BAL",TRUE,"MIA","W 28-13",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,7,70,1
"TAVONAUSTIN","RB","23-267","2014-12-07","STL",TRUE,"WAS","W 24-0",14,"Sun",13,2014,14,NA,NA,NA,46,0,2,14,0
"TAYLORGABRIEL","RB","23-293","2014-12-07","CLE",FALSE,"IND","L 24-25",14,"Sun",13,2014,14,NA,NA,NA,4,0,1,12,0
"TEDDYBRIDGEWATER","QB","22-027","2014-12-07","MIN",FALSE,"NYJ","W 30-24",14,"Sun",13,2014,14,309,2,1,7,0,NA,NA,NA
"TEDGINN","WR","29-239","2014-12-07","ARI",FALSE,"KAN","W 17-14",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,1,8,0
"TERRANCEWEST","RB","23-313","2014-12-07","CLE",FALSE,"IND","L 24-25",14,"Sun",13,2014,14,NA,NA,NA,54,0,NA,NA,NA
"TOBYGERHART","RB","27-254","2014-12-07","JAX",FALSE,"HOU","L 13-27",14,"Sun",13,2014,14,NA,NA,NA,19,0,2,16,0
"TOMBRADY","QB","37-126","2014-12-07","NWE",TRUE,"SDG","W 23-14",14,"Sun",13,2014,14,317,2,1,7,0,NA,NA,NA
"TONYMOEAKI","WR","27-182","2014-12-07","SEA",TRUE,"PHI","W 24-14",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,1,15,0
"TONYROMO","QB","34-227","2014-12-04","DAL",TRUE,"CHI","W 41-28",14,"Thu",13,2014,14,205,3,0,-2,0,NA,NA,NA
"TRAVARISCADET","RB","25-309","2014-12-07","NOR",FALSE,"CAR","L 10-41",14,"Sun",13,2014,14,NA,NA,NA,5,0,2,13,0
"TRAVISBENJAMIN","WR","24-343","2014-12-07","CLE",FALSE,"IND","L 24-25",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,1,27,0
"TRAVISKELCE","WR","25-063","2014-12-07","KAN",TRUE,"ARI","L 14-17",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,7,110,0
"TREMASON","RB","21-123","2014-12-07","STL",TRUE,"WAS","W 24-0",14,"Sun",13,2014,14,NA,NA,NA,66,0,NA,NA,NA
"TRENTRICHARDSON","RB","23-150","2014-12-07","IND",TRUE,"CLE","W 25-24",14,"Sun",13,2014,14,NA,NA,NA,30,0,NA,NA,NA
"TRESSWAY","RB","24-233","2014-12-07","WAS",FALSE,"STL","L 0-24",14,"Sun",13,2014,14,NA,NA,NA,2,0,NA,NA,NA
"TYHILTON","WR","25-023","2014-12-07","IND",TRUE,"CLE","W 25-24",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,10,150,2
"VERNONDAVIS","WR","30-310","2014-12-07","SFO",TRUE,"OAK","L 13-24",14,"Sun",13,2014,14,NA,NA,NA,NA,NA,2,26,0
