displayName,team,receptions,recYds,recTD,rushAtt,rushYds,rushTD,fumblesLost
Jimmy Graham,NO,8.0,92.0,1.0,0.0,0.0,0.0,0.0
Delanie Walker,TEN,6.0,78.0,1.0,0.0,0.0,0.0,0.0
Niles Paul,WAS,6.0,68.0,1.0,0.0,0.0,0.0,0.0
Rob Gronkowski,NE,5.0,64.0,1.0,0.0,0.0,0.0,0.0
Dennis Pitta,BAL,6.0,60.0,0.0,0.0,0.0,0.0,0.0
Kyle Rudolph,MIN,5.0,59.0,1.0,0.0,0.0,0.0,0.0
Jordan Cameron,CLE,4.0,59.0,0.0,0.0,0.0,0.0,0.0
Greg Olsen,CAR,5.0,58.0,1.0,0.0,0.0,0.0,0.0
Martellus Bennett,CHI,5.0,57.0,1.0,0.0,0.0,0.0,0.0
Larry Donnell,NYG,5.0,57.0,1.0,0.0,0.0,0.0,0.0
Antonio Gates,SD,5.0,57.0,1.0,0.0,0.0,0.0,0.0
Charles Clay,MIA,4.0,56.0,0.0,0.0,0.0,0.0,0.0
Jason Witten,DAL,5.0,52.0,0.0,0.0,0.0,0.0,0.0
Zach Ertz,PHI,4.0,52.0,1.0,0.0,0.0,0.0,0.0
Julius Thomas,DEN,4.0,49.0,1.0,0.0,0.0,0.0,0.0
Jared Cook,STL,4.0,49.0,0.0,0.0,0.0,0.0,0.0
Travis Kelce,KC,4.0,46.0,1.0,0.0,0.0,0.0,0.0
Owen Daniels,BAL,4.0,43.0,0.0,0.0,0.0,0.0,0.0
Brandon Myers,TB,4.0,43.0,0.0,0.0,0.0,0.0,0.0
Coby Fleener,IND,4.0,40.0,0.0,0.0,0.0,0.0,0.0
Jermaine Gresham,CIN,4.0,37.0,0.0,0.0,0.0,0.0,0.0
Zach Miller,SEA,3.0,37.0,0.0,0.0,0.0,0.0,0.0
Scott Chandler,BUF,3.0,36.0,0.0,0.0,0.0,0.0,0.0
Eric Ebron,DET,3.0,36.0,0.0,0.0,0.0,0.0,0.0
Heath Miller,PIT,3.0,36.0,0.0,0.0,0.0,0.0,0.0
Garrett Graham,HOU,3.0,35.0,0.0,0.0,0.0,0.0,0.0
Derek Carrier,SF,3.0,35.0,0.0,0.0,0.0,0.0,0.0
Dwayne Allen,IND,3.0,34.0,0.0,0.0,0.0,0.0,0.0
Anthony Fasano,KC,3.0,34.0,0.0,0.0,0.0,0.0,0.0
Mychal Rivera,OAK,3.0,29.0,0.0,0.0,0.0,0.0,0.0
Lance Kendricks,STL,3.0,28.0,0.0,0.0,0.0,0.0,0.0
John Carlson,ARI,3.0,27.0,0.0,0.0,0.0,0.0,0.0
Levine Toilolo,ATL,2.0,26.0,0.0,0.0,0.0,0.0,0.0
Andrew Quarless,GB,2.0,26.0,0.0,0.0,0.0,0.0,0.0
Clay Harbor,JAC,2.0,24.0,0.0,0.0,0.0,0.0,0.0
Luke Willson,SEA,3.0,24.0,0.0,0.0,0.0,0.0,0.0
Jeff Cumberland,NYJ,2.0,23.0,0.0,0.0,0.0,0.0,0.0
Ladarius Green,SD,2.0,21.0,0.0,0.0,0.0,0.0,0.0
Richard Rodgers,GB,2.0,20.0,0.0,0.0,0.0,0.0,0.0
Jace Amaro,NYJ,2.0,20.0,0.0,0.0,0.0,0.0,0.0
Tim Wright,NE,2.0,19.0,0.0,0.0,0.0,0.0,0.0
Joseph Fauria,DET,2.0,18.0,0.0,0.0,0.0,0.0,0.0
Brent Celek,PHI,1.0,17.0,0.0,0.0,0.0,0.0,0.0
Mickey Shuler,JAC,2.0,17.0,0.0,0.0,0.0,0.0,0.0
Gary Barnidge,CLE,2.0,15.0,0.0,0.0,0.0,0.0,0.0
Brandon Pettigrew,DET,1.0,15.0,0.0,0.0,0.0,0.0,0.0
Ed Dickson,CAR,1.0,13.0,0.0,0.0,0.0,0.0,0.0
Rhett Ellison,MIN,1.0,11.0,0.0,0.0,0.0,0.0,0.0
Jacob Tamme,DEN,2.0,11.0,0.0,0.0,0.0,0.0,0.0
Vance McDonald,SF,1.0,11.0,0.0,0.0,0.0,0.0,0.0
Troy Niklas,ARI,1.0,11.0,0.0,0.0,0.0,0.0,0.0
Taylor Thompson,TEN,1.0,10.0,0.0,0.0,0.0,0.0,0.0
Daniel Fells,NYG,1.0,10.0,0.0,0.0,0.0,0.0,0.0
Gavin Escobar,DAL,1.0,10.0,0.0,0.0,0.0,0.0,0.0
Rob Housler,ARI,1.0,10.0,0.0,0.0,0.0,0.0,0.0
Ryan Griffin,HOU,1.0,9.0,0.0,0.0,0.0,0.0,0.0
Logan Paulsen,WAS,1.0,9.0,0.0,0.0,0.0,0.0,0.0
Jim Dray,CLE,1.0,8.0,0.0,0.0,0.0,0.0,0.0
Dion Sims,MIA,1.0,6.0,0.0,0.0,0.0,0.0,0.0
Virgil Green,DEN,1.0,6.0,0.0,0.0,0.0,0.0,0.0
Zach Sudfeld,NYJ,1.0,6.0,0.0,0.0,0.0,0.0,0.0
Luke Stocker,TB,1.0,5.0,0.0,0.0,0.0,0.0,0.0
Jordan Reed,WAS,0.0,5.0,0.0,0.0,0.0,0.0,0.0
Benjamin Watson,NO,1.0,5.0,0.0,0.0,0.0,0.0,0.0
Bear Pascoe,ATL,1.0,4.0,0.0,0.0,0.0,0.0,0.0
Dante Rosario,CHI,1.0,4.0,0.0,0.0,0.0,0.0,0.0
James Hanna,DAL,1.0,4.0,0.0,0.0,0.0,0.0,0.0
Cory Harkey,STL,1.0,4.0,0.0,0.0,0.0,0.0,0.0
Matt Spaeth,PIT,1.0,3.0,0.0,0.0,0.0,0.0,0.0
Austin Seferian-Jenkins,TB,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Richie Brockel,CAR,1.0,2.0,0.0,0.0,0.0,0.0,0.0
David Ausberry,OAK,0.0,2.0,0.0,0.0,0.0,0.0,0.0
C.J. Fiedorowicz,HOU,0.0,2.0,0.0,0.0,0.0,0.0,0.0
David Johnson,SD,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Josh Hill,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Williams,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcel Jensen,JAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.J. Tialavea,JAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Thompson,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Billy Bajema,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Doyle,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harold Hoskins,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Eifert,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Casey,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Palmer,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee Smith,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Miller,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrien Robinson,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig Stevens,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Smith,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Bostick,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Hoomanawanui,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Gragg,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthew Mulligan,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Demetrius Harris,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel Dreessen,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony McCoy,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
