"name","name_cbs","pos","team_cbs","positionRank_cbs","overallRank_cbs","passAtt_cbs","passComp_cbs","passYds_cbs","passTds_cbs","passInt_cbs","passCompPct_cbs","passYdsPerAtt_cbs","rushAtt_cbs","rushYds_cbs","rushYdsPerAtt_cbs","rushTds_cbs","rec_cbs","recYds_cbs","recYdsPerRec_cbs","recTds_cbs","twoPts_cbs","fumbles_cbs","pts_cbs"
"DREWBREES","Drew Brees","QB","NO",1,1,37,26,289,3,0,70.3,7.8,1,3,3,0,NA,NA,NA,NA,NA,0,29
"AARONRODGERS","Aaron Rodgers","QB","GB",2,2,39,22,322,2,0,56.4,8.3,4,31,7.8,0,NA,NA,NA,NA,NA,0,27
"MATTRYAN","Matt Ryan","QB","ATL",3,3,39,27,349,2,1,69.2,8.9,3,18,6,0,NA,NA,NA,NA,NA,0,24
"MATTHEWSTAFFORD","Matthew Stafford","QB","DET",4,4,36,26,285,2,0,72.2,7.9,1,0,0,0,NA,NA,NA,NA,NA,0,23
"ANDREWLUCK","Andrew Luck","QB","IND",5,5,38,23,323,1,1,60.5,8.5,6,25,4.2,1,NA,NA,NA,NA,NA,1,22
"TONYROMO","Tony Romo","QB","DAL",5,5,29,20,256,2,0,69,8.8,2,2,1,0,NA,NA,NA,NA,NA,0,22
"TOMBRADY","Tom Brady","QB","NE",7,7,35,23,295,2,1,65.7,8.4,3,8,2.7,0,NA,NA,NA,NA,NA,0,21
"BENROETHLISBERGER","Ben Roethlisberger","QB","PIT",7,7,44,28,288,2,1,63.6,6.5,1,2,2,0,NA,NA,NA,NA,NA,0,21
"PEYTONMANNING","Peyton Manning","QB","DEN",7,7,31,22,295,2,1,71,9.5,2,2,1,0,NA,NA,NA,NA,NA,0,21
"RUSSELLWILSON","Russell Wilson","QB","SEA",7,7,28,16,222,1,1,57.1,7.9,7,37,5.3,1,NA,NA,NA,NA,NA,0,21
"MARKSANCHEZ","Mark Sanchez","QB","PHI",11,11,26,18,260,2,1,69.2,10,3,9,3,0,NA,NA,NA,NA,NA,0,20
"ALEXSMITH","Alex Smith","QB","KC",11,11,31,20,248,2,1,64.5,8,4,16,4,0,NA,NA,NA,NA,NA,0,20
"CAMNEWTON","Cam Newton","QB","CAR",11,11,24,16,202,2,1,66.7,8.4,3,22,7.3,0,NA,NA,NA,NA,NA,0,20
"ROBERTGRIFFIN","Robert Griffin III","QB","WAS",11,11,29,18,255,1,0,62.1,8.8,5,41,8.2,0,NA,NA,NA,NA,NA,0,20
"LEVEONBELL","Le'Veon Bell","RB","PIT",1,11,NA,NA,NA,NA,NA,NA,NA,22,109,5,1,6,44,7.3,0,NA,0,20
"JAMAALCHARLES","Jamaal Charles","RB","KC",2,16,NA,NA,NA,NA,NA,NA,NA,15,69,4.6,1,2,15,7.5,1,NA,0,19
"JOEFLACCO","Joe Flacco","QB","BAL",15,17,31,20,288,1,0,64.5,9.3,2,12,6,0,NA,NA,NA,NA,NA,0,18
"RYANTANNEHILL","Ryan Tannehill","QB","MIA",15,17,38,26,269,1,0,68.4,7.1,3,21,7,0,NA,NA,NA,NA,NA,0,18
"ELIMANNING","Eli Manning","QB","NYG",15,17,37,24,311,1,0,64.9,8.4,0,0,0,0,NA,NA,NA,NA,NA,0,18
"PHILIPRIVERS","Philip Rivers","QB","SD",15,17,40,26,278,1,0,65,7,3,10,3.3,0,NA,NA,NA,NA,NA,0,18
"EDDIELACY","Eddie Lacy","RB","GB",3,17,NA,NA,NA,NA,NA,NA,NA,16,109,6.8,1,3,20,6.7,0,NA,0,18
"CALVINJOHNSON","Calvin Johnson","WR","DET",1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,121,15.1,1,NA,0,18
"DEZBRYANT","Dez Bryant","WR","DAL",1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,121,24.2,1,NA,0,18
"TEDDYBRIDGEWATER","Teddy Bridgewater","QB","MIN",19,24,30,22,254,0,0,73.3,8.5,3,16,5.3,1,NA,NA,NA,NA,NA,0,17
"ANDYDALTON","Andy Dalton","QB","CIN",19,24,27,18,198,1,1,66.7,7.3,3,9,3,1,NA,NA,NA,NA,NA,0,17
"JOSHMCCOWN","Josh McCown","QB","TB",19,24,32,16,198,1,1,50,6.2,2,9,4.5,1,NA,NA,NA,NA,NA,0,17
"ANTONIOBROWN","Antonio Brown","WR","PIT",3,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,112,12.4,1,NA,0,17
"JORDYNELSON","Jordy Nelson","WR","GB",3,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,115,23,1,NA,0,17
"ODELLBECKHAM","Odell Beckham","WR","NYG",3,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,111,13.9,1,NA,0,17
"DEMARYIUSTHOMAS","Demaryius Thomas","WR","DEN",3,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,116,19.3,1,NA,0,17
"AJGREEN","A.J. Green","WR","CIN",3,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,110,15.7,1,NA,0,17
"KYLEORTON","Kyle Orton","QB","BUF",22,32,38,24,251,1,0,63.2,6.6,1,1,1,0,NA,NA,NA,NA,NA,0,16
"JIMMYCLAUSEN","Jimmy Clausen","QB","CHI",22,32,42,27,278,1,1,64.3,6.6,2,11,5.5,0,NA,NA,NA,NA,NA,0,16
"ARIANFOSTER","Arian Foster","RB","HOU",4,32,NA,NA,NA,NA,NA,NA,NA,21,85,4,1,3,22,7.3,0,NA,0,16
"JOIQUEBELL","Joique Bell","RB","DET",4,32,NA,NA,NA,NA,NA,NA,NA,19,79,4.2,1,4,36,9,0,NA,0,16
"CJANDERSON","C.J. Anderson","RB","DEN",4,32,NA,NA,NA,NA,NA,NA,NA,27,109,4,1,1,9,9,0,NA,0,16
"MARSHAWNLYNCH","Marshawn Lynch","RB","SEA",4,32,NA,NA,NA,NA,NA,NA,NA,21,88,4.2,1,2,24,12,0,NA,0,16
"DEMARCOMURRAY","DeMarco Murray","RB","DAL",4,32,NA,NA,NA,NA,NA,NA,NA,20,105,5.2,1,0,0,0,0,NA,0,16
"BLAKEBORTLES","Blake Bortles","QB","JAC",24,39,37,21,233,1,1,56.8,6.3,3,27,9,0,NA,NA,NA,NA,NA,0,15
"COLINKAEPERNICK","Colin Kaepernick","QB","SF",24,39,27,18,211,0,1,66.7,7.8,5,30,6,1,NA,NA,NA,NA,NA,0,15
"JONATHANSTEWART","Jonathan Stewart","RB","CAR",9,39,NA,NA,NA,NA,NA,NA,NA,18,81,4.5,1,2,10,5,0,NA,0,15
"MARKINGRAM","Mark Ingram","RB","NO",9,39,NA,NA,NA,NA,NA,NA,NA,17,81,4.8,1,2,11,5.5,0,NA,0,15
"JUSTINFORSETT","Justin Forsett","RB","BAL",9,39,NA,NA,NA,NA,NA,NA,NA,18,81,4.5,1,2,18,9,0,NA,0,15
"RANDALLCOBB","Randall Cobb","WR","GB",8,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,80,13.3,1,NA,0,15
"ROBGRONKOWSKI","Rob Gronkowski","TE","NE",1,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,94,15.7,1,NA,0,15
"SHAUNHILL","Shaun Hill","QB","STL",26,46,28,16,208,1,0,57.1,7.4,2,4,2,0,NA,NA,NA,NA,NA,0,14
"FREDJACKSON","Fred Jackson","RB","BUF",12,46,NA,NA,NA,NA,NA,NA,NA,16,69,4.3,1,5,21,4.2,0,NA,0,14
"JEREMYMACLIN","Jeremy Maclin","WR","PHI",9,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,81,16.2,1,NA,0,14
"GREGOLSEN","Greg Olsen","TE","CAR",2,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,80,10,1,NA,0,14
