"name","name_cbs","pos","team_cbs","positionRank_cbs","overallRank_cbs","passAtt_cbs","passComp_cbs","passYds_cbs","passTds_cbs","passInt_cbs","passCompPct_cbs","passYdsPerAtt_cbs","rushAtt_cbs","rushYds_cbs","rushYdsPerAtt_cbs","rushTds_cbs","rec_cbs","recYds_cbs","recYdsPerRec_cbs","recTds_cbs","twoPts_cbs","fumbles_cbs","pts_cbs"
"DREWBREES","Drew Brees","QB","NO",1,1,39,28,288,3,0,71.8,7.4,2,11,5.5,0,NA,NA,NA,NA,NA,0,30
"AARONRODGERS","Aaron Rodgers","QB","GB",2,2,34,21,272,3,0,61.8,8,3,14,4.7,0,NA,NA,NA,NA,NA,0,29
"ANDREWLUCK","Andrew Luck","QB","IND",3,3,42,29,296,3,1,69,7,4,18,4.5,0,NA,NA,NA,NA,NA,0,28
"MATTRYAN","Matt Ryan","QB","ATL",4,4,39,30,338,2,0,76.9,8.7,2,15,7.5,0,NA,NA,NA,NA,NA,0,26
"PHILIPRIVERS","Philip Rivers","QB","SD",4,4,29,22,223,2,0,75.9,7.7,2,5,2.5,1,NA,NA,NA,NA,NA,0,26
"JAYCUTLER","Jay Cutler","QB","CHI",6,6,40,27,243,3,1,67.5,6.1,2,9,4.5,0,NA,NA,NA,NA,NA,0,25
"BENROETHLISBERGER","Ben Roethlisberger","QB","PIT",7,7,34,22,278,2,0,64.7,8.2,2,11,5.5,0,NA,NA,NA,NA,NA,0,24
"COLINKAEPERNICK","Colin Kaepernick","QB","SF",8,8,31,22,231,2,1,71,7.5,9,43,4.8,0,NA,NA,NA,NA,NA,0,23
"MATTHEWSTAFFORD","Matthew Stafford","QB","DET",8,8,38,25,334,2,1,65.8,8.8,4,6,1.5,0,NA,NA,NA,NA,NA,0,23
"NICKFOLES","Nick Foles","QB","PHI",10,10,41,25,326,2,1,61,8,3,11,3.7,0,NA,NA,NA,NA,NA,1,22
"TONYROMO","Tony Romo","QB","DAL",11,11,30,20,276,2,1,66.7,9.2,2,2,1,0,NA,NA,NA,NA,NA,0,21
"KIRKCOUSINS","Kirk Cousins","QB","WAS",12,12,34,24,267,2,1,70.6,7.9,1,1,1,0,NA,NA,NA,NA,NA,0,20
"DEMARCOMURRAY","DeMarco Murray","RB","DAL",1,12,NA,NA,NA,NA,NA,NA,NA,25,132,5.3,1,4,31,7.8,0,NA,1,20
"ELIMANNING","Eli Manning","QB","NYG",13,14,33,22,305,1,0,66.7,9.2,2,11,5.5,0,NA,NA,NA,NA,NA,0,19
"MATTFORTE","Matt Forte","RB","CHI",2,14,NA,NA,NA,NA,NA,NA,NA,18,91,5.1,1,6,48,8,0,NA,0,19
"TOMBRADY","Tom Brady","QB","NE",14,16,31,22,214,2,0,71,6.9,2,2,1,0,NA,NA,NA,NA,NA,1,18
"CAMNEWTON","Cam Newton","QB","CAR",14,16,34,21,254,0,0,61.8,7.5,4,21,5.2,1,NA,NA,NA,NA,NA,0,18
"LEVEONBELL","Le'Veon Bell","RB","PIT",3,16,NA,NA,NA,NA,NA,NA,NA,18,105,5.8,1,4,29,7.2,0,NA,0,18
"CALVINJOHNSON","Calvin Johnson","WR","DET",1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,123,20.5,1,NA,0,18
"RYANFITZPATRICK","Ryan Fitzpatrick","QB","HOU",16,20,25,16,263,1,1,64,10.5,4,31,7.8,0,NA,NA,NA,NA,NA,0,17
"TEDDYBRIDGEWATER","Teddy Bridgewater","QB","MIN",16,20,31,21,251,0,1,67.7,8.1,4,31,7.8,1,NA,NA,NA,NA,NA,0,17
"JOEFLACCO","Joe Flacco","QB","BAL",16,20,41,25,243,2,2,61,5.9,3,9,3,0,NA,NA,NA,NA,NA,0,17
"MIKEGLENNON","Mike Glennon","QB","TB",16,20,31,23,280,1,1,74.2,9,3,21,7,0,NA,NA,NA,NA,NA,0,17
"JULIOJONES","Julio Jones","WR","ATL",2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,118,14.8,1,NA,0,17
"DEZBRYANT","Dez Bryant","WR","DAL",2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,114,16.3,1,NA,0,17
