"name","name_cbs","pos","team_cbs","positionRank_cbs","overallRank_cbs","passAtt_cbs","passComp_cbs","passYds_cbs","passTds_cbs","passInt_cbs","passCompPct_cbs","passYdsPerAtt_cbs","rushAtt_cbs","rushYds_cbs","rushYdsPerAtt_cbs","rushTds_cbs","rec_cbs","recYds_cbs","recYdsPerRec_cbs","recTds_cbs","twoPts_cbs","fumbles_cbs","pts_cbs"
"AARONRODGERS","Aaron Rodgers","QB","GB",1,1,34,23,348,3,0,67.6,10.2,2,18,9,0,NA,NA,NA,NA,NA,0,32
"ANDREWLUCK","Andrew Luck","QB","IND",2,2,43,25,352,2,1,58.1,8.2,3,15,5,1,NA,NA,NA,NA,NA,0,31
"PEYTONMANNING","Peyton Manning","QB","DEN",3,3,37,25,323,3,1,67.6,8.7,1,1,1,0,NA,NA,NA,NA,NA,0,28
"JAYCUTLER","Jay Cutler","QB","CHI",4,4,37,24,314,3,1,64.9,8.5,3,9,3,0,NA,NA,NA,NA,NA,1,26
"TOMBRADY","Tom Brady","QB","NE",5,5,39,26,319,2,0,66.7,8.2,2,1,0.5,0,NA,NA,NA,NA,NA,0,24
"DREWBREES","Drew Brees","QB","NO",6,6,41,26,288,2,0,63.4,7,2,4,2,0,NA,NA,NA,NA,NA,0,23
"TONYROMO","Tony Romo","QB","DAL",6,6,31,21,282,2,0,67.7,9.1,2,2,1,0,NA,NA,NA,NA,NA,0,23
"JOSHMCCOWN","Josh McCown","QB","TB",8,8,33,20,289,2,1,60.6,8.8,3,9,3,0,NA,NA,NA,NA,NA,0,21
"MATTRYAN","Matt Ryan","QB","ATL",8,8,34,24,248,2,0,70.6,7.3,2,6,3,0,NA,NA,NA,NA,NA,0,21
"COLINKAEPERNICK","Colin Kaepernick","QB","SF",10,10,24,17,214,2,1,70.8,8.9,4,29,7.2,0,NA,NA,NA,NA,NA,0,20
"MARKSANCHEZ","Mark Sanchez","QB","PHI",10,10,34,20,282,2,1,58.8,8.3,3,11,3.7,0,NA,NA,NA,NA,NA,1,20
"ANDYDALTON","Andy Dalton","QB","CIN",10,10,31,18,273,2,1,58.1,8.8,3,9,3,0,NA,NA,NA,NA,NA,0,20
"ELIMANNING","Eli Manning","QB","NYG",13,13,37,24,285,2,1,64.9,7.7,1,6,6,0,NA,NA,NA,NA,NA,1,19
"JAMAALCHARLES","Jamaal Charles","RB","KC",1,13,NA,NA,NA,NA,NA,NA,NA,18,112,6.2,1,2,21,10.5,0,NA,0,19
"DEZBRYANT","Dez Bryant","WR","DAL",1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,131,18.7,1,NA,0,19
"JORDYNELSON","Jordy Nelson","WR","GB",1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,131,26.2,1,NA,0,19
"MATTHEWSTAFFORD","Matthew Stafford","QB","DET",14,17,39,20,253,2,2,51.3,6.5,2,3,1.5,0,NA,NA,NA,NA,NA,0,18
"RUSSELLWILSON","Russell Wilson","QB","SEA",14,17,28,16,176,0,1,57.1,6.3,10,70,7,1,NA,NA,NA,NA,NA,0,18
"DEMARCOMURRAY","DeMarco Murray","RB","DAL",2,17,NA,NA,NA,NA,NA,NA,NA,19,107,5.6,1,4,29,7.2,0,NA,0,18
"MATTFORTE","Matt Forte","RB","CHI",2,17,NA,NA,NA,NA,NA,NA,NA,18,88,4.9,1,5,46,9.2,0,NA,0,18
"EDDIELACY","Eddie Lacy","RB","GB",2,17,NA,NA,NA,NA,NA,NA,NA,18,89,4.9,1,4,44,11,0,NA,0,18
"DEMARYIUSTHOMAS","Demaryius Thomas","WR","DEN",3,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,123,15.4,1,NA,0,18
"MIKEEVANS","Mike Evans","WR","TB",3,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,123,17.6,1,NA,0,18
"TYHILTON","T.Y. Hilton","WR","IND",3,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,122,20.3,1,NA,0,18
"KYLEORTON","Kyle Orton","QB","BUF",16,25,35,20,280,1,0,57.1,8,2,4,2,0,NA,NA,NA,NA,NA,0,17
"PHILIPRIVERS","Philip Rivers","QB","SD",16,25,33,23,253,1,0,69.7,7.7,1,12,12,0,NA,NA,NA,NA,NA,0,17
"BRIANHOYER","Brian Hoyer","QB","CLE",16,25,36,22,295,1,0,61.1,8.2,3,3,1,0,NA,NA,NA,NA,NA,0,17
"RYANTANNEHILL","Ryan Tannehill","QB","MIA",16,25,35,22,251,1,1,62.9,7.2,4,31,7.8,0,NA,NA,NA,NA,NA,0,17
"MICHAELVICK","Michael Vick","QB","NYJ",16,25,33,18,231,1,1,54.5,7,7,43,6.1,0,NA,NA,NA,NA,NA,0,17
"AJGREEN","A.J. Green","WR","CIN",6,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,116,19.3,1,NA,0,17
"ALSHONJEFFERY","Alshon Jeffery","WR","CHI",6,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,116,16.6,1,NA,0,17
"JOEFLACCO","Joe Flacco","QB","BAL",21,32,35,25,311,1,1,71.4,8.9,2,4,2,0,NA,NA,NA,NA,NA,0,16
"RYANMALLETT","Ryan Mallett","QB","HOU",21,32,31,17,231,1,0,54.8,7.5,1,11,11,0,NA,NA,NA,NA,NA,0,16
"LESEANMCCOY","LeSean McCoy","RB","PHI",5,32,NA,NA,NA,NA,NA,NA,NA,20,105,5.2,1,1,7,7,0,NA,0,16
"DENARDROBINSON","Denard Robinson","RB","JAC",5,32,NA,NA,NA,NA,NA,NA,NA,18,92,5.1,1,2,15,7.5,0,NA,0,16
"MARSHAWNLYNCH","Marshawn Lynch","RB","SEA",5,32,NA,NA,NA,NA,NA,NA,NA,18,71,3.9,1,3,31,10.3,0,NA,0,16
"BRANDONMARSHALL","Brandon Marshall","WR","CHI",8,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,109,18.2,1,NA,0,16
"RANDALLCOBB","Randall Cobb","WR","GB",8,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,109,18.2,1,NA,0,16
"STEVENJACKSON","Steven Jackson","RB","ATL",8,39,NA,NA,NA,NA,NA,NA,NA,18,91,5.1,1,1,7,7,0,NA,0,15
"JUSTINFORSETT","Justin Forsett","RB","BAL",8,39,NA,NA,NA,NA,NA,NA,NA,15,73,4.9,1,3,28,9.3,0,NA,0,15
"CALVINJOHNSON","Calvin Johnson","WR","DET",10,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,91,18.2,1,NA,0,15
"RODDYWHITE","Roddy White","WR","ATL",10,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,91,15.2,1,NA,0,15
"ROBGRONKOWSKI","Rob Gronkowski","TE","NE",1,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,91,13,1,NA,0,15
"ALEXSMITH","Alex Smith","QB","KC",23,44,25,18,158,1,0,72,6.3,4,22,5.5,0,NA,NA,NA,NA,NA,0,14
"ZACHMETTENBERGER","Zach Mettenberger","QB","TEN",23,44,31,21,261,1,1,67.7,8.4,0,0,0,0,NA,NA,NA,NA,NA,0,14
"ROBERTGRIFFIN","Robert Griffin III","QB","WAS",23,44,30,22,207,1,1,73.3,6.9,4,28,7,0,NA,NA,NA,NA,NA,0,14
"DREWSTANTON","Drew Stanton","QB","ARI",23,44,33,19,253,1,1,57.6,7.7,2,2,1,0,NA,NA,NA,NA,NA,0,14
"BLAKEBORTLES","Blake Bortles","QB","JAC",23,44,35,21,253,1,2,60,7.2,4,20,5,0,NA,NA,NA,NA,NA,0,14
"EMMANUELSANDERS","Emmanuel Sanders","WR","DEN",12,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,88,17.6,1,NA,0,14
"SAMMYWATKINS","Sammy Watkins","WR","BUF",12,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,88,17.6,1,NA,0,14
"JIMMYGRAHAM","Jimmy Graham","TE","NO",2,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,83,11.9,1,NA,0,14
"CJANDERSON","C.J. Anderson","RB","DEN",10,52,NA,NA,NA,NA,NA,NA,NA,15,49,3.3,1,5,38,7.6,0,NA,0,13
"JEREMYHILL","Jeremy Hill","RB","CIN",10,52,NA,NA,NA,NA,NA,NA,NA,17,71,4.2,1,1,5,5,0,NA,0,13
"ALFREDBLUE","Alfred Blue","RB","HOU",10,52,NA,NA,NA,NA,NA,NA,NA,20,79,4,1,0,0,0,0,NA,0,13
"FRANKGORE","Frank Gore","RB","SF",10,52,NA,NA,NA,NA,NA,NA,NA,19,75,3.9,1,1,8,8,0,NA,0,13
"MARKINGRAM","Mark Ingram","RB","NO",10,52,NA,NA,NA,NA,NA,NA,NA,17,69,4.1,1,3,19,6.3,0,NA,0,13
"JULIOJONES","Julio Jones","WR","ATL",14,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,79,15.8,1,NA,0,13
"JOSHGORDON","Josh Gordon","WR","CLE",14,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,76,15.2,1,NA,0,13
