"name","name_cbs","pos","team_cbs","positionRank_cbs","overallRank_cbs","passAtt_cbs","passComp_cbs","passYds_cbs","passTds_cbs","passInt_cbs","passCompPct_cbs","passYdsPerAtt_cbs","rushAtt_cbs","rushYds_cbs","rushYdsPerAtt_cbs","rushTds_cbs","rec_cbs","recYds_cbs","recYdsPerRec_cbs","recTds_cbs","twoPts_cbs","fumbles_cbs","pts_cbs"
"AARONRODGERS","Aaron Rodgers","QB","GB",1,1,34,22,306,3,0,64.7,9,5,29,5.8,0,NA,NA,NA,NA,NA,0,32
"PEYTONMANNING","Peyton Manning","QB","DEN",2,2,41,26,303,3,0,63.4,7.4,2,2,1,0,NA,NA,NA,NA,NA,0,30
"DREWBREES","Drew Brees","QB","NO",2,2,38,29,311,3,0,76.3,8.2,1,6,6,0,NA,NA,NA,NA,NA,0,30
"ANDREWLUCK","Andrew Luck","QB","IND",2,2,33,21,331,3,1,63.6,10,5,19,3.8,0,NA,NA,NA,NA,NA,0,30
"TOMBRADY","Tom Brady","QB","NE",5,5,39,26,284,3,1,66.7,7.3,1,1,1,0,NA,NA,NA,NA,NA,0,27
"MATTHEWSTAFFORD","Matthew Stafford","QB","DET",5,5,40,23,279,3,1,57.5,7,1,6,6,0,NA,NA,NA,NA,NA,0,27
"TONYROMO","Tony Romo","QB","DAL",7,7,27,19,240,3,1,70.4,8.9,1,1,1,0,NA,NA,NA,NA,NA,0,25
"JAYCUTLER","Jay Cutler","QB","CHI",7,7,39,26,247,3,1,66.7,6.3,2,7,3.5,0,NA,NA,NA,NA,NA,0,25
"ANDYDALTON","Andy Dalton","QB","CIN",9,9,28,20,230,2,0,71.4,8.2,5,18,3.6,0,NA,NA,NA,NA,NA,0,22
"RUSSELLWILSON","Russell Wilson","QB","SEA",10,10,25,17,208,1,0,68,8.3,8,60,7.5,0,NA,NA,NA,NA,NA,0,20
"RYANTANNEHILL","Ryan Tannehill","QB","MIA",10,10,36,26,292,1,0,72.2,8.1,3,31,10.3,0,NA,NA,NA,NA,NA,0,20
"PHILIPRIVERS","Philip Rivers","QB","SD",12,12,38,26,283,2,2,68.4,7.4,3,6,2,0,NA,NA,NA,NA,NA,0,19
"COLINKAEPERNICK","Colin Kaepernick","QB","SF",12,12,29,19,253,1,0,65.5,8.7,7,33,4.7,0,NA,NA,NA,NA,NA,0,19
"ELIMANNING","Eli Manning","QB","NYG",12,12,40,25,288,2,2,62.5,7.2,0,0,0,0,NA,NA,NA,NA,NA,0,19
"MATTRYAN","Matt Ryan","QB","ATL",15,15,43,29,341,1,1,67.4,7.9,2,12,6,0,NA,NA,NA,NA,NA,0,18
"BENROETHLISBERGER","Ben Roethlisberger","QB","PIT",15,15,44,28,328,1,1,63.6,7.5,2,13,6.5,0,NA,NA,NA,NA,NA,0,18
"MARKSANCHEZ","Mark Sanchez","QB","PHI",15,15,39,25,311,1,1,64.1,8,5,21,4.2,0,NA,NA,NA,NA,NA,0,18
"CAMNEWTON","Cam Newton","QB","CAR",15,15,37,22,262,1,2,59.5,7.1,5,28,5.6,1,NA,NA,NA,NA,NA,1,18
"DEMARCOMURRAY","DeMarco Murray","RB","DAL",1,15,NA,NA,NA,NA,NA,NA,NA,21,98,4.7,1,5,31,6.2,0,NA,0,18
"ARIANFOSTER","Arian Foster","RB","HOU",1,15,NA,NA,NA,NA,NA,NA,NA,18,91,5.1,1,4,31,7.8,0,NA,0,18
"EDDIELACY","Eddie Lacy","RB","GB",1,15,NA,NA,NA,NA,NA,NA,NA,19,107,5.6,1,3,25,8.3,0,NA,0,18
"CALVINJOHNSON","Calvin Johnson","WR","DET",1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,122,13.6,1,NA,0,18
"DEMARYIUSTHOMAS","Demaryius Thomas","WR","DEN",1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,121,15.1,1,NA,0,18
"BRIANHOYER","Brian Hoyer","QB","CLE",19,24,40,20,301,1,1,50,7.5,2,12,6,0,NA,NA,NA,NA,NA,0,17
"ZACHMETTENBERGER","Zach Mettenberger","QB","TEN",19,24,30,20,276,1,0,66.7,9.2,1,2,2,0,NA,NA,NA,NA,NA,0,17
"TEDDYBRIDGEWATER","Teddy Bridgewater","QB","MIN",19,24,29,18,169,2,1,62.1,5.8,4,15,3.8,0,NA,NA,NA,NA,NA,0,17
"RYANFITZPATRICK","Ryan Fitzpatrick","QB","HOU",19,24,31,28,253,1,0,90.3,8.2,3,13,4.3,0,NA,NA,NA,NA,NA,0,17
"MATTFORTE","Matt Forte","RB","CHI",4,24,NA,NA,NA,NA,NA,NA,NA,18,71,3.9,1,6,44,7.3,0,NA,0,17
"JAMAALCHARLES","Jamaal Charles","RB","KC",4,24,NA,NA,NA,NA,NA,NA,NA,16,91,5.7,1,3,28,9.3,0,NA,0,17
"JORDYNELSON","Jordy Nelson","WR","GB",3,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,117,23.4,1,NA,0,17
"AJGREEN","A.J. Green","WR","CIN",3,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,112,16,1,NA,0,17
"DEZBRYANT","Dez Bryant","WR","DAL",3,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,116,19.3,1,NA,0,17
"SHAUNHILL","Shaun Hill","QB","STL",23,33,29,17,230,1,0,58.6,7.9,1,11,11,0,NA,NA,NA,NA,NA,0,16
"JOEFLACCO","Joe Flacco","QB","BAL",23,33,27,18,272,1,0,66.7,10.1,2,1,0.5,0,NA,NA,NA,NA,NA,0,16
"ALEXSMITH","Alex Smith","QB","KC",23,33,25,15,235,1,0,60,9.4,3,13,4.3,0,NA,NA,NA,NA,NA,0,16
"MARKINGRAM","Mark Ingram","RB","NO",6,33,NA,NA,NA,NA,NA,NA,NA,19,95,5,1,2,15,7.5,0,NA,0,16
"ANTONIOBROWN","Antonio Brown","WR","PIT",6,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,107,13.4,1,NA,0,16
"EMMANUELSANDERS","Emmanuel Sanders","WR","DEN",6,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,100,14.3,1,NA,0,16
"JOSHGORDON","Josh Gordon","WR","CLE",6,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,103,20.6,1,NA,0,16
"COLTMCCOY","Colt McCoy","QB","WAS",26,40,31,20,284,1,1,64.5,9.2,1,4,4,0,NA,NA,NA,NA,NA,0,15
"DREWSTANTON","Drew Stanton","QB","ARI",26,40,32,20,250,1,1,62.5,7.8,3,12,4,0,NA,NA,NA,NA,NA,0,15
"KYLEORTON","Kyle Orton","QB","BUF",26,40,34,21,277,1,1,61.8,8.1,1,4,4,0,NA,NA,NA,NA,NA,0,15
"BLAKEBORTLES","Blake Bortles","QB","JAC",26,40,33,19,210,1,1,57.6,6.4,4,32,8,0,NA,NA,NA,NA,NA,0,15
"CJANDERSON","C.J. Anderson","RB","DEN",7,40,NA,NA,NA,NA,NA,NA,NA,17,69,4.1,1,5,39,7.8,0,NA,0,15
"MARSHAWNLYNCH","Marshawn Lynch","RB","SEA",7,40,NA,NA,NA,NA,NA,NA,NA,20,89,4.5,1,2,17,8.5,0,NA,0,15
"LEVEONBELL","Le'Veon Bell","RB","PIT",7,40,NA,NA,NA,NA,NA,NA,NA,17,69,4.1,1,6,33,5.5,0,NA,0,15
"JULIOJONES","Julio Jones","WR","ATL",9,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,98,14,1,NA,0,15
"RANDALLCOBB","Randall Cobb","WR","GB",9,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,91,13,1,NA,0,15
"ALSHONJEFFERY","Alshon Jeffery","WR","CHI",9,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,96,12,1,NA,0,15
"ROBGRONKOWSKI","Rob Gronkowski","TE","NE",1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,91,18.2,1,NA,0,15
"JOSHMCCOWN","Josh McCown","QB","TB",30,51,33,18,273,1,1,54.5,8.3,2,7,3.5,0,NA,NA,NA,NA,NA,0,14
"JOIQUEBELL","Joique Bell","RB","DET",10,51,NA,NA,NA,NA,NA,NA,NA,17,71,4.2,1,2,15,7.5,0,NA,0,14
"JUSTINFORSETT","Justin Forsett","RB","BAL",10,51,NA,NA,NA,NA,NA,NA,NA,22,113,5.1,0,3,31,10.3,0,NA,0,14
"ODELLBECKHAM","Odell Beckham","WR","NYG",12,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,88,12.6,1,NA,0,14
"DEANDREHOPKINS","DeAndre Hopkins","WR","HOU",12,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,87,14.5,1,NA,0,14
"JIMMYGRAHAM","Jimmy Graham","TE","NO",2,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,88,17.6,1,NA,0,14
