"name","pos","name_ffn","team_ffn","positionRank_ffn","overallRank_ffn","pts_ffn","passAtt_ffn","passComp_ffn","passYds_ffn","passTds_ffn","passInt_ffn","rushAtt_ffn","rushYds_ffn","rushTds_ffn","rec_ffn","recYds_ffn","recTds_ffn","returnTds_ffn","twoPts_ffn","fumbles_ffn"
"JOHNNYMANZIEL","QB","Johnny Manziel","CLE",0,0,0,7.3,4.2,47.4,0.4,0.3,NA,5.8,0,NA,NA,NA,NA,NA,0.1
"TJYATES","QB","T.J. Yates","HOU",0,0,0,1.1,0.7,7.2,0,0,NA,0.3,0,NA,NA,NA,NA,NA,0
"MARKSANCHEZ","QB","Mark Sanchez","PHI",0,0,0,1,0.6,6.8,0,0,NA,0.3,0,NA,NA,NA,NA,NA,0
"CHADHENNE","QB","Chad Henne","JAC",0,0,0,1,0.6,6.5,0,0,NA,0.3,0,NA,NA,NA,NA,NA,0
"GENOSMITH","QB","Geno Smith","NYJ",0,0,0,0.8,0.5,6.5,0,0,NA,0.8,0,NA,NA,NA,NA,NA,0
"MIKEGLENNON","QB","Mike Glennon","TB",0,0,0,0.9,0.6,6.3,0,0,NA,0.2,0,NA,NA,NA,NA,NA,0
"CASEKEENUM","QB","Case Keenum","STL",0,0,0,0.9,0.6,6.2,0,0,NA,0.4,0,NA,NA,NA,NA,NA,0
"MATTSCHAUB","QB","Matt Schaub","BAL",0,0,0,0.9,0.5,6.1,0,0,NA,0.2,0,NA,NA,NA,NA,NA,0
"EJMANUEL","QB","EJ Manuel","BUF",0,0,0,1,0.6,5.8,0,0,NA,0.5,0,NA,NA,NA,NA,NA,0
"MATTFLYNN","QB","Matt Flynn","NO",0,0,0,0.8,0.5,5.7,0,0,NA,0.3,0,NA,NA,NA,NA,NA,0
"DEREKANDERSON","QB","Derek Anderson","CAR",0,0,0,0.7,0.5,4.9,0,0,NA,0.2,0,NA,NA,NA,NA,NA,0
"RYANNASSIB","QB","Ryan Nassib","NYG",0,0,0,0.7,0.5,4.8,0,0,NA,0.2,0,NA,NA,NA,NA,NA,0
"BROCKOSWEILER","QB","Brock Osweiler","DEN",0,0,0,0.7,0.4,4.8,0,0,NA,0.2,0,NA,NA,NA,NA,NA,0
"SCOTTTOLZIEN","QB","Scott Tolzien","GB",0,0,0,0.7,0.4,4.6,0,0,NA,0.3,0,NA,NA,NA,NA,NA,0
"JIMMYGAROPPOLO","QB","Jimmy Garoppolo","NE",0,0,0,0.6,0.4,4.6,0,0,NA,0.2,0,NA,NA,NA,NA,NA,0
"TARVARISJACKSON","QB","Tarvaris Jackson","SEA",0,0,0,0.6,0.4,4.5,0,0,NA,0.2,0,NA,NA,NA,NA,NA,0
"ZACHMETTENBERGER","QB","Zach Mettenberger","TEN",0,0,0,0.8,0.4,4.5,0,0,NA,0.4,0,NA,NA,NA,NA,NA,0
"COLTMCCOY","QB","Colt McCoy","WAS",0,0,0,0.6,0.4,4.4,0,0,NA,0.2,0,NA,NA,NA,NA,NA,0
"DANORLOVSKY","QB","Dan Orlovsky","DET",0,0,0,0.6,0.4,4.1,0,0,NA,0.1,0,NA,NA,NA,NA,NA,0
"AJMCCARRON","QB","AJ McCarron","CIN",0,0,0,0.5,0.4,4,0,0,NA,0.1,0,NA,NA,NA,NA,NA,0
"MATTMCGLOIN","QB","Matt McGloin","OAK",0,0,0,0.5,0.3,3.4,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"JIMMYCLAUSEN","QB","Jimmy Clausen","CHI",0,0,0,0.6,0.3,2.7,0,0,NA,0.1,0,NA,NA,NA,NA,NA,0
"CHASEDANIEL","QB","Chase Daniel","KC",0,0,0,0.4,0.3,2.6,0,0,NA,0.1,0,NA,NA,NA,NA,NA,0
"MATTMOORE","QB","Matt Moore","MIA",0,0,0,0.3,0.2,2.1,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"ROBERTGRIFFIN","QB","Robert Griffin III","WAS",0,0,0,0.2,0.1,1.8,0,0,NA,0.4,0,NA,NA,NA,NA,NA,0
"DREWSTANTON","QB","Drew Stanton","ARI",0,0,0,0.3,0.2,1.7,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"BRANDONWEEDEN","QB","Brandon Weeden","DAL",0,0,0,0.2,0.1,1.5,0,0,NA,0.2,0,NA,NA,NA,NA,NA,0
"MICHAELVICK","QB","Michael Vick","PIT",0,0,0,0.2,0.1,1.2,0,0,NA,0.5,0,NA,NA,NA,NA,NA,0
"TREVORSIEMIAN","QB","Trevor Siemian","DEN",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"BRYCEPETTY","QB","Bryce Petty","NYJ",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"JOSHJOHNSON","QB","Josh Johnson","BUF",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"LUKEMCCOWN","QB","Luke McCown","NO",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"MATTBARKLEY","QB","Matt Barkley","ARI",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"AUSTINDAVIS","QB","Austin Davis","CLE",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"SEANMANNION","QB","Sean Mannion","STL",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"BRETTHUNDLEY","QB","Brett Hundley","GB",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"BRUCEGRADKOWSKI","QB","Bruce Gradkowski","PIT",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"GARRETTGRAYSON","QB","Garrett Grayson","NO",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"KELLENCLEMENS","QB","Kellen Clemens","SD",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"MATTHASSELBECK","QB","Matt Hasselbeck","IND",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"PHILIPRIVERS","QB","Philip Rivers","SD",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"KELLENMOORE","QB","Kellen Moore","DET",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"BLAINEGABBERT","QB","Blaine Gabbert","SF",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"JOEWEBB","QB","Joe Webb","CAR",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"CHARLIEWHITEHURST","QB","Charlie Whitehurst","TEN",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"SEANRENFREE","QB","Sean Renfree","ATL",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"MATTRYAN","QB","Matt Ryan","ATL",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"TONYROMO","QB","Tony Romo","DAL",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"AARONMURRAY","QB","Aaron Murray","KC",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"TAYLORHEINICKE","QB","Taylor Heinicke","MIN",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"TODDGURLEY","RB","Todd Gurley","STL",0,0,0,NA,NA,NA,NA,NA,20.6,100.3,0.7,2.3,16.5,0,NA,NA,0.1
"ADRIANPETERSON","RB","Adrian Peterson","MIN",0,0,0,NA,NA,NA,NA,NA,21,94.9,0.6,2,13.4,0,NA,NA,0.1
"DEANGELOWILLIAMS","RB","DeAngelo Williams","PIT",0,0,0,NA,NA,NA,NA,NA,19.2,94,0.5,2.2,16,0,NA,NA,0.1
"MARKINGRAM","RB","Mark Ingram","NO",0,0,0,NA,NA,NA,NA,NA,17.7,80.1,0.6,3.2,23.6,0,NA,NA,0.2
"JONATHANSTEWART","RB","Jonathan Stewart","CAR",0,0,0,NA,NA,NA,NA,NA,18.1,78.8,0.4,1.1,7.9,0,NA,NA,0.1
"LEGARRETTEBLOUNT","RB","LeGarrette Blount","NE",0,0,0,NA,NA,NA,NA,NA,15.7,78.3,0.7,0.5,4.6,0,NA,NA,0.1
"DEMARCOMURRAY","RB","DeMarco Murray","PHI",0,0,0,NA,NA,NA,NA,NA,17.5,77.9,0.6,3.1,21.9,0,NA,NA,0.2
"DARRENMCFADDEN","RB","Darren McFadden","DAL",0,0,0,NA,NA,NA,NA,NA,18.5,77.7,0.4,2.5,19.9,0.1,NA,NA,0.1
"MARSHAWNLYNCH","RB","Marshawn Lynch","SEA",0,0,0,NA,NA,NA,NA,NA,18,74.6,0.5,1.5,11.5,0,NA,NA,0.1
"CHRISIVORY","RB","Chris Ivory","NYJ",0,0,0,NA,NA,NA,NA,NA,17.5,71.3,0.5,2.1,14.2,0,NA,NA,0.1
"DOUGMARTIN","RB","Doug Martin","TB",0,0,0,NA,NA,NA,NA,NA,18,70.6,0.4,2.6,20.6,0.1,NA,NA,0.2
"JUSTINFORSETT","RB","Justin Forsett","BAL",0,0,0,NA,NA,NA,NA,NA,18.6,64.5,0.4,3.7,27.6,0,NA,NA,0.1
"LAMARMILLER","RB","Lamar Miller","MIA",0,0,0,NA,NA,NA,NA,NA,13.2,62.1,0.4,3.3,24.3,0,NA,NA,0.1
"JEREMYHILL","RB","Jeremy Hill","CIN",0,0,0,NA,NA,NA,NA,NA,13.9,60.3,0.6,1.1,8.8,0,NA,NA,0.2
"TJYELDON","RB","T.J. Yeldon","JAC",0,0,0,NA,NA,NA,NA,NA,14.9,58.7,0.3,3.1,20.9,0,NA,NA,0.1
"JAMESSTARKS","RB","James Starks","GB",0,0,0,NA,NA,NA,NA,NA,12.3,58.2,0.4,2.7,21.3,0,NA,NA,0.1
"LATAVIUSMURRAY","RB","Latavius Murray","OAK",0,0,0,NA,NA,NA,NA,NA,16,57.8,0.4,1.5,10.3,0,NA,NA,0.2
"CHRISJOHNSON","RB","Chris Johnson","ARI",0,0,0,NA,NA,NA,NA,NA,15.1,56.3,0.3,1,7.3,0,NA,NA,0.2
"JEREMYLANGFORD","RB","Jeremy Langford","CHI",0,0,0,NA,NA,NA,NA,NA,14.9,56.2,0.3,3.1,23.2,0,NA,NA,0.1
"CHARCANDRICKWEST","RB","Charcandrick West","KC",0,0,0,NA,NA,NA,NA,NA,14.4,55.6,0.3,2.7,19.6,0,NA,NA,0.2
"CJANDERSON","RB","C.J. Anderson","DEN",0,0,0,NA,NA,NA,NA,NA,12,55.2,0.3,1.9,13.8,0,NA,NA,0.1
"ANTONIOANDREWS","RB","Antonio Andrews","TEN",0,0,0,NA,NA,NA,NA,NA,13.4,53.4,0.3,1.8,16,0,NA,NA,0.1
"RONNIEHILLMAN","RB","Ronnie Hillman","DEN",0,0,0,NA,NA,NA,NA,NA,11.8,49.2,0.3,1.2,10.3,0,NA,NA,0.1
"LESEANMCCOY","RB","LeSean McCoy","BUF",0,0,0,NA,NA,NA,NA,NA,13.9,48.6,0.3,2.1,15.5,0,NA,NA,0.2
"GIOVANIBERNARD","RB","Giovani Bernard","CIN",0,0,0,NA,NA,NA,NA,NA,10.8,47.9,0.4,2.8,26.9,0.1,NA,NA,0.1
"MATTJONES","RB","Matt Jones","WAS",0,0,0,NA,NA,NA,NA,NA,10.9,47.2,0.4,1.7,12.5,0,NA,NA,0.3
"ALFREDBLUE","RB","Alfred Blue","HOU",0,0,0,NA,NA,NA,NA,NA,11.4,46.6,0.2,1.8,12.8,0,NA,NA,0.1
"KARLOSWILLIAMS","RB","Karlos Williams","BUF",0,0,0,NA,NA,NA,NA,NA,8.6,40.1,0.3,1.1,8.5,0,NA,NA,0.1
"EDDIELACY","RB","Eddie Lacy","GB",0,0,0,NA,NA,NA,NA,NA,10.2,39.9,0.3,1.1,8,0,NA,NA,0.1
"ISAIAHCROWELL","RB","Isaiah Crowell","CLE",0,0,0,NA,NA,NA,NA,NA,11.2,38.8,0.2,1.7,12.4,0,NA,NA,0.1
"RYANMATHEWS","RB","Ryan Mathews","PHI",0,0,0,NA,NA,NA,NA,NA,7.4,38.4,0.4,1.2,10.7,0,NA,NA,0.2
"JOIQUEBELL","RB","Joique Bell","DET",0,0,0,NA,NA,NA,NA,NA,8.7,36.1,0.3,1.6,10.8,0,NA,NA,0.1
"RASHADJENNINGS","RB","Rashad Jennings","NYG",0,0,0,NA,NA,NA,NA,NA,8.8,33,0.1,1.9,15.6,0.1,NA,NA,0.1
"CHARLESSIMS","RB","Charles Sims","TB",0,0,0,NA,NA,NA,NA,NA,7.6,31.7,0.1,2.9,22.8,0.1,NA,NA,0.2
"CHRISPOLK","RB","Chris Polk","HOU",0,0,0,NA,NA,NA,NA,NA,7.7,26.5,0.2,1.8,10.5,0,NA,NA,0.1
"ALFREDMORRIS","RB","Alfred Morris","WAS",0,0,0,NA,NA,NA,NA,NA,8.4,26.5,0.2,0.9,4.9,0,NA,NA,0.1
"JAVORIUSALLEN","RB","Javorius Allen","BAL",0,0,0,NA,NA,NA,NA,NA,5.5,22.1,0.1,1.2,9,0,NA,NA,0.1
"CJSPILLER","RB","C.J. Spiller","NO",0,0,0,NA,NA,NA,NA,NA,4.9,21.3,0.1,2.3,17.6,0.2,NA,NA,0.1
"AMEERABDULLAH","RB","Ameer Abdullah","DET",0,0,0,NA,NA,NA,NA,NA,6,19.5,0.1,1.9,14.3,0.1,NA,NA,0.1
"JAYAJAYI","RB","Jay Ajayi","MIA",0,0,0,NA,NA,NA,NA,NA,4.8,18.7,0.2,0.3,1.9,0,NA,NA,0.1
"DUKEJOHNSON","RB","Duke Johnson","CLE",0,0,0,NA,NA,NA,NA,NA,6.8,18.4,0.1,3.2,30.1,0.2,NA,NA,0.1
"ZACSTACY","RB","Zac Stacy","NYJ",0,0,0,NA,NA,NA,NA,NA,4.2,17.2,0.1,1.2,9,0,NA,NA,0.1
"THOMASRAWLS","RB","Thomas Rawls","SEA",0,0,0,NA,NA,NA,NA,NA,3.7,17.1,0.1,0.5,3.4,0,NA,NA,0.1
"ORLEANSDARKWA","RB","Orleans Darkwa","NYG",0,0,0,NA,NA,NA,NA,NA,4.1,17.1,0.2,0.7,3.9,0,NA,NA,0.1
"SHANEVEREEN","RB","Shane Vereen","NYG",0,0,0,NA,NA,NA,NA,NA,4.4,16.8,0,4.4,39.2,0.2,NA,NA,0.1
"KADEEMCAREY","RB","KaDeem Carey","CHI",0,0,0,NA,NA,NA,NA,NA,4.3,16.7,0.1,0.8,4.6,0,NA,NA,0.1
"JONATHANGRIMES","RB","Jonathan Grimes","HOU",0,0,0,NA,NA,NA,NA,NA,3.9,16.2,0.1,2.1,16.1,0.1,NA,NA,0.1
"JAMESWHITE","RB","James White","NE",0,0,0,NA,NA,NA,NA,NA,4,15.8,0,2.9,23,0.2,NA,NA,0.1
"DEXTERMCCLUSTER","RB","Dexter McCluster","TEN",0,0,0,NA,NA,NA,NA,NA,5.1,15.7,0.1,2.9,20.5,0.1,NA,NA,0.1
"CHRISTHOMPSON","RB","Chris Thompson","WAS",0,0,0,NA,NA,NA,NA,NA,2.6,14.8,0,3.7,27.1,0.2,NA,NA,0.1
"DENARDROBINSON","RB","Denard Robinson","JAC",0,0,0,NA,NA,NA,NA,NA,3.5,14.4,0.1,1.1,8.1,0,NA,NA,0.1
"TREMASON","RB","Tre Mason","STL",0,0,0,NA,NA,NA,NA,NA,3.4,14.1,0.1,0.6,4.2,0,NA,NA,0.1
"TAIWANJONES","RB","Taiwan Jones","OAK",0,0,0,NA,NA,NA,NA,NA,3.3,13.5,0.1,1.1,9.7,0.1,NA,NA,0.1
"CHRISTINEMICHAEL","RB","Christine Michael","DAL",0,0,0,NA,NA,NA,NA,NA,4,13.2,0.1,0.8,5.4,0,NA,NA,0.1
"BRANDONBOLDEN","RB","Brandon Bolden","NE",0,0,0,NA,NA,NA,NA,NA,2.4,13.1,0,1.9,14.5,0.1,NA,NA,0.1
"DARRENSPROLES","RB","Darren Sproles","PHI",0,0,0,NA,NA,NA,NA,NA,3.7,12.9,0.1,2.2,19.1,0.1,NA,NA,0.1
"ANDREELLINGTON","RB","Andre Ellington","ARI",0,0,0,NA,NA,NA,NA,NA,4,12.5,0.1,2,17.3,0.1,NA,NA,0.2
"ANDREWILLIAMS","RB","Andre Williams","NYG",0,0,0,NA,NA,NA,NA,NA,4.2,12.3,0.1,0.2,1.6,0,NA,NA,0.1
"THEORIDDICK","RB","Theo Riddick","DET",0,0,0,NA,NA,NA,NA,NA,3.9,12.3,0,4,33.4,0.2,NA,NA,0.1
"JORDANTODMAN","RB","Jordan Todman","PIT",0,0,0,NA,NA,NA,NA,NA,2.5,11.3,0.1,0.5,3.4,0,NA,NA,0.1
"MARCELREECE","RB","Marcel Reece","OAK",0,0,0,NA,NA,NA,NA,NA,1.3,11.2,0.1,2.6,19.8,0.1,NA,NA,0
"KNILEDAVIS","RB","Knile Davis","KC",0,0,0,NA,NA,NA,NA,NA,3.6,11.1,0.2,0.2,1.7,0,NA,NA,0.1
"DAVIDCOBB","RB","David Cobb","TEN",0,0,0,NA,NA,NA,NA,NA,3.5,10.7,0.1,0.4,3.1,0,NA,NA,0.1
"MIKETOLBERT","RB","Mike Tolbert","CAR",0,0,0,NA,NA,NA,NA,NA,2.6,10.5,0.1,1,8.5,0.1,NA,NA,0
"ANTONESMITH","RB","Antone Smith","CHI",0,0,0,NA,NA,NA,NA,NA,2.5,9.5,0.1,0.7,4.9,0,NA,NA,0.1
"DAVIDJOHNSON","RB","David Johnson","ARI",0,0,0,NA,NA,NA,NA,NA,2.4,9.2,0.2,1.9,16.5,0,NA,NA,0.1
"JERICKMCKINNON","RB","Jerick McKinnon","MIN",0,0,0,NA,NA,NA,NA,NA,2.3,8.9,0.1,0.7,4.1,0,NA,NA,0
"STEVANRIDLEY","RB","Stevan Ridley","NYJ",0,0,0,NA,NA,NA,NA,NA,1.9,8.4,0.1,0.4,3,0,NA,NA,0.2
"ROYHELU","RB","Roy Helu","OAK",0,0,0,NA,NA,NA,NA,NA,1.4,8.3,0.1,0.9,7.3,0,NA,NA,0.1
"BILALPOWELL","RB","Bilal Powell","NYJ",0,0,0,NA,NA,NA,NA,NA,1.8,7.8,0,0.8,5.5,0,NA,NA,0.1
"MATTASIATA","RB","Matt Asiata","MIN",0,0,0,NA,NA,NA,NA,NA,1.7,7.1,0.1,0.9,6,0,NA,NA,0
"FOZZYWHITTAKER","RB","Fozzy Whittaker","CAR",0,0,0,NA,NA,NA,NA,NA,1.4,6.4,0,0.8,5.5,0,NA,NA,0
"ROBERTTURBIN","RB","Robert Turbin","CLE",0,0,0,NA,NA,NA,NA,NA,1.6,6.2,0,0.2,1.3,0,NA,NA,0
"FREDJACKSON","RB","Fred Jackson","SEA",0,0,0,NA,NA,NA,NA,NA,1.2,5.2,0,1.1,8.7,0,NA,NA,0
"TOBYGERHART","RB","Toby Gerhart","JAC",0,0,0,NA,NA,NA,NA,NA,1.2,4.8,0,0.5,3.9,0,NA,NA,0.1
"BENJAMINCUNNINGHAM","RB","Benjamin Cunningham","STL",0,0,0,NA,NA,NA,NA,NA,1.1,4.8,0,1.2,10.2,0,NA,NA,0.1
"JAMIZEOLAWALE","RB","Jamize Olawale","OAK",0,0,0,NA,NA,NA,NA,NA,1.1,4.4,0.1,0.3,1.6,0,NA,NA,0
"SPENCERWARE","RB","Spencer Ware","KC",0,0,0,NA,NA,NA,NA,NA,1.1,4.4,0,0.1,0.6,0,NA,NA,0
"BISHOPSANKEY","RB","Bishop Sankey","TEN",0,0,0,NA,NA,NA,NA,NA,1,4.1,0,0.4,2.8,0,NA,NA,0.1
"WILLJOHNSON","RB","Will Johnson","PIT",0,0,0,NA,NA,NA,NA,NA,1.1,3.9,0.2,0.2,1.5,0,NA,NA,0
"JAYPROSCH","RB","Jay Prosch","HOU",0,0,0,NA,NA,NA,NA,NA,0.5,3.7,0,0.1,0.4,0,NA,NA,0
"ANTHONYDIXON","RB","Anthony Dixon","BUF",0,0,0,NA,NA,NA,NA,NA,1,3.6,0,0.4,3.1,0,NA,NA,0.1
"DANHERRON","RB","Dan Herron","BUF",0,0,0,NA,NA,NA,NA,NA,0.8,3.2,0,0.3,2,0,NA,NA,0
"BERNARDPIERCE","RB","Bernard Pierce","JAC",0,0,0,NA,NA,NA,NA,NA,0.8,2.6,0,0.2,1.7,0,NA,NA,0
"STEPFANTAYLOR","RB","Stepfan Taylor","ARI",0,0,0,NA,NA,NA,NA,NA,0.6,2.6,0,0.1,0.4,0,NA,NA,0
"TIMHIGHTOWER","RB","Tim Hightower","NO",0,0,0,NA,NA,NA,NA,NA,0.6,2.4,0,0.3,2.2,0,NA,NA,0
"JOHNKUHN","RB","John Kuhn","GB",0,0,0,NA,NA,NA,NA,NA,0.7,2.3,0.1,0.5,3.8,0,NA,NA,0
"BOBBYRAINEY","RB","Bobby Rainey","TB",0,0,0,NA,NA,NA,NA,NA,0.4,2,0,0.3,1.7,0,NA,NA,0
"CAMERONARTISPAYNE","RB","Cameron Artis-Payne","CAR",0,0,0,NA,NA,NA,NA,NA,0.6,2,0,0.1,0.4,0,NA,NA,0
"DARRELYOUNG","RB","Darrel Young","WAS",0,0,0,NA,NA,NA,NA,NA,0.6,1.7,0,0.3,2.2,0,NA,NA,0
"DAMIENWILLIAMS","RB","Damien Williams","MIA",0,0,0,NA,NA,NA,NA,NA,0.4,1.6,0,0.3,1.7,0,NA,NA,0
"JALSTONFOWLER","RB","Jalston Fowler","TEN",0,0,0,NA,NA,NA,NA,NA,0.4,1.5,0.1,0.2,1.8,0,NA,NA,0
"JEROMEFELTON","RB","Jerome Felton","BUF",0,0,0,NA,NA,NA,NA,NA,0.5,1.5,0,0.2,1.4,0,NA,NA,0
"ZACHLINE","RB","Zach Line","MIN",0,0,0,NA,NA,NA,NA,NA,0.5,1.5,0.1,0.3,4.1,0,NA,NA,0
"MARCUSMURPHY","RB","Marcus Murphy","NO",0,0,0,NA,NA,NA,NA,NA,0.3,1.3,0,0.2,1.4,0,NA,NA,0
"TOMMYBOHANON","RB","Tommy Bohanon","NYJ",0,0,0,NA,NA,NA,NA,NA,0.4,1.2,0,0.4,4.1,0,NA,NA,0
"JUWANTHOMPSON","RB","Juwan Thompson","DEN",0,0,0,NA,NA,NA,NA,NA,0.3,1.2,0,0.1,1.4,0,NA,NA,0
