"name","pos","name_ffn","team_ffn","positionRank_ffn","overallRank_ffn","pts_ffn","passAtt_ffn","passComp_ffn","passYds_ffn","passTds_ffn","passInt_ffn","rushAtt_ffn","rushYds_ffn","rushTds_ffn","rec_ffn","recYds_ffn","recTds_ffn","returnTds_ffn","twoPts_ffn","fumbles_ffn"
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",0,0,0,29.7,18,209.7,0.9,0.8,NA,38.4,0.1,NA,NA,NA,NA,NA,0.2
"PHILLYBROWN","QB","Philly Brown","CAR",0,0,0,31.2,18.7,167.4,0.8,0.6,NA,0.5,0,NA,NA,NA,NA,NA,0
"MATTCASSEL","QB","Matt Cassel","DAL",0,0,0,2.1,1.6,18.5,0.1,0.1,NA,0.6,0,NA,NA,NA,NA,NA,0
"JOHNNYMANZIEL","QB","Johnny Manziel","CLE",0,0,0,1.9,1.5,18.2,0.1,0.1,NA,1.6,0,NA,NA,NA,NA,NA,0.1
"BRIANHOYER","QB","Brian Hoyer","HOU",0,0,0,1.5,1.3,15.4,0,0,NA,0.3,0,NA,NA,NA,NA,NA,0
"MATTHASSELBECK","QB","Matt Hasselbeck","IND",0,0,0,1.9,1.3,14.4,0,0,NA,0.3,0,NA,NA,NA,NA,NA,0
"MIKEGLENNON","QB","Mike Glennon","TB",0,0,0,1,0.8,9.1,0,0,NA,0.4,0,NA,NA,NA,NA,NA,0
"MARKSANCHEZ","QB","Mark Sanchez","PHI",0,0,0,1,0.8,9,0,0,NA,0.4,0,NA,NA,NA,NA,NA,0
"CHADHENNE","QB","Chad Henne","JAC",0,0,0,1,0.8,8.9,0,0,NA,0.5,0,NA,NA,NA,NA,NA,0
"CASEKEENUM","QB","Case Keenum","STL",0,0,0,1,0.7,8.3,0,0,NA,0.6,0,NA,NA,NA,NA,NA,0
"ZACHMETTENBERGER","QB","Zach Mettenberger","TEN",0,0,0,0.9,0.7,7.7,0,0,NA,0.2,0,NA,NA,NA,NA,NA,0
"DREWSTANTON","QB","Drew Stanton","ARI",0,0,0,0.9,0.7,7.6,0,0,NA,0.3,0,NA,NA,NA,NA,NA,0
"COLTMCCOY","QB","Colt McCoy","WAS",0,0,0,0.8,0.6,7,0,0,NA,0.5,0,NA,NA,NA,NA,NA,0
"MATTMCGLOIN","QB","Matt McGloin","OAK",0,0,0,1,0.8,6.8,0,0,NA,0.2,0,NA,NA,NA,NA,NA,0
"EJMANUEL","QB","EJ Manuel","BUF",0,0,0,0.9,0.6,6.6,0,0,NA,0.4,0,NA,NA,NA,NA,NA,0
"LUKEMCCOWN","QB","Luke McCown","NO",0,0,0,0.8,0.5,6.2,0,0,NA,0.1,0,NA,NA,NA,NA,NA,0
"SCOTTTOLZIEN","QB","Scott Tolzien","GB",0,0,0,0.7,0.5,5.7,0,0,NA,0.5,0,NA,NA,NA,NA,NA,0
"CHASEDANIEL","QB","Chase Daniel","KC",0,0,0,0.8,0.5,5.4,0,0,NA,0.4,0,NA,NA,NA,NA,NA,0
"MATTSCHAUB","QB","Matt Schaub","BAL",0,0,0,0.8,0.5,5.1,0,0,NA,0.1,0,NA,NA,NA,NA,NA,0
"DANORLOVSKY","QB","Dan Orlovsky","DET",0,0,0,0.7,0.5,5,0,0,NA,0.2,0,NA,NA,NA,NA,NA,0
"JIMMYCLAUSEN","QB","Jimmy Clausen","CHI",0,0,0,0.7,0.5,4.8,0,0,NA,0.3,0,NA,NA,NA,NA,NA,0
"KELLENCLEMENS","QB","Kellen Clemens","SD",0,0,0,0.5,0.4,4.7,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"BROCKOSWEILER","QB","Brock Osweiler","DEN",0,0,0,0.6,0.4,4.6,0,0,NA,0.1,0,NA,NA,NA,NA,NA,0
"BLAINEGABBERT","QB","Blaine Gabbert","SF",0,0,0,0.6,0.4,4.5,0,0,NA,0.3,0,NA,NA,NA,NA,NA,0
"JIMMYGAROPPOLO","QB","Jimmy Garoppolo","NE",0,0,0,0.6,0.4,4.4,0,0,NA,0.3,0,NA,NA,NA,NA,NA,0
"SEANRENFREE","QB","Sean Renfree","ATL",0,0,0,0.6,0.4,3.9,0,0,NA,0.1,0,NA,NA,NA,NA,NA,0
"RYANNASSIB","QB","Ryan Nassib","NYG",0,0,0,0.6,0.3,3.9,0,0,NA,0.1,0,NA,NA,NA,NA,NA,0
"TARVARISJACKSON","QB","Tarvaris Jackson","SEA",0,0,0,0.6,0.3,3.7,0,0,NA,0.1,0,NA,NA,NA,NA,NA,0
"AUSTINDAVIS","QB","Austin Davis","CLE",0,0,0,0,0.3,3.4,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"ROBERTGRIFFIN","QB","Robert Griffin III","WAS",0,0,0,0.2,0.2,2.3,0,0,NA,0.4,0,NA,NA,NA,NA,NA,0
"CHARLIEWHITEHURST","QB","Charlie Whitehurst","TEN",0,0,0,0,0,0.6,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"AJMCCARRON","QB","AJ McCarron","CIN",0,0,0,0.1,0.1,0.6,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"LANDRYJONES","QB","Landry Jones","PIT",0,0,0,0.1,0,0.4,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"JOSHJOHNSON","QB","Josh Johnson","NYJ",0,0,0,0.1,0,0.3,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"SHAUNHILL","QB","Shaun Hill","MIN",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"SEANMANNION","QB","Sean Mannion","STL",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"GARRETTGRAYSON","QB","Garrett Grayson","NO",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"BRETTHUNDLEY","QB","Brett Hundley","GB",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"BRUCEGRADKOWSKI","QB","Bruce Gradkowski","PIT",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","NYJ",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"TREVORSIEMIAN","QB","Trevor Siemian","DEN",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"TEDDYBRIDGEWATER","QB","Teddy Bridgewater","MIN",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"AARONMURRAY","QB","Aaron Murray","KC",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"JOEWEBB","QB","Joe Webb","CAR",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"KELLENMOORE","QB","Kellen Moore","DET",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"GENOSMITH","QB","Geno Smith","NYJ",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"MATTBARKLEY","QB","Matt Barkley","ARI",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"DAVIDFALES","QB","David Fales","CHI",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"BRADSORENSEN","QB","Brad Sorensen","SD",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"CAMNEWTON","QB","Cam Newton","CAR",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"MATTMOORE","QB","Matt Moore","MIA",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"DEREKANDERSON","QB","Derek Anderson","CAR",0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"LEVEONBELL","RB","LeVeon Bell","PIT",0,0,0,NA,NA,NA,NA,NA,19.8,93.7,0.7,4.3,34.3,0.1,NA,NA,0.2
"JUSTINFORSETT","RB","Justin Forsett","BAL",0,0,0,NA,NA,NA,NA,NA,17.1,79,0.4,2.9,18.3,0,NA,NA,0.1
"JAMAALCHARLES","RB","Jamaal Charles","KC",0,0,0,NA,NA,NA,NA,NA,17,78.4,0.7,4,34.7,0.2,NA,NA,0.2
"EDDIELACY","RB","Eddie Lacy","GB",0,0,0,NA,NA,NA,NA,NA,17,77.8,0.6,2.3,17.5,0,NA,NA,0.1
"DEVONTAFREEMAN","RB","Devonta Freeman","ATL",0,0,0,NA,NA,NA,NA,NA,15.3,70.2,0.6,2.8,22.9,0,NA,NA,0.1
"ARIANFOSTER","RB","Arian Foster","HOU",0,0,0,NA,NA,NA,NA,NA,15.8,69.5,0.4,2.9,22.5,0.1,NA,NA,0.2
"MATTFORTE","RB","Matt Forte","CHI",0,0,0,NA,NA,NA,NA,NA,17.5,69.3,0.3,4.1,32,0.2,NA,NA,0.2
"TODDGURLEY","RB","Todd Gurley","STL",0,0,0,NA,NA,NA,NA,NA,14.7,67.3,0.4,2.1,16.4,0,NA,NA,0.1
"MARSHAWNLYNCH","RB","Marshawn Lynch","SEA",0,0,0,NA,NA,NA,NA,NA,15.7,66,0.4,2.2,17.4,0,NA,NA,0.2
"TJYELDON","RB","T.J. Yeldon","JAC",0,0,0,NA,NA,NA,NA,NA,15.8,62.4,0.4,2.2,14,0,NA,NA,0.1
"DEMARCOMURRAY","RB","DeMarco Murray","PHI",0,0,0,NA,NA,NA,NA,NA,13.6,60.8,0.5,2.2,14.7,0,NA,NA,0.2
"CARLOSHYDE","RB","Carlos Hyde","SF",0,0,0,NA,NA,NA,NA,NA,15.4,59.9,0.3,1.8,13.5,0,NA,NA,0.1
"DOUGMARTIN","RB","Doug Martin","TB",0,0,0,NA,NA,NA,NA,NA,16,59,0.4,1.9,13.8,0,NA,NA,0.2
"RONNIEHILLMAN","RB","Ronnie Hillman","DEN",0,0,0,NA,NA,NA,NA,NA,12.1,58.3,0.4,1.8,13.2,0,NA,NA,0.1
"FRANKGORE","RB","Frank Gore","IND",0,0,0,NA,NA,NA,NA,NA,14.6,58.1,0.4,2.5,17.7,0,NA,NA,0.2
"CHRISJOHNSON","RB","Chris Johnson","ARI",0,0,0,NA,NA,NA,NA,NA,13.3,57.3,0.3,1.8,13.4,0,NA,NA,0.1
"LATAVIUSMURRAY","RB","Latavius Murray","OAK",0,0,0,NA,NA,NA,NA,NA,15.5,56.9,0.4,2.4,17.1,0,NA,NA,0.2
"MARKINGRAM","RB","Mark Ingram","NO",0,0,0,NA,NA,NA,NA,NA,14,56.1,0.5,3.2,22.7,0,NA,NA,0.2
"JOSEPHRANDLE","RB","Joseph Randle","DAL",0,0,0,NA,NA,NA,NA,NA,14.7,55,0.4,2.4,18.3,0,NA,NA,0.1
"MELVINGORDON","RB","Melvin Gordon","SD",0,0,0,NA,NA,NA,NA,NA,14.9,54.8,0.3,1.3,10.3,0,NA,NA,0.1
"KARLOSWILLIAMS","RB","Karlos Williams","BUF",0,0,0,NA,NA,NA,NA,NA,11.6,54,0.4,1.8,13,0,NA,NA,0.1
"ALFREDMORRIS","RB","Alfred Morris","WAS",0,0,0,NA,NA,NA,NA,NA,13.1,52.6,0.4,0.5,3.2,0,NA,NA,0.1
"DIONLEWIS","RB","Dion Lewis","NE",0,0,0,NA,NA,NA,NA,NA,10.7,51.2,0.4,3.4,27.2,0.1,NA,NA,0.2
"JEREMYHILL","RB","Jeremy Hill","CIN",0,0,0,NA,NA,NA,NA,NA,13.1,49.5,0.5,0.6,3.8,0,NA,NA,0.3
"LEGARRETTEBLOUNT","RB","LeGarrette Blount","NE",0,0,0,NA,NA,NA,NA,NA,11.7,48.3,0.5,0.4,3.4,0,NA,NA,0.1
"CJANDERSON","RB","C.J. Anderson","DEN",0,0,0,NA,NA,NA,NA,NA,11.5,46.1,0.3,2.1,15.5,0,NA,NA,0.1
"ISAIAHCROWELL","RB","Isaiah Crowell","CLE",0,0,0,NA,NA,NA,NA,NA,12.6,43.8,0.2,1.7,12.8,0,NA,NA,0.1
"AMEERABDULLAH","RB","Ameer Abdullah","DET",0,0,0,NA,NA,NA,NA,NA,11.9,42.7,0.3,2.8,22.4,0,NA,NA,0.1
"GIOVANIBERNARD","RB","Giovani Bernard","CIN",0,0,0,NA,NA,NA,NA,NA,10.9,41.9,0.2,3,22.8,0.1,NA,NA,0.1
"MATTJONES","RB","Matt Jones","WAS",0,0,0,NA,NA,NA,NA,NA,10.7,41,0.3,0.8,6,0,NA,NA,0.3
"RASHADJENNINGS","RB","Rashad Jennings","NYG",0,0,0,NA,NA,NA,NA,NA,10.6,40.3,0.3,2,14.9,0,NA,NA,0.1
"ANDREWILLIAMS","RB","Andre Williams","NYG",0,0,0,NA,NA,NA,NA,NA,10.1,33.1,0.3,0.3,1.6,0,NA,NA,0.1
"DANNYWOODHEAD","RB","Danny Woodhead","SD",0,0,0,NA,NA,NA,NA,NA,7.8,32.5,0.2,3.3,29.8,0.1,NA,NA,0.1
"DARRENMCFADDEN","RB","Darren McFadden","DAL",0,0,0,NA,NA,NA,NA,NA,7.6,31.9,0.3,1.2,8.7,0,NA,NA,0.1
"BISHOPSANKEY","RB","Bishop Sankey","TEN",0,0,0,NA,NA,NA,NA,NA,9.5,29.8,0.2,1.7,12.9,0,NA,NA,0.1
"THOMASRAWLS","RB","Thomas Rawls","SEA",0,0,0,NA,NA,NA,NA,NA,6.4,28.2,0.1,0.8,6.2,0,NA,NA,0.1
"RYANMATHEWS","RB","Ryan Mathews","PHI",0,0,0,NA,NA,NA,NA,NA,7.1,27.9,0.3,1.2,9.6,0,NA,NA,0.2
"ANTHONYDIXON","RB","Anthony Dixon","BUF",0,0,0,NA,NA,NA,NA,NA,7.2,26.5,0.2,1.5,10.8,0,NA,NA,0
"DUKEJOHNSON","RB","Duke Johnson","CLE",0,0,0,NA,NA,NA,NA,NA,7.9,26.3,0.1,3.5,27.2,0.1,NA,NA,0.1
"ANTONIOANDREWS","RB","Antonio Andrews","TEN",0,0,0,NA,NA,NA,NA,NA,6.3,25.6,0.2,0.8,6.4,0,NA,NA,0.1
"ANDREELLINGTON","RB","Andre Ellington","ARI",0,0,0,NA,NA,NA,NA,NA,8,25.6,0.2,2.6,21.2,0.1,NA,NA,0.3
"ALFREDBLUE","RB","Alfred Blue","HOU",0,0,0,NA,NA,NA,NA,NA,8.4,23.9,0.1,0.5,3.9,0,NA,NA,0.1
"TEVINCOLEMAN","RB","Tevin Coleman","ATL",0,0,0,NA,NA,NA,NA,NA,7,23.8,0.2,1.1,8.6,0,NA,NA,0.1
"LORENZOTALIAFERRO","RB","Lorenzo Taliaferro","BAL",0,0,0,NA,NA,NA,NA,NA,5.6,22.8,0.3,1.1,7.7,0,NA,NA,0.1
"JAMESSTARKS","RB","James Starks","GB",0,0,0,NA,NA,NA,NA,NA,6.5,21.8,0.2,1.1,7.4,0,NA,NA,0.1
"JOIQUEBELL","RB","Joique Bell","DET",0,0,0,NA,NA,NA,NA,NA,6.3,21.5,0.2,1.1,7.8,0,NA,NA,0.1
"CIERREWOOD","RB","Cierre Wood","BUF",0,0,0,NA,NA,NA,NA,NA,4.8,20.6,0.1,0.9,7.8,0,NA,NA,0.1
"SHANEVEREEN","RB","Shane Vereen","NYG",0,0,0,NA,NA,NA,NA,NA,4.9,20.2,0.1,3.1,28.9,0.1,NA,NA,0.1
"DARRENSPROLES","RB","Darren Sproles","PHI",0,0,0,NA,NA,NA,NA,NA,5.1,19.8,0.1,3.1,26.4,0.2,NA,NA,0.1
"JOSHROBINSON","RB","Josh Robinson","IND",0,0,0,NA,NA,NA,NA,NA,4.7,18.4,0.1,1.1,8.2,0,NA,NA,0.1
"LESEANMCCOY","RB","LeSean McCoy","BUF",0,0,0,NA,NA,NA,NA,NA,3.8,18.1,0.1,0.5,3.6,0,NA,NA,0
"KHIRYROBINSON","RB","Khiry Robinson","NO",0,0,0,NA,NA,NA,NA,NA,4.4,17.2,0.1,1.6,11.5,0,NA,NA,0.1
"DEANGELOWILLIAMS","RB","DeAngelo Williams","PIT",0,0,0,NA,NA,NA,NA,NA,5.2,15.6,0.1,0.3,1.9,0,NA,NA,0.1
"CHRISTINEMICHAEL","RB","Christine Michael","DAL",0,0,0,NA,NA,NA,NA,NA,3.3,15.1,0.2,0.8,6.2,0,NA,NA,0.1
"CHARLESSIMS","RB","Charles Sims","TB",0,0,0,NA,NA,NA,NA,NA,6,14.9,0.1,2.3,22.3,0.1,NA,NA,0.1
"JAVORIUSALLEN","RB","Javorius Allen","BAL",0,0,0,NA,NA,NA,NA,NA,3.4,14.5,0.2,1,6.6,0,NA,NA,0.1
"REGGIEBUSH","RB","Reggie Bush","SF",0,0,0,NA,NA,NA,NA,NA,4.4,14.3,0.1,2.1,15.5,0.1,NA,NA,0.1
"CHARCANDRICKWEST","RB","Charcandrick West","KC",0,0,0,NA,NA,NA,NA,NA,3.2,14.2,0.1,0.7,5.2,0,NA,NA,0.1
"CJSPILLER","RB","C.J. Spiller","NO",0,0,0,NA,NA,NA,NA,NA,4.2,14,0.1,3.7,33.8,0.1,NA,NA,0.1
"TREMASON","RB","Tre Mason","STL",0,0,0,NA,NA,NA,NA,NA,3.9,13,0.2,1.5,9.4,0,NA,NA,0.1
"JEREMYLANGFORD","RB","Jeremy Langford","CHI",0,0,0,NA,NA,NA,NA,NA,3,12.8,0.1,0.9,6.4,0,NA,NA,0.1
"DEXTERMCCLUSTER","RB","Dexter McCluster","TEN",0,0,0,NA,NA,NA,NA,NA,4.1,12.7,0,1.9,15.2,0.1,NA,NA,0.1
"TOBYGERHART","RB","Toby Gerhart","JAC",0,0,0,NA,NA,NA,NA,NA,3.2,12.7,0.1,1,7.3,0,NA,NA,0.1
"JACQUIZZRODGERS","RB","Jacquizz Rodgers","CHI",0,0,0,NA,NA,NA,NA,NA,3.1,12.7,0,0.9,6.5,0,NA,NA,0.1
"KNILEDAVIS","RB","Knile Davis","KC",0,0,0,NA,NA,NA,NA,NA,3.2,12.6,0.1,0.7,5.4,0,NA,NA,0.1
"DAVIDJOHNSON","RB","David Johnson","ARI",0,0,0,NA,NA,NA,NA,NA,3.6,12.5,0.1,1.9,18.3,0.1,NA,NA,0.1
"CHRISTHOMPSON","RB","Chris Thompson","WAS",0,0,0,NA,NA,NA,NA,NA,2.8,12.2,0.2,2.6,21.8,0,NA,NA,0.1
"BRANDONBOLDEN","RB","Brandon Bolden","NE",0,0,0,NA,NA,NA,NA,NA,2.7,10.6,0.1,0.5,3.3,0,NA,NA,0.1
"ROYHELU","RB","Roy Helu","OAK",0,0,0,NA,NA,NA,NA,NA,2.3,9.6,0,1.7,14,0.1,NA,NA,0
"JUWANTHOMPSON","RB","Juwan Thompson","DEN",0,0,0,NA,NA,NA,NA,NA,1.8,9.3,0.1,0.2,1.4,0,NA,NA,0.1
"BENJAMINCUNNINGHAM","RB","Benjamin Cunningham","STL",0,0,0,NA,NA,NA,NA,NA,2.2,8.8,0,2.1,15.5,0,NA,NA,0
"CHRISPOLK","RB","Chris Polk","HOU",0,0,0,NA,NA,NA,NA,NA,1.5,8.5,0.1,0.9,6.3,0,NA,NA,0
"TERRONWARD","RB","Terron Ward","ATL",0,0,0,NA,NA,NA,NA,NA,1.9,7.8,0.1,0.5,3.6,0,NA,NA,0
"BRANDENOLIVER","RB","Branden Oliver","SD",0,0,0,NA,NA,NA,NA,NA,2,7.7,0.1,0.7,5.4,0,NA,NA,0.1
"THEORIDDICK","RB","Theo Riddick","DET",0,0,0,NA,NA,NA,NA,NA,1.6,7.6,0,3.2,28.1,0.2,NA,NA,0.1
"TERRANCEWEST","RB","Terrance West","TEN",0,0,0,NA,NA,NA,NA,NA,1.8,7.5,0,0.3,1.5,0,NA,NA,0
"TAIWANJONES","RB","Taiwan Jones","OAK",0,0,0,NA,NA,NA,NA,NA,1.8,6.1,0,0.7,5.2,0,NA,NA,0.1
"DANHERRON","RB","Dan Herron","IND",0,0,0,NA,NA,NA,NA,NA,1.5,5.9,0.1,0.3,2.3,0,NA,NA,0
"MIKEDAVIS","RB","Mike Davis","SF",0,0,0,NA,NA,NA,NA,NA,1.4,5.2,0,0.4,2.2,0,NA,NA,0
"JAYPROSCH","RB","Jay Prosch","HOU",0,0,0,NA,NA,NA,NA,NA,1.1,5.1,0,0.4,2.9,0,NA,NA,0
"ZACHZENNER","RB","Zach Zenner","DET",0,0,0,NA,NA,NA,NA,NA,1.5,4.8,0,0.4,3,0,NA,NA,0.1
"FREDJACKSON","RB","Fred Jackson","SEA",0,0,0,NA,NA,NA,NA,NA,1.1,4.8,0,0.7,5,0,NA,NA,0.1
"BOBBYRAINEY","RB","Bobby Rainey","TB",0,0,0,NA,NA,NA,NA,NA,1.2,4.8,0,0.5,4.2,0,NA,NA,0
"KADEEMCAREY","RB","KaDeem Carey","CHI",0,0,0,NA,NA,NA,NA,NA,1,4.6,0,0.5,3.8,0,NA,NA,0
"JEROMEFELTON","RB","Jerome Felton","BUF",0,0,0,NA,NA,NA,NA,NA,1.1,4.2,0,0.5,2.8,0,NA,NA,0
"SHAUNDRAUGHN","RB","Shaun Draughn","CLE",0,0,0,NA,NA,NA,NA,NA,1.1,4.2,0,0.5,3.7,0,NA,NA,0.1
"BERNARDPIERCE","RB","Bernard Pierce","JAC",0,0,0,NA,NA,NA,NA,NA,0.9,3.8,0,0.6,4.1,0,NA,NA,0
"JOHNKUHN","RB","John Kuhn","GB",0,0,0,NA,NA,NA,NA,NA,1,3.6,0.1,0.6,3.7,0,NA,NA,0
"STEPFANTAYLOR","RB","Stepfan Taylor","ARI",0,0,0,NA,NA,NA,NA,NA,1,3.4,0,0.4,2.3,0,NA,NA,0
"DARRELYOUNG","RB","Darrel Young","WAS",0,0,0,NA,NA,NA,NA,NA,0.8,3.1,0.1,0.5,4,0,NA,NA,0
"JAMESWHITE","RB","James White","NE",0,0,0,NA,NA,NA,NA,NA,0.8,3.1,0,0.6,4.4,0,NA,NA,0
"JARRYDHAYNE","RB","Jarryd Hayne","SF",0,0,0,NA,NA,NA,NA,NA,0.7,3,0,0.3,1.8,0,NA,NA,0
"JALSTONFOWLER","RB","Jalston Fowler","TEN",0,0,0,NA,NA,NA,NA,NA,0.8,2.8,0,0.3,2.8,0,NA,NA,0
"DENARDROBINSON","RB","Denard Robinson","JAC",0,0,0,NA,NA,NA,NA,NA,0.4,2.8,0,0.1,0.8,0,NA,NA,0
"MARCELREECE","RB","Marcel Reece","OAK",0,0,0,NA,NA,NA,NA,NA,0.6,2.6,0,1.7,15.6,0.1,NA,NA,0
"WILLJOHNSON","RB","Will Johnson","PIT",0,0,0,NA,NA,NA,NA,NA,0.8,2.6,0.1,0.4,2.3,0,NA,NA,0
"JONATHANGRIMES","RB","Jonathan Grimes","HOU",0,0,0,NA,NA,NA,NA,NA,0.7,2.5,0,0.2,1.7,0,NA,NA,0
"JORVORSKIELANE","RB","Jorvorskie Lane","TB",0,0,0,NA,NA,NA,NA,NA,0.7,2.3,0,0.1,0.5,0,NA,NA,0
"DRIARCHER","RB","Dri Archer","PIT",0,0,0,NA,NA,NA,NA,NA,0.4,2.2,0,0.2,1.6,0,NA,NA,0
