"name","pos","name_yahoo","team_yahoo","positionRank_yahoo","overallRank_yahoo","pts_yahoo","passAtt_yahoo","passComp_yahoo","passYds_yahoo","passTds_yahoo","passInt_yahoo","rushAtt_yahoo","rushYds_yahoo","rushTds_yahoo","rec_yahoo","recYds_yahoo","recTds_yahoo","returnTds_yahoo","twoPts_yahoo","fumbles_yahoo"
"CAMNEWTON","QB","Cam Newton","CAR",1,1,24.18,0,NA,236,2.4,0.9,8.5,43.6,0.4,0,0,0,0,0.1,0.3
"BLAKEBORTLES","QB","Blake Bortles","JAX",2,2,23.11,0,NA,289,2.5,0.8,3.4,22.8,0.1,0,0,0,0,0.1,0.3
"RUSSELLWILSON","QB","Russell Wilson","SEA",3,3,22.84,0,NA,221,2.6,0.6,6.2,39.1,0.1,0,0,0,0,0.1,0.3
"DREWBREES","QB","Drew Brees","NO",4,4,22.49,0,NA,322,2.6,0.8,1.6,2.3,0,0,0,0,0,0.1,0.2
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",5,5,21.66,0,NA,324,2.2,0.8,2.3,6.9,0.1,0,0,0,0,0.1,0.3
"CARSONPALMER","QB","Carson Palmer","ARI",6,6,21.36,0,NA,317,2.2,0.7,1.8,2.9,0.1,0,0,0,0,0.1,0.1
"AARONRODGERS","QB","Aaron Rodgers","GB",7,7,21.28,0,NA,287,2.1,0.6,3.4,18.4,0.1,0,0,0,0,0.1,0.4
"TOMBRADY","QB","Tom Brady","NE",8,8,20.6,0,NA,319,2.1,0.9,1.8,2.5,0.1,0,0,0,0,0.1,0.2
"ANTONIOBROWN","WR","Antonio Brown","PIT",1,9,20.05,12.3,NA,0,0,0,0.2,1.6,0,8.1,116,0.6,0.1,0,0
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",9,10,19.46,0,NA,274,2.1,0.7,2.1,6.9,0.1,0,0,0,0,0.1,0.3
"ADRIANPETERSON","RB","Adrian Peterson","MIN",1,11,19.04,2.5,NA,0,0,0,22.7,106,1,2,16.3,0.1,0,0,0.2
"DEREKCARR","QB","Derek Carr","OAK",10,12,18.59,0,NA,258,2.2,0.6,2,5.7,0,0,0,0,0,0.1,0.3
"DEVONTAFREEMAN","RB","Devonta Freeman","ATL",2,13,18.5,8,NA,0,0,0,16.2,69.2,0.3,6.5,58.1,0.2,0,0,0.1
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","NYJ",11,14,18.08,0,NA,250,1.8,1.1,4.5,19.3,0.1,0,0,0,0,0.1,0.3
"MATTRYAN","QB","Matt Ryan","ATL",12,15,17.97,0,NA,321,1.5,1.2,2.2,7.1,0,0,0,0,0,0,0.2
"KIRKCOUSINS","QB","Kirk Cousins","WAS",13,16,17.89,0,NA,263,1.9,0.9,1.8,4.7,0.1,0,0,0,0,0.1,0.3
"ELIMANNING","QB","Eli Manning","NYG",14,17,17.63,0,NA,281,1.9,0.9,1.2,2.2,0,0,0,0,0,0.1,0.3
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",15,18,17.37,0,NA,260,1.7,0.9,2.3,10.8,0.1,0,0,0,0,0,0.3
"TYRODTAYLOR","QB","Tyrod Taylor","BUF",15,18,17.37,0,NA,199,1.4,0.5,6,32.7,0.2,0,0,0,0,0,0.3
"PHILIPRIVERS","QB","Philip Rivers","SD",17,20,17.35,0,NA,309,1.5,1,1.6,3.5,0,0,0,0,0,0,0.3
"DEANGELOWILLIAMS","RB","DeAngelo Williams","PIT",3,21,17.17,3.5,NA,0,0,0,20.2,85.9,0.8,2.6,19.8,0.1,0,0,0.2
"DAVIDJOHNSON","RB","David Johnson","ARI",4,22,16.36,3.3,NA,0,0,0,15.8,69.1,0.8,2.6,26.1,0.2,0,0,0.2
"JAMEISWINSTON","QB","Jameis Winston","TB",18,23,16.29,0,NA,227,1.6,0.7,2.7,12.4,0.1,0,0,0,0,0,0.3
