"name","pos","name_yahoo","team_yahoo","positionRank_yahoo","overallRank_yahoo","pts_yahoo","passAtt_yahoo","passComp_yahoo","passYds_yahoo","passTds_yahoo","passInt_yahoo","rushAtt_yahoo","rushYds_yahoo","rushTds_yahoo","rec_yahoo","recYds_yahoo","recTds_yahoo","returnTds_yahoo","twoPts_yahoo","fumbles_yahoo"
"DEVONTAFREEMAN","RB","Devonta Freeman","ATL",1,1,23.16,5.9,NA,0,0,0,23.7,105,0.9,4.8,44.2,0.2,0,0,0.2
"TOMBRADY","QB","Tom Brady","NE",1,2,22.39,0,NA,276,2.6,0.4,2.8,3.4,0.2,0,0,0,0,0.1,0.2
"PHILIPRIVERS","QB","Philip Rivers","SD",2,3,21.03,0,NA,304,2.4,0.9,1.8,3.9,0,0,0,0,0,0.1,0.3
"AARONRODGERS","QB","Aaron Rodgers","GB",3,4,20.34,0,NA,290,1.9,0.8,3.5,19.1,0.1,0,0,0,0,0.1,0.3
"CAMNEWTON","QB","Cam Newton","CAR",4,5,19.88,0,NA,215,1.6,1.1,8.1,41.1,0.4,0,0,0,0,0.1,0.4
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",5,6,19.76,0,NA,311,2,0.9,2.1,6.2,0,0,0,0,0,0.1,0.3
"ANTONIOBROWN","WR","Antonio Brown","PIT",1,7,19.37,12.1,NA,0,0,0,0.3,1.7,0,8.2,111,0.6,0.1,0,0
"DREWBREES","QB","Drew Brees","NO",6,8,19.28,0,NA,283,2.1,0.9,1.8,2.8,0.1,0,0,0,0,0.1,0.2
"ANDYDALTON","QB","Andy Dalton","CIN",7,9,19.27,0,NA,223,2.1,0.6,4.4,12.8,0.2,0,0,0,0,0.1,0.1
"ELIMANNING","QB","Eli Manning","NYG",8,10,18.7,0,NA,277,2.1,0.7,1.5,2.9,0,0,0,0,0,0.1,0.3
"ANDREWLUCK","QB","Andrew Luck","IND",9,11,18.23,0,NA,290,1.6,1.3,3.6,17.9,0.1,0,0,0,0,0,0.3
"PEYTONMANNING","QB","Peyton Manning","DEN",10,12,17.91,0,NA,316,1.6,1,0.9,-0.2,0,0,0,0,0,0,0.2
"MATTRYAN","QB","Matt Ryan","ATL",11,13,17.62,0,NA,279,1.6,0.8,2.8,9,0.1,0,0,0,0,0,0.2
"TYRODTAYLOR","QB","Tyrod Taylor","BUF",12,14,17.56,0,NA,208,1.5,0.8,6.4,31.7,0.2,0,0,0,0,0,0.3
"MARCUSMARIOTA","QB","Marcus Mariota","TEN",13,15,17.42,0,NA,251,1.7,0.9,2.7,17.5,0.1,0,0,0,0,0,0.4
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","NYJ",14,16,17.21,0,NA,238,1.6,0.9,4.3,19.1,0.1,0,0,0,0,0,0.3
"JULIOJONES","WR","Julio Jones","ATL",2,17,16.71,10.8,NA,0,0,0,0,0,0,7.5,96.8,0.6,0,0,0.1
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",3,18,16.54,11.9,NA,0,0,0,0,0,0,7.7,99.7,0.5,0,0,0
"ODELLBECKHAM","WR","Odell Beckham Jr.","NYG",4,19,16.53,9.9,NA,0,0,0,0.3,1.7,0,6.8,89.8,0.7,0,0,0
"DEREKCARR","QB","Derek Carr","OAK",15,20,16.37,0,NA,274,1.6,0.9,1.9,4.7,0,0,0,0,0,0,0.4
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",16,21,16.3,0,NA,254,1.6,1.1,2.2,10.3,0.1,0,0,0,0,0,0.3
"JAMEISWINSTON","QB","Jameis Winston","TB",17,22,16.29,0,NA,231,1.6,1.2,3.9,12.7,0.2,0,0,0,0,0,0.3
"BLAKEBORTLES","QB","Blake Bortles","JAX",18,23,16.23,0,NA,277,1.2,1.1,3.1,17.6,0,0,0,0,0,0,0.3
"JOHNNYMANZIEL","QB","Johnny Manziel","CLE",19,24,15.85,0,NA,260,1.1,1.2,5.5,27.4,0.1,0,0,0,0,0,0.6
"MARKINGRAM","RB","Mark Ingram","NO",2,25,15.61,2.9,NA,0,0,0,16.6,71.3,0.8,2.4,17.8,0.1,0,0,0.1
"RANDALLCOBB","WR","Randall Cobb","GB",5,26,15.49,9.4,NA,0,0,0,0.5,3.1,0,6.6,88.5,0.5,0,0,0
"AJGREEN","WR","A.J. Green","CIN",6,27,15.1,8.5,NA,0,0,0,0,0,0,5.2,81.7,0.7,0,0,0.1
"JAYCUTLER","QB","Jay Cutler","CHI",20,28,15.04,0,NA,242,1.3,0.9,2.5,11.8,0.1,0,0,0,0,0,0.4
"KIRKCOUSINS","QB","Kirk Cousins","WAS",21,29,14.98,0,NA,289,1.2,1.3,1,3.1,0,0,0,0,0,0,0.3
"EMMANUELSANDERS","WR","Emmanuel Sanders","DEN",7,30,14.89,9.6,NA,0,0,0,0.3,1.8,0,6.3,88.5,0.4,0,0,0
"TODDGURLEY","RB","Todd Gurley","STL",3,31,14.86,2.4,NA,0,0,0,18,84.2,0.6,1.9,14.9,0.1,0,0,0.1
"DARRENMCFADDEN","RB","Darren McFadden","DAL",4,32,14.78,4.4,NA,0,0,0,19.7,72.8,0.4,3.6,30.6,0.1,0,0,0.1
"SAMBRADFORD","QB","Sam Bradford","PHI",22,33,14.76,0,NA,266,1.1,0.7,1.9,4.9,0.1,0,0,0,0,0,0.3
