"name","pos","name_yahoo","team_yahoo","positionRank_yahoo","overallRank_yahoo","pts_yahoo","passAtt_yahoo","passComp_yahoo","passYds_yahoo","passTds_yahoo","passInt_yahoo","rushAtt_yahoo","rushYds_yahoo","rushTds_yahoo","rec_yahoo","recYds_yahoo","recTds_yahoo","returnTds_yahoo","twoPts_yahoo","fumbles_yahoo"
"AARONRODGERS","QB","Aaron Rodgers","GB",1,1,20.64,0,NA,263,2.1,0.5,3.5,18.2,0.1,0,0,0,0,0.1,0.3
"RUSSELLWILSON","QB","Russell Wilson","SEA",2,2,20.11,0,NA,211,1.8,0.6,6.6,41.5,0.2,0,0,0,0,0.1,0.3
"ANDREWLUCK","QB","Andrew Luck","IND",3,3,19.84,0,NA,260,2.1,1,3.6,17.2,0.1,0,0,0,0,0.1,0.3
"CAMNEWTON","QB","Cam Newton","CAR",4,4,19.55,0,NA,223,1.4,0.8,7.8,42.7,0.3,0,0,0,0,0,0.3
"TOMBRADY","QB","Tom Brady","NE",5,5,19.21,0,NA,257,2.1,0.4,2.6,3.1,0.1,0,0,0,0,0.1,0.2
"PEYTONMANNING","QB","Peyton Manning","DEN",6,6,18.74,0,NA,299,1.9,0.9,1.4,-0.4,0,0,0,0,0,0.1,0.2
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",7,7,18.71,0,NA,303,1.8,0.8,2.1,6.3,0,0,0,0,0,0,0.3
"ANTONIOBROWN","WR","Antonio Brown","PIT",1,8,18.61,10.8,NA,0,0,0,0.4,2.5,0,7.6,104,0.6,0.1,0,0
"DREWBREES","QB","Drew Brees","NO",8,9,18.46,0,NA,331,1.5,0.9,1.6,2.5,0.1,0,0,0,0,0,0.2
"CARSONPALMER","QB","Carson Palmer","ARI",9,10,18.35,0,NA,265,2,0.9,1.5,2.6,0.1,0,0,0,0,0.1,0.1
"MARCUSMARIOTA","QB","Marcus Mariota","TEN",10,11,17.79,0,NA,238,1.6,0.9,4.9,29.2,0.2,0,0,0,0,0,0.5
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",11,12,17.78,0,NA,281,1.7,0.9,2.3,7.2,0.1,0,0,0,0,0,0.3
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",12,13,17.61,0,NA,253,1,0.6,6.2,37.7,0.1,0,0,0,0,0,0.3
"ELIMANNING","QB","Eli Manning","NYG",13,14,17.57,0,NA,291,1.7,1,1,2,0,0,0,0,0,0,0.3
"MATTRYAN","QB","Matt Ryan","ATL",14,15,17.54,0,NA,291,1.5,0.8,2,6.4,0.1,0,0,0,0,0,0.2
"LEVEONBELL","RB","Le'Veon Bell","PIT",1,16,17.15,5.6,NA,0,0,0,17,73,0.5,4.5,37.1,0.2,0,0,0.1
"ADRIANPETERSON","RB","Adrian Peterson","MIN",2,17,17.05,3.5,NA,0,0,0,18.5,91,0.6,2.8,23.2,0.1,0,0,0.2
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",15,18,16.96,0,NA,272,1.4,1,3.1,14.9,0.1,0,0,0,0,0,0.3
"PHILIPRIVERS","QB","Philip Rivers","SD",16,19,16.9,0,NA,278,1.6,0.9,2,4.3,0,0,0,0,0,0,0.3
